DISENS,VRG,CENS,CVER,SBASE,RMIN,PORS,RRPF,RRSF,CVRRF,OPCRF,PORCPERD,OPCPERD,OPCLM,OPCDO,PEN_PERD,FLUJO_DC_AC,REDESPACHO,MMAXAGC,OPFCURT
0.0,0.0,2000000.0,0.001,100.0,0.0,0.03,0.03,0.03,2000000.0,1.0,0.006,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,3.0
