loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus1)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,Inom,av_mode,plini,qlini,slini,coslini,scale0,mode_inp,phtech
Demanda Hato Mayor,ZHMAYF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Hato Mayor.ElmLod,69 kV Hato Mayor,WHMAYF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.07388556748628616,constq,8.420000076293945,2.6600000858306885,8.830175399780273,0.9535484313964844,1.0,PQ,3PH-'D'
Demanda Destilería Brugal,ZXDBRF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Destilería Brugal.ElmLod,69 kV Destilería Brugal,WDBRUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Destilería Brugal.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.005692289676517248,constq,0.6200000047683716,0.2800000011920929,0.6802940964698792,0.911370575428009,1.0,PQ,3PH-'D'
Demanda ZF San Pedro AES,ZZSPAF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda ZF San Pedro AES.ElmLod,69 kV ZF San Pedro AES,WZSPAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro AES.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.13967591524124146,constq,16.690000534057617,0.3100000023841858,16.69287872314453,0.9998275637626648,1.0,PQ,3PH-'D'
Demanda ZF San Pedro Chentec,ZZSPCF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda ZF San Pedro Chentec.ElmLod,69 kV ZF San Pedro Chentec,WZSPCF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro Chentec.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.006959037855267525,constq,0.7900000214576721,0.25999999046325684,0.8316850662231445,0.9498788118362427,1.0,PQ,3PH-'D'
Demanda Yamasá,ZYAMAF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Yamasá.ElmLod,69 kV Yamasá,WYAMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Yamasá.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.10503014922142029,constq,11.420000076293945,5.210000038146973,12.552310943603516,0.9097926616668701,1.0,PQ,3PH-'D'
Demanda 1 Monte Plata,ZMPLAF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 1 Monte Plata.ElmLod,WMPLAF(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(6).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.07803115248680115,constq,8.65999984741211,3.4600000381469727,9.325620651245117,0.9286245107650757,1.0,PQ,3PH-'D'
Demanda Guavaberry,ZGUAVF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Guavaberry.ElmLod,69 kV Guavaberry,WGUAVF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guavaberry.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0017571529606357217,constq,0.20999999344348907,0.0,0.20999999344348907,1.0,1.0,PQ,3PH-'D'
Demanda César Iglesias,ZXCIGF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda César Iglesias.ElmLod,69 kV César Iglesias,WCIGLF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV César Iglesias.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.04579442739486694,constq,4.980000019073486,2.2699999809265137,5.472960948944092,0.9099279046058655,1.0,PQ,3PH-'D'
SSAA Monte Plata Solar,ZMPSOK-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\SSAA Monte Plata Solar.ElmLod,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\3.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda 2 La Romana Pueblo,ZLRMAF-D2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 2 La Romana Pueblo.ElmLod,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.04360641539096832,constq,4.949999809265137,1.6299999952316284,5.21146821975708,0.9498282670974731,1.0,DEF,3PH-'D'
Demanda 2 Monte Plata,ZMPLAF-D2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 2 Monte Plata.ElmLod,1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(1).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.08802201598882675,constq,9.770000457763672,3.9000000953674316,10.519643783569336,0.9287387132644653,1.0,DEF,3PH-'D'
Demanda Sierra Prieta,ZSPRIF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda Sierra Prieta.ElmLod,69 kV Sierra Prieta,WSPRIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sierra Prieta.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.013195306994020939,constq,1.4500000476837158,0.6200000047683716,1.5769909620285034,0.9194726347923279,1.0,DEF,3PH-'D'
SSAA Sultana del Este 1,ZSES1K-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\SSAA Sultana del Este 1.ElmLod,69 kV Servicio Estación Sultana del Este,WSESEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Servicio Estación Sultana del Este.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda 3 La Romana Pueblo,ZLRMAF-D3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Demanda 3 La Romana Pueblo.ElmLod,WLRPUF(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(2).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,,0.0,0.0,0.09364267438650131,constq,10.630000114440918,3.5,11.191376686096191,0.9498384594917297,1.0,DEF,3PH-'D'
Demanda Industria Papel SIDO,ZIPSIF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Industria Papel SIDO.ElmLod,69 kV Industria Papel SIDO,WIPSIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Industria Papel SIDO.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.002098532160744071,constq,0.23000000417232513,0.10000000149011612,0.2507987320423126,0.9170700311660767,1.0,PQ,3PH-'D'
Demanda Hato Nuevo,ZHNUEF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Hato Nuevo.ElmLod,69 kV Hato Nuevo,WHNUEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Hato Nuevo.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.03607046231627464,constq,3.9700000286102295,1.6799999475479126,4.310835361480713,0.9209352135658264,1.0,PQ,3PH-'D'
Demanda Grupo Malla,ZGMALF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Grupo Malla.ElmLod,69 kV Molinos Modernos,WGMALF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Molinos Modernos.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.013850503601133823,constq,1.4600000381469727,0.7799999713897705,1.6552945375442505,0.8820182681083679,1.0,PQ,3PH-'D'
Demanda La Cuarenta,ZLCUAF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda La Cuarenta.ElmLod,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.08919883519411087,constq,10.09000015258789,3.440000057220459,10.660286903381348,0.9465036392211914,1.0,PQ,3PH-'D'
Demanda Plastifar,ZPLASF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Plastifar.ElmLod,69 kV Plastifar,WPLASF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Plastifar.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.03815798461437225,constq,3.890000104904175,2.380000114440918,4.5603179931640625,0.8530107140541077,1.0,PQ,3PH-'D'
Demanda Productos Diversos,ZPDIVF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Productos Diversos.ElmLod,69 kV Productos Diversos,WPDIVF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Productos Diversos.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.011113211512565613,constq,1.2599999904632568,0.41999998688697815,1.328156590461731,0.9486833214759827,1.0,PQ,3PH-'D'
Demanda ZF Los Alcarrizos,ZZALCF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda ZF Los Alcarrizos.ElmLod,69 kV ZF Los Alcarrizos,WZALCF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Los Alcarrizos.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.10710020363330841,constq,12.069999694824219,4.260000228881836,12.79970645904541,0.9429903626441956,1.0,PQ,3PH-'D'
Demanda Ciudad Satélite,ZCSATF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Ciudad Satélite.ElmLod,69 kV Ciudad Satélite,WCSATF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Ciudad Satélite.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.05070703849196434,constq,6.059999942779541,0.029999999329447746,6.060074329376221,0.9999877214431763,1.0,PQ,3PH-'D'
Demanda Carrefour,ZXCARF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Carrefour.ElmLod,69 kV Carrefour(1),WCARRF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Carrefour(1).ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.003929113503545523,constq,0.41999998688697815,0.20999999344348907,0.4695742726325989,0.8944271802902222,1.0,PQ,3PH-'D'
Demanda Banco Nacional Vivienda,ZBNVIF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Banco Nacional Vivienda.ElmLod,69 kV Banco Nacional de la Vivienda,WBNVIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Banco Nacional de la Vivienda.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.14052006602287292,constq,15.670000076293945,6.039999961853027,16.793764114379883,0.9330844283103943,1.0,PQ,3PH-'D'
Demanda 2 Kilómetro 10.5,ZKDMEF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 2 Kilómetro 10.5.ElmLod,L2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L2.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.16080480813980103,constq,17.889999389648438,7.019999980926514,19.21802520751953,0.9308968782424927,1.0,PQ,3PH-'D'
Demanda Grupo Petroquímica,ZGPETF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Grupo Petroquímica.ElmLod,69 kV Grupo Petroquímica,WGPETF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Petroquímica.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.053004197776317596,constq,5.119999885559082,3.7300000190734863,6.334611415863037,0.8082579374313354,1.0,PQ,3PH-'D'
Demanda Bayona,ZBAYOF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Bayona.ElmLod,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZBAYOF.ElmSubstat\4.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.06097942590713501,constq,6.860000133514404,2.4600000381469727,7.287743091583252,0.9413065314292908,1.0,PQ,3PH-'D'
Demanda Caballona,ZCBYNF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Caballona.ElmLod,69 kV Caballona,WCBYNF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Caballona.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.03680598363280296,constq,4.0,1.8300000429153442,4.398738384246826,0.909351646900177,1.0,PQ,3PH-'D'
Demanda Campamento 16 de Agosto,ZCDAGF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Campamento 16 de Agosto.ElmLod,69 kV Campamento 16 Agosto,WCDAGF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Campamento 16 Agosto.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0029106030706316233,constq,0.33000001311302185,0.10999999940395355,0.3478505611419678,0.9486832618713379,1.0,PQ,3PH-'D'
Demanda 1 Kilómetro 10.5,ZKDMBF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 1 Kilómetro 10.5.ElmLod,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.16749949753284454,constq,18.690000534057617,7.170000076293945,20.018117904663086,0.933654248714447,1.0,PQ,3PH-'D'
Demanda Novoplast,ZNOVOF-D1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Novoplast.ElmLod,69 kV Novoplast,WNOVOF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Novoplast.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.024852432310581207,constq,2.7300000190734863,1.1699999570846558,2.970151662826538,0.9191449880599976,1.0,PQ,3PH-'D'
