loc_name,for_name,ruta,barra(bushv),barra(bushv)_for,barra(bushv)_id,barra(buslv),barra(buslv)_for,barra(buslv)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,ntnum,nntap,i_cont,usetp
138/13.8 kV Transformador CESPM 3,WSPM2E_WCES3K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 3.ElmTr2,L3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\L3.ElmTerm,Terminal CESPM 3,WCES3K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 3.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,140/13.8 kV Trafo CESPM 3 150 MVA,0.0,0.0,1,0,0,1.0
138/13.8 kV Transformador CESPM 2,WSPM2E_WCES2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 2.ElmTr2,L2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\L2.ElmTerm,Terminal CESPM 2,WCES2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,140/13.8 kV Trafo CESPM 2 120 MVA,0.0,0.0,1,0,0,1.0
138/13.8 kV Transformador CESPM 1,WSPM2E_WCES1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 1.ElmTr2,R5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\R5.ElmTerm,Terminal CESPM 1,WCES1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,140/13.8 kV Trafo CESPM 1 120 MVA,0.0,0.0,1,0,0,1.0
138/13.8 kV Transformador CEMEX,WCEMEE_WCEMEK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\138/13.8 kV Transformador CEMEX.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\1.ElmTerm,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/13.8 kV Trafo CEMEX 40 MVA,0.0,0.0,1,0,0,1.0
138/12.47 kV Transformador Los Orígenes,WLORIE_WLORIK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\138/12.47 kV Transformador Los Orígenes.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\3.ElmTerm,Terminal Los Orígenes,WLORIK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/12.47 kV Trafo Los Orígenes 65 MVA,0.0,0.0,1,1,0,1.0
138/13.8 kV Transformador SP Bio-Energy,WSPBEE_WSPB1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\138/13.8 kV Transformador SP Bio-Energy.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\2.ElmTerm,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEK.ElmSubstat\L1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/13.8 kV Trafo SP Bio-Energy 45 MVA,0.0,0.0,1,5,0,1.0
138/69 kV Transformador SPM,WSPMAE_WSPMAF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\138/69 kV Transformador SPM.ElmTr2,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L1.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/69 kV SPM T1 (125 MVA),0.0,0.0,1,-2,0,1.0
138/69 kV Transformador Hato Mayor 2,WHMA2E_WHMA2F-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\138/69 kV Transformador Hato Mayor 2.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\ZHMA2E.ElmSubstat\2.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\WHMA2F.ElmSubstat\1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/69 kV Hato Mayor 2 T1 (80MVA),0.0,0.0,1,-3,0,1.0
138/34.5 kV Transformador PS El Soco,WESOCE_WESOCK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\138/34.5 kV Transformador PS El Soco.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\ZESOCE.ElmSubstat\2.ElmTerm,Terminal Parque Solar El Soco,WXESOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Terminal Parque Solar El Soco.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/34.5 kV Trafo El Soco 80 MVA,0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador PF Cumayasa 1,WCUMAE_WXCU1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 1.ElmTr2,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\ZCUMAE.ElmSubstat\L1.ElmTerm,Terminal PF Cumayasa 1,WXCU1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,138/34.5 kV Trafo Cumayasa 65 MVA,0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador PF Cumayasa 2,WCUMBE_WXCU2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 2.ElmTr2,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\ZCUMAE.ElmSubstat\R2.ElmTerm,Terminal PF Cumayasa 2,WXCU2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,138/34.5 kV Trafo Cumayasa 65 MVA,0.0,0.0,1,0,0,1.0
138/69 kV Transformador ZF Santiago,WZSANE_WZSANF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\138/69 kV Transformador ZF Santiago.ElmTr2,E6,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\ZZSANE.ElmSubstat\E6.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\ZZSANF.ElmSubstat\1.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/69 kV ZF Santiago T1 (140 MVA),0.0,0.0,1,0,0,1.0
138/69 kV Transformador Bonao 2,WBON2E_WBON2F-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\138/69 kV Transformador Bonao 2.ElmTr2,E2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\ZBON2E.ElmSubstat\E2.ElmTerm,F1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\ZBON2E.ElmSubstat\F1.ElmTerm,0,CIBAO SUR,NORTE,NORTE 138 kV,,138/69 kV Bonao 2 T1 (140 MVA),0.0,0.0,1,-4,0,1.0
13.8/4.16 kV Transformador CE Monción,WZMONK_WCEMOK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8/4.16 kV Transformador CE Monción.ElmTr2,13.8 kV Zona Monción,WZMONK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm,Terminal Contra Embalse Monción,WCEMOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Contra Embalse Monción.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,13.8/4.16 kV Trafo C.E Monción 4 MVA,0.0,0.0,1,0,0,1.0
138/13.8 kV Transformador Monción 2,WMONCE_WMONCK-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\138/13.8 kV Transformador Monción 2.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\ZMONCE.ElmSubstat\3.ElmTerm,Terminal Monción,WMONCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Monción 30 MVA,0.0,0.0,1,2,0,1.0
138/13.8 kV Transformador Monción 1,WMONCE_WMONCK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\138/13.8 kV Transformador Monción 1.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\ZMONCE.ElmSubstat\2.ElmTerm,Terminal Monción,WMONCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Monción 30 MVA,0.0,0.0,1,2,0,1.0
13.8/4.16 kV Transformador Zona Monción,WMONCK_WZMONK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8/4.16 kV Transformador Zona Monción.ElmTr2,Terminal Monción,WMONCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,13.8 kV Zona Monción,WZMONK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,13.8/13.8 kV Trafo Moncion 5 MVA,0.0,0.0,1,0,0,1.0
138/13.8 kV Trafo Pimentel Grupo 3,WPIMEE_WPIM3K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 3.ElmTr2,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\R2.ElmTerm,Terminal Pimentel Grupo 3,WPIM3K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Terminal Pimentel Grupo 3.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Pimentel 3 100 MVA,0.0,0.0,1,1,0,1.0
138/13.8 kV Trafo Pimentel Grupo 2,WPIMEE_WPIM2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 2.ElmTr2,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\R1.ElmTerm,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEK.ElmSubstat\R1.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Pimentel 2 60 MVA,0.0,0.0,1,1,0,1.0
138/13.8 kV Trafo Pimentel Grupo 1,WPIMEE_WPIM1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 1.ElmTr2,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\L1.ElmTerm,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEK.ElmSubstat\L1.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Pimentel 1 60 MVA,0.0,0.0,1,1,0,1.0
138/69 kV Transformador 2 Canabacoa,WCANAE_WCANBF-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador 2 Canabacoa.ElmTr2,L8(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAE.ElmSubstat\L8(1).ElmTerm,L4(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAF.ElmSubstat\L4(1).ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/69 kV Canabacoa T2 (140 MVA),0.0,0.0,1,-2,0,1.0
138/69 kV Transformador Canabacoa,WCANAE_WCANBF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador Canabacoa.ElmTr2,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAE.ElmSubstat\L1.ElmTerm,Tap 69 kV provisional Canabaoca,WXPCAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tap 69 kV provisional Canabaoca.ElmTerm,1,CIBAO NORTE,NORTE,NORTE 138 kV,,132/66 kV Canabacoa T1 (200 MVA),0.0,0.0,1,-5,0,1.0
138/69 kV Trafo Puerto Plata 2,WPPL2E_WPPL2F-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\138/69 kV Trafo Puerto Plata 2.ElmTr2,E7,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\ZPPL2E.ElmSubstat\E7.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\ZPPL2F.ElmSubstat\1.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/69 kV Puerto Plata 2 T1 (140 MVA),0.0,0.0,1,5,0,1.0
138/69 kV Transformador Nagua 2,WNAG2E_WNAG2F-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\138/69 kV Transformador Nagua 2.ElmTr2,WNAG2E(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\ZNAG2E.ElmSubstat\WNAG2E(1).ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\ZNAG2F.ElmSubstat\1.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/69 kV Nagua 2 T1 (70 MVA),0.0,0.0,1,0,0,1.0
138/13.8 Transformador López Angostura,WLANGE_WLANGK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\138/13.8 Transformador López Angostura.ElmTr2,WLANGE(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\ZLANGE.ElmSubstat\WLANGE(2).ElmTerm,Terminal López Angostura,WLANGK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/13.8 kV López Angostura 23 MVA,0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador FALCONDO,WFALCE_WFALCK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\138/34.5 kV Transformador FALCONDO.ElmTr2,WFALCE(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\WFALCE(2).ElmTerm,R4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCK_B.ElmSubstat\R4.ElmTerm,1,CIBAO SUR,NORTE,NORTE 138 kV,ZFALCE,138/34.5 kV Falcondo T1 (133 MVA),0.0,0.0,1,0,0,1.0
12.47/0.44 kV Transfomador 1 Baiguaque,WTAVBE_WBAI1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\12.47/0.44 kV Transfomador 1 Baiguaque.ElmTr2,Terminal 2 Baigüaque,WBAI2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm,Terminal 1 Baiguaque,WBAI1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,0,CIBAO NORTE,,NORTE 138 kV,,12.47/0.44 kV Trafo 1 Baiguaque,0.0,0.0,1,-3,0,1.0
34.5/12.47 kV Trafo Jánico,WTAVBE_WBAI2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5/12.47 kV Trafo Jánico.ElmTr2,34.5 kV Jánico,WJANIK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm,Terminal 2 Baigüaque,WBAI2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,34.5/12.47 kV Trafo 2 Baiguaque,0.0,0.0,1,-3,0,1.0
138/13.8 kV Transformador Tavera 2,WTAVBE_WTAV2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 2.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\4.ElmTerm,Terminal Tavera 2,WTAV2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Tavera 2 65 MVA,0.0,0.0,1,2,0,1.0
138/13.8 kV Transformador Tavera 1,WTAVEE_WTAV1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 1.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\3.ElmTerm,Terminal Tavera 1,WTAV1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/13.8 kV Trafo Tavera 2 65 MVA,0.0,0.0,1,2,0,1.0
