loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus1)_id,barra(bus2),barra(bus2)_for,barra(bus2)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,dline,nlnum,Inom,R0,R1,X0,X1,B0,B1,G1
69 kV Derivación Río Chavón,ZRCHAF_ZXCHAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Río Chavón.ElmLne,Tap Chavón,WXCHAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm,69 kV Río Chavón,WRCHAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Río Chavón.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA/1C/69/1xF - 4/0 ACSR,0.029999999329447746,1,0.3569999933242798,0.019407976418733597,0.007860386744141579,0.04801061376929283,0.013679273426532745,0.053579334169626236,0.11219258606433868,-1.6653344997146072e-18
69 kV La Romana – Rancho Peligro_b,ZGUAYF_ZXBLEF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – Rancho Peligro_b.ElmLne,Tap Batey Lechuga,WXBLEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,Tap Guaymate,WXGYMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 2/0 AAAC,12.550000190734863,1,0.2849999964237213,11.19015884399414,6.124405384063721,19.64138412475586,6.1678972244262695,24.183130264282227,42.84480667114258,5.22498732140038e-16
69 kV La Romana – Rancho Peligro_a,ZLROMF_ZXBLEF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – Rancho Peligro_a.ElmLne,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\4.ElmTerm,Tap Batey Lechuga,WXBLEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 2/0 CU,18.5,1,0.36000001430511475,13.043909072875977,5.576463222503662,28.951204299926758,9.089887619018555,35.6484375,63.15768051147461,7.7021722333370235e-16
69 kV Derivación Batey Lechuga,ZBLECF_ZXBLEF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Batey Lechuga.ElmLne,Tap Batey Lechuga,WXBLEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,69 kV Batey Lechuga,WBLECF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Batey Lechuga.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 2/0 CU,6.400000095367432,1,0.36000001430511475,4.512487411499023,1.929154872894287,10.015551567077637,3.1446099281311035,12.332432746887207,21.849143981933594,2.664535364979494e-16
69 kV La Romana – La Romana Pueblo_a,ZLRMAF_ZLROMF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – La Romana Pueblo_a.ElmLne,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\3.ElmTerm,Tap Capacitor 69 kV La Romana Pueblo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Capacitor 69 kV La Romana Pueblo.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TVS-1/1C/69/1xF - 4/0 AAAC,2.3970000743865967,1,0.3799999952316284,1.6527708768844604,0.7365679144859314,3.7942821979522705,1.1140869855880737,4.459401607513428,8.722661018371582,-3.326505840765266e-17
69 kV Buena Vista – Higüey_c,ZBENEF_ZHIGUF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Buena Vista – Higüey_c.ElmLne,Tap Benedicto,WXBENF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm,WHIGUF(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(5).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,27.5,1,0.3799999952316284,19.54408073425293,8.448834419250488,42.570186614990234,13.029640197753906,53.20756149291992,97.54069519042969,-1.5265566588595902e-15
69 kV Hato Mayor 2 – SPM_b,ZCSULF_ZHMAYF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – SPM_b.ElmLne,Tap Hato Mayor,WXHMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm,Tap Consuelo,WXCSUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,29.0,1,0.6629999876022339,15.19619369506836,3.3798928260803223,43.921600341796875,12.369938850402832,59.4062385559082,113.8804931640625,-8.049116928532385e-16
69 kV Hato Mayor 2 – SPM_a,ZEVALF_ZHMAYF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – SPM_a.ElmLne,Tap Hato Mayor,WXHMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\WHMA2F.ElmSubstat\2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TVS/1C/69/1xF - 559 AAAC,0.8999999761581421,1,0.6629999876022339,0.46079084277153015,0.10459627211093903,1.3921024799346924,0.37391397356987,1.762068748474121,3.615964889526367,3.43475235008518e-17
69 kV SPM – ZF SPM Chentec_c,ZZSPAF_ZZSPMF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_c.ElmLne,Tap ZF SPM,WXZSPF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,Tap ZF San Pedro AES,WXSPAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 55 P/69 - 559 AAAC,0.41999998688697815,1,0.6629999876022339,0.2184309959411621,0.048976339399814606,0.6327452659606934,0.18158058822155,0.8517380952835083,1.6267645359039307,3.205768904195801e-17
69 kV La Romana – Rancho Peligro_c,ZGUAYF_ZRPELF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – Rancho Peligro_c.ElmLne,Tap Guaymate,WXGYMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,69 kV Rancho Peligro,WRPELF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Rancho Peligro.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 2/0 AAAC,7.300000190734863,1,0.2849999964237213,6.509016990661621,3.5624032020568848,11.424869537353516,3.5877010822296143,14.066681861877441,24.921680450439453,3.039235741669603e-16
69 kV Derivación Monte Plata,ZMPLAF_ZXMPSF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Monte Plata.ElmLne,69 kV Monte Plata,WMPLAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\69 kV Monte Plata.ElmTerm,Tap Monte Plata Solar,WXMPSF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Monte Plata Solar.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,T.ACERO S1(2)/1C/138/1xF/559 AAAC,0.05000000074505806,1,0.6629999876022339,0.021557020023465157,0.005816388875246048,0.07497365772724152,0.023726973682641983,0.08910605311393738,0.17587995529174805,4.1633365077804595e-18
69 kV SPM – ZF SPM Chentec_d,ZZSPAF_ZZSPCF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_d.ElmLne,Tap ZF San Pedro AES,WXSPAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,69 kV ZF San Pedro Chentec,WZSPCF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro Chentec.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 4/0 CU,0.1899999976158142,1,0.47999998927116394,0.11270726472139359,0.036014582961797714,0.2940034866333008,0.09002240002155304,0.37409600615501404,0.674136221408844,2.1094237203180178e-17
69 kV Derivación San Pedro TG_a,ZXPVIF_ZXZSPF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación San Pedro TG_a.ElmLne,Tap San Pedro Macorís,WXSPMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,69 kV San Pedro TG,WSPEGF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV San Pedro TG.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,0.30000001192092896,1,0.3799999952316284,0.21326285600662231,0.0921691432595253,0.46421700716018677,0.14214158058166504,0.5906779170036316,1.0644257068634033,3.3306692062243676e-17
69 kV SPM – ZF SPM Chentec_b,ZXZSPF_ZZSPMF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_b.ElmLne,Tap San Pedro Macorís,WXSPMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,Tap ZF SPM,WXZSPF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 4/0 CU,2.549999952316284,1,0.47999998927116394,1.5126501321792603,0.4833536148071289,3.945836305618286,1.208195447921753,5.020761966705322,9.04761791229248,2.83106865985459e-16
69 kV Derivación Guavaberry,ZGUAVF_ZXGAVF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Guavaberry.ElmLne,Tap Guavaberry,WXGAVF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guavaberry.ElmTerm,69 kV Guavaberry,WGUAVF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guavaberry.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TVS-1/1C/69/1xF - 4/0 AAAC,1.9199999570846558,1,0.3799999952316284,1.3238714933395386,0.5899917483329773,3.039224624633789,0.8923850059509277,3.571985960006714,6.9868621826171875,-2.6645351995433716e-17
69 kV La Romana – La Romana Pueblo_b,ZLRMAF_ZLROMF-L1_a,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – La Romana Pueblo_b.ElmLne,69 kV La Romana Pueblo,WLRMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\69 kV La Romana Pueblo.ElmTerm,Tap Capacitor 69 kV La Romana Pueblo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Capacitor 69 kV La Romana Pueblo.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TVS-1/1C/69/1xF - 4/0 AAAC,0.003000020980834961,1,0.3799999952316284,0.002068563597276807,0.000921868602745235,0.004748821724206209,0.0013943613739684224,0.005581267178058624,0.010917048901319504,-4.163365459101899e-20
69 kV Hato Mayor 2 – Sabana de la Mar,ZHMA2F_ZSMARF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – Sabana de la Mar.ElmLne,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\WHMA2F.ElmSubstat\3.ElmTerm,69 kV Sabana de la Mar,WSMARF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sabana de la Mar.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TVS/1C/69/1xF - 559 AAAC,39.099998474121094,1,0.6629999876022339,20.018802642822266,4.544126987457275,60.47911834716797,16.24448585510254,76.55209350585938,157.0935821533203,1.4922090493319547e-15
69 kV Buena Vista – La Romana,ZBVISF_ZLROMF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Buena Vista – La Romana.ElmLne,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\2.ElmTerm,69 kV Buena Vista,WBVISF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,5.699999809265137,1,0.6629999876022339,2.9868381023406982,0.6643237471580505,8.632865905761719,2.43133282661438,11.676398277282715,22.383407592773438,-1.5820677571512889e-16
69 kV SPM – ZF SPM Chentec_a,ZSPMAF_ZXZSPF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_a.ElmLne,6,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\6.ElmTerm,Tap San Pedro Macorís,WXSPMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,0.7400000095367432,1,0.3799999952316284,0.5260483622550964,0.22735054790973663,1.1450685262680054,0.35061588883399963,1.457005500793457,2.6255834102630615,8.215650488105277e-17
69 kV SPM – Boca Chica(Cementos)_a,ZSPMAF_ZXCIGF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_a.ElmLne,7,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\7.ElmTerm,Tap César Iglesias,WXCIGF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap César Iglesias.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 477 ACSR,0.20000000298023224,1,0.6589999794960022,0.10431522876024246,0.0235860887914896,0.3024252951145172,0.08770836144685745,0.41308438777923584,0.7749218940734863,-2.775557602921922e-18
69 kV SPM – SE Sultana (Mitsubishi),ZSPMAF_ZSESEF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – SE Sultana (Mitsubishi).ElmLne,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\4.ElmTerm,69 kV Servicio Estación Sultana del Este,WSESEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Servicio Estación Sultana del Este.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,1.2799999713897705,1,0.6629999876022339,0.6707285642623901,0.14918147027492523,1.9386085271835327,0.5459834933280945,2.622068405151367,5.026449203491211,-3.552713599391162e-17
69 kV Hato Mayor 2 – SPM_c,ZCSULF_ZSPMAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – SPM_c.ElmLne,5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\5.ElmTerm,Tap Consuelo,WXCSUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,12.0,1,0.6629999876022339,6.288080215454102,1.3985763788223267,18.174455642700195,5.118595600128174,24.581892013549805,47.122962951660156,-3.3306690738754696e-16
69 kV Derivación Guaymate,ZGUAYF_ZXGYMF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Guaymate.ElmLne,Tap Guaymate,WXGYMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,69 kV Guaymate,WGUAYF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guaymate.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA TP-IG 50 P/69 - 2/0 AAAC,0.029999999329447746,1,0.2849999964237213,0.0267493836581707,0.014640012755990028,0.04695151746273041,0.014743976294994354,0.057808276265859604,0.10241786390542984,1.2490008489365613e-18
69 kV Derivación Benedicto,ZBENEF_ZXBENF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Benedicto.ElmLne,69 kV Benedicto,WBENEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Benedicto.ElmTerm,Tap Benedicto,WXBENF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,P.MADERA/1C/69/1xF - 4/0 ACSR,0.009999999776482582,1,0.3569999933242798,0.006469325162470341,0.002620128681883216,0.01600353792309761,0.004559758119285107,0.017859777435660362,0.03739752992987633,-5.551114999048691e-19
69 kV Derivación Asoc Industrias ZF SPM,ZZSPMF_ZXZSPF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Asoc Industrias ZF SPM.ElmLne,69 kV Asociación Industrial ZF SPM,WZSPMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Asociación Industrial ZF SPM.ElmTerm,Tap ZF SPM,WXZSPF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA/1C/69/1xF - 4/0 ACSR,0.009999999776482582,1,0.3569999933242798,0.006469325162470341,0.002620128681883216,0.01600353792309761,0.004559758119285107,0.017859777435660362,0.03739752992987633,-5.551114999048691e-19
69 kV Derivación ZF San Pedro AES,ZZSPAF_ZXSPAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación ZF San Pedro AES.ElmLne,Tap ZF San Pedro AES,WXSPAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,69 kV ZF San Pedro AES,WZSPAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro AES.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA/1C/69/1xF - 4/0 ACSR,0.009999999776482582,1,0.3569999933242798,0.006469325162470341,0.002620128681883216,0.01600353792309761,0.004559758119285107,0.017859777435660362,0.03739752992987633,-5.551114999048691e-19
69 kV Derivación Consuelo,ZCSULF_ZXCSUF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Consuelo.ElmLne,Tap Consuelo,WXCSUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,69 kV Consuelo,WCSULF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Consuelo.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,P.MADERA/1C/69/1xF - 4/0 ACSR,0.25,1,0.3569999933242798,0.16173313558101654,0.06550321727991104,0.40008845925331116,0.11399395018815994,0.446494460105896,0.9349382519721985,-1.3877787807814457e-17
