loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_con,barra_con_for,barra_con_kV,barra_con_id,P_MW,Q_Mvar,S_MVA,cos_phi,escala,modo_entrada
Demanda Villa Altagracia,ZVALTF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Villa Altagracia.ElmLod,,WVALTF(1),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZVALTF.ElmSubstat\WVALTF(1).ElmTerm,4.239999771118164,1.6799999475479126,4.560701370239258,0.9296815395355225,1.0,PQ
Demanda Granitos Bojos,ZGBOJF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Granitos Bojos.ElmLod,,69 kV Granitos Bojos,WGBOJF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Granitos Bojos.ElmTerm,18.549999237060547,7.329999923706055,19.945711135864258,0.9300244450569153,1.0,PQ
Demanda 1 LAFZID,ZLAFZF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 1 LAFZID.ElmLod,,3,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZPIISF9.ElmSubstat\3.ElmTerm,4.710000038146973,2.0,5.117040157318115,0.9204539656639099,1.0,PQ
Demanda Multiparques,ZMLTPF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Multiparques.ElmLod,,3,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZMLTPF.ElmSubstat\3.ElmTerm,4.550000190734863,1.1699999570846558,4.698020935058594,0.9684929847717285,1.0,PQ
Demanda 1 REFIDOMSA,ZREFIF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 1 REFIDOMSA.ElmLod,,WRPETF(1),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZRPETF.ElmSubstat\WRPETF(1).ElmTerm,0.10000000149011612,0.18000000715255737,0.20591260492801666,0.4856429398059845,1.0,PQ
Demanda Puerto de Haina,ZPHAIF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Puerto de Haina.ElmLod,,69 kV Puerto de Haina,WPHAIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Puerto de Haina.ElmTerm,0.6800000071525574,0.23999999463558197,0.7211102843284607,0.9429903030395508,1.0,PQ
Demanda Alambres Dominicano,ZXADOF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Alambres Dominicano.ElmLod,,69 kV Alambres Dominicanos,WALDOF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Alambres Dominicanos.ElmTerm,0.07000000029802322,0.1599999964237213,0.17464248836040497,0.4008188545703888,1.0,PQ
Demanda ZF Nigua,ZXZNIF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda ZF Nigua.ElmLod,,69 kV ZF Nigua(1),WZNIGF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Nigua(1).ElmTerm,0.5,0.23999999463558197,0.5546169877052307,0.9015230536460876,1.0,PQ
Demanda Acueducto Sur – Oeste,ZASOEF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Acueducto Sur – Oeste.ElmLod,,69 kV Acueducto Sur-Oeste,WASOEF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto Sur-Oeste.ElmTerm,1.4500000476837158,0.5299999713897705,1.5438264608383179,0.9392247796058655,1.0,PQ
Demanda Ingenio Barahona,ZIBARF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Ingenio Barahona.ElmLod,,69 kV Ingenio Barahona,WIBARF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ingenio Barahona.ElmTerm,0.18000000715255737,0.07999999821186066,0.1969771534204483,0.9138116240501404,1.0,PQ
SSAA Las Damas,ZLDAMK-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\SSAA Las Damas.ElmLod,,WLDAMK(6),,12.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(6).ElmTerm,0.029999999329447746,0.009999999776482582,0.03162277489900589,0.9486833214759827,1.0,PQ
Demanda Las Damas,ZLDAMK-D2,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\Demanda Las Damas.ElmLod,,WLDAMK(5),,12.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(5).ElmTerm,4.21999979019165,1.1200000047683716,4.366096496582031,0.9665383696556091,1.0,PQ
Demanda Zona Franca Barahona,ZZBARF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Zona Franca Barahona.ElmLod,,69 kV ZF Barahona,WZBARF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Barahona.ElmTerm,0.6800000071525574,0.3100000023841858,0.7473286390304565,0.9099075794219971,1.0,PQ
Demanda Neyba,ZNEYBF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Neyba.ElmLod,,69 kV Neiba,WNEYBF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Neiba.ElmTerm,8.4399995803833,2.7100000381469727,8.864405632019043,0.9521224498748779,1.0,PQ
Demanda Salinas,ZSALIF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Salinas.ElmLod,,69 kV Salinas,WSALIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Salinas.ElmTerm,0.8600000143051147,0.23000000417232513,0.8902246952056885,0.9660482406616211,1.0,PQ
Demanda Vicente Noble,ZVNOBF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Vicente Noble.ElmLod,,69 kV Vicente Noble,WVNOBF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vicente Noble.ElmTerm,6.309999942779541,2.2899999618530273,6.712689399719238,0.9400107264518738,1.0,PQ
SSAA Domingo Rodríguez,ZDRODL-D1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\SSAA Domingo Rodríguez.ElmLod,,Terminal Domingo Rodríguez 2,WDRODL,4.159999847412109,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,0.05000000074505806,0.019999999552965164,0.0538516491651535,0.9284766912460327,1.0,PQ
Demanda Las Matas Farfán,ZLMFAF-D1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Las Matas Farfán.ElmLod,,69 kV Las Matas de Farfán,WLMFAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Las Matas de Farfán.ElmTerm,3.4200000762939453,1.1699999570846558,3.614595651626587,0.9461639523506165,1.0,PQ
Demanda Elías Piña,ZEPINF-D1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Elías Piña.ElmLod,,69 kV Elías Piña,WEPINF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Elías Piña.ElmTerm,2.690000057220459,0.8199999928474426,2.8122055530548096,0.9565445780754089,1.0,PQ
Demanda Cemento Colón,ZCCOLF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Cemento Colón.ElmLod,,69 kV Cemento Colón(Argos),WCCOLF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cemento Colón(Argos).ElmTerm,2.1600000858306885,0.7900000214576721,2.2999348640441895,0.9391570687294006,1.0,DEF
Demanda Yaguate,ZYAGUF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Yaguate.ElmLod,,Terminal Nizao-Najayo,WXNNAK,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm,7.519999980926514,3.640000104904175,8.354640007019043,0.9000986218452454,1.0,DEF
Demanda Guanito 2,ZGUA2F-D1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Guanito 2.ElmLod,,69 kV Guanito 2,WGUA2F,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Guanito 2.ElmTerm,1.0499999523162842,0.44999998807907104,1.1423659324645996,0.9191449880599976,1.0,DEF
Demanda Acueducto INAPA SCN,ZAISCF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Acueducto INAPA SCN.ElmLod,,69 kV Acueducto INAPA SCN,WAISCF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto INAPA SCN.ElmTerm,0.17000000178813934,0.09000000357627869,0.19235384464263916,0.8837879300117493,1.0,DEF
Demanda 2 Baní Matadero,ZBMATF-D2,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 Baní Matadero.ElmLod,,1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZBMATF.ElmSubstat\1.ElmTerm,0.009999999776482582,0.019999999552965164,0.022360678762197495,0.44721361994743347,1.0,DEF
Demanda Aeropuerto Barahona,ZABARF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Aeropuerto Barahona.ElmLod,,69kV Aeropuerto Barahona,WABARF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69kV Aeropuerto Barahona.ElmTerm,0.029999999329447746,0.019999999552965164,0.036055512726306915,0.8320502638816833,1.0,PQ
Demanda 2 LAFZID,ZLAFZF-D2,1,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 LAFZID.ElmLod,,4,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZPIISF9.ElmSubstat\4.ElmTerm,0.0,0.0,0.0,1.0,1.0,PQ
Demanda SODOCAL,ZSODOF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda SODOCAL.ElmLod,,69 kV SODOCAL,WSODOF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV SODOCAL.ElmTerm,0.18000000715255737,0.05000000074505806,0.18681542575359344,0.9635179042816162,1.0,PQ
Demanda Kilómetro 15 Azua,ZKQA1F-D1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Kilómetro 15 Azua.ElmLod,,F3,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\F3.ElmTerm,5.03000020980835,2.140000104904175,5.466305732727051,0.9201827645301819,1.0,PQ
Demanda Barahona Pueblo,ZBARAF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Barahona Pueblo.ElmLod,,1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZBARAF.ElmSubstat\1.ElmTerm,11.8100004196167,3.799999952316284,12.406292915344238,0.9519363045692444,1.0,PC
SSAA Canoa Solar,ZSCANK-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\SSAA Canoa Solar.ElmLod,,Terminal Canoa Solar,WSCANK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
Demanda Vallejuelo,ZVALLF-D1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Vallejuelo.ElmLod,,69 kV Vallejuelo,WVALLF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vallejuelo.ElmTerm,0.8100000023841858,0.5099999904632568,0.957183301448822,0.8462328910827637,1.0,DEF
Demanda Ojiva,ZOJIVF-D1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Ojiva.ElmLod,,69 kV Ojiva,WOJIVF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ojiva.ElmTerm,0.8600000143051147,0.05000000074505806,0.8614522814750671,0.9983141422271729,1.0,DEF
Demanda Quita Coraza,ZQCORF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Quita Coraza.ElmLod,,69 kV Quita Coraza,WQCORF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Quita Coraza.ElmTerm,0.9300000071525574,0.0,0.9300000071525574,1.0,1.0,DEF
Demanda 2 Cítricos Nacionales,ZCINAF-D2,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 Cítricos Nacionales.ElmLod,,1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\1.ElmTerm,0.8500000238418579,0.33000001311302185,0.9118114113807678,0.9322103261947632,1.0,DEF
Demanda 2 REFIDOMSA,ZREFIF-D2,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 REFIDOMSA.ElmLod,,WRPETF(3),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZRPETF.ElmSubstat\WRPETF(3).ElmTerm,0.10000000149011612,0.18000000715255737,0.20591260492801666,0.4856429398059845,1.0,DEF
Demanda Khoury Industrial,ZKINDF-D1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Khoury Industrial.ElmLod,,69 kV Khoury Industrial,WKINDF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Khoury Industrial.ElmTerm,3.4100000858306885,2.119999885559082,4.015283107757568,0.8492552042007446,1.0,DEF
Demanda 2 Baní Pueblo,ZBANIF-D2,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 Baní Pueblo.ElmLod,,69 kV Baní Pueblo,WBANIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní Pueblo.ElmTerm,8.899999618530273,5.550000190734863,10.48868465423584,0.8485334515571594,1.0,DEF
Demanda 2 Madre Vieja,ZMVIEF-D2,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 Madre Vieja.ElmLod,,69 kV Madre Vieja,WMVIEF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Madre Vieja.ElmTerm,6.090000152587891,3.7100000381469727,7.131072998046875,0.8540089726448059,1.0,DEF
Demanda 2 Villa Altagracia,ZVALTF-D2,1,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 2 Villa Altagracia.ElmLod,,WVALTF(2),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZVALTF.ElmSubstat\WVALTF(2).ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA Haina TG,ZHAIGK-D1,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\SSAA Haina TG.ElmLod,,Terminal Haina TG,WHAIGK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm,0.0,0.0,0.0,1.0,1.0,PQ
SSAA Valdesia,ZVALDE-D1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\SSAA Valdesia.ElmLod,,Terminal Las Barías,WLBARK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,0.41999998688697815,0.18000000715255737,0.45694637298583984,0.9191450476646423,1.0,PQ
Demanda Valdesia,ZVALDE-D2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Demanda Valdesia.ElmLod,,Terminal Las Barías,WLBARK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,0.41999998688697815,0.25,0.48877397179603577,0.8592928647994995,1.0,PQ
SSAA Barahona Carbón,ZBARCK-D1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\SSAA Barahona Carbón.ElmLod,,Terminal Barahona Carbón,WBCARK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,1.5199999809265137,0.6499999761581421,1.6531485319137573,0.9194576144218445,1.0,PQ
SSAA Jigüey 1,ZJIG1K-D1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\SSAA Jigüey 1.ElmLod,,Terminal Jigüey 1,WJIG1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm,0.8899999856948853,0.3799999952316284,0.9677292704582214,0.9196786880493164,1.0,PQ
SSAA Jigüey 2,ZJIG2K-D1,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\SSAA Jigüey 2.ElmLod,,Terminal Jigüey 2,WJIG2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA Aguacate 2,ZAGU2K-D1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\SSAA Aguacate 2.ElmLod,,Terminal Aguacate 2,WAGU2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm,0.5199999809265137,0.2199999988079071,0.5646237730979919,0.9209672212600708,1.0,PQ
