loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_AT,barra_AT_for,barra_AT_kV,barra_AT_id,barra_BT,barra_BT_for,barra_BT_kV,barra_BT_id,num_paralelos,tap_actual,tap_auto,U_consigna_pu,nodo_ctrl_for
69/34.5 kV Transformador Canoa Solar,WSCANF_WSCANK-T1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\69/34.5 kV Transformador Canoa Solar.ElmTr2,69/34.5 kV Trafo Canoa Solar 32 MVA,2,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\ZSCANF.ElmSubstat\2.ElmTerm,Terminal Canoa Solar,WSCANK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm,1,-1,0,1.0,
69/12.47 kV Nizao-Najayo T1,WYAGUF_WXNNAK-T1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69/12.47 kV Nizao-Najayo T1.ElmTr2,69/12.47 kV Nizao-Najayo (18.5 MVA) T1,69 kV Yaguate,WYAGUF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Yaguate.ElmTerm,Terminal Nizao-Najayo,WXNNAK,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm,1,0,0,1.0,
69/12.47 kV Pizarrete Distribución T1,WPIZDF_WXLANK-T1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69/12.47 kV Pizarrete Distribución T1.ElmTr2,69/12.47 kV Los Anones (14 MVA) T1,69 kV Pizarrete Distribución,WPIZDF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete Distribución.ElmTerm,Terminal Los Anones,WXLANK,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm,1,0,0,1.0,
138/69 kV Transformador km 15 de Azua,WKQAZE_WKQAZF-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\138/69 kV Transformador km 15 de Azua.ElmTr2,138/69 kV km 15,8,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZE.ElmSubstat\8.ElmTerm,T1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\T1.ElmTerm,1,2,0,1.0,
138/13.8 kV Transformador Haina TG,WHAINE_WHAIGK-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\138/13.8 kV Transformador Haina TG.ElmTr2,145/13.8 kV Trafo Haina TG 150 MVA,1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\1.ElmTerm,Terminal Haina TG,WHAIGK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm,1,-1,0,1.0,
138/69 kV Transformador Haina,WHAINE_WHAINF-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\138/69 kV Transformador Haina.ElmTr2,138/69 kV Haina T1 T1 (140 MVA),2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\2.ElmTerm,R1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\R1.ElmTerm,1,0,0,1.0,
138/13.8 kV Transformador Valdesia 2,WVALDE_WVAL2K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Valdesia 2.ElmTr2,138/13.8 kV Trafo Valdesia 30 MVA,R2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R2.ElmTerm,Terminal Valdesia 2,WVAL2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm,1,1,0,1.0,
138/13.8 kV Transformador Valdesia 1,WVALDE_WVAL1K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Valdesia 1.ElmTr2,138/13.8 kV Trafo Valdesia 1 30 MVA,R1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R1.ElmTerm,Terminal Valdesia 1,WVAL1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm,1,1,0,1.0,
138/13.8 kV Transformador Las Barias,WVALDE_WLBARK-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Las Barias.ElmTr2,Trafo SSAA Valdesia 5 MVA,R3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R3.ElmTerm,Terminal Las Barías,WLBARK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,1,7,0,1.0,
138/13.8 kV Transformado Barahona Carbón,WBCARE_WBARCK-T1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\138/13.8 kV Transformado Barahona Carbón.ElmTr2,138/13.8 kV Trafo Barahona Carbón 95 MVA,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\4.ElmTerm,Terminal Barahona Carbón,WBCARK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,1,-2,0,1.0,
138/69 kV Transformador Barahona Carbón,WBCARE_WBCARF-T1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\138/69 kV Transformador Barahona Carbón.ElmTr2,138/69 kV Trafo Barahona Carbón 40 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\3.ElmTerm,Terminal Barahona,WXBARF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona.ElmTerm,1,-1,0,1.0,
138/13.8 kV Transformador Jigüey 2,WJIGUE_WJIG2K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\138/13.8 kV Transformador Jigüey 2.ElmTr2,138/13.8 Trafo Jigüey 2  61.3 MVA,L2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\L2.ElmTerm,Terminal Jigüey 2,WJIG2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm,1,0,0,1.0,
138/13.8 kV Transformador Jigüey 1,WJIGBE_WJIG1K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\138/13.8 kV Transformador Jigüey 1.ElmTr2,138/13.8 Trafo Jigüey 1 61.3 MVA,R2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\R2.ElmTerm,Terminal Jigüey 1,WJIG1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm,1,0,0,1.0,
138/13.8 kV Transformador Aguacate 2,WAGUBE_WAGU2K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\138/13.8 kV Transformador Aguacate 2.ElmTr2,138/13.8 kV Trafo Valdesia 2 32.5 MVA,L1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\L1.ElmTerm,Terminal Aguacate 2,WAGU2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm,1,2,0,1.0,
138/13.8 kV Transformador Aguacate 1,WAGUAE_WAGU1K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\138/13.8 kV Transformador Aguacate 1.ElmTr2,138/13.8 kV Trafo Valdesia 32.5 MVA,R1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\R1.ElmTerm,Terminal Aguacate 1,WAGU1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm,1,2,0,1.0,
138/13.8 kV Transformador Monte Río G3,WMRIOE_WMRI3K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\138/13.8 kV Transformador Monte Río G3.ElmTr2,138/13.2 kV Trafo Monterío 70 MVA,2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\2.ElmTerm,Terminal Monte Río 3,WMRI3K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm,1,-2,0,1.0,
138/13.8 kV Transformador Monte Río G2,WMRIOE_WMRI2K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\138/13.8 kV Transformador Monte Río G2.ElmTr2,138/13.2 kV Trafo Monterío 70 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\3.ElmTerm,Terminal Monte Río 2,WMRI2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm,1,-2,0,1.0,
138/13.8 kV Transformador Monte Río G1,WMRIOE_WMRI1K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\138/13.8 kV Transformador Monte Río G1.ElmTr2,138/13.2 kV Trafo Monterío 70 MVA,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\4.ElmTerm,Terminal Monte Río 1,WMRI1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm,1,-2,0,1.0,
138/13.8 kV Transformador Itabo 1,WITABE_WITA1K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\138/13.8 kV Transformador Itabo 1.ElmTr2,144.27/13.8 kV Trafo Itabo 1 150 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\3.ElmTerm,Terminal Itabo 1,WITA1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm,1,-2,0,1.0,
138/13.8 kV Transformador Itabo 2,WITABE_WITA2K-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\138/13.8 kV Transformador Itabo 2.ElmTr2,144.138/13.8 Trafo Itabo 2 156 MVA,10,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\10.ElmTerm,Terminal Itabo 2,WITA2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm,1,-2,0,1.0,
138/13.8 kV Transformador San Lorenzo,WITAGE_WSLORK-T1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\138/13.8 kV Transformador San Lorenzo.ElmTr2,145/13.8 kV Trafo San Lorenzo 48 MVA,5,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\5.ElmTerm,2,,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\2.ElmTerm,1,-2,0,1.0,
138/34.5 kV Transformador 1 Los Cocos,WLCOCE_WLCOCK-T1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 1 Los Cocos.ElmTr2,138/34.5 kV Trafo Los Cocos 45 MVA,1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\1.ElmTerm,L1,,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\L1.ElmTerm,1,0,0,1.0,
138/34.5 kV Transformador 2 Los Cocos,WLCOCE_WLCOCK-T2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 2 Los Cocos.ElmTr2,138/34.5 kV Trafo Los Cocos 45 MVA,2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\2.ElmTerm,L2,,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\L2.ElmTerm,1,0,0,1.0,
138/34.5 kV Transformador 3 Los Cocos,WLCOCE_WLCOCK-T3,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 3 Los Cocos.ElmTr2,138/34.5 kV Trafo Los Cocos 2 45 MVA,6,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\6.ElmTerm,R4,,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\R4.ElmTerm,1,0,0,1.0,
138/34.5 kV Transformador 4 Los Cocos,WLCOCE_WLCOCK-T4,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 4 Los Cocos.ElmTr2,138/34.5 kV Trafo Los Cocos 45 MVA,7,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\7.ElmTerm,R5,,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\R5.ElmTerm,1,0,0,1.0,
138/13.8 kV Transformador Palomino 1,WPLM1E_WPLM1K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\138/13.8 kV Transformador Palomino 1.ElmTr2,138/13.8 kV Trafo Palomino 48 MVA,L2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\ZPALOE.ElmSubstat\L2.ElmTerm,Terminal Palomino 1,WPLM1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm,1,0,0,1.0,
138/13.8 kV Transformador Palomino 2,WPLM2E_WPLM2K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\138/13.8 kV Transformador Palomino 2.ElmTr2,138/13.8 kV Trafo Palomino 48 MVA,R2,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\ZPALOE.ElmSubstat\R2.ElmTerm,Terminal Palomino 2,WPLM2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm,1,0,0,1.0,
154/11 kV Transformador 1 Powership Azua,WPAK2E_WXPA1K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\154/11 kV Transformador 1 Powership Azua.ElmTr2,154/11 kV Trafo KARPOWERSHIP 62.5 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\3.ElmTerm,Terminal POWERSHIP AZUA KPS26 1,WXPA1K,11.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm,1,-8,0,1.0,
154/11 kV Transformador 2 Powership Azua,WPAK2E_WXPA2K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\154/11 kV Transformador 2 Powership Azua.ElmTr2,154/11 kV Trafo KARPOWERSHIP 62.5 MVA,5,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\5.ElmTerm,Terminal POWERSHIP AZUA KPS26 2,WXPA2K,11.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm,1,-8,0,1.0,
154/15 kV Transformador 1 Powership Azua,WPAK6E_WXPA3K-T1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\154/15 kV Transformador 1 Powership Azua.ElmTr2,154/15 kV Trafo KARPOWERSHIP,1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\1.ElmTerm,Terminal Powership Azua KPS60,WXPA3K,15.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm,1,-6,0,1.0,
