loc_name,for_name,ruta,S_AT_MVA,S_MT_MVA,S_BT_MVA,U_AT_kV,U_MT_kV,U_BT_kV,uk_AT_MT_pct,uk_AT_BT_pct,uk_MT_BT_pct,ukr_AT_MT_pct,ukr_AT_BT_pct,ukr_MT_BT_pct,Pcu_AT_MT_kW,grupo
66/13.8/13.8 kV Trafo EDM3 125 MVA,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\66/13.8/13.8 kV Trafo EDM3 125 MVA.TypTr3,125.0,66.0,59.0,66.0,13.800000190734863,13.800000190734863,11.920000076293945,12.350000381469727,32.560001373291016,0.946969747543335,1.0593221187591553,1.0593221187591553,625.0,YN0d11d11
