loc_name,for_name,ruta
Voltage Transformer Relé Frecuencia Line,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\Voltage Transformer Relé Frecuencia Line.TypVt
VT 138/0.115 kV,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\VT 138/0.115 kV.TypVt
VT-230/350kV car-chimore,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\VT-230/350kV car-chimore.TypVt
VT_12.47kV a 110 V,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\VT_12.47kV a 110 V.TypVt
VT 138/0.110 kV,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\VT 138/0.110 kV.TypVt
Voltage Transformer Generadores,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\Voltage Transformer Generadores.TypVt
VT 138/0.120 kV,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\VT 138/0.120 kV.TypVt
VT 144/0.120 kV,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\VTs\VT 144/0.120 kV.TypVt
