loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus2),barra(bus2)_for,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,Inom,on_off,aUsage
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\IS3.1.ElmCoup,T3.1,,3,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERD,,0.0,0.0,0.0,1,dct
CB3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\CB3.ElmCoup,T3.2,,T3.1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERD,,0.0,0.0,0.0,1,cbk
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\IS3.2.ElmCoup,345 kV Guerra B1,WGUERD,T3.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERD,,0.0,0.0,0.0,1,dct
IS3.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\IS3.3.ElmCoup,345 kV Guerra B2,WGUE2D,T3.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERD,,0.0,0.0,0.0,0,dct
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS1.1.ElmCoup,T1.1,,1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(10),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(10).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(10),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(10),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(10).ElmCoup,T4.1(10),,4(10),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB2.ElmCoup,T2.2,,T2.1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS2.2.ElmCoup,138 kV Guerra B1,WGUERE,T2.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS2.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS2.3.ElmCoup,138 kV Guerra B2,WGUE2E,T2.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
CB1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB1.ElmCoup,T1.2,,T1.1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS1.2.ElmCoup,138 kV Guerra B1,WGUERE,T1.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS1.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS1.3.ElmCoup,138 kV Guerra B2,WGUE2E,T1.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB0,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB0.ElmCoup,T0.1,,T0.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS2.1.ElmCoup,T2.1,,2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS3.1.ElmCoup,T3.1,,Terminal,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB3.ElmCoup,T3.2,,T3.1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS3.2.ElmCoup,138 kV Guerra B1,WGUERE,T3.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS3.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS3.3.ElmCoup,138 kV Guerra B2,WGUE2E,T3.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1.ElmCoup,T4.1,,Terminal(1),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4.ElmCoup,T4.2,,T4.1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2.ElmCoup,138 kV Guerra B1,WGUERE,T4.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3.ElmCoup,138 kV Guerra B2,WGUE2E,T4.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
CB4(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(1).ElmCoup,T4.2(1),,T4.1(1),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(1).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(1),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(1).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(1),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(1).ElmCoup,T4.1(1),,4(1),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(2).ElmCoup,T4.2(2),,T4.1(2),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(2).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(2),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.3(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(2).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(2),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.1(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(2).ElmCoup,T4.1(2),,4(2),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(3).ElmCoup,T4.2(3),,T4.1(3),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(3).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(3),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.3(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(3).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(3),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.1(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(3).ElmCoup,T4.1(3),,Terminal(2),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(4).ElmCoup,T4.2(4),,T4.1(4),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(4).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(4),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(4).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(4),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(4).ElmCoup,Terminal(3),,T4.1(4),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(5).ElmCoup,T4.2(5),,T4.1(5),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(5).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(5),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(5).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(5),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(5).ElmCoup,T4.1(5),,4(5),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(6).ElmCoup,T4.2(6),,T4.1(6),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(6).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(6),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(6).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(6),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(6).ElmCoup,T4.1(6),,4(6),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(7).ElmCoup,T4.2(7),,T4.1(7),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(7).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(7),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(7).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(7),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS0.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS0.1.ElmCoup,138 kV Guerra B1,WGUERE,T0.1,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.1(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(7).ElmCoup,T4.1(7),,4(7),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(8),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(8).ElmCoup,T4.2(8),,T4.1(8),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(8),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(8).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(8),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(8),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(8).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(8),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(8),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(8).ElmCoup,T4.1(8),,4(8),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS0.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS0.2.ElmCoup,138 kV Guerra B2,WGUE2E,T0.2,,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(9),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(9).ElmCoup,T4.2(9),,T4.1(9),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(9),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(9).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(9),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS4.3(9),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.3(9).ElmCoup,138 kV Guerra B2,WGUE2E,T4.2(9),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,0,dct
IS4.1(9),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.1(9).ElmCoup,T4.1(9),,4(9),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
CB4(10),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\CB4(10).ElmCoup,T4.2(10),,T4.1(10),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,cbk
IS4.2(10),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\IS4.2(10).ElmCoup,138 kV Guerra B1,WGUERE,T4.2(10),,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE,,0.0,0.0,0.0,1,dct
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS1.1.ElmCoup,T1.1,,1,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS2.1.ElmCoup,T2.1,,2,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS3.1.ElmCoup,T3.1,,3,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS4.1.ElmCoup,T4.1,,4,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS1.2.ElmCoup,138 kV Sultana del Este,WSESTE,T1.2,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS2.2.ElmCoup,138 kV Sultana del Este,WSESTE,T2.2,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS3.2.ElmCoup,138 kV Sultana del Este,WSESTE,T3.2,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\IS4.2.ElmCoup,138 kV Sultana del Este,WSESTE,T4.2,,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE,,0.0,0.0,0.0,1,dct
