loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,outserv,cpZone,cpArea,cpGrid,cCategory,cpSubstat,typ_id,GPSlat,GPSlon,Inom,ngnum,pgini,qgini,usetp,av_mode,ip_ctrl,Pmax_uc,Pmin_uc,q_max,q_min,P_max,mode_inp,phtech,bustp,phiini
Las Damas,G3LDAMAS,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\Las Damas.ElmSym,WLDAMK(10),,0,SUR PROFUNDO,SUR,SUR 69 kV,Hydro,,Las Damas,0.0,0.0,0.3848848044872284,1,1.5499999523162842,0.9606037139892578,1.0,constv,0,7.49970006942749,0.0,1.0,-1.0,7.49970006942749,DEF,1,PV,0.0
Domingo Rodríguez 2,G3DRODR2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Domingo Rodríguez 2.ElmSym,Terminal Domingo Rodríguez 2,WDRODL,0,SUR MEDIO,SUR,SUR 69 kV,Hydro,,Domingo Rodríguez,0.0,0.0,0.4163583815097809,1,1.2000000476837158,0.0,1.0,constq,0,2.4000000953674316,0.0,1.0,-1.0,2.4000000953674316,DEF,1,PQ,0.0
Domingo Rodríguez 1,G3DRODR1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Domingo Rodríguez 1.ElmSym,Terminal Domingo Rodríguez 2,WDRODL,0,SUR MEDIO,SUR,SUR 69 kV,Hydro,,Domingo Rodríguez,0.0,0.0,0.4163583815097809,1,1.2000000476837158,0.0,1.0,constq,0,2.4000000953674316,0.0,1.0,-1.0,2.4000000953674316,DEF,1,PQ,0.0
Haina TG,G3HTG,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Haina TG.ElmSym,Terminal Haina TG,WHAIGK,1,SUR CERCANO,SUR,SUR 138 kV,Diesel,,Haina TG,0.0,0.0,4.936763286590576,1,1.000000013351432e-10,0.0,1.0,constq,0,100.30000305175781,0.0,1.0,-1.0,90.0,DEF,1,PQ,0.0
Valdesia 2,G3VALDE2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Valdesia 2.ElmSym,Terminal Valdesia 2,WVAL2K,1,SUR CERCANO,SUR,SUR 138 kV,Hydro,,Valdesia,0.0,0.0,1.2551093101501465,1,1.000000013351432e-10,0.0,1.0,constq,0,25.5,0.0,1.0,-1.0,24.0,DEF,1,PQ,0.0
Valdesia 1,G3VALDE1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Valdesia 1.ElmSym,Terminal Valdesia 1,WVAL1K,0,SUR CERCANO,SUR,SUR 138 kV,Hydro,,Valdesia,0.0,0.0,1.2551093101501465,1,21.110000610351562,0.0,1.0,constv,0,25.5,0.0,1.0,-1.0,24.0,DEF,1,PV,0.0
Las Barías,G3LBARIA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Las Barías.ElmSym,Terminal Las Barías,WLBARK,0,SUR CERCANO,SUR,SUR 138 kV,Hydro,,Las Barias,0.0,0.0,0.04183697700500488,1,0.30000001192092896,0.14529664814472198,1.0,constq,0,0.8999999761581421,0.0,1.0,-1.0,0.8999999761581421,DEF,1,PQ,0.0
Barahona Carbón,G3BCARBO,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Barahona Carbón.ElmSym,Terminal Barahona Carbón,WBCARK,0,SUR PROFUNDO,SUR,SUR 138 kV,Coal,,Barahona Carbón,0.0,0.0,2.7194035053253174,1,20.0,0.0,1.0,constv,0,53.70000076293945,0.0,1.0,-1.0,53.70000076293945,DEF,1,PV,0.0
Jigüey 2,G3JIGUE2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Jigüey 2.ElmSym,Terminal Jigüey 2,WJIG2K,1,SUR CERCANO,SUR,SUR 138 kV,Hydro,,Jigüey 2,0.0,0.0,2.5625147819519043,1,1.000000013351432e-10,0.0,1.0,constv,0,49.0,0.0,1.0,-1.0,38.0,DEF,1,PV,0.0
Jigüey 1,G3JIGUE1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Jigüey 1.ElmSym,Terminal Jigüey 1,WJIG1K,0,SUR CERCANO,SUR,SUR 138 kV,Hydro,,Jigüey 1,0.0,0.0,2.5625147819519043,1,44.70000076293945,0.0,1.0,constv,0,49.0,0.0,1.0,-1.0,43.0,DEF,1,PV,0.0
Aguacate 2,G3AGUAC2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Aguacate 2.ElmSym,Terminal Aguacate 2,WAGU2K,0,SUR CERCANO,SUR,SUR 138 kV,Hydro,,Aguacate,0.0,0.0,1.4765942096710205,1,26.0,0.0,1.0,constq,0,28.235200881958008,0.0,1.0,-1.0,28.0,DEF,1,PQ,0.0
Aguacate 1,G3AGUAC1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Aguacate 1.ElmSym,Terminal Aguacate 1,WAGU1K,0,SUR CERCANO,SUR,SUR 138 kV,Others,,Aguacate,0.0,0.0,1.4765942096710205,1,26.0,0.0,1.0,constq,0,28.235200881958008,0.0,1.0,-1.0,28.0,DEF,1,PQ,0.0
Monte Río Grupo 2,G4MRIO3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Monte Río Grupo 2.ElmSym,Terminal Monte Río 3,WMRI3K,1,SUR MEDIO,SUR,SUR 138 kV,Diesel,,Monte Río,0.0,0.0,2.8577165603637695,7,1.000000013351432e-10,0.0,1.0199999809265137,constv,0,7.806399822235107,0.0,1.0,-1.0,7.150000095367432,DEF,1,PV,0.0
Monte Río Grupo 1,G4MRIO1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Monte Río Grupo 1.ElmSym,Terminal Monte Río 1,WMRI1K,1,SUR MEDIO,SUR,SUR 138 kV,Others,,Monte Río,0.0,0.0,2.4494714736938477,6,1.000000013351432e-10,0.0,1.0199999809265137,constv,0,7.806399822235107,0.0,1.0,-1.0,7.806400299072266,DEF,1,PV,0.0
Itabo 2,G3ITABO2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Itabo 2.ElmSym,Terminal Itabo 2,WITA2K,0,SUR CERCANO,SUR,SUR 138 kV,Coal,,Itabo 2,0.0,0.0,6.4972825050354,1,120.0,0.0,1.0,constv,0,132.0050048828125,0.0,1.0,-1.0,120.0,DEF,1,PV,0.0
Itabo 1,G3ITABO1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Itabo 1.ElmSym,Terminal Itabo 1,WITA1K,0,SUR CERCANO,SUR,SUR 138 kV,Coal,,Itabo 1,0.0,0.0,6.3006486892700195,1,120.0,0.0,1.0,constv,0,132.0050048828125,0.0,1.0,-1.0,120.0,DEF,1,PV,0.0
San Lorenzo 1,G3SLORE1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\San Lorenzo 1.ElmSym,1,,1,SUR CERCANO,SUR,SUR 138 kV,Diesel,,San Lorenzo,0.0,0.0,2.2345964908599854,1,1.000000013351432e-10,0.0,1.0,constv,0,42.72959899902344,0.0,1.0,-1.0,42.72959899902344,DEF,1,PV,0.0
Palomino 2,G3PALOM2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Palomino 2.ElmSym,Terminal Palomino 1,WPLM1K,1,SUR MEDIO,SUR,SUR 138 kV,Others,,Palomino,0.0,0.0,2.0081748962402344,1,1.000000013351432e-10,0.0,1.0199999809265137,constv,0,40.0,0.0,1.0,-1.0,40.0,DEF,1,PV,0.0
Palomino 1,G3PALOM1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Palomino 1.ElmSym,Terminal Palomino 2,WPLM2K,0,SUR MEDIO,SUR,SUR 138 kV,Hydro,,Palomino,0.0,0.0,2.0081748962402344,1,34.0,0.0,1.0199999809265137,constv,0,40.0,0.0,1.0,-1.0,40.0,DEF,1,PV,0.0
POWERSHIP AZUA KPS26 2,G4PAK262,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\POWERSHIP AZUA KPS26 2.ElmSym,Terminal POWERSHIP AZUA KPS26 2,WXPA2K,1,SUR MEDIO,SUR,SUR 138 kV,Others,,POWERSHIP AZUA KPS26,0.0,0.0,3.420642852783203,3,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,18.164730072021484,0.0,0.9605122804641724,-0.9605122804641724,18.297945022583008,PC,1,PV,0.0
POWERSHIP AZUA KPS26 1,G4PAK261,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\POWERSHIP AZUA KPS26 1.ElmSym,Terminal POWERSHIP AZUA KPS26 1,WXPA1K,1,SUR MEDIO,SUR,SUR 138 kV,Diesel,,POWERSHIP AZUA KPS26,0.0,0.0,3.420642852783203,3,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,18.164730072021484,0.0,0.9605122804641724,-0.9605122804641724,18.297945022583008,PC,1,PV,0.0
POWERSHIP AZUA KPS60,G4PAK601,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\POWERSHIP AZUA KPS60.ElmSym,Terminal Powership Azua KPS60,WXPA3K,1,SUR MEDIO,SUR,SUR 138 kV,Others,,POWERSHIP AZUA KPS60,0.0,0.0,3.3444745540618896,4,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,18.464550018310547,0.0,0.9605122804641724,-0.9605122804641724,18.464550018310547,PC,1,PV,0.0
POWERSHIP AZUA TV,G5PAK6TV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\POWERSHIP AZUA TV.ElmSym,Terminal Powership Azua KPS60,WXPA3K,1,SUR MEDIO,SUR,SUR 138 kV,Diesel,,POWERSHIP TV,0.0,0.0,0.27170103788375854,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,6.0,0.0,0.9605122804641724,-0.9605122804641724,6.000150203704834,PC,5,PV,0.0
Palenque,G3PALENQ,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Palenque.ElmSym,Terminal Palenque 2,WPAQ2K,1,SUR CERCANO,SUR,SUR 138 kV,Diesel,,Palenque,0.0,0.0,4.473354339599609,4,1.000000013351432e-10,4.843220963168804e-11,1.0499999523162842,constv,0,25.799999237060547,0.0,1.0,-1.0,6.446399688720703,DEF,1,PV,0.0
Los Mina 6,G3LMINA6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Los Mina 6.ElmSym,Terminal Los Mina 6,WLMI6K,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Others,,Los Mina 6,0.0,0.0,6.432435035705566,1,74.5094985961914,0.0,1.0,constv,0,105.0,0.0,1.0,-1.0,105.0,DEF,1,PV,0.0
AES Andrés TV,G5AANDRV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\AES Andrés TV.ElmSym,Terminal AES Andrés Vapor,WAANVK,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Others,,AES Andrés TV,0.0,0.0,5.63962459564209,1,1.000000013351432e-10,0.0,1.0199999809265137,constv,0,121.31999969482422,0.0,0.43991100788116455,-0.39985159039497375,120.0,DEF,1,PV,0.0
AES Andrés TG,G5AANDRG,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\AES Andrés TG.ElmSym,Terminal AES Andrés Gas,WAANGK,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Others,,AES Andrés TG,0.0,0.0,7.013843536376953,1,1.000000013351432e-10,0.0,1.0399999618530273,constv,0,196.8000030517578,0.0,0.4344446063041687,-0.2972516119480133,190.0,DEF,1,PV,0.0
METALDOM,G3METALD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\METALDOM.ElmSite\METALDOM.ElmSym,Terminal METALDOM,WMETAK,1,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,Diesel,,METALDOM,0.0,0.0,2.624319553375244,4,1.000000013351432e-10,0.0,0.9900000095367432,constv,0,10.503999710083008,0.0,1.0,-1.0,10.0,DEF,1,PV,0.0
Los Mina 5,G3LMINA5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 5.ElmSite\Los Mina 5.ElmSym,Terminal Los Mina 5,WLMI5K,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Others,,Los Mina 5,0.0,0.0,6.432435035705566,1,74.5094985961914,0.0,1.0,constv,0,105.0,0.0,1.0,-1.0,105.0,DEF,1,PV,0.0
EDM2 Grupo 1,G4EMAR21,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\EDM2 Grupo 1.ElmSym,L1,,1,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,Others,,Estrella del Mar 2 Motor,0.0,0.0,2.679030656814575,3,1.000000013351432e-10,0.0,1.0,constq,0,18.14324951171875,0.0,1.0,-1.0,17.0,DEF,1,PQ,0.0
EDM2 Grupo 2,G4EMAR22,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\EDM2 Grupo 2.ElmSym,R1,,1,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,Others,,Estrella del Mar 2 Motor,0.0,0.0,2.679030656814575,3,1.000000013351432e-10,0.0,1.0,constq,0,18.14324951171875,0.0,1.0,-1.0,17.0,DEF,1,PQ,0.0
EDM2 TV,G4EMAR23,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\EDM2 TV.ElmSym,R4,,1,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,Others,,Estrella del Mar 2 TV,0.0,0.0,0.4602067172527313,1,1.000000013351432e-10,0.0,1.0,constq,0,8.800000190734863,0.0,1.0,-1.0,8.0,DEF,1,PQ,0.0
Los Mina 7,G3LMINA7,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 7.ElmSite\Los Mina 7.ElmSym,Terminal Los Mina 7,WLMI7K,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Gas,,Los Mina 7 TV,0.0,0.0,6.066361427307129,1,80.24099731445312,38.86249923706055,1.0,constv,0,324.0,0.0,1.0,-1.0,105.0,DEF,1,PV,0.0
SIBA Grupo 1,G4SIBA1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 1.ElmSym,Terminal SIBA Grupo 1,WXSI1K,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Gas,,SIBA 16.7 MVA,0.0,0.0,1.397355079650879,2,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,16.700000762939453,0.0,1.0,-1.0,15.197001457214355,DEF,1,PV,0.0
SIBA Grupo 2,G4SIBA2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 2.ElmSym,Terminal SIBA Grupo 2,WXSI2K,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Gas,,SIBA 16.7 MVA,0.0,0.0,1.397355079650879,2,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,16.700000762939453,0.0,1.0,-1.0,15.197001457214355,DEF,1,PV,0.0
SIBA Grupo 3,G4SIBA3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 3.ElmSym,Terminal SIBA Grupo 3,WXSI3K,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Gas,,SIBA 16.7 MVA,0.0,0.0,1.397355079650879,2,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,16.700000762939453,0.0,1.0,-1.0,15.197001457214355,DEF,1,PV,0.0
SIBA Grupo 4,G4SIBA4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 4.ElmSym,Terminal SIBA Grupo 4,WXSI4K,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Gas,,SIBA 16.7 MVA,0.0,0.0,1.397355079650879,2,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,16.700000762939453,0.0,1.0,-1.0,15.197001457214355,DEF,1,PV,0.0
SIBA Grupo 6,G4SIBA6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 6.ElmSym,Terminal SIBA Grupo 6,WXSI6K,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Gas,,SIBA 31.25 MVA,0.0,0.0,2.6148109436035156,2,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,25.0,0.0,1.0,-1.0,20.0,DEF,1,PV,0.0
SIBA Grupo 5,G4SIBA5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 5.ElmSym,Terminal SIBA Grupo 5,WXSI5K,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,Others,,SIBA 16.7 MVA,0.0,0.0,1.397355079650879,2,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,16.700000762939453,0.0,1.0,-1.0,15.130000114440918,DEF,1,PV,0.0
Pinalito 2,G3PINAL2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Pinalito 2.ElmSym,Terminal Pinalito 2,WPIN2K,1,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Pinalito,0.0,0.0,1.260129690170288,1,1.000000013351432e-10,6.00007751816456e-11,1.0490000247955322,constv,0,26.668760299682617,0.0,1.0,-1.0,25.0,DEF,1,PV,0.0
Pinalito 1,G3PINAL1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Pinalito 1.ElmSym,Terminal Pinalito 1,WPIN1K,0,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Pinalito,0.0,0.0,1.260129690170288,1,24.399999618530273,14.478107452392578,1.0,constv,0,26.668760299682617,0.0,1.0,-1.0,25.0,DEF,1,PV,0.0
Río Blanco 2,G3RBLAN2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Río Blanco 2.ElmSym,Terminal Río Blanco Secc. C,WRBLCK,0,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Río Blanco,0.0,0.0,0.6275546550750732,1,12.130000114440918,7.278094291687012,1.0,constv,0,13.28125,0.0,1.0,-1.0,8.5,DEF,1,PV,0.0
Río Blanco 1,G3RBLAN1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Río Blanco 1.ElmSym,Terminal Río Blanco Secc. A,WRBLAK,0,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Río Blanco,0.0,0.0,0.6275546550750732,1,12.130000114440918,0.0,1.0,constq,0,13.28125,0.0,1.0,-1.0,12.5,DEF,1,PQ,0.0
Rincón,G3RINCON,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Rincón.ElmSym,Terminal Rincón,WRINCK,0,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Rincón,0.0,0.0,0.5831237435340881,1,8.920000076293945,5.3520684242248535,1.0,constv,0,10.104000091552734,0.0,1.0,-1.0,9.699999809265137,DEF,1,PV,0.0
Rosa Julia De La Cruz,G3RJCRUZ,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Rosa Julia De La Cruz.ElmSym,Terminal Rosa Julia De La Cruz,WRJCRK,1,CIBAO NORESTE,NORTE,NORTE 69 kV,Hydro,,Rosa Julia De La Cruz,0.0,0.0,0.13878612220287323,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,0.8999999761581421,0.0,1.0,-1.0,0.8999999761581421,DEF,1,PQ,0.0
El Salto,G3ESALTO,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\El Salto.ElmSym,Terminal El Salto,WESALK,1,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,El Salto,0.0,0.0,0.03695041686296463,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,0.7200000286102295,0.0,1.0,-1.0,0.4000000059604645,DEF,1,PQ,0.0
La Vega Grupo 1,G4LVEGA1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\La Vega Grupo 1.ElmSym,R2,,1,CIBAO SUR,NORTE,NORTE 69 kV,Diesel,,La Vega Grupo 1,0.0,0.0,2.891144275665283,3,1.000000013351432e-10,0.0,1.0,constq,0,18.42799949645996,0.0,1.0,-1.0,18.0,DEF,1,PQ,0.0
La Vega Grupo 2,G4LVEGA2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\La Vega Grupo 2.ElmSym,L2,,1,CIBAO SUR,NORTE,NORTE 69 kV,Diesel,,La Vega Grupo 2,0.0,0.0,1.927429437637329,2,1.000000013351432e-10,0.0,1.0,constv,0,18.42799949645996,0.0,1.0,-1.0,18.42799949645996,DEF,1,PV,0.0
Aniana Vargas 1,G3AVARG1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Aniana Vargas 1.ElmSym,Terminal Aniana Vargas,WAVA1K,1,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Aniana Vargas,0.0,0.0,0.015380611643195152,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,0.299699991941452,0.0,1.0,-1.0,0.299699991941452,DEF,1,PQ,0.0
Aniana Vargas 2,G3AVARG2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Aniana Vargas 2.ElmSym,Terminal Aniana Vargas,WAVA1K,0,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Aniana Vargas,0.0,0.0,0.015380611643195152,1,0.20000000298023224,0.0657368153333664,1.0,constq,0,0.299699991941452,0.0,1.0,-1.0,0.299699991941452,DEF,1,PQ,0.0
Jimenoa,G3JIMENO,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Jimenoa.ElmSym,Terminal Jimenoa,WJIMEK,1,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Jimenoa,0.0,0.0,0.4849742352962494,1,1.000000013351432e-10,0.0,1.0,constv,0,8.819999694824219,0.0,1.0,-1.0,8.0,DEF,1,PV,0.0
Hatillo 1,G3HATILL,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Hatillo 1.ElmSym,Terminal Hatillo 1,WHATIK,0,CIBAO SUR,NORTE,NORTE 69 kV,Hydro,,Hatillo 1,0.0,0.0,0.44340503215789795,1,7.760000228881836,0.0,1.0,constq,0,8.100000381469727,0.0,1.0,-1.0,7.679999828338623,DEF,1,PQ,0.0
