nombre,fuera_servicio,zona,area,red,ruta,barra_AT,subest_AT,barra_AT_id,barra_BT,subest_BT,barra_BT_id,tipo,num_paralelos,tap_actual,S_nom_MVA,U_AT_kV,U_BT_kV,uk_pct,uk0_pct,Pcu_kW,Pfe_kW,i0_pct,grupo_conexion,r1_pu,x1_pu,tap_lado,tap_min,tap_max,tap_neutro,tap_dU_pct,tap_fase_deg
69/22 kV Transformador Magueyal,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\69/22 kV Transformador Magueyal.ElmTr2,69 kV Magueyal,ZMAGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\ZMAGUF.ElmSubstat\69 kV Magueyal.ElmTerm,Terminal Magueyal,Magueyal,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,69/13.8 kV Trafo Magueyal 4 MVA,1,0,4.0,69.0,13.800000190734863,7.829999923706055,7.050000190734863,20.0,0.0,0.0,YNd11,0.004999999888241291,0.07814019173383713,0,-2,2,0,2.5,0.0
69/12.5 kV Transformador Las Damas,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69/12.5 kV Transformador Las Damas.ElmTr2,69 kV Las Damas,Las Damas,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69 kV Las Damas.ElmTerm,WLDAMK(11),ZLDAMK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(11).ElmTerm,69/12.5 kV Trafo Las Damas 9.4 MVA,1,-1,9.399999618530273,69.0,12.5,7.400000095367432,6.659999847412109,47.0,0.0,0.0,Dyn11,0.004999999888241291,0.07383088767528534,0,-5,4,0,2.0,0.0
12.47/4.16 kV Trafo Domingo Rodríguez,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\12.47/4.16 kV Trafo Domingo Rodríguez.ElmTr2,Terminal Domingo Rodríguez 1,Domingo Rodríguez,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm,Terminal Domingo Rodríguez 2,Domingo Rodríguez,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,12.5/4.16 Trafo Dgo Rod 7 MVA,1,0,7.0,12.5,4.159999847412109,5.8002800941467285,5.21999979019165,4.062099933624268,0.0,0.0,YNd11,0.0005802999949082732,0.05799989774823189,1,-2,2,0,2.5,0.0
69/12.47 kV Trafo Domingo Rodríguez,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69/12.47 kV Trafo Domingo Rodríguez.ElmTr2,69 kV Domingo Rodríguez,Domingo Rodríguez,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69 kV Domingo Rodríguez.ElmTerm,Terminal Domingo Rodríguez 1,Domingo Rodríguez,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm,69/12.5 Trafo Dgo Rod 5 MVA,1,0,5.0,69.0,12.5,10.0,9.0,25.0,0.0,0.0,YNd1,0.004999999888241291,0.09987492114305496,0,-2,2,0,2.5,0.0
69/34.5 kV Transformador Canoa Solar,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\69/34.5 kV Transformador Canoa Solar.ElmTr2,2,ZSCANF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\ZSCANF.ElmSubstat\2.ElmTerm,Terminal Canoa Solar,Canoa Solar,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm,69/34.5 kV Trafo Canoa Solar 32 MVA,1,-1,32.0,69.0,34.5,14.140000343322754,12.72599983215332,160.0,0.0,0.0,YNd11,0.004999999888241291,0.14131158590316772,0,-13,13,0,1.25,0.0
69/12.47 kV Nizao-Najayo T1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69/12.47 kV Nizao-Najayo T1.ElmTr2,69 kV Yaguate,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Yaguate.ElmTerm,Terminal Nizao-Najayo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm,69/12.47 kV Nizao-Najayo (18.5 MVA) T1,1,0,18.5,69.0,12.470000267028809,8.0,7.219335079193115,92.5,0.0,0.0,YNyn0,0.004999999888241291,0.07984359562397003,0,-13,13,0,1.0,0.0
69/12.47 kV Pizarrete Distribución T1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69/12.47 kV Pizarrete Distribución T1.ElmTr2,69 kV Pizarrete Distribución,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete Distribución.ElmTerm,Terminal Los Anones,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm,69/12.47 kV Los Anones (14 MVA) T1,1,0,14.0,67.0,12.470000267028809,10.934000015258789,9.84060001373291,0.0,0.0,0.0,Dyn1,0.0,0.10933999717235565,0,-2,2,0,2.5999999046325684,0.0
138/69 kV Transformador km 15 de Azua,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\138/69 kV Transformador km 15 de Azua.ElmTr2,8,ZKQAZE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZE.ElmSubstat\8.ElmTerm,T1,ZKQAZF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\T1.ElmTerm,138/69 kV km 15,1,2,90.0,138.0,69.0,19.799999237060547,18.0231990814209,206.5500030517578,0.0,0.0,YNyn0,0.0022950000129640102,0.19798670709133148,0,-13,13,0,1.0,0.0
138/13.8 kV Transformador Haina TG,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\138/13.8 kV Transformador Haina TG.ElmTr2,1,ZHAINE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\1.ElmTerm,Terminal Haina TG,Haina,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm,145/13.8 kV Trafo Haina TG 150 MVA,1,-1,150.0,145.0,13.800000190734863,7.997379779815674,7.199999809265137,292.5,0.0,0.0,YNd1,0.0019499999471008778,0.07995001971721649,0,-2,2,0,2.5,0.0
138/69 kV Transformador Haina,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\138/69 kV Transformador Haina.ElmTr2,2,ZHAINE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\2.ElmTerm,R1,ZHAINF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\R1.ElmTerm,138/69 kV Haina T1 T1 (140 MVA),1,0,140.0,138.0,69.0,14.800000190734863,13.42111873626709,192.0800018310547,0.0,0.0,YNyn0,0.0013719999697059393,0.14799363911151886,0,-8,8,0,1.2699999809265137,0.0
138/13.8 kV Transformador Valdesia 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Valdesia 2.ElmTr2,R2,ZVALDE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R2.ElmTerm,Terminal Valdesia 2,Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm,138/13.8 kV Trafo Valdesia 30 MVA,1,1,30.0,138.0,13.800000190734863,8.879150390625,7.980000019073486,150.3000030517578,0.0,0.0,YNd11,0.005009999964386225,0.08865004777908325,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Valdesia 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Valdesia 1.ElmTr2,R1,ZVALDE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R1.ElmTerm,Terminal Valdesia 1,Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm,138/13.8 kV Trafo Valdesia 1 30 MVA,1,1,30.0,138.0,13.800000190734863,8.879150390625,7.980000019073486,150.0,0.0,0.0,YNd11,0.004999999888241291,0.08865061402320862,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Las Barias,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Las Barias.ElmTr2,R3,ZVALDE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R3.ElmTerm,Terminal Las Barías,Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,Trafo SSAA Valdesia 5 MVA,1,7,5.0,138.0,13.800000190734863,10.300000190734863,9.270000457763672,25.0,0.0,0.0,Yyn0,0.004999999888241291,0.10287857055664062,0,-9,9,0,1.5,0.0
138/13.8 kV Transformado Barahona Carbón,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\138/13.8 kV Transformado Barahona Carbón.ElmTr2,4,ZBCARE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\4.ElmTerm,Terminal Barahona Carbón,Barahona Carbón,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,138/13.8 kV Trafo Barahona Carbón 95 MVA,1,-2,95.0,138.0,13.199999809265137,10.699999809265137,9.630000114440918,475.0,0.0,0.0,YNd1,0.004999999888241291,0.10688310861587524,0,-2,2,0,2.5,0.0
138/69 kV Transformador Barahona Carbón,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\138/69 kV Transformador Barahona Carbón.ElmTr2,3,ZBCARE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\3.ElmTerm,Terminal Barahona,Barahona Carbón,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona.ElmTerm,138/69 kV Trafo Barahona Carbón 40 MVA,1,-1,40.0,138.0,69.0,9.600000381469727,8.600000381469727,200.0,0.0,0.0,YNyn0,0.004999999888241291,0.09586970508098602,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Jigüey 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\138/13.8 kV Transformador Jigüey 2.ElmTr2,L2,ZJIGUE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\L2.ElmTerm,Terminal Jigüey 2,Jiguey,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm,138/13.8 Trafo Jigüey 2  61.3 MVA,1,0,61.29999923706055,138.0,13.800000190734863,8.000040054321289,7.199999809265137,244.6020050048828,0.0,0.0,YNd1,0.003990244586020708,0.0799008309841156,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Jigüey 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\138/13.8 kV Transformador Jigüey 1.ElmTr2,R2,ZJIGUE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\R2.ElmTerm,Terminal Jigüey 1,Jiguey,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm,138/13.8 Trafo Jigüey 1 61.3 MVA,1,0,61.29999923706055,138.0,13.800000190734863,8.000040054321289,7.199999809265137,244.6020050048828,0.0,0.0,YNd1,0.003990244586020708,0.0799008309841156,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Aguacate 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\138/13.8 kV Transformador Aguacate 2.ElmTr2,L1,ZAGUAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\L1.ElmTerm,Terminal Aguacate 2,Aguacate,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm,138/13.8 kV Trafo Valdesia 2 32.5 MVA,1,2,32.5,138.0,13.800000190734863,9.970000267028809,9.0,133.94700622558594,0.0,0.0,YNd0,0.004121446516364813,0.09961477667093277,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Aguacate 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\138/13.8 kV Transformador Aguacate 1.ElmTr2,R1,ZAGUAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\R1.ElmTerm,Terminal Aguacate 1,Aguacate,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm,138/13.8 kV Trafo Valdesia 32.5 MVA,1,2,32.5,138.0,13.800000190734863,9.920000076293945,9.0,133.94700622558594,0.0,0.0,YNd0,0.004121446516364813,0.09911435097455978,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Monte Río G3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\138/13.8 kV Transformador Monte Río G3.ElmTr2,2,ZMRIOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\2.ElmTerm,Terminal Monte Río 3,Monte Río,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm,138/13.2 kV Trafo Monterío 70 MVA,1,-2,70.0,138.0,13.199999809265137,14.380000114440918,13.0,350.0,0.0,0.0,YNd5,0.004999999888241291,0.1437130570411682,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Monte Río G2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\138/13.8 kV Transformador Monte Río G2.ElmTr2,3,ZMRIOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\3.ElmTerm,Terminal Monte Río 2,Monte Río,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm,138/13.2 kV Trafo Monterío 70 MVA,1,-2,70.0,138.0,13.199999809265137,14.380000114440918,13.0,350.0,0.0,0.0,YNd5,0.004999999888241291,0.1437130570411682,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Monte Río G1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\138/13.8 kV Transformador Monte Río G1.ElmTr2,4,ZMRIOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\4.ElmTerm,Terminal Monte Río 1,Monte Río,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm,138/13.2 kV Trafo Monterío 70 MVA,1,-2,70.0,138.0,13.199999809265137,14.380000114440918,13.0,350.0,0.0,0.0,YNd5,0.004999999888241291,0.1437130570411682,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Itabo 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\138/13.8 kV Transformador Itabo 1.ElmTr2,3,ZITABE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\3.ElmTerm,Terminal Itabo 1,Itabo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm,144.27/13.8 kV Trafo Itabo 1 150 MVA,1,-2,150.0,144.27000427246094,13.800000190734863,11.630000114440918,10.470000267028809,832.5,0.0,0.0,YNd5,0.005549999885261059,0.11616750061511993,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Itabo 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\138/13.8 kV Transformador Itabo 2.ElmTr2,10,ZITABE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\10.ElmTerm,Terminal Itabo 2,Itabo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm,144.138/13.8 Trafo Itabo 2 156 MVA,1,-2,156.0,144.13800048828125,13.800000190734863,12.799400329589844,11.520000457763672,1057.5,0.0,0.0,YNd5,0.006778846029192209,0.1278143674135208,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador San Lorenzo,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\138/13.8 kV Transformador San Lorenzo.ElmTr2,5,ZITAGE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\5.ElmTerm,2,ZITAGK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\2.ElmTerm,145/13.8 kV Trafo San Lorenzo 48 MVA,1,-2,48.0,145.0,13.800000190734863,12.5,3.0,160.0,0.0,0.0,YNd1,0.0033333334140479565,0.12495554983615875,0,-2,2,0,2.5,0.0
138/34.5 kV Transformador 1 Los Cocos,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 1 Los Cocos.ElmTr2,1,ZLCOCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\1.ElmTerm,L1,ZLCOCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\L1.ElmTerm,138/34.5 kV Trafo Los Cocos 45 MVA,1,0,45.0,138.0,34.5,9.600000381469727,8.640000343322754,225.0,0.0,0.0,YNd11,0.004999999888241291,0.09586970508098602,0,-13,13,0,1.0,0.0
138/34.5 kV Transformador 2 Los Cocos,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 2 Los Cocos.ElmTr2,2,ZLCOCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\2.ElmTerm,L2,ZLCOCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\L2.ElmTerm,138/34.5 kV Trafo Los Cocos 45 MVA,1,0,45.0,138.0,34.5,9.600000381469727,8.640000343322754,225.0,0.0,0.0,YNd11,0.004999999888241291,0.09586970508098602,0,-13,13,0,1.0,0.0
