nombre,fuera_servicio,zona,area,red,ruta,barra_AT,subest_AT,barra_AT_id,barra_BT,subest_BT,barra_BT_id,tipo,num_paralelos,tap_actual,S_nom_MVA,U_AT_kV,U_BT_kV,uk_pct,uk0_pct,Pcu_kW,Pfe_kW,i0_pct,grupo_conexion,r1_pu,x1_pu,tap_lado,tap_min,tap_max,tap_neutro,tap_dU_pct,tap_fase_deg
345/138 kV Transformador 2 El Naranjo,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\345/138 kV Transformador 2 El Naranjo.ElmTr2,D4,ZNARAD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\D4.ElmTerm,E4,ZNARAD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\E4.ElmTerm,345/138 kV El Naranjo T1 y T2 (450 MVA),1,4,450.0,345.0,138.0,13.5,12.320429801940918,118.78199768066406,0.0,0.0,YNyn0,0.00026395998429507017,0.13499975204467773,0,-10,10,0,1.25,0.0
345/138 kV Transformador 1 El Naranjo,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\345/138 kV Transformador 1 El Naranjo.ElmTr2,D5,ZNARAD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\D5.ElmTerm,E6,ZNARAD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\E6.ElmTerm,345/138 kV El Naranjo T1 y T2 (450 MVA),1,4,450.0,345.0,138.0,13.5,12.320429801940918,118.78199768066406,0.0,0.0,YNyn0,0.00026395998429507017,0.13499975204467773,0,-10,10,0,1.25,0.0
230/13.8 kV Transformador Quisqueya 2 G1,0,ESTE CERCANO,ESTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G1.ElmTr2,9,QUISQUEYA 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\9.ElmTerm,E2,TER QUISQUEYA2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E2.ElmTerm,230/13.8 kV Trafo 18% Quisqueya 90 MVA,1,0,90.0,230.0,13.800000190734863,18.004444122314453,4.300000190734863,360.0,0.0,0.0,YNd11,0.004000000189989805,0.18000000715255737,0,-2,2,0,2.5,0.0
230/13.8 kV Transformador Quisqueya 2 G2,0,ESTE CERCANO,ESTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G2.ElmTr2,8,QUISQUEYA 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\8.ElmTerm,E6,TER QUISQUEYA2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E6.ElmTerm,230/13.8 kV Trafo 18% Quisqueya 90 MVA,1,0,90.0,230.0,13.800000190734863,18.004444122314453,4.300000190734863,360.0,0.0,0.0,YNd11,0.004000000189989805,0.18000000715255737,0,-2,2,0,2.5,0.0
230/13.8 kV Transformador Quisqueya 2 G3,0,ESTE CERCANO,ESTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G3.ElmTr2,6,QUISQUEYA 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\6.ElmTerm,10,Quisqueya,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\10.ElmTerm,230/13.8 kV Trafo18% Quisqueya 106 MVA,1,0,106.0,230.0,13.800000190734863,18.0,4.300000190734863,420.0,0.0,0.0,YNd11,0.003962263930588961,0.17995639145374298,0,-2,2,0,2.5,0.0
230/13.8 kV Transformador Q1 San Pedro,0,ESTE CERCANO,ESTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Q1 San Pedro.ElmTr2,1,QUISQUEYA 1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\1.ElmTerm,E2,TER QUISQUEYA1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E2.ElmTerm,230/13.8 kV Trafo 18% Quisqueya 90 MVA,1,0,90.0,230.0,13.800000190734863,18.004444122314453,4.300000190734863,360.0,0.0,0.0,YNd11,0.004000000189989805,0.18000000715255737,0,-2,2,0,2.5,0.0
230/13.8 kV Transformador Quisqueya 1 G2,0,ESTE CERCANO,ESTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 1 G2.ElmTr2,2,QUISQUEYA 1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\2.ElmTerm,E6,TER QUISQUEYA1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E6.ElmTerm,230/13.8 kV Trafo 18% Quisqueya 90 MVA,1,0,90.0,230.0,13.800000190734863,18.004444122314453,4.300000190734863,360.0,0.0,0.0,YNd11,0.004000000189989805,0.18000000715255737,0,-2,2,0,2.5,0.0
230/13.8 kV Transformador Quisqueya 1 G3,0,ESTE CERCANO,ESTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 1 G3.ElmTr2,3,QUISQUEYA 1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\3.ElmTerm,5,Quisqueya,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\5.ElmTerm,230/13.8 kV Trafo18% Quisqueya 106 MVA,1,0,106.0,230.0,13.800000190734863,18.0,4.300000190734863,420.0,0.0,0.0,YNd11,0.003962263930588961,0.17995639145374298,0,-2,2,0,2.5,0.0
230/34.5 kV Transformador 1 PVDC,0,CIBAO SUR,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\230/34.5 kV Transformador 1 PVDC.ElmTr2,L4,ZPVDCD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L4.ElmTerm,Terminal PVDC 1,PVDC,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 1.ElmTerm,230/34.5 kV Trafo Barrick Carga 150 MVA,1,0,150.0,230.0,34.5,11.0,11.0,659.4727172851562,0.0,0.10999999940395355,YNyn11,0.004396484699100256,0.10991210490465164,0,-5,5,0,1.7999999523162842,0.0
230/34.5 kV Transformador 2 PVDC,0,CIBAO SUR,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\230/34.5 kV Transformador 2 PVDC.ElmTr2,R2,ZPVDCD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R2.ElmTerm,Terminal PVDC 2,PVDC,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm,230/34.5 kV Trafo Barrick Carga 150 MVA,1,0,150.0,230.0,34.5,11.0,11.0,659.4727172851562,0.0,0.10999999940395355,YNyn11,0.004396484699100256,0.10991210490465164,0,-5,5,0,1.7999999523162842,0.0
345/22 kV Transformador Punta Catalina 1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\345/22 kV Transformador Punta Catalina 1.ElmTr2,4,ZPCATD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\ZPCATD.ElmSubstat\4.ElmTerm,Terminal Punta Catalina 1,Punta Catalina,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 1.ElmTerm,345/22 kV Trafo Punta Catalina 425 MVA,1,3,425.0,345.0,22.0,16.0,14.399999618530273,212.5,0.0,0.0,YNd1,0.0005000000237487257,0.15999922156333923,0,-16,16,0,0.623199999332428,0.0
345/22 kV Transformador Punta Catalina 2,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\345/22 kV Transformador Punta Catalina 2.ElmTr2,2,ZPCATD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\ZPCATD.ElmSubstat\2.ElmTerm,Terminal Punta Catalina 2,Punta Catalina,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 2.ElmTerm,345/22 kV Trafo Punta Catalina 425 MVA,1,3,425.0,345.0,22.0,16.0,14.399999618530273,212.5,0.0,0.0,YNd1,0.0005000000237487257,0.15999922156333923,0,-16,16,0,0.623199999332428,0.0
345/230 kV Transformador 2 Bonao 3,0,CIBAO SUR,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\345/230 kV Transformador 2 Bonao 3.ElmTr2,L3,ZBON3D,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3D.ElmSubstat\L3.ElmTerm,Tap 230 kV Bonao 3 D03,Bonao 3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\Tap 230 kV Bonao 3 D03.ElmTerm,345/230 kV Bonao 3 T1 (300 MVA),1,2,300.0,345.0,230.0,17.016000747680664,15.45181655883789,150.0,0.0,0.0,YNyn0,0.0005000000237487257,0.17015928030014038,0,-16,16,0,0.6230000257492065,0.0
230/138 kV Transformador 2 Bonao 3,0,CIBAO SUR,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\230/138 kV Transformador 2 Bonao 3.ElmTr2,Tap 230 kV Bonao 3 D04,Bonao 3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\Tap 230 kV Bonao 3 D04.ElmTerm,3,ZBON3E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3E.ElmSubstat\3.ElmTerm,230/138 kV Bonao 3 T1 (250MVA),1,-5,250.0,230.0,138.0,14.579999923706055,13.227599143981934,755.0,0.0,0.0,YNyn0,0.003019999945536256,0.14576871693134308,0,-10,10,0,0.6259999871253967,0.0
345/138 kV Transformador 1 Guerra,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\345/138 kV Transformador 1 Guerra.ElmTr2,3,ZGUERD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\3.ElmTerm,2,ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\2.ElmTerm,345/138 kV Guerra T1 (450 MVA),1,-9,450.0,345.0,138.0,9.029999732971191,8.268671989440918,2250.0,0.0,0.0,YNyn0,0.004999999888241291,0.09016145765781403,0,-11,11,0,1.0,0.0
345/138 kV Transformador 2 Guerra,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\345/138 kV Transformador 2 Guerra.ElmTr2,4,ZGUERD,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\4.ElmTerm,1,ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\1.ElmTerm,345/138 kV Guerra T1 (450 MVA),1,-9,450.0,345.0,138.0,9.029999732971191,8.268671989440918,2250.0,0.0,0.0,YNyn0,0.004999999888241291,0.09016145765781403,0,-11,11,0,1.0,0.0
138/13.8 kV Transformador Sultana Este 1,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 1.ElmTr2,4,ZSESTE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\4.ElmTerm,Terminal Sultana del Este 1,Sultana del Este,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 1.ElmTerm,138/13.8 kV Traf Sult. del Este 100 MVA,1,0,100.0,138.0,13.800000190734863,9.800000190734863,8.819999694824219,500.0,0.0,0.0,YNd1,0.004999999888241291,0.09787236899137497,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Sultana Este 2,1,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 2.ElmTr2,2,ZSESTE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm,Terminal Sultana del Este 2,Sultana del Este,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm,138/13.8 kV Tr 75 MVA Sultana del Este 2,1,-2,75.0,145.6999969482422,13.800000190734863,14.5,13.050000190734863,355.0,0.0,0.0,YNd5,0.0047333333641290665,0.14492271840572357,0,-16,-1,-4,0.8500000238418579,0.0
138/13.8 kV Transformador Sultana Este 3,1,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 3.ElmTr2,1,ZSESTE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\1.ElmTerm,Terminal Sultana del Este 3,Sultana del Este,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm,138/13.8 kV Tr 75 MVA Sultana del Este 3,1,-10,75.0,145.6999969482422,13.800000190734863,14.5,13.050000190734863,355.0,0.0,0.0,YNd5,0.0047333333641290665,0.14492271840572357,0,-16,-1,-4,0.8849999904632568,0.0
138/69 kV Transformador La Romana,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\138/69 kV Transformador La Romana.ElmTr2,2,ZLROME,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\2.ElmTerm,1,ZLROMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\1.ElmTerm,133/69 kV La Romana T1 (100 MVA),1,-4,100.0,133.0,69.0,9.829999923706055,8.885011672973633,500.0,0.0,0.0,YNyn0,0.004999999888241291,0.09817276149988174,1,-16,16,0,0.625,0.0
138/13.8 kV Transformador CESPM 3,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 3.ElmTr2,L3,ZSPM2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\L3.ElmTerm,Terminal CESPM 3,SPM 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 3.ElmTerm,140/13.8 kV Trafo CESPM 3 150 MVA,1,0,150.0,138.0,13.800000190734863,16.579999923706055,14.930000305175781,451.8800048828125,0.0,0.0,YNd1,0.00301253329962492,0.16577263176441193,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador CESPM 2,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 2.ElmTr2,L2,ZSPM2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\L2.ElmTerm,Terminal CESPM 2,SPM 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 2.ElmTerm,140/13.8 kV Trafo CESPM 2 120 MVA,1,0,120.0,140.0,13.800000190734863,13.25,11.930000305175781,600.0,0.0,0.0,YNd11,0.004999999888241291,0.132405623793602,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador CESPM 1,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 1.ElmTr2,R5,ZSPM2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\R5.ElmTerm,Terminal CESPM 1,SPM 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm,140/13.8 kV Trafo CESPM 1 120 MVA,1,0,120.0,140.0,13.800000190734863,13.25,11.930000305175781,600.0,0.0,0.0,YNd11,0.004999999888241291,0.132405623793602,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador CEMEX,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\138/13.8 kV Transformador CEMEX.ElmTr2,1,ZCEMEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\1.ElmTerm,L1,ZCEMEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L1.ElmTerm,138/13.8 kV Trafo CEMEX 40 MVA,1,0,40.0,138.0,13.800000190734863,11.0,9.899999618530273,200.0,0.0,0.0,Dyn1,0.004999999888241291,0.1098863035440445,0,-2,2,0,2.5,0.0
138/12.47 kV Transformador Los Orígenes,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\138/12.47 kV Transformador Los Orígenes.ElmTr2,3,ZLORIE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\3.ElmTerm,Terminal Los Orígenes,Los Orígenes,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm,138/12.47 kV Trafo Los Orígenes 65 MVA,1,1,65.0,138.0,12.470000267028809,18.3700008392334,18.3700008392334,325.0,0.0,0.0,YNd1,0.004999999888241291,0.18363195657730103,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador SP Bio-Energy,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\138/13.8 kV Transformador SP Bio-Energy.ElmTr2,2,ZSPBEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\2.ElmTerm,L1,ZSPBEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEK.ElmSubstat\L1.ElmTerm,138/13.8 kV Trafo SP Bio-Energy 45 MVA,1,5,45.0,138.0,13.800000190734863,13.170000076293945,11.852999687194824,225.0,0.0,0.0,YNd5,0.004999999888241291,0.13160504400730133,0,-11,11,0,1.0,0.0
