nombre,fuera_servicio,zona,area,red,ruta,U_nom_kV,tipo_uso,sistema,subestacion,sitio
T.L4.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.L4.2.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R1.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R1.1.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R1.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R1.2.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R2.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R2.1.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R2.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R2.2.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R3.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R3.1.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R3.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R3.2.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R4.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R4.1.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R4.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R4.2.ElmTerm,69.0,2,0,ZHAINF,Haina
69 kV Haina BT,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\69 kV Haina BT.ElmTerm,69.0,0,0,ZHAINF,Haina
L5,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\L5.ElmTerm,69.0,2,0,ZHAINF,Haina
T.L5.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.L5.1.ElmTerm,69.0,2,0,ZHAINF,Haina
T.L5.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.L5.2.ElmTerm,69.0,2,0,ZHAINF,Haina
R5,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\R5.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R5.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R5.1.ElmTerm,69.0,2,0,ZHAINF,Haina
T.R5.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\T.R5.2.ElmTerm,69.0,2,0,ZHAINF,Haina
Terminal Valdesia 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm,13.800000190734863,0,0,,Valdesia
Terminal Valdesia 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm,13.800000190734863,0,0,,Valdesia
Terminal Las Barías,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,13.800000190734863,0,0,,Valdesia
138 kV Valdesia Sec B,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\138 kV Valdesia Sec B.ElmTerm,138.0,0,0,ZVALDE,Valdesia
138 kV Valdesia Sec A,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\138 kV Valdesia Sec A.ElmTerm,138.0,0,0,ZVALDE,Valdesia
L1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\L1.ElmTerm,138.0,2,0,ZVALDE,Valdesia
L2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\L2.ElmTerm,138.0,2,0,ZVALDE,Valdesia
L3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\L3.ElmTerm,138.0,2,0,ZVALDE,Valdesia
L4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\L4.ElmTerm,138.0,2,0,ZVALDE,Valdesia
R1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R1.ElmTerm,138.0,2,0,ZVALDE,Valdesia
R2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R2.ElmTerm,138.0,2,0,ZVALDE,Valdesia
R3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R3.ElmTerm,138.0,2,0,ZVALDE,Valdesia
R4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R4.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T00,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T00.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T01,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T01.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T02,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T02.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T03,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T03.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T04,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T04.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T05,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T05.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T06,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T06.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T07,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T07.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T10,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T10.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T11,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T11.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T12,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T12.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T13,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T13.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T14,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T14.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T15,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T15.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T16,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T16.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T17,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T17.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T14(1),0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T14(1).ElmTerm,138.0,2,0,ZVALDE,Valdesia
R5,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R5.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T15(1),0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T15(1).ElmTerm,138.0,2,0,ZVALDE,Valdesia
T14(2),0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T14(2).ElmTerm,138.0,2,0,ZVALDE,Valdesia
R6,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R6.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T15(2),0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T15(2).ElmTerm,138.0,2,0,ZVALDE,Valdesia
T14(3),0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T14(3).ElmTerm,138.0,2,0,ZVALDE,Valdesia
R7,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R7.ElmTerm,138.0,2,0,ZVALDE,Valdesia
T15(3),0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\T15(3).ElmTerm,138.0,2,0,ZVALDE,Valdesia
Terminal Barahona Carbón,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,13.800000190734863,0,0,,Barahona Carbón
138 kV Barahona Carbón B1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\138 kV Barahona Carbón B1.ElmTerm,138.0,0,0,ZBCARE,Barahona Carbón
1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\1.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\2.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
3,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\3.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
4,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\4.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
138 kV Barahona Carbón B2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\138 kV Barahona Carbón B2.ElmTerm,138.0,0,0,ZBCARE,Barahona Carbón
T0.1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T0.1.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T0.2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T0.2.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T1.1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T1.1.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T1.2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T1.2.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T2.1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T2.1.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T2.2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T2.2.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T3.1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T3.1.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T3.2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T3.2.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T4.1,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T4.1.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
T4.2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\T4.2.ElmTerm,138.0,2,0,ZBCARE,Barahona Carbón
Terminal Barahona,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona.ElmTerm,69.0,1,0,,Barahona Carbón
Terminal Jigüey 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm,13.800000190734863,0,0,,Jiguey
Terminal Jigüey 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm,13.800000190734863,0,0,,Jiguey
138 kV Jigüey Sec B,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\138 kV Jigüey Sec B.ElmTerm,138.0,0,0,ZJIGUE,Jiguey
138 kV Jigüey Sec A,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\138 kV Jigüey Sec A.ElmTerm,138.0,0,0,ZJIGUE,Jiguey
L1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\L1.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
L2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\L2.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
L3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\L3.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
L4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\L4.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
R1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\R1.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
R2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\R2.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
R3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\R3.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
R4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\R4.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
T.L1.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\T.L1.1.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
T.L1.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\T.L1.2.ElmTerm,138.0,2,0,ZJIGUE,Jiguey
