nombre,ruta,S_AT_MVA,S_MT_MVA,S_BT_MVA,U_AT_kV,U_MT_kV,U_BT_kV,uk_AT_MT_pct,uk_MT_BT_pct,uk_AT_BT_pct,Pcu_AT_MT_kW,Pfe_kW,i0_pct,grupo
66/13.8/13.8 kV Trafo EDM3 125 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\66/13.8/13.8 kV Trafo EDM3 125 MVA.TypTr3,125.0,66.0,59.0,66.0,13.800000190734863,13.800000190734863,11.920000076293945,32.560001373291016,12.350000381469727,625.0,0.0,0.0,YN0d11d11
