nombre,fuera_servicio,zona,area,red,ruta,barra_i,subest_i,barra_i_id,barra_j,subest_j,barra_j_id,tipo,clase_tipo,long_km,num_paralelas,I_nom_kA,R1_ohm,X1_ohm,R0_ohm,X0_ohm,B1_uS,B0_uS,G1_uS,U_tipo_kV,Inom_tipo_kA,R1_ohm_km,X1_ohm_km,B1_uS_km,C1_uF_km,R0_ohm_km,X0_ohm_km
69 kV Derivación Río Chavón,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Río Chavón.ElmLne,Tap Chavón,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm,69 kV Río Chavón,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Río Chavón.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.029999999329447746,1,0.3569999933242798,0.007860386744141579,0.013679273426532745,0.019407976418733597,0.04801061376929283,0.11219258606433868,0.053579334169626236,-1.6653344997146072e-18,,1.0,,,,,,
69 kV La Romana – Rancho Peligro_b,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – Rancho Peligro_b.ElmLne,Tap Batey Lechuga,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,Tap Guaymate,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,P.MADERA TP-IG 50 P/69 - 2/0 AAAC,TypTow,12.550000190734863,1,0.2849999964237213,6.124405384063721,6.1678972244262695,11.19015884399414,19.64138412475586,42.84480667114258,24.183130264282227,5.22498732140038e-16,,1.0,,,,,,
69 kV La Romana – Rancho Peligro_a,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – Rancho Peligro_a.ElmLne,4,ZLROMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\4.ElmTerm,Tap Batey Lechuga,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,P.MADERA TP-IG 50 P/69 - 2/0 CU,TypTow,18.5,1,0.36000001430511475,5.576463222503662,9.089887619018555,13.043909072875977,28.951204299926758,63.15768051147461,35.6484375,7.7021722333370235e-16,,1.0,,,,,,
69 kV Derivación Batey Lechuga,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Batey Lechuga.ElmLne,Tap Batey Lechuga,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,69 kV Batey Lechuga,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Batey Lechuga.ElmTerm,P.MADERA TP-IG 50 P/69 - 2/0 CU,TypTow,6.400000095367432,1,0.36000001430511475,1.929154872894287,3.1446099281311035,4.512487411499023,10.015551567077637,21.849143981933594,12.332432746887207,2.664535364979494e-16,,1.0,,,,,,
69 kV La Romana – La Romana Pueblo_a,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – La Romana Pueblo_a.ElmLne,3,ZLROMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\3.ElmTerm,Tap Capacitor 69 kV La Romana Pueblo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Capacitor 69 kV La Romana Pueblo.ElmTerm,P.MADERA TVS-1/1C/69/1xF - 4/0 AAAC,TypTow,2.3970000743865967,1,0.3799999952316284,0.7365679144859314,1.1140869855880737,1.6527708768844604,3.7942821979522705,8.722661018371582,4.459401607513428,-3.326505840765266e-17,,1.0,,,,,,
69 kV Buena Vista – Higüey_c,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Buena Vista – Higüey_c.ElmLne,Tap Benedicto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm,WHIGUF(5),ZHIGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(5).ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,27.5,1,0.3799999952316284,8.448834419250488,13.029640197753906,19.54408073425293,42.570186614990234,97.54069519042969,53.20756149291992,-1.5265566588595902e-15,,1.0,,,,,,
69 kV Hato Mayor 2 – SPM_b,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – SPM_b.ElmLne,Tap Hato Mayor,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm,Tap Consuelo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,29.0,1,0.6629999876022339,3.3798928260803223,12.369938850402832,15.19619369506836,43.921600341796875,113.8804931640625,59.4062385559082,-8.049116928532385e-16,,1.0,,,,,,
69 kV Hato Mayor 2 – SPM_a,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – SPM_a.ElmLne,Tap Hato Mayor,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm,2,WHMA2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\WHMA2F.ElmSubstat\2.ElmTerm,P.MADERA TVS/1C/69/1xF - 559 AAAC,TypTow,0.8999999761581421,1,0.6629999876022339,0.10459627211093903,0.37391397356987,0.46079084277153015,1.3921024799346924,3.615964889526367,1.762068748474121,3.43475235008518e-17,,1.0,,,,,,
69 kV SPM – ZF SPM Chentec_c,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_c.ElmLne,Tap ZF SPM,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,Tap ZF San Pedro AES,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.41999998688697815,1,0.6629999876022339,0.048976339399814606,0.18158058822155,0.2184309959411621,0.6327452659606934,1.6267645359039307,0.8517380952835083,3.205768904195801e-17,,1.0,,,,,,
69 kV La Romana – Rancho Peligro_c,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – Rancho Peligro_c.ElmLne,Tap Guaymate,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,69 kV Rancho Peligro,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Rancho Peligro.ElmTerm,P.MADERA TP-IG 50 P/69 - 2/0 AAAC,TypTow,7.300000190734863,1,0.2849999964237213,3.5624032020568848,3.5877010822296143,6.509016990661621,11.424869537353516,24.921680450439453,14.066681861877441,3.039235741669603e-16,,1.0,,,,,,
69 kV Derivación Monte Plata,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Monte Plata.ElmLne,69 kV Monte Plata,ZMPLAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\69 kV Monte Plata.ElmTerm,Tap Monte Plata Solar,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Monte Plata Solar.ElmTerm,T.ACERO S1(2)/1C/138/1xF/559 AAAC,TypTow,0.05000000074505806,1,0.6629999876022339,0.005816388875246048,0.023726973682641983,0.021557020023465157,0.07497365772724152,0.17587995529174805,0.08910605311393738,4.1633365077804595e-18,,1.0,,,,,,
69 kV SPM – ZF SPM Chentec_d,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_d.ElmLne,Tap ZF San Pedro AES,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,69 kV ZF San Pedro Chentec,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro Chentec.ElmTerm,P.MADERA TP-IG 50 P/69 - 4/0 CU,TypTow,0.1899999976158142,1,0.47999998927116394,0.036014582961797714,0.09002240002155304,0.11270726472139359,0.2940034866333008,0.674136221408844,0.37409600615501404,2.1094237203180178e-17,,1.0,,,,,,
69 kV Derivación San Pedro TG_a,1,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación San Pedro TG_a.ElmLne,Tap San Pedro Macorís,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,69 kV San Pedro TG,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV San Pedro TG.ElmTerm,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,TypTow,0.30000001192092896,1,0.3799999952316284,0.0921691432595253,0.14214158058166504,0.21326285600662231,0.46421700716018677,1.0644257068634033,0.5906779170036316,3.3306692062243676e-17,,1.0,,,,,,
69 kV SPM – ZF SPM Chentec_b,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_b.ElmLne,Tap San Pedro Macorís,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,Tap ZF SPM,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,P.MADERA TP-IG 50 P/69 - 4/0 CU,TypTow,2.549999952316284,1,0.47999998927116394,0.4833536148071289,1.208195447921753,1.5126501321792603,3.945836305618286,9.04761791229248,5.020761966705322,2.83106865985459e-16,,1.0,,,,,,
69 kV Derivación Guavaberry,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Guavaberry.ElmLne,Tap Guavaberry,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guavaberry.ElmTerm,69 kV Guavaberry,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guavaberry.ElmTerm,P.MADERA TVS-1/1C/69/1xF - 4/0 AAAC,TypTow,1.9199999570846558,1,0.3799999952316284,0.5899917483329773,0.8923850059509277,1.3238714933395386,3.039224624633789,6.9868621826171875,3.571985960006714,-2.6645351995433716e-17,,1.0,,,,,,
69 kV La Romana – La Romana Pueblo_b,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV La Romana – La Romana Pueblo_b.ElmLne,69 kV La Romana Pueblo,ZLRPUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\69 kV La Romana Pueblo.ElmTerm,Tap Capacitor 69 kV La Romana Pueblo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Capacitor 69 kV La Romana Pueblo.ElmTerm,P.MADERA TVS-1/1C/69/1xF - 4/0 AAAC,TypTow,0.003000020980834961,1,0.3799999952316284,0.000921868602745235,0.0013943613739684224,0.002068563597276807,0.004748821724206209,0.010917048901319504,0.005581267178058624,-4.163365459101899e-20,,1.0,,,,,,
69 kV Hato Mayor 2 – Sabana de la Mar,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – Sabana de la Mar.ElmLne,3,WHMA2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\WHMA2F.ElmSubstat\3.ElmTerm,69 kV Sabana de la Mar,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sabana de la Mar.ElmTerm,P.MADERA TVS/1C/69/1xF - 559 AAAC,TypTow,39.099998474121094,1,0.6629999876022339,4.544126987457275,16.24448585510254,20.018802642822266,60.47911834716797,157.0935821533203,76.55209350585938,1.4922090493319547e-15,,1.0,,,,,,
69 kV Buena Vista – La Romana,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Buena Vista – La Romana.ElmLne,2,ZLROMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\2.ElmTerm,69 kV Buena Vista,ZBVISF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,5.699999809265137,1,0.6629999876022339,0.6643237471580505,2.43133282661438,2.9868381023406982,8.632865905761719,22.383407592773438,11.676398277282715,-1.5820677571512889e-16,,1.0,,,,,,
69 kV SPM – ZF SPM Chentec_a,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – ZF SPM Chentec_a.ElmLne,6,ZSPMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\6.ElmTerm,Tap San Pedro Macorís,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,TypTow,0.7400000095367432,1,0.3799999952316284,0.22735054790973663,0.35061588883399963,0.5260483622550964,1.1450685262680054,2.6255834102630615,1.457005500793457,8.215650488105277e-17,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_a,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_a.ElmLne,7,ZSPMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\7.ElmTerm,Tap César Iglesias,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap César Iglesias.ElmTerm,P.MADERA TP-IG 50 P/69 - 477 ACSR,TypTow,0.20000000298023224,1,0.6589999794960022,0.0235860887914896,0.08770836144685745,0.10431522876024246,0.3024252951145172,0.7749218940734863,0.41308438777923584,-2.775557602921922e-18,,1.0,,,,,,
69 kV SPM – SE Sultana (Mitsubishi),0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – SE Sultana (Mitsubishi).ElmLne,4,ZSPMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\4.ElmTerm,69 kV Servicio Estación Sultana del Este,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Servicio Estación Sultana del Este.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,1.2799999713897705,1,0.6629999876022339,0.14918147027492523,0.5459834933280945,0.6707285642623901,1.9386085271835327,5.026449203491211,2.622068405151367,-3.552713599391162e-17,,1.0,,,,,,
69 kV Hato Mayor 2 – SPM_c,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor 2 – SPM_c.ElmLne,5,ZSPMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\5.ElmTerm,Tap Consuelo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,12.0,1,0.6629999876022339,1.3985763788223267,5.118595600128174,6.288080215454102,18.174455642700195,47.122962951660156,24.581892013549805,-3.3306690738754696e-16,,1.0,,,,,,
69 kV Derivación Guaymate,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Guaymate.ElmLne,Tap Guaymate,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,69 kV Guaymate,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guaymate.ElmTerm,P.MADERA TP-IG 50 P/69 - 2/0 AAAC,TypTow,0.029999999329447746,1,0.2849999964237213,0.014640012755990028,0.014743976294994354,0.0267493836581707,0.04695151746273041,0.10241786390542984,0.057808276265859604,1.2490008489365613e-18,,1.0,,,,,,
69 kV Derivación Benedicto,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Benedicto.ElmLne,69 kV Benedicto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Benedicto.ElmTerm,Tap Benedicto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.009999999776482582,1,0.3569999933242798,0.002620128681883216,0.004559758119285107,0.006469325162470341,0.01600353792309761,0.03739752992987633,0.017859777435660362,-5.551114999048691e-19,,1.0,,,,,,
69 kV Derivación Asoc Industrias ZF SPM,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Asoc Industrias ZF SPM.ElmLne,69 kV Asociación Industrial ZF SPM,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Asociación Industrial ZF SPM.ElmTerm,Tap ZF SPM,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.009999999776482582,1,0.3569999933242798,0.002620128681883216,0.004559758119285107,0.006469325162470341,0.01600353792309761,0.03739752992987633,0.017859777435660362,-5.551114999048691e-19,,1.0,,,,,,
69 kV Derivación ZF San Pedro AES,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación ZF San Pedro AES.ElmLne,Tap ZF San Pedro AES,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,69 kV ZF San Pedro AES,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro AES.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.009999999776482582,1,0.3569999933242798,0.002620128681883216,0.004559758119285107,0.006469325162470341,0.01600353792309761,0.03739752992987633,0.017859777435660362,-5.551114999048691e-19,,1.0,,,,,,
69 kV Derivación Consuelo,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Consuelo.ElmLne,Tap Consuelo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,69 kV Consuelo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Consuelo.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.25,1,0.3569999933242798,0.06550321727991104,0.11399395018815994,0.16173313558101654,0.40008845925331116,0.9349382519721985,0.446494460105896,-1.3877787807814457e-17,,1.0,,,,,,
69 kV Derivación Hato Mayor,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Hato Mayor.ElmLne,69 kV Hato Mayor,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor.ElmTerm,Tap Hato Mayor,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.009999999776482582,1,0.3569999933242798,0.002620128681883216,0.004559758119285107,0.006469325162470341,0.01600353792309761,0.03739752992987633,0.017859777435660362,-5.551114999048691e-19,,1.0,,,,,,
