nombre,fuera_servicio,zona,area,red,ruta,barra_i,subest_i,barra_i_id,barra_j,subest_j,barra_j_id,tipo,clase_tipo,long_km,num_paralelas,I_nom_kA,R1_ohm,X1_ohm,R0_ohm,X0_ohm,B1_uS,B0_uS,G1_uS,U_tipo_kV,Inom_tipo_kA,R1_ohm_km,X1_ohm_km,B1_uS_km,C1_uF_km,R0_ohm_km,X0_ohm_km
138 kV Boca Chica – Hainamosa_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Boca Chica – Hainamosa_a.ElmLne,Tap 2 Boca Chica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 2 Boca Chica.ElmTerm,1,ZBCHIE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\ZBCHIE.ElmSubstat\1.ElmTerm,,,5.0,1,1.3259999752044678,0.2913127541542053,1.6534497737884521,1.787448525428772,6.8456196784973145,25.152475357055664,12.565811157226562,-1.3877787807814457e-15,,,,,,,,
138 kV Hainamosa – Juan Dolio_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – Juan Dolio_b.ElmLne,Tap 1 Boca Chica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 Boca Chica.ElmTerm,Tap 2 Juan Dolio,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Tap 2 Juan Dolio.ElmTerm,,,20.121999740600586,1,1.3259999752044678,1.1723589897155762,6.6541428565979,7.193408012390137,27.54951286315918,101.22362518310547,50.56985092163086,0.0,,,,,,,,
138 kV Boca Chica – Hainamosa_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Boca Chica – Hainamosa_b.ElmLne,E5,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E5.ElmTerm,Tap 2 Boca Chica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 2 Boca Chica.ElmTerm,,,27.5,1,1.3259999752044678,1.602220058441162,9.093973159790039,9.83096694946289,37.650909423828125,138.338623046875,69.1119613647461,-7.632783294297951e-15,,,,,,,,
138 kV Hainamosa – Juan Dolio_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – Juan Dolio_a.ElmLne,Tap 1 Boca Chica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 Boca Chica.ElmTerm,E4,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E4.ElmTerm,,,27.5,1,1.3259999752044678,1.602220058441162,9.093973159790039,9.83096694946289,37.650909423828125,138.338623046875,69.1119613647461,0.0,,,,,,,,
138 kV Hainamosa – Palamara_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – Palamara_a.ElmLne,Tap 1 Villa Mella,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 Villa Mella.ElmTerm,E14,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E14.ElmTerm,,,11.286999702453613,1,0.5680000185966492,1.474306583404541,5.452780723571777,4.858340263366699,17.167814254760742,39.005924224853516,22.709611892700195,-6.265543474300646e-16,,,,,,,,
138 kV AES Interconexión – Guerra L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV AES Interconexión – Guerra L1.ElmLne,3,ZIAANE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZIAANE.ElmSubstat\3.ElmTerm,Terminal(1),ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\Terminal(1).ElmTerm,,,17.836000442504883,1,1.3259999752044678,1.0391708612442017,5.898186206817627,6.376186847686768,24.419694900512695,89.72391510009766,44.824764251708984,-4.950484483744232e-15,,,,,,,,
138 kV Guerra – Hainamosa L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Guerra – Hainamosa L1.ElmLne,E1,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E1.ElmTerm,4(1),ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(1).ElmTerm,,,9.359999656677246,1,1.3259999752044678,0.545337438583374,3.0952577590942383,3.3461036682128906,12.8149995803833,47.08543395996094,23.523197174072266,0.0,,,,,,,,
138 kV AES Interconexión – Guerra L2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV AES Interconexión – Guerra L2.ElmLne,Terminal,ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\Terminal.ElmTerm,2,ZIAANE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZIAANE.ElmSubstat\2.ElmTerm,,,17.836000442504883,1,1.3259999752044678,1.0391708612442017,5.898186206817627,6.376186847686768,24.419694900512695,89.72391510009766,44.824764251708984,0.0,,,,,,,,
138 kV Guerra – Hainamosa L2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Guerra – Hainamosa L2.ElmLne,4(2),ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(2).ElmTerm,E2,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E2.ElmTerm,,,9.359999656677246,1,1.3259999752044678,0.545337438583374,3.0952577590942383,3.3461036682128906,12.8149995803833,47.08543395996094,23.523197174072266,-2.597921835271219e-15,,,,,,,,
138 kV La Isabela – Los Mina,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV La Isabela – Los Mina.ElmLne,L5,ZLMINE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L5.ElmTerm,4,ZLISAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLISAE.ElmSubstat\4.ElmTerm,P.TUBULAR TVS-1/1C/138/2xF - 559 AAAC,TypTow,9.699999809265137,1,1.3259999752044678,0.5658906698226929,2.863474130630493,3.8280513286590576,13.637591361999512,54.99497985839844,20.798154830932617,-5.384581563552891e-16,,1.0,,,,,,
138 kV Arroyo Hondo – Palamara_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Arroyo Hondo – Palamara_b.ElmLne,Tap Palamara,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap Palamara.ElmTerm,7,ZPALAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\7.ElmTerm,,,6.710000038146973,1,1.3259999752044678,0.3910244405269623,2.218879461288452,2.4027960300445557,9.183341979980469,33.774600982666016,17.1143741607666,-9.311995407285264e-16,,,,,,,,
138 kV Guerra – La Luisa_b,0,ESTE CERCANO,ESTE,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Guerra – La Luisa_b.ElmLne,Tap 2 CIP La Luisa,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Tap 2 CIP La Luisa.ElmTerm,E1,ZCLUIE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E1.ElmTerm,,,1.5579999685287476,1,1.3259999752044678,0.09079226106405258,0.5152032971382141,0.5579070448875427,2.13228702545166,7.84214973449707,3.973799705505371,1.7297274374258848e-16,,,,,,,,
138 kV Arroyo Hondo – Palamara_a,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Arroyo Hondo – Palamara_a.ElmLne,E02,ZAHONE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONE.ElmSubstat\E02.ElmTerm,Tap Palamara,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap Palamara.ElmTerm,,,5.690000057220459,1,1.3259999752044678,0.33158406615257263,1.8815834522247314,2.0375423431396484,7.7873640060424805,28.640457153320312,14.512785911560059,-7.896461474404663e-16,,,,,,,,
138 kV Arroyo Hondo – La Isabela,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Arroyo Hondo – La Isabela.ElmLne,E08,ZAHONE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONE.ElmSubstat\E08.ElmTerm,1,ZLISAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLISAE.ElmSubstat\1.ElmTerm,T.ACERO S1/1C/138/2xF - 559.5 AAAC,TypTow,3.0,1,1.3259999752044678,0.17423254251480103,1.060699701309204,1.0954890251159668,3.952138662338257,13.928899765014648,6.495997428894043,4.163336342344337e-16,,1.0,,,,,,
138 kV Los Mina – Los Mina 7,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Los Mina – Los Mina 7.ElmLne,2,ZLMI7E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 7.ElmSite\ZLMI7E.ElmSubstat\2.ElmTerm,R3,ZLMINE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R3.ElmTerm,T.ACERO S1/1C/138/2xF - 559.5 AAAC,TypTow,0.20000000298023224,1,1.3259999752044678,0.011615502648055553,0.07071331143379211,0.07303260266780853,0.2634759247303009,0.9285933375358582,0.4330665171146393,2.7755575615628914e-17,,1.0,,,,,,
138 kV Los Mina – Villa Duarte,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Los Mina – Villa Duarte.ElmLne,R2,ZLMINE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm,E1,ZVDUAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E1.ElmTerm,P.TUBULAR TVS-1/1C/138/2xF - 559 AAAC,TypTow,3.0399999618530273,1,1.3259999752044678,0.17735129594802856,0.897418737411499,1.1997191905975342,4.274049282073975,17.23554039001465,6.518184185028076,-1.6875389762544143e-16,,1.0,,,,,,
138 kV Hainamosa – La Victoria_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – La Victoria_b.ElmLne,Tap 1 La Victoria,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 La Victoria.ElmTerm,E7,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E7.ElmTerm,,,5.559999942779541,1,0.6629999876022339,0.646782398223877,2.638439416885376,2.3971405029296875,8.33707046508789,19.58509635925293,11.423910140991211,8.487655002083498e-16,,,,,,,,
138 kV César Nicolás Penson – UASD,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV César Nicolás Penson – UASD.ElmLne,L1,ZUASDE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZUASDE.ElmSubstat\L1.ElmTerm,L1,ZCNPEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZCNPEE.ElmSubstat\L1.ElmTerm,P.TUBULAR TVS-1/1C/138/2xF - 559 AAAC,TypTow,3.4000000953674316,1,1.3259999752044678,0.19835342466831207,1.0036920309066772,1.3417912721633911,4.780187129974365,19.27659034729004,7.290074825286865,-1.8873791948023253e-16,,1.0,,,,,,
138 kV Palamara – Villa Mella_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Palamara – Villa Mella_a.ElmLne,Tap 3 Villa Mella,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 3 Villa Mella.ElmTerm,5,ZPALAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\5.ElmTerm,,,12.699999809265137,1,0.5680000185966492,1.6588724851608276,6.135404586791992,5.46654748916626,19.31702423095703,43.889007568359375,25.552589416503906,-7.049916100490626e-16,,,,,,,,
138 kV Hainamosa – Villa Mella_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – Villa Mella_b.ElmLne,Tap 2 Villa Mella,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 2 Villa Mella.ElmTerm,2,ZVMELE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm,,,1.899999976158142,1,0.5680000185966492,0.24817778170108795,0.9178951978683472,0.817829966545105,2.889948606491089,6.5660719871521,3.8228282928466797,-1.0547118601590089e-16,,,,,,,,
138 kV Estrella del Mar 2 – Timbeque 2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Estrella del Mar 2 – Timbeque 2.ElmLne,L3,ZTIM2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Timbeque 2.ElmSite\ZTIM2E.ElmSubstat\L3.ElmTerm,Terminal Estrella del Mar 2,EDM 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\Terminal Estrella del Mar 2.ElmTerm,T.ACERO S1(2)/1C/138/2xF/559 AAAC,TypTow,0.22300000488758087,1,1.3259999752044678,0.013028278946876526,0.07372228801250458,0.08323149383068085,0.30228251218795776,1.121050477027893,0.4685368239879608,1.2378986995885736e-17,,1.0,,,,,,
138 kV El Brisal – Villa Duarte_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV El Brisal – Villa Duarte_b.ElmLne,Tap 5 El Brisal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 5 El Brisal.ElmTerm,Tap 2 El Brisal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 2 El Brisal.ElmTerm,T.ACERO S1 1C 1xF 450 ACAR-138 kV,TypTow,0.2999999523162842,1,0.5680000185966492,0.03923032805323601,0.1449040174484253,0.13367410004138947,0.4523840844631195,1.036364197731018,0.5297460556030273,-3.3306685444798776e-17,,1.0,,,,,,
138 kV Hainamosa – Villa Duarte_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – Villa Duarte_b.ElmLne,Tap 4 El Brisal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 4 El Brisal.ElmTerm,Tap 3 El Brisal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 3 El Brisal.ElmTerm,T.ACERO S1 1C 1xF 450 ACAR-138 kV,TypTow,0.4499998092651367,1,0.5680000185966492,0.05884547531604767,0.21735596656799316,0.20051109790802002,0.6785759329795837,1.5545458793640137,0.7946189045906067,-4.996001493230836e-17,,1.0,,,,,,
138 kV Hainamosa – Los Mina L3,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Hainamosa – Los Mina L3.ElmLne,L4,ZLMINE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L4.ElmTerm,E8,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E8.ElmTerm,P.TUBULAR TVS-1/1C/138/2xF - 559 AAAC,TypTow,9.369999885559082,1,1.3259999752044678,0.5466387271881104,2.766057014465332,3.6978187561035156,13.173632621765137,53.12401580810547,20.090587615966797,-5.201394806841387e-16,,1.0,,,,,,
138 kV Guerra – Mirasol L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Guerra – Mirasol L1.ElmLne,4(7),ZGUERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(7).ElmTerm,6,ZMIRAS,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMIRAS.ElmSubstat\6.ElmTerm,,,4.900000095367432,1,2.744999885559082,0.11771150678396225,1.4452617168426514,0.9662644863128662,5.443910121917725,27.535503387451172,13.618435859680176,8.160139654511374e-16,,,,,,,,
138 kV Boca Chica – SIBA,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Boca Chica – SIBA.ElmLne,6,ZBCHIE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\ZBCHIE.ElmSubstat\6.ElmTerm,R2,ZSIBAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\ZSIBAE.ElmSubstat\R2.ElmTerm,P.TUBULAR TVS-1/1C/138/3xF - 559 AAAC,TypTow,0.3449999988079071,1,1.9889999628067017,0.01346796378493309,0.08529139310121536,0.12949326634407043,0.46849456429481506,2.3363354206085205,0.7880802750587463,1.53210776868876e-16,,1.0,,,,,,
138 kV Dajao – Hainamosa_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Dajao – Hainamosa_b.ElmLne,3,ZDJAOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\ZDJAOE.ElmSubstat\3.ElmTerm,Tap 2 La Victoria,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 2 La Victoria.ElmTerm,T.ACERO S1(2)/1C/138/1xF/559 AAAC,TypTow,3.677999973297119,1,0.6629999876022339,0.4278535544872284,1.7453560829162598,1.5857343673706055,5.51506233215332,12.937728881835938,6.554640769958496,3.0625503235427775e-16,,1.0,,,,,,
138 kV Dajao – Hainamosa_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV Dajao – Hainamosa_a.ElmLne,Tap 2 La Victoria,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 2 La Victoria.ElmTerm,E9(1),ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E9(1).ElmTerm,,,5.559999942779541,1,0.6629999876022339,0.646782398223877,2.638439416885376,2.3971405029296875,8.33707046508789,19.58509635925293,11.423910140991211,-7.716049941735499e-17,,,,,,,,
