nombre,fuera_servicio,zona,area,red,ruta,cerrado,uso,subestacion
CB1.2(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\CB1.2(1).ElmCoup,0,dct,ZJSAUD
IS.L1.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L1.3(1).ElmCoup,0,dct,ZJSAUD
CBS2(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\CBS2(1).ElmCoup,1,cbk,ZJSAUD
IS.L2.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L2.3(1).ElmCoup,0,dct,ZJSAUD
IS.L3.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L3.3(1).ElmCoup,1,dct,ZJSAUD
IS.L4.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.3(1).ElmCoup,0,dct,ZJSAUD
IS.2.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.2.1(1).ElmCoup,0,dct,ZJSAUD
IS.R1.2(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R1.2(1).ElmCoup,1,dct,ZJSAUD
IS.R2.2(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.2(1).ElmCoup,1,dct,ZJSAUD
IS.R3.2(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R3.2(1).ElmCoup,0,dct,ZJSAUD
IS.R4.2(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R4.2(1).ElmCoup,0,dct,ZJSAUD
IS2.2(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS2.2(3).ElmCoup,1,dct,ZJSAUD
IS.R1.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R1.3(1).ElmCoup,0,dct,ZJSAUD
IS.R2.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.3(1).ElmCoup,0,dct,ZJSAUD
IS.R3.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R3.3(1).ElmCoup,1,dct,ZJSAUD
IS.R4.3(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R4.3(1).ElmCoup,1,dct,ZJSAUD
CB.R4.(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\CB.R4.(1).ElmCoup,1,cbk,ZJSAUD
IS.L1.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L1.1(1).ElmCoup,1,dct,ZJSAUD
IS.L2.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L2.1(1).ElmCoup,1,dct,ZJSAUD
IS.L3.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L3.1(1).ElmCoup,1,dct,ZJSAUD
IS.L4.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.1(1).ElmCoup,1,dct,ZJSAUD
IS.R1.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R1.1(1).ElmCoup,1,dct,ZJSAUD
IS.R3.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R3.1(1).ElmCoup,1,dct,ZJSAUD
ZJSA2E_ZPARAE-L1-Q1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA2E_ZPARAE-L1-Q1(1).ElmCoup,1,dct,ZJSAUD
IS.R2.1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.1(1).ElmCoup,1,dct,ZJSAUD
ZJSA1E_ZPIZAE-L2-Q1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA1E_ZPIZAE-L2-Q1.ElmCoup,1,cbk,ZJSAUD
ZJSA1E_ZPIZAE-L1-Q1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA1E_ZPIZAE-L1-Q1.ElmCoup,1,cbk,ZJSAUD
ZJSA1E_ZITAGE-L1-Q1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA1E_ZITAGE-L1-Q1.ElmCoup,1,cbk,ZJSAUD
ZJSA1E_ZITAGE-L2-Q1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA1E_ZITAGE-L2-Q1.ElmCoup,1,cbk,ZJSAUD
WJSAUD_WJSAUE-T2-Q2,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\WJSAUD_WJSAUE-T2-Q2.ElmCoup,1,cbk,ZJSAUD
ZJSA2E_ZPAL1E-L1-Q1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA2E_ZPAL1E-L1-Q1.ElmCoup,1,cbk,ZJSAUD
ZJSA2E_ZPAL1E-L2-Q1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA2E_ZPAL1E-L2-Q1.ElmCoup,1,cbk,ZJSAUD
IS.L4.1(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.1(2).ElmCoup,1,dct,ZJSAUD
WJSAUD_WJSAUE-T1-Q2,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\WJSAUD_WJSAUE-T1-Q2.ElmCoup,1,cbk,ZJSAUD
IS.L4.2(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.2(2).ElmCoup,1,dct,ZJSAUD
IS.L4.3(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.3(2).ElmCoup,0,dct,ZJSAUD
IS.R4.1(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R4.1(2).ElmCoup,1,dct,ZJSAUD
CB.R4(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\CB.R4(2).ElmCoup,1,cbk,ZJSAUD
IS.R4.2(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R4.2(2).ElmCoup,0,dct,ZJSAUD
IS.R4.3(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R4.3(2).ElmCoup,1,dct,ZJSAUD
IS.L3.1(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L3.1(2).ElmCoup,1,dct,ZJSAUD
ZJSAUE_ZITAGE-L1-Q1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSAUE_ZITAGE-L1-Q1(1).ElmCoup,1,cbk,ZJSAUD
IS.L3.3(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L3.3(2).ElmCoup,0,dct,ZJSAUD
IS.L3.2(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L3.2(2).ElmCoup,1,dct,ZJSAUD
Breaker/Switch,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\Breaker/Switch.ElmCoup,1,cbk,ZJSAUD
Breaker/Switch(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\Breaker/Switch(1).ElmCoup,1,cbk,ZJSAUD
IS.R2.2(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.2(2).ElmCoup,1,dct,ZJSAUD
IS.R2.3(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.3(2).ElmCoup,0,dct,ZJSAUD
IS.R2.1(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.1(2).ElmCoup,1,dct,ZJSAUD
ZJSA2E_ZPAL1E-L1-Q1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA2E_ZPAL1E-L1-Q1(1).ElmCoup,1,cbk,ZJSAUD
IS.R1.2(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R1.2(2).ElmCoup,1,dct,ZJSAUD
IS.R1.3(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R1.3(2).ElmCoup,0,dct,ZJSAUD
IS.R1.1(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R1.1(2).ElmCoup,1,dct,ZJSAUD
WJSAUD_WJSAUE-T2-Q1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\WJSAUD_WJSAUE-T2-Q1(1).ElmCoup,1,cbk,ZJSAUD
IS.R2.3(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.3(3).ElmCoup,1,dct,ZJSAUD
IS.R2.2(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.2(3).ElmCoup,0,dct,ZJSAUD
IS.R2.1(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.R2.1(3).ElmCoup,1,dct,ZJSAUD
ZJSA2E_ZPAL1E-L1-Q1(2),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA2E_ZPAL1E-L1-Q1(2).ElmCoup,1,cbk,ZJSAUD
IS.L4.2(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.2(3).ElmCoup,0,dct,ZJSAUD
IS.L4.3(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.3(3).ElmCoup,1,dct,ZJSAUD
IS.L4.1(3),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\IS.L4.1(3).ElmCoup,1,dct,ZJSAUD
ZJSA1E_ZITAGE-L2-Q1(1),0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\ZJSA1E_ZITAGE-L2-Q1(1).ElmCoup,1,cbk,ZJSAUD
IS1.1(2),0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS1.1(2).ElmCoup,0,dct,ZNARAD
IS.L1.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L1.2.ElmCoup,0,dct,ZNARAD
CBS1,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\CBS1.ElmCoup,1,cbk,ZNARAD
IS.L2.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L2.2.ElmCoup,0,dct,ZNARAD
IS.L3.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L3.2.ElmCoup,0,dct,ZNARAD
IS.L4.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L4.2.ElmCoup,0,dct,ZNARAD
CB1.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\CB1.2.ElmCoup,0,dct,ZNARAD
IS.L1.3,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L1.3.ElmCoup,1,dct,ZNARAD
CBS2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\CBS2.ElmCoup,1,cbk,ZNARAD
IS.L2.3,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L2.3.ElmCoup,1,dct,ZNARAD
IS.L3.3,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L3.3.ElmCoup,1,dct,ZNARAD
IS.L4.3,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.L4.3.ElmCoup,1,dct,ZNARAD
IS.2.1,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.2.1.ElmCoup,0,dct,ZNARAD
IS.R1.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.R1.2.ElmCoup,0,dct,ZNARAD
IS.R2.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.R2.2.ElmCoup,0,dct,ZNARAD
IS.R3.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.R3.2.ElmCoup,0,dct,ZNARAD
IS.R4.2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.R4.2.ElmCoup,0,dct,ZNARAD
IS2.2(2),0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS2.2(2).ElmCoup,0,dct,ZNARAD
IS.R1.3,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\IS.R1.3.ElmCoup,1,dct,ZNARAD
