nombre,fuera_servicio,zona,area,red,ruta,cerrado,uso,subestacion
IS.L2.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.L2.1.ElmCoup,1,dct,ZJIGUE
IS.L3.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.L3.1.ElmCoup,1,dct,ZJIGUE
IS.L4.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.L4.1.ElmCoup,1,dct,ZJIGUE
IS.R1.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.R1.1.ElmCoup,1,dct,ZJIGUE
IS.R2.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.R2.1.ElmCoup,1,dct,ZJIGUE
IS.R3.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.R3.1.ElmCoup,1,dct,ZJIGUE
IS.R4.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\IS.R4.1.ElmCoup,1,dct,ZJIGUE
ZJIGUE_ZXAGUE-L1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\ZJIGUE_ZXAGUE-L1-Q1.ElmCoup,1,cbk,ZJIGUE
WJIGUE_WJIG2K-T1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\WJIGUE_WJIG2K-T1-Q1.ElmCoup,1,cbk,ZJIGUE
CB.L3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\CB.L3.ElmCoup,1,cbk,ZJIGUE
CB.L4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\CB.L4.ElmCoup,1,cbk,ZJIGUE
ZJIGBE_ZAGUAE-L1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\ZJIGBE_ZAGUAE-L1-Q1.ElmCoup,1,cbk,ZJIGUE
WJIGBE_WJIG1K-T1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\WJIGBE_WJIG1K-T1-Q1.ElmCoup,1,cbk,ZJIGUE
CB.R3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\CB.R3.ElmCoup,1,cbk,ZJIGUE
CB.R4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\ZJIGUE.ElmSubstat\CB.R4.ElmCoup,1,cbk,ZJIGUE
IS.L1.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L1.2.ElmCoup,1,dct,ZAGUAE
IS.L2.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L2.2.ElmCoup,1,dct,ZAGUAE
IS.L3.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L3.2.ElmCoup,1,dct,ZAGUAE
IS.L4.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L4.2.ElmCoup,1,dct,ZAGUAE
CBS,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\CBS.ElmCoup,1,cbk,ZAGUAE
IS.R1.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R1.2.ElmCoup,1,dct,ZAGUAE
IS.R2.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R2.2.ElmCoup,1,dct,ZAGUAE
IS.R3.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R3.2.ElmCoup,1,dct,ZAGUAE
IS.R4.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R4.2.ElmCoup,1,dct,ZAGUAE
IS.L1.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L1.1.ElmCoup,1,dct,ZAGUAE
IS.L2.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L2.1.ElmCoup,1,dct,ZAGUAE
IS.L3.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L3.1.ElmCoup,1,dct,ZAGUAE
IS.L4.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.L4.1.ElmCoup,1,dct,ZAGUAE
IS.R1.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R1.1.ElmCoup,1,dct,ZAGUAE
IS.R2.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R2.1.ElmCoup,1,dct,ZAGUAE
IS.R3.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R3.1.ElmCoup,1,dct,ZAGUAE
IS.R4.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\IS.R4.1.ElmCoup,1,dct,ZAGUAE
WAGUBE_WAGU2K-T1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\WAGUBE_WAGU2K-T1-Q1.ElmCoup,1,cbk,ZAGUAE
ZAGUBE_ZVALBE-L1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\ZAGUBE_ZVALBE-L1-Q1.ElmCoup,1,cbk,ZAGUAE
CB.L3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\CB.L3.ElmCoup,1,cbk,ZAGUAE
CB.L4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\CB.L4.ElmCoup,1,cbk,ZAGUAE
WAGUAE_WAGU1K-T1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\WAGUAE_WAGU1K-T1-Q1.ElmCoup,1,cbk,ZAGUAE
ZAGUAE_ZJIGBE-L1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\ZAGUAE_ZJIGBE-L1-Q1.ElmCoup,1,cbk,ZAGUAE
CB.R3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\CB.R3.ElmCoup,1,cbk,ZAGUAE
CB.R4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\ZAGUAE.ElmSubstat\CB.R4.ElmCoup,1,cbk,ZAGUAE
IS1.1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS1.1.ElmCoup,1,dct,ZMRIOE
IS2.1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS2.1.ElmCoup,1,dct,ZMRIOE
IS3.1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS3.1.ElmCoup,1,dct,ZMRIOE
IS4.1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS4.1.ElmCoup,1,dct,ZMRIOE
IS0.1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS0.1.ElmCoup,1,dct,ZMRIOE
IS1.2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS1.2.ElmCoup,1,dct,ZMRIOE
IS2.2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS2.2.ElmCoup,1,dct,ZMRIOE
IS3.2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS3.2.ElmCoup,1,dct,ZMRIOE
IS4.2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS4.2.ElmCoup,1,dct,ZMRIOE
IS0.2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS0.2.ElmCoup,1,dct,ZMRIOE
IS1.3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS1.3.ElmCoup,0,dct,ZMRIOE
IS2.3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS2.3.ElmCoup,0,dct,ZMRIOE
IS3.3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS3.3.ElmCoup,0,dct,ZMRIOE
IS4.3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS4.3.ElmCoup,0,dct,ZMRIOE
CB0,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\CB0.ElmCoup,0,cbk,ZMRIOE
ZMRIOE_ZKQAZE-L1-Q1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\ZMRIOE_ZKQAZE-L1-Q1.ElmCoup,1,cbk,ZMRIOE
WMRIOE_WMRI3K-T1-Q1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\WMRIOE_WMRI3K-T1-Q1.ElmCoup,1,cbk,ZMRIOE
WMRIOE_WMRI2K-T1-Q1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\WMRIOE_WMRI2K-T1-Q1.ElmCoup,1,cbk,ZMRIOE
WMRIOE_WMRI1K-T1-Q1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\WMRIOE_WMRI1K-T1-Q1.ElmCoup,1,cbk,ZMRIOE
IS5.2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS5.2.ElmCoup,1,dct,ZMRIOE
IS5.3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS5.3.ElmCoup,0,dct,ZMRIOE
WMRIOE_WMRI3K-T1-Q1(1),0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\WMRIOE_WMRI3K-T1-Q1(1).ElmCoup,1,cbk,ZMRIOE
IS5.1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS5.1.ElmCoup,1,dct,ZMRIOE
IS5.3(1),0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS5.3(1).ElmCoup,0,dct,ZMRIOE
IS5.2(1),0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS5.2(1).ElmCoup,1,dct,ZMRIOE
ZMRIOE_ZKQAZE-L5-Q1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\ZMRIOE_ZKQAZE-L5-Q1.ElmCoup,1,cbk,ZMRIOE
IS5.1(1),0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\ZMRIOE.ElmSubstat\IS5.1(1).ElmCoup,1,dct,ZMRIOE
Breaker/Switch,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Breaker/Switch.ElmCoup,0,cbk,
Breaker/Switch(1),0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Breaker/Switch(1).ElmCoup,0,cbk,
WITA1E_WITA2E-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\WITA1E_WITA2E-Q1.ElmCoup,1,cbk,ZITABE
ZITABE_ZITAGE-L1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\ZITABE_ZITAGE-L1-Q1.ElmCoup,1,cbk,ZITABE
ZITABE_ZPALAE-L1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\ZITABE_ZPALAE-L1-Q1.ElmCoup,1,cbk,ZITABE
WITABE_WITA1K-T1-Q1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\WITABE_WITA1K-T1-Q1.ElmCoup,1,cbk,ZITABE
CB4,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\CB4.ElmCoup,1,cbk,ZITABE
IS.0.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.0.1.ElmCoup,1,dct,ZITABE
IS.0.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.0.2.ElmCoup,1,dct,ZITABE
IS.1.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.1.1.ElmCoup,1,dct,ZITABE
IS.1.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.1.2.ElmCoup,1,dct,ZITABE
IS.1.3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.1.3.ElmCoup,0,dct,ZITABE
IS.2.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.2.1.ElmCoup,1,dct,ZITABE
IS.2.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.2.2.ElmCoup,1,dct,ZITABE
IS.2.3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.2.3.ElmCoup,0,dct,ZITABE
IS.3.1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.3.1.ElmCoup,1,dct,ZITABE
IS.3.2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.3.2.ElmCoup,1,dct,ZITABE
IS.3.3,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\IS.3.3.ElmCoup,0,dct,ZITABE
