nombre,fuera_servicio,zona,area,red,ruta,barra_con,subest_con,barra_con_id,tipo,num_paralelos,P_desp_MW,Q_desp_Mvar,U_consigna_pu,modo_control,P_max_MW,P_min_MW,Q_max_Mvar,Q_min_Mvar,S_nom_MVA,U_nom_kV,cos_phi,xd_pu,xq_pu,xl_pu,rstr_pu,xd_t_pu,xd_st_pu,xq_st_pu,Td0_s,Td0_st_s,Tq0_st_s,H_s,turbo
Monción 2,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Monción 2.ElmSym,Terminal Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,Monción,1,21.399999618530273,0.0,1.0,constv,26.0,0.0,1.0,-1.0,30.0,13.800000190734863,0.800000011920929,1.5,1.0,0.0,0.004399999976158142,0.30000001192092896,0.1899999976158142,0.20000000298023224,5.0,0.06000000610947609,0.25,4.480000019073486,0
Monción 1,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Monción 1.ElmSym,Terminal Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,Monción,1,23.5,0.0,1.0,constq,26.0,0.0,1.0,-1.0,30.0,13.800000190734863,0.800000011920929,1.5,1.0,0.0,0.004399999976158142,0.30000001192092896,0.1899999976158142,0.20000000298023224,5.0,0.06000000610947609,0.25,4.480000019073486,0
Pimentel 3,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Pimentel 3.ElmSym,Terminal Pimentel Grupo 3,Pimentel,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Terminal Pimentel Grupo 3.ElmTerm,Pimentel 3,3,8.119999885559082,0.0,1.0,constq,17.200000762939453,0.0,1.0,-1.0,21.344999313354492,13.800000190734863,0.800000011920929,1.8300000429153442,1.0119999647140503,0.189,0.004000000189989805,0.3930000066757202,0.21899999678134918,0.24699999392032623,7.830999374389648,0.04185999929904938,0.15220001339912415,1.2766350507736206,0
Pimentel 2,1,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Pimentel 2.ElmSym,R2,ZPIMEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEK.ElmSubstat\R2.ElmTerm,Pimentel 2,4,1.000000013351432e-10,0.0,1.0,constv,6.969600200653076,0.0,1.0,-1.0,8.711999893188477,13.800000190734863,0.800000011920929,2.056999921798706,1.0529999732971191,0.0,0.004999999888241291,0.37299999594688416,0.2240000069141388,0.24899999797344208,5.61199951171875,0.025700001046061516,0.1046999990940094,0.9774986505508423,0
Pimentel 1,1,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Pimentel 1.ElmSym,L2,ZPIMEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEK.ElmSubstat\L2.ElmTerm,Pimentel 1,4,1.000000013351432e-10,0.0,1.0,constv,7.856800079345703,0.0,1.0,-1.0,9.821000099182129,13.800000190734863,0.800000011920929,2.0,1.0190000534057617,0.178,0.004999999888241291,0.3540000021457672,0.20900000631809235,0.22100000083446503,5.798999786376953,0.02679000049829483,0.109499990940094,1.0260127782821655,0
López Angostura,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\López Angostura.ElmSym,Terminal López Angostura,López Angostura,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm,López Angostura,1,8.920000076293945,0.0,1.0,constv,18.399999618530273,0.0,1.0,-1.0,23.0,13.800000190734863,0.800000011920929,1.0460000038146973,1.0,0.0,0.003000000026077032,0.23000000417232513,0.15000000596046448,0.20000000298023224,5.457391262054443,0.02759999781847,0.25,3.5,0
Baiguaque 2,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Baiguaque 2.ElmSym,Terminal 1 Baiguaque,Site,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,Baiguaque,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0.656000018119812,0.0,1.0,-1.0,0.8199999928474426,0.4399999976158142,0.800000011920929,1.5,1.0,0.0,0.019999999552965164,0.30000001192092896,0.16899999976158142,0.20000000298023224,5.0,0.08875740319490433,0.2512562870979309,2.0,0
Baiguaque 1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Baiguaque 1.ElmSym,Terminal 1 Baiguaque,Site,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,Baiguaque,1,0.20000000298023224,0.09686440974473953,1.0,constq,0.656000018119812,0.0,1.0,-1.0,0.8199999928474426,0.4399999976158142,0.800000011920929,1.5,1.0,0.0,0.019999999552965164,0.30000001192092896,0.16899999976158142,0.20000000298023224,5.0,0.08875740319490433,0.2512562870979309,2.0,0
Tavera 2,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Tavera 2.ElmSym,Terminal Tavera 2,Tavera,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm,Tavera 2,1,1.000000013351432e-10,0.0,1.0,constq,48.0,0.0,1.0,-1.0,60.0,13.800000190734863,0.800000011920929,1.3300000429153442,0.8500000238418579,0.0,0.004000000189989805,0.3700000047683716,0.2800000011920929,0.30000001192092896,5.509999752044678,0.04894006997346878,0.03866666927933693,3.0,0
Tavera 1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Tavera 1.ElmSym,Terminal Tavera 1,Tavera,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm,Tavera 1,1,44.900001525878906,0.0,1.0,constv,48.0,0.0,1.0,-1.0,60.0,13.800000190734863,0.800000011920929,1.3300000429153442,0.8500000238418579,0.0,0.004000000189989805,0.3700000047683716,0.2800000011920929,0.30000001192092896,5.509999752044678,0.04999999701976776,0.3297414183616638,2.417046070098877,0
San Felipe TG,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\San Felipe TG.ElmSym,WSFEGK(7),ZSFELE(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\WSFEGK(7).ElmTerm,San Felipe TG,1,1.000000013351432e-10,0.0,1.0,constv,88.67040252685547,0.0,1.0,-1.0,101.91999816894531,13.800000190734863,0.8700000047683716,2.0390000343322754,1.944000005722046,0.171,0.0,0.29100000858306885,0.20000000298023224,0.20000000298023224,5.614999771118164,0.02199999988079071,0.04600000008940697,2.5,1
San Felipe Vapor,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\San Felipe Vapor.ElmSym,Terminal San Felipe Vapor,ZSFELE(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm,San Felipe TV,1,1.000000013351432e-10,0.0,1.0,constv,124.73190307617188,0.0,1.0,-1.0,143.3699951171875,13.800000190734863,0.8700000047683716,1.7020000219345093,1.6390000581741333,0.161,0.0,0.2849999964237213,0.1979999989271164,0.1979999989271164,3.8519999980926514,0.032999999821186066,0.07999999821186066,2.5,1
Pimentel 4,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel 4.ElmSym,Terminal Pimentel 4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm,Pimentel 4,2,6.574999809265137,0.0,1.0,constv,18.100000381469727,0.0,1.0,-1.0,22.665000915527344,13.800000190734863,0.800000011920929,1.7230000495910645,0.9520000219345093,0.172,0.0038203399162739515,0.36800000071525574,0.20399999618530273,0.23000000417232513,4.447000026702881,0.0652099996805191,0.0652100071310997,1.368265986442566,0
Los Toros 1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Los Toros 1.ElmSym,Terminal Los Toros,Los Toros,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm,Los Toros,1,3.690000057220459,2.214028835296631,1.0,constq,4.724999904632568,0.0,1.0,-1.0,5.25,6.900000095367432,0.8999999761581421,1.5299999713897705,1.4199999570846558,0.0,0.010999999940395355,0.2639999985694885,0.17299999296665192,0.19436000287532806,1.2239999771118164,0.015070890076458454,0.09643959254026413,0.550000011920929,0
Los Toros 2,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Los Toros 2.ElmSym,Terminal Los Toros,Los Toros,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm,Los Toros,1,2.9100000858306885,0.9564710855484009,1.0,constq,4.724999904632568,0.0,1.0,-1.0,5.25,6.900000095367432,0.8999999761581421,1.5299999713897705,1.4199999570846558,0.0,0.010999999940395355,0.2639999985694885,0.17299999296665192,0.19436000287532806,1.2239999771118164,0.015070890076458454,0.09643959254026413,0.550000011920929,0
Nizao Najayo,1,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Nizao Najayo.ElmSym,Terminal Nizao-Najayo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm,Nizao-Najayo,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0.35100001096725464,0.0,1.0,-1.0,0.38999998569488525,12.470000267028809,0.8999999761581421,1.5,1.0,0.0,0.019999999552965164,0.30000001192092896,0.16899999976158142,0.20000000298023224,5.0,0.08875740319490433,0.2512562870979309,1.7999999523162842,0
Los Anones,1,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Anones.ElmSym,Terminal Los Anones,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm,Los Anones,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0.1160999983549118,0.0,1.0,-1.0,0.1289999932050705,12.470000267028809,0.8999999761581421,1.5,1.0,0.0,0.019999999552965164,0.30000001192092896,0.16899999976158142,0.20000000298023224,5.0,0.08875740319490433,0.25,2.0,0
Sabana Yegua,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Sabana Yegua.ElmSym,Terminal Sabana Yegua,Sabana Yegua,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm,Sabana Yegüa,1,11.600000381469727,0.0,1.0,constv,12.800000190734863,0.0,1.0,-1.0,16.0,13.800000190734863,0.800000011920929,1.0700000524520874,1.0,0.0,0.004999999888241291,0.2800000011920929,0.23999999463558197,0.33000001311302185,3.821428060531616,0.03635844588279724,0.1663288176059723,2.7758262157440186,0
Sabaneta,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Sabaneta.ElmSym,Terminal Sabaneta,Sabaneta,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm,Sabaneta,1,4.269999980926514,0.0,1.0,constv,6.360000133514404,0.0,1.0,-1.0,7.949999809265137,12.5,0.800000011920929,1.2100000381469727,1.0,0.0,0.0010000000474974513,0.30000001192092896,0.19300000369548798,0.20000000298023224,6.666667938232422,0.04974093660712242,0.25,1.3681391477584839,0
Magueyal 2,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Magueyal 2.ElmSym,Terminal Magueyal,Magueyal,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,Magueyal,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1.5119999647140503,0.0,1.0,-1.0,1.6799999475479126,13.800000190734863,0.8999999761581421,1.25600004196167,1.2380000352859497,0.076,0.010999999940395355,0.17399999499320984,0.1289999932050705,0.18199999630451202,1.299310564994812,0.01348837185651064,0.1360439509153366,1.600000023841858,0
Magueyal 1,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Magueyal 1.ElmSym,Terminal Magueyal,Magueyal,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,Magueyal,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1.5119999647140503,0.0,1.0,-1.0,1.6799999475479126,13.800000190734863,0.8999999761581421,1.25600004196167,1.2380000352859497,0.076,0.010999999940395355,0.17399999499320984,0.1289999932050705,0.18199999630451202,1.299310564994812,0.01348837185651064,0.1360439509153366,1.600000023841858,0
Las Damas,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\Las Damas.ElmSym,WLDAMK(10),ZLDAMK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(10).ElmTerm,Las Damas,1,1.5499999523162842,0.9606037139892578,1.0,constv,7.49970006942749,0.0,1.0,-1.0,8.333000183105469,12.5,0.8999999761581421,0.9340000152587891,0.9240000247955322,0.0,0.004000000189989805,0.23999999463558197,0.1899999976158142,0.20000000298023224,3.891666889190674,0.056842103600502014,0.415800005197525,3.5,0
Domingo Rodríguez 2,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Domingo Rodríguez 2.ElmSym,Terminal Domingo Rodríguez 2,Domingo Rodríguez,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,Domingo Rodríguez,1,1.2000000476837158,0.0,1.0,constq,2.4000000953674316,0.0,1.0,-1.0,3.0,4.159999847412109,0.800000011920929,1.440000057220459,0.920799970626831,0.0,0.010999999940395355,0.2630000114440918,0.17260000109672546,0.20000000298023224,0.21000000834465027,0.008999994024634361,0.4800001382827759,1.600000023841858,0
Domingo Rodríguez 1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Domingo Rodríguez 1.ElmSym,Terminal Domingo Rodríguez 2,Domingo Rodríguez,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,Domingo Rodríguez,1,1.2000000476837158,0.0,1.0,constq,2.4000000953674316,0.0,1.0,-1.0,3.0,4.159999847412109,0.800000011920929,1.440000057220459,0.920799970626831,0.0,0.010999999940395355,0.2630000114440918,0.17260000109672546,0.20000000298023224,0.21000000834465027,0.008999994024634361,0.4800001382827759,1.600000023841858,0
Haina TG,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Haina TG.ElmSym,Terminal Haina TG,Haina,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm,Haina TG,1,1.000000013351432e-10,0.0,1.0,constq,100.30000305175781,0.0,1.0,-1.0,118.0,13.800000190734863,0.8500000238418579,2.0,1.9900000095367432,0.0,0.0010000000474974513,0.30000001192092896,0.11999999731779099,0.20000000298023224,6.666666507720947,0.08000001311302185,0.07500000298023224,5.5,1
Valdesia 2,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Valdesia 2.ElmSym,Terminal Valdesia 2,Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm,Valdesia,1,1.000000013351432e-10,0.0,1.0,constq,25.5,0.0,1.0,-1.0,30.0,13.800000190734863,0.8500000238418579,1.2100000381469727,1.0,0.0,0.004999999888241291,0.30000001192092896,0.23999999463558197,0.23999999463558197,4.033332824707031,0.07772020250558853,0.4166666567325592,3.353651285171509,0
Valdesia 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Valdesia 1.ElmSym,Terminal Valdesia 1,Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm,Valdesia,1,21.110000610351562,0.0,1.0,constv,25.5,0.0,1.0,-1.0,30.0,13.800000190734863,0.8500000238418579,1.2100000381469727,1.0,0.0,0.004999999888241291,0.30000001192092896,0.23999999463558197,0.23999999463558197,4.033332824707031,0.07772020250558853,0.4166666567325592,3.353651285171509,0
Las Barías,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Las Barías.ElmSym,Terminal Las Barías,Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,Las Barias,1,0.30000001192092896,0.14529664814472198,1.0,constq,0.8999999761581421,0.0,1.0,-1.0,1.0,13.800000190734863,0.8999999761581421,1.5,1.0,0.0,0.019999999552965164,0.30000001192092896,0.20000000298023224,0.20000000298023224,5.0,0.07500000298023224,0.04000000283122063,3.0,0
Barahona Carbón,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Barahona Carbón.ElmSym,Terminal Barahona Carbón,Barahona Carbón,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,Barahona Carbón,1,20.0,0.0,1.0,constv,53.70000076293945,0.0,1.0,-1.0,65.0,13.800000190734863,0.8500000238418579,2.0199999809265137,1.9199999570846558,0.151,0.00139999995008111,0.2680000066757202,0.18799999356269836,0.20600000023841858,5.31380558013916,0.0413404256105423,0.016711164265871048,2.5,1
Jigüey 2,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Jigüey 2.ElmSym,Terminal Jigüey 2,Jiguey,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm,Jigüey 2,1,1.000000013351432e-10,0.0,1.0,constv,49.0,0.0,1.0,-1.0,61.25,13.800000190734863,0.800000011920929,0.949999988079071,0.5669999718666077,0.0,0.0020000000949949026,0.2879999876022339,0.20000000298023224,0.20000000298023224,6.06944465637207,0.035999998450279236,0.14174999296665192,3.4800000190734863,0
Jigüey 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Jigüey 1.ElmSym,Terminal Jigüey 1,Jiguey,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm,Jigüey 1,1,44.70000076293945,0.0,1.0,constv,49.0,0.0,1.0,-1.0,61.25,13.800000190734863,0.800000011920929,0.949999988079071,0.5669999718666077,0.0,0.0020000000949949026,0.2879999876022339,0.20000000298023224,0.20000000298023224,6.06944465637207,0.035999998450279236,0.14174999296665192,3.4800000190734863,0
Aguacate 2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Aguacate 2.ElmSym,Terminal Aguacate 2,Aguacate,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm,Aguacate,1,26.0,0.0,1.0,constq,28.235200881958008,0.0,1.0,-1.0,35.29399871826172,13.800000190734863,0.800000011920929,1.1330000162124634,0.6930000185966492,0.142,0.003000000026077032,0.32899999618530273,0.23399999737739563,0.21799999475479126,4.9290666580200195,6.93149471282959,0.3458642363548279,2.799999952316284,0
Aguacate 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Aguacate 1.ElmSym,Terminal Aguacate 1,Aguacate,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm,Aguacate,1,26.0,0.0,1.0,constq,28.235200881958008,0.0,1.0,-1.0,35.29399871826172,13.800000190734863,0.800000011920929,1.1330000162124634,0.6930000185966492,0.142,0.003000000026077032,0.32899999618530273,0.23399999737739563,0.21799999475479126,4.9290666580200195,6.93149471282959,0.3458642363548279,2.799999952316284,0
