bus_id_modom,bus_name,bus_id_legacy,bus_name_legacy,code_changed,appears_in_mapping,appears_in_e_datred,e_datred_endpoint_count,v_nom_kv,v_nom_inference_method,v_nom_confidence,bus_role,source_sheet_primary,bus_origin
WAANDE,AES ANDRÉS,WAANDE,AES ANDRES,NO,True,True,4,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WABCOF,ABCO,WABCOF,ABCO,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WABISF,ARROZ BISONO,WABISF,ARROZ BISONO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WABRUF,ACUEDUCTO BRUJUELA,WABRUF,ACUEDUCTO BRUJUELA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WACIBF,ACERO CIBAO,WACIBF,ACERO CIBAO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WACLAE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WACLAK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WADMIF,ARGOS DOMINICANA (CEMENTO COLÓN),WCCOLF,CEMENTO COLON,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WADOMF,ALUMINIO DOMINICANO,WADOMF,ALUMINIO DOMINICANO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAGUAE,AGUACATE,WAGUAE,AGUACATE,NO,True,True,3,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAGUBE,AGUACATE B,WAGUBE,AGUACATE B,NO,True,True,3,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAHMIF,ACUADUCTO HERMANAS MIRABAL,WAHMIF,ACUEDUCTO CABUYA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAHO1E,ARROYO HONDO 138 kV Barra 1,WAHO1E,ARROYO HONDO 138 kV Barra 1,NO,True,True,4,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WAHO2E,ARROYO HONDO 138 kV Barra 2,WAHO2E,ARROYO HONDO 138 kV Barra 2,NO,True,True,2,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WAHOBF,ARROYO HONDO B,WAHOBF,ARROYO HONDO B,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAHONF,ARROYO HONDO,WAHONF,ARROYO HONDO,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAIAMF,AEROPUERTO INTERNACIONAL LAS AMÉRICAS,WAAMEF,AEROPUERTO INTERNACIONAL LAS AMÉRICAS,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAIAZF,ACUEDUCTO INAPA AZUA,WAIAZF,ACUEDUCTO INAPA AZUA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAIBAF,AEROPUERTO INTERNACIONAL BARAHONA,WABARF,AEROPUERTO INTERNACIONAL BARAHONA,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAIISF,AEROPUERTO INTERNACIONAL LA ISABELA,WAHIGF,AEROPUERTO INTERNACIONAL LA ISABELA,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAISAF,ACUEDUCTO LA ISABELA,WALISF,ACUEDUCTO LA ISABELA,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAISCF,ACUEDUCTO INAPA SAN CRISTOBAL,WAISCF,ACUEDUCTO INAPA SAN CRISTOBAL,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAISOF,ACUEDUCTO INAPA SOSUA,WAISOF,ACUEDUCTO INAPA SOSUA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAIUNF,AEROPUERTO INTERNACIONAL LA UNIÓN,WAPPLF,AEROPUERTO INTERNACIONAL LA UNIÓN,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAIZSF,ASOCIACIÓN INDUSUSTRIAS ZONA FRANCA SAN PEDRO DE MACORIS,WZSPMF,ASOC INDUS ZF SPM,SI,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAORIF,ACUEDUCTO ORIENTAL,WAORIF,ACUEDUCTO ORIENTAL,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAPERF,ABANICO PER,WAPERF,ABANICO PER,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAPFAF,ARTÍCULOS PIEL FAVORITOS,WAPFAF,ARTÍCULOS PIEL FAVORITOS,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAQUIF,ACUEDUCTO QUINIGUA,WAQUIF,ACUEDUCTO QUINIGUA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WASOEF,ACUEDUCTO SUR-OESTE,WASOEF,ACUEDUCTO MULT BARAHO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WAZUAF,AZUA,WAZUAF,AZUA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBALDF,BALDOM,WBALDF,BALDOM,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBANIF,BANÍ,WBANIF,BANI PUEBLO,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBAPEF,BANÍ PER,WBAPEF,BANI PER,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBARAF,BARAHONA 69,WBARAF,BARAHONA,NO,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBARCE,BARAHONA CARBÓN 138,WBCA1E,BARAHONA CARBON 138,SI,True,True,5,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBASIF,BASE AÉREA SAN ISIDRO,WBASIF,BASE AEREA SAN ISIDR,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBAYAE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WBAYAK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WBAYOF,BAYONA,WBAYOF,BAYONA,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBCARF,BARAHONA CARBÓN 69,WBCARF,BARAHONA CARBON 69,NO,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBCARK,TER BARAHONA CARBON,WBCARK,TER BARAHONA CARBON,NO,True,True,1,,unresolved,low,network,MAPEO TODAS LAS BARRAS,mapping
WBCHIE,BOCA CHICA 138,WBCHIE,BOCA CHICA 138,NO,True,True,4,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBCHIF,BOCA CHICA 69,WBCHIF,BOCA CHICA 69,NO,True,True,3,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBDERF,BRAZO DERECHO,WBDERF,BRAZO DERECHO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBDERK,TERMINAL BRAZO DERECHO 13.8 Kv,WBDERK,TERMINAL BRAZO DERECHO 13.8 Kv,NO,True,True,1,13.8,name_explicit,high,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WBENEF,BENEDICTO,WBENEF,BENEDICTO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBERSF,BERSAL,WCEMEK,BESAL,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBLECF,BATEY LECHUGA,WBLECF,BATEY LECHUGA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBMATF,BANÍ MATADERO,WBMATF,BANI MATADERO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBNVFF,BANCO NACIONAL DE LA VIVIENDA FACIL,WBNVIF,BNV  FACIL,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBON2E,BONAO 2 138,WBO21E,BONAO 2 138,SI,True,True,7,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBON2F,BONAO 2 69,WBO21F,BONAO 2 69,SI,True,True,7,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WBON3C,,,,,False,True,4,,unresolved,low,network,e_datred,e_datred_only
WBON3D,,,,,False,True,6,345.0,topology_line_consensus,medium,network,e_datred,e_datred_only
WBON3E,,,,,False,True,4,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WBONAF,BONAO,WBONAF,BONAO PUEBLO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBOPEF,BONAO PER,WBPERF,BONAO PER,SI,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBPOPF,BANCO POPULAR,WBPOPF,BANCO POPULAR,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WBVISF,BUENA VISTA,WBVISF,BUENA VISTA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCABAF,CABARETE,WCABAF,CABARETE,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCALAE,,,,,False,True,5,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCALBE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCANAE,CANABACOA 138,WCANAE,CANABACOA 138,NO,True,True,14,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WCANAF,CANABACOA 69,WCANAF,CANABACOA 69,NO,True,True,9,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WCAPOF,CAPOTILLO,WCAPOF,CAPOTILLO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCATAF,CATALINA,WCATAF,CATALINA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCAYAF,CAYACOA,WCAYAF,CAYACOA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCBOHF,CERVECERÍA BOHEMIA,WCBOHF,CERVECERIA BOHEMIA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCBYNF,CABAYONA,WCBYNF,CABAYONA VIRTUAL,NO,True,True,2,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WCC21E,CRUCE CABRAL 2 - BARRA 1,WCC21E,BARRA 1 CRUCE CABRAL 2,NO,True,True,9,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCCA2F,CRUCE DE CABRAL 2 69,WCCA2F,BARRA 69 KV CRUCE DE CABRAL 2,NO,True,True,3,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WCCABF,CRUCE DE CABRAL,WCCABF,CRUCE DE CABRAL,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCCARF,CARTONES DEL CARIBE,WCCARF,CARTONES DEL CARIBE,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCCIBF,,,,,False,True,1,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WCDAGF,CAMPAMENTO DIECISEIS DE AGO,WCDAGF,CAMPAMENTO 16 DE AGO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCEMEE,CEMEX 138,WCEMEE,CEMEX 138,NO,True,True,2,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WCENOF,CENOVÍ,WCENOF,CENOVI,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCEPPF,COMPAÑÍA ELÉCTRICA DE PUERTO PLATA,WCEP2F,COMPAÑIA ELECTRICA D,SI,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCES1K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCES2K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCES3K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCESPF,CRUCE DE ESPERANZA,WCESPF,CRUCE DE ESPERANZA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCESPK,TER_CESPM 1,WCESPK,TER_CESPM 1,NO,True,False,0,,unresolved,low,network,MAPEO TODAS LAS BARRAS,mapping
WCINDF,CARIBBEAN INDUSTRIAL,WCIPAF,CARIBBEAN INDUSTRIAL,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCLUIE,CONSORCIO MINERO DOMINICANO,WCLUIE,LA LUISA,NO,True,True,2,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCNACF,CÍTRICOS NACIONALES,WCINAF,CITRICOS NACIONALES,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCNPEE,CÉSAR NICOLÁS PÉNSON,WCNPEE,CESAR NICOLAS PENSON,NO,True,True,4,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCNSLF,CONSUELO,WCSULF,CONSUELO,SI,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCOAPE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCOCOF,CRUCE DE OCOA,WCOCOF,CRUCE DE OCOA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCODAF,CODAL,WCODAF,CODAL,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCOHEF,CENTRO OPERACIONES HERRERA,WCOHEF,CENTRO OPERA HERRERA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCONSF,CONSTANZA,WCONSF,CONSTANZA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCORMF,CORMIDOM,WCORMF,CORMIDOM,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCOTAE,,,,,False,True,4,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCOTBE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCOTUF,COTUÍ,WCOTUF,COTUI,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCPVCF,CORVI PVC,WCPVCF,CORVI PVC,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCSATF,CIUDAD SATÉLITE,WCSATF,CIUDAD SATELITE,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCSO1K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCSO2K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCSO3K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCSOLK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WCTP1D,PUNTA CATALINA 1 345 KV BARRA 1,WPCA1D,PUNTA CATALINA 1 345 KV BARRA 1,SI,True,True,3,345.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WCTP2D,PUNTA CATALINA 2 345 KV BARRA 1,WPCA2D,PUNTA CATALINA 2 345 KV BARRA 1,SI,True,True,3,345.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WCUMAE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCUMBE,,,,,False,True,4,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WCVEGF,CERVECERÍA VEGANA,WCVEGF,CERVECERIA VEGANA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WCZFSF,,,,,False,True,2,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WDAJAE,DAJABÓN 138,WDAJAE,DAJABON 138,NO,True,True,3,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WDAJAF,DAJAO,WDJAOF,DAJAO,SI,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WDESPF,DESPACHO,WDESPF,DESPACHO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WDISDF,,,,,False,True,1,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WDJAOE,,,,,False,True,2,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WDJAOF,,,,,False,True,4,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WDPEDF,DON PEDRO,WDPEDF,DON PEDRO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WDRODF,DOMINGO RODRÍGUEZ,WDRODF,DOMINGO RODRIGUEZ,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WDRODK,DOMINGO RODRÍGUEZ 12.5,WDRODK,D. RODRIGUEZ 12.5 VIRTUAL,NO,True,True,2,12.5,name_explicit,high,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WDRODM,DOMINGO RODRÍGUEZ 4.16,WDRODL,D. RODRIGUEZ 4.16 VIRTUAL,SI,True,True,1,4.16,name_explicit,high,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WDURAF,DURALÓN,WDURAF,DURALON,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WDUVEF,DUVERGÉ,WDUVEF,DUVERGE,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WEABAF,EL ABANICO,WEABAF,EL ABANICO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WEBRIE,EL BRISAL,WEBRIE,EL BRISAL,NO,True,True,2,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WECHIF,EL CHIVO,WECHIF,EL CHIVO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WELJIF,E LEÓN JIMÉNEZ,WELJIF,E LEON JIMENEZ,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WEM21K,TER EMD2 GRUPO 1,WEM21K,TER EMD2 GRUPO 1,NO,True,True,1,,unresolved,low,network,MAPEO TODAS LAS BARRAS,mapping
WEMA2E,,,,,False,True,2,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WEMA2F,ESTRELLA DEL MAR 2,WEMA2F,ESTRELLA DEL MAR 2,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WEMA3F,,,,,False,True,2,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WEMB2F,ESTRELLA DEL MAR 2 B,WEMB2F,ESTRELLA DEL MAR 2 B,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WEMB3F,,,,,False,True,2,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WEMBAE,EMBAJADOR,WEMBAE,EMBAJADOR,NO,True,True,2,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WENADE,,,,,False,True,1,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WENE4E,,,,,False,True,2,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WEPINF,ELÍAS PIÑA,WEPINF,ELIAS PIÑA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WERIOF,EL RÍO,WERIOF,EL RIO,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WESEIE,EL SEIBO,WESEIE,EL SEIBO,NO,True,True,2,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WESM3F,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WESM3K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WESOCE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WESP1E,,,,,False,True,5,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WFALCE,FALCONDO 138,WFALCE,FALCONDO 138,NO,True,True,2,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WFALCF,FALCONDO 69,WFALCF,FALCONDO 69,NO,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WFALCK,FALCONDO 34.5,WFALCK,FALCONDO 34.5,NO,True,True,6,34.5,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WFALCM,FALCONDO,WFALT3K,FALCONDO,SI,True,True,1,,unresolved,low,network,MAPEO TODAS LAS BARRAS,mapping
WFANTF,FANTINO,WFANTF,FANTINO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WFNEGF,FONDO NEGRO,WFNEGF,FONDO NEGRO,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WFOCHF,FERRETERÍA OCHOA,WFOCHF,FERRETERIA OCHOA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WFOLAF,FERRETERÍA OCHOA LAS LAVAS,WFOLVF,FERRETERIA OCHOA LAS LAVAS,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGALAF,,,,,False,True,1,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WGBOJF,GRANITOS BOJOS,WGBOJF,GRANITOS BOJOS,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGHACF,GRUPO HACHE,WGHACF,GRUPO HACHE,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGIRAE,,,,,False,True,4,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WGIRAK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WGMALF,GRUPO MALLA,WGMALF,GRUPO MALLA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGNLLE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WGNLLK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WGOYAF,GOYA,WGOYAF,GOYA,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGPALF,GENERADORA PALAMARA,WGPALF,GENERADORA PALAMARA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGPETF,GRUPO PETROQUÍMICA,WGPETF,GRUPO PETROQUIMICA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGPLAF,GOMAS Y PLÁSTICOS,WGPLAF,GOMAS Y PLASTICOS,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGRCHF,GRUPO RAMOS CHARLES,WGRCHF,GRUPO RAMOS CHARLES,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGRSFF,GRUPO RAMOS SAN FRANCISCO DE MACORIS,WGRSFF,GRUPO RAMOS SFM,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGU1AD,,,,,False,True,5,345.0,topology_line_consensus,medium,network,e_datred,e_datred_only
WGU1BD,,,,,False,True,1,345.0,topology_line_consensus,medium,network,e_datred,e_datred_only
WGUA2F,GUANITO 2,WGUA2F,GUANITO 2,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGUANE,GUANITO 138,WGUANE,GUANITO 138 KV,NO,True,False,0,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WGUANF,GUANITO,WGUANF,GUANITO,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGUAVF,GUAVABERRY,WGUAVF,GUAVABERRY,NO,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGUAYE,BARRA GUAYUBIN 138 KV,WGUAYE,BARRA GUAYUBIN 138 KV,NO,True,True,3,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WGUAYF,GUAYMATE,WGUAYF,GUAYMATE,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGUERD,,,,,False,True,4,345.0,topology_line_consensus,medium,network,e_datred,e_datred_only
WGUERE,,,,,False,True,10,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WGUERF,GUERRA,WGUERF,GUERRA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WGVEGF,GENERADORA LA VEGA,WGVEGF,LA VEGA GENERADORA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WHAIBF,HAINA B 69,WHAIBF,HAINA 69 B,NO,True,True,4,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WHAINE,HAINA 138,WHAINE,HAINA 138,NO,True,True,6,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WHAINF,HAINA 69,WHAINF,HAINA 69,NO,True,True,4,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WHAT2K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WHATIF,HATILLO,WHATIF,HATILLO,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WHATIK,TERMINAL HATILLO,WHATIK,TER HATILLO VIRTUAL,NO,True,True,1,,unresolved,low,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WHENUF,HERRERA NUEVA,WHNVAF,HERRERA NUEVA,SI,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WHERRE,HERRERA 138,WHERRE,HERRERA 138,NO,True,True,3,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WHGMOE,HIGUAMO,WHGMOE,HIGUAMO,NO,True,True,1,138.0,suffix_E_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
