bus_id_modom,bus_name,bus_id_legacy,bus_name_legacy,code_changed,appears_in_mapping,appears_in_e_datred,e_datred_endpoint_count,v_nom_kv,v_nom_inference_method,v_nom_confidence,bus_role,source_sheet_primary,bus_origin
WXIMBF,TAP IMBERT,WXIMBF,TAP IMBERT,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXINAF,TAP INDUSTRIAS NACIONALES,WXINAF,TAP INDUSTRIAS NAC VIRTUAL,NO,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXINDF,TAP INDUVECA,WXINDF,TAP INDUVECA VIRTUAL,NO,True,True,2,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXINVF,TAP INVIVIENDA,WXINVF,TAP INVIVIENDA,NO,True,True,5,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXIPRF,TAP INTERAMERICANA PRODUCTOS,WXIPRF,TAP INTER PRODUCTS VIRTUAL,NO,True,True,2,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXIPSF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXJIMF,TAP JIMENOA,WXJIMF,TAP JIMENOA,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXJINF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXKINF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXKVEF,TAP KILÓMETRO 24,WXKVEF,TAP KILOMETRO 24,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXLADF,TAP LADOM,WXLADF,TAP LADON,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXLALF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXLC1E,,,,,False,True,4,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WXLCAF,TAP LAS CALETAS,WXLCAF,TAP LAS CALETAS,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXLCBF,TAP LA CUMBRE BONAO,WXLCBF,TAP LA CUMBRE BONAO,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXLFAF,TAP LA FAMOSA,WXLFAF,TAP LA FAMOSA VIRTUAL,NO,True,True,2,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXLPAF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXLPEF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXLUCK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXLULF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXLUPF,TAP LUPERON,WXLUPF,TAP LUPERON,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXMAGF,TAP MAGUEYAL,WXMAGF,TAP MAGUEYAL,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXMAIF,TAP MAIMÓN,WXMAIF,TAP MAIMON,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXMALF,TAP MALLA,WXMALF,TAP MALLA VIRTUAL,NO,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXMARF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXMATK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXMEGF,TAP MEGACENTRO,WXMEGF,TAP MEGACENTRO,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXMETE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WXMETF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXMOZF,TAP MOLINOS OZAMA,WXMOLF,TAP MOLINOS OZAMA VIRTUAL,SI,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXMPAF,,,,,False,True,4,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXMPGK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXMPSF,TAP MONTE PLATA SOLAR,WXMPSF,TAP MONTE PLATA SOLAR,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXMV2F,,,,,False,True,4,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXMVAF,TAP MOLINOS DEL VALLE,WXMVCF,TAP MOLINOS DE VALLE,SI,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXNAGF,TAP NAGUA,WXNAGF,TAP NAGUA,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXNOVF,TAP NOVOPLAST,WXNOVF,TAP NOVOPLAST,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXOC2F,TAP 2 OCHOA,WXOC2F,TAP OCHOA 2 VIRTUAL,NO,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXOFAF,TAP OLEODUCTO FALCON,WXOFAF,TAP OLEODUCTO FALCON,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXOLVF,TAP OCHOA LAS LAVAS,WXOLVF,TAP OCHOA LAS LAVAS,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPA1K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXPA3K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXPA4K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXPC2F,TAP-2 PARQUE CIBERNE,WXPC2F,TAP-2 PARQUE CIBERNE,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPCGF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXPCIF,TAP PARQUE CIBERNÉTICO,WXPCIF,TAP PARQUE CIBERNET,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPETF,TAP PETROQUÍMICA,WXPETF,TAP PETROQUIMICA VIRTUAL,NO,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXPFLF,TAP PLÁSTICOS FLEXIBLES,WXPLAF,TAP PLASTI FLEXIBLES,SI,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPFSK,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXPGAF,TAP PEDRO GARCÍA,WXPGAF,TAP PEDRO GARCIA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPGMF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXPHAF,TAP PUERTO DE HAINA,WXPHAF,TAP PUERTO DE HAINA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPI4K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXPIDF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXPINF,TAP PARQUE INDUSTRIAL,WXPICF,TAP PARQUE INDUSTR VIRTUAL,SI,True,True,4,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXPLCF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXPPEF,TAP PUERTO PLATA ELECTRICIDAD,WXPPEF,TAP PUERTO PLATA ELECTRICIDAD,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPPLF,TAP PORTELA PASTA LINDA,WXPORF,TAP PORTE VIRTUAL,SI,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXPPRF,TAP PASTAS PRINCESA,WXPPRF,TAP PASTAS PRINCESA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXPS1K,,,,,False,True,2,,unresolved,low,network,e_datred,e_datred_only
WXPY1K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXQAZF,TAP QUINCE DE AZUA,WXKQAF,TAP 15 DE AZUA,SI,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXQCOF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXRARF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXRIEF,TAP RIERBA,WXRIEF,TAP RIERBA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXRINF,TAP RINCO,WXRINF,TAP RINCO,NO,True,True,4,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXSADF,TAP INTERQUIMICA VIRTUAL,WXSADF,TAP INTERQUIMICA VIRTUAL,NO,True,True,2,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXSESE,,,,,False,True,3,138.0,suffix_E_default,medium,network,e_datred,e_datred_only
WXSESF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXSI1K,,,,,False,True,2,,unresolved,low,network,e_datred,e_datred_only
WXSODF,TAP SODOCAL,WXSODF,TAP SODOCAL,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXSOSF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXSPRF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXSYEF,TAP S. YEGUA,WXSYEF,TAP S. YEGUA,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXTAMF,TAP TAMARA,WXTAMF,TAP TAMARA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXTDAF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXTH1F,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXTH2F,,,,,False,True,2,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXTISF,,,,,False,True,2,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXTREFF,,,,,False,True,5,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXTROF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXTTIF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXVALF,TAP VILLA ALTAGRACIA,WXVALF,TAP VILLA ALTAGRACIA,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXVILF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXVL1K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXWC2K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXWC3K,,,,,False,True,1,,unresolved,low,network,e_datred,e_datred_only
WXYAGF,TAP YAGUATE,WXYAGF,TAP YAGUATE,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXZAMF,TAP ZF LAS AMERICAS,WXZAMF,TAP ZF LAS AMERICAS,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXZFBF,TAP ZF BUENA VISTA,WXZBVF,TAP ZF BUENA VISTA VIRTUAL,SI,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXZFHF,TAP ZF DE HAINAMOSA,WXZFHF,TAP ZF DE HAINAMOSA,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXZFNF,TAP ZF NIGUA,WXZNIF,TAP ZF NIGUA VIRTUAL,SI,True,True,3,69.0,suffix_F_default,medium,generator_terminal,MAPEO TODAS LAS BARRAS,mapping
WXZGUF,TAP ZF GURABO,WXZGUF,TAP ZF GURABO,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXZHAF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
WXZISF,TAP ZF INDUSTRIAL SANTIAGO,WXZISF,TAP ZF INDUSTRIAL SANTIAGO,NO,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXZPPF,TAP ZF PUERTO PLATA,WXZPPF,TAP ZF PUERTO PLATA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WXZSPF,TAP ZF SPM,WXZSPF,TAP ZF SPM,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WYAGUF,YAGUATE,WYAGUF,YAGUATE,NO,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WYAMAF,YAMASA,WYAMAF,YAMASA,NO,True,True,3,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFALF,ZONA FRANCA LOS ALCARRIZOS,WZALCF,ZF LOS ALCARRIZOS,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFAMF,ZONA FRANCA LAS AMÉRICAS,WZAMEF,ZF LAS AMERICAS,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFBAF,ZONA FRANCA BARAHONA,WZBARF,ZF BARAHONA,SI,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFDRF,ZONA FRANCA DOS RÍOS,WZDRIF,DOS RIOS,SI,True,True,2,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFESF,ZONA FRANCA ESPERANZA,WZESPF,ZF ESPERANZA,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFGIF,ZONA FRANCA GILDAN,WZGILF,ZF GILDAN,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFGUF,ZONA FRANCA GURABO,WZGURF,ZF GURABO,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFISF,ZF INDUSTRIAL SANTIAGO,WZISAF,LM INDUSTRIES,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFLIF,ZONA FRANCA LICEY 69,WZLICF,ZF LICEY 69 KV,SI,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZFMCF,ZONA FRANCA MULTINODAL CAUCEDO,WZMCAF,ZF MULTINOD CAUCEDO,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFPPF,ZONA FRANCA PUERTO PLATA,WZPPLF,ZF PUERTO PLATA,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFS2F,ZONA FRANCA SAN PEDRO 2 69,WZSPCF,ZF SAN PEDRO 2 69KV,SI,True,True,1,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZFSAE,ZONA FRANCA SANTIAGO 138,WZSA1E,ZF SANTIAGO 138 KV,SI,True,True,8,138.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZFSAF,ZONA FRANCA SANTIAGO 69,WZSANF,ZF SANTIAGO 69 KV,SI,True,True,5,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZFSFF,ZONA FRANCA SAN FRANCISCO,WZSFRF,ZF SAN FRANCISCO,SI,True,False,0,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFSIF,ZONA FRANCA SAN ISIDRO 69,WZSISF,ZF SAN ISIDRO 69 KV,SI,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZFSPF,ZONA FRANCA SAN PEDRO 69,WZSPAF,ZF SAN PEDRO  69KV,SI,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZFVAF,ZONA FRANCA VILLA ALTAGRACIA,WZVALF,ZF VILLA ALTAGRACIA,SI,True,True,1,69.0,suffix_F_default,medium,network,MAPEO TODAS LAS BARRAS,mapping
WZFVEF,ZONA FRANCA LA VEGA 69,WZLVEF,ZF LA VEGA 69 KV,SI,True,True,2,69.0,name_explicit,high,network,MAPEO TODAS LAS BARRAS,mapping
WZHAIF,,,,,False,True,1,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
ZXOJIF,,,,,False,True,3,69.0,suffix_F_default,medium,network,e_datred,e_datred_only
