nombre,ruta,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Sel Dir.RelSeldir,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 421.ElmRelay\Sel Dir.RelSeldir,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZHAINE_ZITABE-L1-SEL 311L.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZHAINE_ZITABE-L1-SEL 451.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZHAINE_ZITABE-L2-SEL 311L.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZHAINE_ZITABE-L2-SEL 451.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\6.ElmTerm\Cub_1.StaCubic\ZHAINE_ZMATAE-L2-SEL 311C.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\6.ElmTerm\Cub_1.StaCubic\ZHAINE_ZMATAE-L2-SEL 451.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZHAINE_ZMATBE-L1-SEL 311C.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
Sel Dir,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZHAINE_ZMATBE-L1-SEL 451.ElmRelay\Sel Dir.RelSeldir,0,SUR CERCANO,SUR,SUR 138 kV,ZHAINE,Sel Dir
