nombre,ruta,systp,uline,sline,aohl_,mlei,nlnph,rline,xline,bline,cline,gline,rline0,xline0,bline0,qurs,tmax,rtemp,frnom
A-N2YSY 1x400 - 13.8 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Lines@Cables\A-N2YSY 1x400 - 13.8 kV.TypLne,0,13.800000190734863,0.6230000257492065,cab,Al,3,0.054999999701976776,0.12599985301494598,138.7319793701172,0.36799800395965576,0.0,1.0,1.2000000476837158,115.61000061035156,0.0,80.0,145.0,60.0
