nombre,ruta,nntap0,strn,utrn_h,utrn_l,uktr,uk0tr,pcutr,pfe,curmg,vecgrp,tap_side,ntpmn,ntpmx,dutap,phitr,r1pu,x1pu,frnom
69/20 kV Trafo Monte Plata Solar 60 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/20 kV Trafo Monte Plata Solar 60 MVA.TypTr2,0,60.0,69.0,20.0,12.0,10.800000190734863,115.0,0.0,0.0,YNyn0,0,-8,10,2.0,0.0,0.0019166666315868497,0.1199846863746643,60.0
69/13.8 kV Trafo Palamara G1 55 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Palamara G1 55 MVA.TypTr2,0,55.0,69.0,13.800000190734863,10.15999984741211,9.140000343322754,270.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.00490909069776535,0.10148133337497711,60.0
69/12.47 kV Trafo INCA 28 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.47 kV Trafo INCA 28 MVA.TypTr2,0,28.0,69.0,12.470000267028809,8.0,6.96999979019165,140.0,0.0,0.0,Dyn1,0,-2,2,2.5,0.0,0.004999999888241291,0.07984359562397003,60.0
66/13.8 kV Trafo EDM3 66 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\66/13.8 kV Trafo EDM3 66 MVA.TypTr2,0,66.0,66.0,13.800000190734863,12.170000076293945,10.95300006866455,190.38900756835938,0.0,0.0,YNd11,0,-9,9,1.6696969270706177,0.0,0.002884682035073638,0.12166581302881241,60.0
69/12.5 kV Trafo de Mata de Palma 60 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 kV Trafo de Mata de Palma 60 MVA.TypTr2,0,60.0,69.0,34.5,12.48783016204834,11.229999542236328,265.20001220703125,0.0,0.0,YNd11,0,-10,10,1.0,0.0,0.0044200001284480095,0.12480005621910095,60.0
69/13.8 kV Trafo Maranatha,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Maranatha.TypTr2,0,24.0,69.0,13.800000190734863,9.720000267028809,8.75,171.83999633789062,0.0,0.0,YNd11,0,-16,16,0.625,0.0,0.007160000037401915,0.09693593531847,60.0
345/138 kV Julio Sauri T1 y T2 (600 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\345/138 kV Julio Sauri T1 y T2 (600 MVA).TypTr2,0,600.0,345.0,138.0,13.770000457763672,13.961275100708008,118.78199768066406,0.0,0.041999999433755875,YNyn0,0,-10,10,1.25,0.0,0.00019797000277321786,0.13769985735416412,60.0
345/138 kV El Naranjo T1 y T2 (450 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\345/138 kV El Naranjo T1 y T2 (450 MVA).TypTr2,0,450.0,345.0,138.0,13.5,12.320429801940918,118.78199768066406,0.0,0.0,YNyn0,0,-10,10,1.25,0.0,0.00026395998429507017,0.13499975204467773,60.0
230/13.8 kV Trafo 18% Quisqueya 90 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\230/13.8 kV Trafo 18% Quisqueya 90 MVA.TypTr2,0,90.0,230.0,13.800000190734863,18.004444122314453,4.300000190734863,360.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.004000000189989805,0.18000000715255737,60.0
230/13.8 kV Trafo18% Quisqueya 106 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\230/13.8 kV Trafo18% Quisqueya 106 MVA.TypTr2,0,106.0,230.0,13.800000190734863,18.0,4.300000190734863,420.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.003962263930588961,0.17995639145374298,60.0
230/34.5 kV Trafo Barrick Carga 150 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\230/34.5 kV Trafo Barrick Carga 150 MVA.TypTr2,0,150.0,230.0,34.5,11.0,11.0,659.4727172851562,0.0,0.10999999940395355,YNyn11,0,-5,5,1.7999999523162842,0.0,0.004396484699100256,0.10991210490465164,60.0
345/22 kV Trafo Punta Catalina 425 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\345/22 kV Trafo Punta Catalina 425 MVA.TypTr2,0,425.0,345.0,22.0,16.0,14.399999618530273,212.5,0.0,0.0,YNd1,0,-16,16,0.623199999332428,0.0,0.0005000000237487257,0.15999922156333923,60.0
345/230 kV Bonao 3 T1 (300 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\345/230 kV Bonao 3 T1 (300 MVA).TypTr2,0,300.0,345.0,230.0,17.016000747680664,15.45181655883789,150.0,0.0,0.0,YNyn0,0,-16,16,0.6230000257492065,0.0,0.0005000000237487257,0.17015928030014038,60.0
230/138 kV Bonao 3 T1 (250MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\230/138 kV Bonao 3 T1 (250MVA).TypTr2,0,250.0,230.0,138.0,14.579999923706055,13.227599143981934,755.0,0.0,0.0,YNyn0,0,-10,10,0.6259999871253967,0.0,0.003019999945536256,0.14576871693134308,60.0
345/138 kV Guerra T1 (450 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\345/138 kV Guerra T1 (450 MVA).TypTr2,0,450.0,345.0,138.0,9.029999732971191,8.268671989440918,2250.0,0.0,0.0,YNyn0,0,-11,11,1.0,0.0,0.004999999888241291,0.09016145765781403,60.0
138/13.8 kV Traf Sult. del Este 100 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Traf Sult. del Este 100 MVA.TypTr2,0,100.0,138.0,13.800000190734863,9.800000190734863,8.819999694824219,500.0,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.004999999888241291,0.09787236899137497,60.0
133/69 kV La Romana T1 (100 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\133/69 kV La Romana T1 (100 MVA).TypTr2,0,100.0,133.0,69.0,9.829999923706055,8.885011672973633,500.0,0.0,0.0,YNyn0,1,-16,16,0.625,0.0,0.004999999888241291,0.09817276149988174,60.0
140/13.8 kV Trafo CESPM 3 150 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\140/13.8 kV Trafo CESPM 3 150 MVA.TypTr2,0,150.0,138.0,13.800000190734863,16.579999923706055,14.930000305175781,451.8800048828125,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.00301253329962492,0.16577263176441193,60.0
140/13.8 kV Trafo CESPM 2 120 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\140/13.8 kV Trafo CESPM 2 120 MVA.TypTr2,0,120.0,140.0,13.800000190734863,13.25,11.930000305175781,600.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.004999999888241291,0.132405623793602,60.0
140/13.8 kV Trafo CESPM 1 120 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\140/13.8 kV Trafo CESPM 1 120 MVA.TypTr2,0,120.0,140.0,13.800000190734863,13.25,11.930000305175781,600.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.004999999888241291,0.132405623793602,60.0
138/13.8 kV Trafo CEMEX 40 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo CEMEX 40 MVA.TypTr2,0,40.0,138.0,13.800000190734863,11.0,9.899999618530273,200.0,0.0,0.0,Dyn1,0,-2,2,2.5,0.0,0.004999999888241291,0.1098863035440445,60.0
138/12.47 kV Trafo Los Orígenes 65 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/12.47 kV Trafo Los Orígenes 65 MVA.TypTr2,0,65.0,138.0,12.470000267028809,18.3700008392334,18.3700008392334,325.0,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.004999999888241291,0.18363195657730103,60.0
138/13.8 kV Trafo SP Bio-Energy 45 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo SP Bio-Energy 45 MVA.TypTr2,0,45.0,138.0,13.800000190734863,13.170000076293945,11.852999687194824,225.0,0.0,0.0,YNd5,0,-11,11,1.0,0.0,0.004999999888241291,0.13160504400730133,60.0
138/69 kV SPM T1 (125 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV SPM T1 (125 MVA).TypTr2,0,125.0,138.0,69.0,12.399999618530273,11.15999984741211,531.25,0.0,0.0,YNyn0,0,-11,11,1.0,0.0,0.0042500002309679985,0.12392714619636536,60.0
138/69 kV Hato Mayor 2 T1 (80MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Hato Mayor 2 T1 (80MVA).TypTr2,0,80.0,138.0,69.0,10.0,9.036667823791504,400.0,0.0,0.0,YNyn0,0,-13,13,1.0,0.0,0.004999999888241291,0.09987492114305496,60.0
138/34.5 kV Trafo El Soco 80 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo El Soco 80 MVA.TypTr2,0,80.0,138.0,34.5,12.693300247192383,11.423999786376953,400.0,0.0,0.0,YNd11,0,-10,10,1.0099999904632568,0.0,0.004999999888241291,0.12683449685573578,60.0
138/34.5 kV Trafo Cumayasa 65 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo Cumayasa 65 MVA.TypTr2,0,65.0,138.0,34.5,12.5,11.25,250.0,35.0,0.5,YNd11,0,-10,10,1.0,0.0,0.003846153849735856,0.12494081258773804,60.0
138/69 kV ZF Santiago T1 (140 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV ZF Santiago T1 (140 MVA).TypTr2,0,140.0,138.0,69.0,14.800000190734863,13.42111873626709,192.0800018310547,0.0,0.0,YNyn0,0,-8,8,0.0,0.0,0.0013719999697059393,0.14799363911151886,60.0
138/69 kV Bonao 2 T1 (140 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Bonao 2 T1 (140 MVA).TypTr2,0,140.0,138.0,69.0,11.9399995803833,10.80886459350586,537.0399780273438,0.0,0.0,YNyn0,0,-15,15,1.0,0.0,0.003835999872535467,0.11933836340904236,60.0
13.8/4.16 kV Trafo C.E Monción 4 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\13.8/4.16 kV Trafo C.E Monción 4 MVA.TypTr2,0,4.0,13.800000190734863,4.159999847412109,5.8002800941467285,5.21999979019165,4.062099933624268,0.0,0.0,YNd1,1,-2,2,2.5,0.0,0.0010155249619856477,0.05799391120672226,60.0
138/13.8 kV Trafo Monción 30 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo Monción 30 MVA.TypTr2,0,30.0,138.0,13.800000190734863,7.998680114746094,7.199999809265137,93.125,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.003104166593402624,0.07992654293775558,60.0
13.8/13.8 kV Trafo Moncion 5 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\13.8/13.8 kV Trafo Moncion 5 MVA.TypTr2,0,5.0,13.800000190734863,13.800000190734863,7.039999961853027,6.335999965667725,25.0,0.0,0.0,Dyn7,0,-2,2,2.5,0.0,0.004999999888241291,0.07022221386432648,60.0
138/13.8 kV Trafo Pimentel 3 100 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo Pimentel 3 100 MVA.TypTr2,0,100.0,138.0,13.800000190734863,15.79170036315918,14.212499618530273,409.010009765625,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.004090100061148405,0.1578640341758728,60.0
138/13.8 kV Trafo Pimentel 2 60 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo Pimentel 2 60 MVA.TypTr2,0,60.0,138.0,13.800000190734863,14.414999961853027,12.97350025177002,300.0,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.004999999888241291,0.14406326413154602,60.0
138/13.8 kV Trafo Pimentel 1 60 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo Pimentel 1 60 MVA.TypTr2,0,60.0,138.0,13.800000190734863,14.414999961853027,12.97350025177002,300.0,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.004999999888241291,0.14406326413154602,60.0
138/69 kV Canabacoa T2 (140 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Canabacoa T2 (140 MVA).TypTr2,0,140.0,139.0,69.0,11.010000228881836,9.956537246704102,700.0,0.0,0.0,YNyn0,0,-15,15,1.0,0.0,0.004999999888241291,0.10998640209436417,60.0
138/69 kV Puerto Plata 2 T1 (140 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Puerto Plata 2 T1 (140 MVA).TypTr2,0,140.0,138.0,69.0,12.039999961853027,10.896093368530273,192.0800018310547,0.0,0.0,YNyn0,0,-15,15,1.0,0.0,0.0013719999697059393,0.12039218097925186,60.0
138/69 kV Nagua 2 T1 (70 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Nagua 2 T1 (70 MVA).TypTr2,0,70.0,138.0,69.0,11.8100004196167,10.687173843383789,350.0,0.0,0.0,YNyn0,0,-13,13,1.25,0.0,0.004999999888241291,0.11799411475658417,60.0
138/13.8 kV López Angostura 23 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV López Angostura 23 MVA.TypTr2,0,23.0,138.0,13.800000190734863,7.998680114746094,7.199999809265137,93.125,0.0,0.0,YNd5,0,-2,2,2.5,0.0,0.00404891325160861,0.07988426089286804,60.0
12.47/0.44 kV Trafo 1 Baiguaque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\12.47/0.44 kV Trafo 1 Baiguaque.TypTr2,-3,1.600000023841858,12.470000267028809,0.4399999976158142,6.0,5.400000095367432,8.0,0.0,0.0,YNd11,0,-5,-1,2.5,0.0,0.004999999888241291,0.05979130417108536,60.0
34.5/12.47 kV Trafo 2 Baiguaque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\34.5/12.47 kV Trafo 2 Baiguaque.TypTr2,-3,7.0,34.5,12.470000267028809,7.0,6.300000190734863,35.0,0.0,0.0,Dyn1,0,-5,-1,2.5,0.0,0.004999999888241291,0.06982120126485825,60.0
138/13.8 kV Trafo Tavera 2 65 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo Tavera 2 65 MVA.TypTr2,0,65.0,138.0,13.800000190734863,10.880000114440918,9.800000190734863,200.0,0.0,0.0,YNd1,0,-2,2,2.1700000762939453,0.0,0.003076923079788685,0.10875648260116577,60.0
138/34.5 kV SAJOMA T1(75 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV SAJOMA T1(75 MVA).TypTr2,0,75.0,138.0,34.5,13.399999618530273,12.0600004196167,375.0,0.0,0.0,YNd11,0,-13,13,1.0,0.0,0.004999999888241291,0.13390669226646423,60.0
138/20 kV Traf Monte Cristi Solar 25 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/20 kV Traf Monte Cristi Solar 25 MVA.TypTr2,0,25.0,138.0,20.0,9.0,8.100000381469727,125.0,0.0,0.0,YNd11,0,-10,10,1.0042999982833862,0.0,0.004999999888241291,0.08986100554466248,60.0
138/34.5 kV Trafo Agua Clara 60 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo Agua Clara 60 MVA.TypTr2,0,60.0,138.0,34.5,12.5,12.5,280.0,30.0,1.0,YNd11,0,-7,7,1.5,0.0,0.004666666500270367,0.12491285800933838,60.0
138/34.5 kV Trafo Guanilo 63 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo Guanilo 63 MVA.TypTr2,0,63.0,138.0,34.5,11.449999809265137,10.305000305175781,315.0,30.0,0.17000000178813934,YNd11,0,-10,10,1.0,0.0,0.004999999888241291,0.1143907755613327,60.0
138/69 kV SFM T1 (140 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV SFM T1 (140 MVA).TypTr2,0,140.0,138.0,69.0,11.930000305175781,10.79568099975586,192.0,0.0,0.0,YNyn0,0,-15,15,1.0,0.0,0.0013714286033064127,0.11929211765527725,60.0
138/34.5 Trafo Los Guzmancitos 72 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 Trafo Los Guzmancitos 72 MVA.TypTr2,0,72.0,138.0,34.5,13.119999885559082,11.8100004196167,360.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.004999999888241291,0.13110469281673431,60.0
34.5/138 kV Trafo Guzmancito 2 72 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\34.5/138 kV Trafo Guzmancito 2 72 MVA.TypTr2,0,72.0,138.0,34.5,13.119999885559082,11.8100004196167,360.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.004999999888241291,0.13110469281673431,60.0
138/34.5 kV Trafo Matrisol 50 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo Matrisol 50 MVA.TypTr2,0,50.0,138.0,34.5,11.680000305175781,10.510000228881836,250.0,0.0,0.0,YNd11,0,-10,10,1.0,0.0,0.004999999888241291,0.1166929304599762,60.0
138/34.5 kV Trafo PS Esperanza 75 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo PS Esperanza 75 MVA.TypTr2,0,75.0,138.0,34.5,10.619999885559082,9.557999610900879,375.0,0.0,0.0,YNd11,0,-13,13,1.0,0.0,0.004999999888241291,0.10608223080635071,60.0
138/13.8 kV Pimentel 4(100 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Pimentel 4(100 MVA).TypTr2,0,100.0,138.0,13.800000190734863,15.699999809265137,14.130000114440918,144.4499969482422,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.0014444999396800995,0.15699335932731628,60.0
138/34.5 kV Trafo Tavera,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo Tavera.TypTr2,0,14.0,138.0,34.5,10.170000076293945,9.191396713256836,0.0,0.0,0.0,YNyn0,0,-11,11,1.0499999523162842,0.0,0.0,0.10170000046491623,60.0
72/6.9 kV Trafo Los Toros 10.5 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\72/6.9 kV Trafo Los Toros 10.5 MVA.TypTr2,0,10.5,72.0,6.900000095367432,7.840000152587891,7.059999942779541,10.5,0.0,0.0,YNd5,0,-2,2,5.0,0.0,0.0010000000474974513,0.07839362323284149,60.0
69/13.8 kV Trafo Sabana Yegua 15 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Sabana Yegua 15 MVA.TypTr2,0,15.0,69.0,13.800000190734863,9.899820327758789,8.949999809265137,300.0799865722656,0.0,0.0,YNd11,0,-3,3,2.5,0.0,0.020005332306027412,0.09695582091808319,60.0
67/12.47 kV Trafo Sabaneta 15 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\67/12.47 kV Trafo Sabaneta 15 MVA.TypTr2,0,15.0,67.0,12.470000267028809,5.599999904632568,5.039999961853027,75.0,0.0,0.0,YNd1,0,-2,2,2.690000057220459,0.0,0.004999999888241291,0.055776335299015045,60.0
69/13.8 kV Trafo Magueyal 4 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Magueyal 4 MVA.TypTr2,0,4.0,69.0,13.800000190734863,7.829999923706055,7.050000190734863,20.0,0.0,0.0,YNd11,0,-2,2,2.5,0.0,0.004999999888241291,0.07814019173383713,60.0
69/12.5 kV Trafo Las Damas 9.4 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 kV Trafo Las Damas 9.4 MVA.TypTr2,0,9.399999618530273,69.0,12.5,7.400000095367432,6.659999847412109,47.0,0.0,0.0,Dyn11,0,-5,4,2.0,0.0,0.004999999888241291,0.07383088767528534,60.0
12.5/4.16 Trafo Dgo Rod 7 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\12.5/4.16 Trafo Dgo Rod 7 MVA.TypTr2,0,7.0,12.5,4.159999847412109,5.8002800941467285,5.21999979019165,4.062099933624268,0.0,0.0,YNd11,1,-2,2,2.5,0.0,0.0005802999949082732,0.05799989774823189,60.0
69/12.5 Trafo Dgo Rod 5 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 Trafo Dgo Rod 5 MVA.TypTr2,0,5.0,69.0,12.5,10.0,9.0,25.0,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.004999999888241291,0.09987492114305496,60.0
69/34.5 kV Trafo Canoa Solar 32 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/34.5 kV Trafo Canoa Solar 32 MVA.TypTr2,0,32.0,69.0,34.5,14.140000343322754,12.72599983215332,160.0,0.0,0.0,YNd11,0,-13,13,1.25,0.0,0.004999999888241291,0.14131158590316772,60.0
69/12.47 kV Nizao-Najayo (18.5 MVA) T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.47 kV Nizao-Najayo (18.5 MVA) T1.TypTr2,0,18.5,69.0,12.470000267028809,8.0,7.219335079193115,92.5,0.0,0.0,YNyn0,0,-13,13,1.0,0.0,0.004999999888241291,0.07984359562397003,60.0
69/12.47 kV Los Anones (14 MVA) T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.47 kV Los Anones (14 MVA) T1.TypTr2,0,14.0,67.0,12.470000267028809,10.934000015258789,9.84060001373291,0.0,0.0,0.0,Dyn1,0,-2,2,2.5999999046325684,0.0,0.0,0.10933999717235565,60.0
138/69 kV km 15,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV km 15.TypTr2,0,90.0,138.0,69.0,19.799999237060547,18.0231990814209,206.5500030517578,0.0,0.0,YNyn0,0,-13,13,1.0,0.0,0.0022950000129640102,0.19798670709133148,60.0
145/13.8 kV Trafo Haina TG 150 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\145/13.8 kV Trafo Haina TG 150 MVA.TypTr2,0,150.0,145.0,13.800000190734863,7.997379779815674,7.199999809265137,292.5,0.0,0.0,YNd1,0,-2,2,2.5,0.0,0.0019499999471008778,0.07995001971721649,60.0
138/69 kV Haina T1 T1 (140 MVA),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Haina T1 T1 (140 MVA).TypTr2,0,140.0,138.0,69.0,14.800000190734863,13.42111873626709,192.0800018310547,0.0,0.0,YNyn0,0,-8,8,1.2699999809265137,0.0,0.0013719999697059393,0.14799363911151886,60.0
