nombre,ruta,outserv,iUsage,systype,cpZone,cpArea,cpGrid,cpSubstat,typ_id,Inom,phtech,uknom
Tap Batey Lechuga,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Batey Lechuga.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
WLRPUF(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(3).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(1).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
69 kV La Romana Pueblo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\69 kV La Romana Pueblo.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,Barra 69 kV,0.0,0,69.0
WLRPUF(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(4).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(9),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(9).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(8),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(8).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(7),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(7).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(5).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(2).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WLRPUF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\WLRPUF(6).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1(1).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
1(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1(2).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0,69.0
WHIGUF(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(5).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
WHIGUF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(6).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
69 kV Higüey,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\69 kV Higüey.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,Barra 69 kV,0.0,0,69.0
WHIGUF(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(2).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
WHIGUF(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(4).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
WHIGUF(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(1).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
WHIGUF(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(3).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
1(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(3).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
1(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(4).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
1(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(5).ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0,69.0
69 kV Monte Plata,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\69 kV Monte Plata.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,Barra 69 kV,0.0,0,69.0
WMPLAF(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(3).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
WMPLAF(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(4).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
WMPLAF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(6).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(1).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
1(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(2).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
2(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(6).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
2(7),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(7).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
2(8),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(8).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0,69.0
Tap San Pedro Macorís,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap San Pedro Macorís.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Terminal Monte Plata Solar,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,Barra 20 kV,0.0,0,20.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\1.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\2.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\3.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\4.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.1.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.2.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T1.4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T2.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.1.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.2.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T2.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.3.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T2.4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.4.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\5.ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T1.3(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3(1).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
T1.4(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4(1).ElmTerm,0,2,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0,20.0
69 kV Monte Plata Solar,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\69 kV Monte Plata Solar.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Monte Plata Solar,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Monte Plata Solar.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Guaymate,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm,0,1,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\2.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\3.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\4.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
69 kV Buena Vista,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,Barra 69 kV,0.0,0,69.0
T2.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T2.1.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
T2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T2.2.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
T3.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T3.1.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
T3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T3.2.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
T4.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T4.1.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
T4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T4.2.ElmTerm,0,2,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF,,0.0,0,69.0
Tap Benedicto,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm,0,1,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap ZF SPM,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap ZF San Pedro AES,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Consuelo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Hato Mayor,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Yamasá,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Yamasá.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap ZF Buena Vista,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF Buena Vista.ElmTerm,0,1,0,SANTO DOMINGO,CENTRAL,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Chavón,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm,0,1,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Guavaberry,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guavaberry.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap César Iglesias,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap César Iglesias.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Harinas Del Higüamo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Harinas Del Higüamo.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Destilería Brugal,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Destilería Brugal.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Sierra Prieta,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Sierra Prieta.ElmTerm,0,1,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Capacitor 69 kV La Romana Pueblo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Capacitor 69 kV La Romana Pueblo.ElmTerm,0,1,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Sabana de la Mar,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sabana de la Mar.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Servicio Estación Sultana del Este,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Servicio Estación Sultana del Este.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Benedicto,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Benedicto.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Río Chavón,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Río Chavón.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Batey Lechuga,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Batey Lechuga.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Guaymate,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guaymate.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Rancho Peligro,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Rancho Peligro.ElmTerm,0,0,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Hato Mayor,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Hato Mayor.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
