nombre,ruta,outserv,iUsage,systype,cpZone,cpArea,cpGrid,cpSubstat,typ_id,Inom,phtech,uknom
F5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\F5.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,69.0
T06(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T06(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,69.0
T07(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T07(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,69.0
F6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\F6.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,69.0
T06(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T06(4).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,69.0
T07(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T07(4).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,69.0
E9(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E9(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,138.0
T04(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T04(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,138.0
T05(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T05(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,138.0
T07(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T07(5).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,138.0
E9,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E9.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,138.0
T06(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\T06(5).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZHNSAE,,0.0,0,138.0
E4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E4.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
E1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
E5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E5.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
E3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E3.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
E2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E2.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
F4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\F4.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
F3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\F3.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
F2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\F2.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
E6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E6.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
F1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\F1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
69 kV Villa Duarte B1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\69 kV Villa Duarte B1.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,Barra 69 kV,0.0,0,69.0
69 kV Villa Duarte B2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\69 kV Villa Duarte B2.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,Barra 69 kV,0.0,0,69.0
T0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T0.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T2.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T3.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T4.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T5.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T6.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T7,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T7.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T8,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T8.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T9,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T9.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,69.0
T2(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T2(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
138 kV Villa Duarte B1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\138 kV Villa Duarte B1.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,Barra 138 kV,0.0,0,138.0
138 kV Villa Duarte B2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\138 kV Villa Duarte B2.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,Barra 138 kV,0.0,0,138.0
T0(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T0(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T1(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T3(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T3(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T4(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T4(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T5(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T5(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T6(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T6(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T7(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T7(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T8(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T8(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T9(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T9(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T8(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T8(2).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T9(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T9(2).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T8(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T8(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
T9(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\T9(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZVDUAE,,0.0,0,138.0
138 kV Matadero Sec B,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\138 kV Matadero Sec B.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,Barra 138 kV,0.0,0,138.0
R3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\R3.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
138 kV Matadero Sec A,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\138 kV Matadero Sec A.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,Barra 138 kV,0.0,0,138.0
T01,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T01.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T00,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T00.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T03,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T03.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T02,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T02.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T05,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T05.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T04,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T04.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T11,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T11.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T10,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T10.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T13,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T13.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T12,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T12.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T15,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T15.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T14,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T14.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\L1.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
L2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\L2.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
L3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\L3.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
L4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\L4.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
R1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\R1.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
R2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\R2.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
R4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\R4.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T06,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T06.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T07,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T07.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T16,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T16.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
T17,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T17.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE,,0.0,0,138.0
Terminal Los Mina 6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,Barra 13.8 kV,0.0,0,13.800000190734863
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E,,0.0,0,138.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\2.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E,,0.0,0,138.0
3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\3.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E,,0.0,0,138.0
4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\4.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E,,0.0,0,138.0
