nombre,ruta,pfe,vecgrp,strn3_h,strn3_m,strn3_l,utrn3_h,utrn3_m,utrn3_l,uktr3_h,uktr3_m,uktr3_l,pcut3_h,curm3
66/13.8/13.8 kV Trafo EDM3 125 MVA,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\66/13.8/13.8 kV Trafo EDM3 125 MVA.TypTr3,0.0,YN0d11d11,125.0,66.0,59.0,66.0,13.800000190734863,13.800000190734863,11.920000076293945,32.560001373291016,12.350000381469727,625.0,0.0
