nombre,ruta,cpZone,cpArea,cpGrid,cpSubstat
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(3).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(3).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(3).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(3).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(3).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(4).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(4).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(4).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(4).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(4).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(5).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(5).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(5).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(5).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(5).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(5).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(6).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(6).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(6).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(6).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(6).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(6).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(6).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(7).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(7).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(7).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(7).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(7).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(7).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(7).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(7).ElmTerm\Cub_1(1).StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(8).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(8).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(8).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(8).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(8).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(8).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(8).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(9).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.1(9).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(9).ElmTerm\Cubicle_S0.1.1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(9).ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\T4.2(9).ElmTerm\Cubicle_S0.1.3.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(9).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\4(9).ElmTerm\Cubicle_S0.1.0.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\Terminal.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\Terminal.ElmTerm\Cub_2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\Terminal(1).ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\Terminal(1).ElmTerm\Cub_2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,ZGUERE
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Tap 1 Guerra.ElmTerm\Cub_2.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Tap 1 Guerra.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,Expansión 345 kV,
WSES3K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm\WSES3K.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
WSES3K(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm\WSES3K(1).StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm\Cub_4.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
WSES1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 1.ElmTerm\WSES1K.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 1.ElmTerm\Cub_4.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
WSES2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm\WSES2K.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
WSES2K(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm\WSES2K(1).StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm\Cub_4.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\3.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\4.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\138 kV Sultana del Este.ElmTerm\Cubicle_S0.1.2.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\138 kV Sultana del Este.ElmTerm\Cubicle_S0.2.2.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\138 kV Sultana del Este.ElmTerm\Cubicle_S0.3.2.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\138 kV Sultana del Este.ElmTerm\Cubicle_S0.4.2.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.1.2(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\138 kV Sultana del Este.ElmTerm\Cubicle_S0.1.2(1).StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 138 kV,ZSESTE
