nombre,ruta,cpZone,cpArea,cpGrid,cpSubstat
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\R4.ElmTerm\Cubicle_S0.0.0.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T06.ElmTerm\Cubicle_S0.0.0.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T06.ElmTerm\Cubicle_S0.0.1.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T07.ElmTerm\Cubicle_S0.0.1.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T07.ElmTerm\Cubicle_S0.0.2.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T16.ElmTerm\Cubicle_S0.0.0.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T16.ElmTerm\Cubicle_S0.0.1.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T17.ElmTerm\Cubicle_S0.0.1.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMATAE.ElmSubstat\T17.ElmTerm\Cubicle_S0.0.2.StaCubic,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,ZMATAE
WLMI6K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm\WLMI6K.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm\Cub_2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\1.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\2.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\2.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\3.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\4.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\4.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\138 kV Los Mina 6.ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\138 kV Los Mina 6.ElmTerm\Cubicle_S0.2.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\138 kV Los Mina 6.ElmTerm\Cubicle_S0.3.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\138 kV Los Mina 6.ElmTerm\Cubicle_S0.4.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T3.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T3.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T3.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T3.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T4.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T4.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T4.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\T4.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZLMI6E
WXHERE(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 Herrera.ElmTerm\WXHERE(1).StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
WXHERE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 Herrera.ElmTerm\WXHERE.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
WXEBR1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 El Brisal.ElmTerm\WXEBR1(1).StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Tap 1 El Brisal.ElmTerm\Cub_3.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
WAANVK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Vapor.ElmTerm\WAANVK.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Vapor.ElmTerm\Cub_3.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
WAANGK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Gas.ElmTerm\WAANGK.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
WAANGK(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Gas.ElmTerm\WAANGK(1).StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\2.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\3.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\4.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\138 kV AES Andrés.ElmTerm\Cubicle_S0.1.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\138 kV AES Andrés.ElmTerm\Cubicle_S0.2.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\138 kV AES Andrés.ElmTerm\Cubicle_S0.3.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\138 kV AES Andrés.ElmTerm\Cubicle_S0.4.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.1.2(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\138 kV AES Andrés.ElmTerm\Cubicle_S0.1.2(1).StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.1.2(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\138 kV AES Andrés.ElmTerm\Cubicle_S0.1.2(2).StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T3.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T3.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T3.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T3.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T4.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T4.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T4.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\T4.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\5.ElmTerm\Cubicle_S0.0.0.StaCubic,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,ZAANDE
