loc_name,for_name,ruta,cpZone,cpArea,cpGrid,cpSubstat,typ_id,on_off,aUsage
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\Terminal Lucila.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\Terminal Lucila.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\Terminal Lucila.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\69 kV Lucila.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 69 kV S/E Móvil ETED.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,0,cbk
ZHAIGK-D1-Q1,ZHAIGK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm\WHAIGK(1).StaCubic\ZHAIGK-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3HAINAG-Q1,G3HAINAG-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm\WHAIGK.StaCubic\G3HAINAG-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
WVALDE_WVAL2K-T1-Q2,WVALDE_WVAL2K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm\WVAL2K(1).StaCubic\WVALDE_WVAL2K-T1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3VALDE2-Q1,G3VALDE2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm\WVAL2K.StaCubic\G3VALDE2-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
WVALDE_WVAL1K-T1-Q2,WVALDE_WVAL1K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm\WVAL1K(1).StaCubic\WVALDE_WVAL1K-T1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3VALDE1-Q1,G3VALDE1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm\WVAL1K.StaCubic\G3VALDE1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
WVALDE_WLBARK-T1-Q2,WVALDE_WLBARK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\WLBARL(1).StaCubic\WVALDE_WLBARK-T1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3LBARIK-Q1,G3LBARIK-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\WLBARL.StaCubic\G3LBARIK-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 138 kV,,,1,cbk
G3JIGUE2-Q1,G3JIGUE2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm\WJIG2K(2).StaCubic\G3JIGUE2-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
WJIG2K-Q1,WJIG2K-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm\WJIG2K.StaCubic\WJIG2K-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3JIGUE1-Q1,G3JIGUE1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm\WJIG1K(1).StaCubic\G3JIGUE1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
ZJIG1K-D1-Q1,ZJIG1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm\WJIG1K(2).StaCubic\ZJIG1K-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
ZAGU2K-D1-Q1,ZAGU2K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm\WAGU1K(1).StaCubic\ZAGU2K-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
ZAGU1K-D1-Q1,ZAGU1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm\Cub_3.StaCubic\ZAGU1K-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
G4MRIO3-Q1,G4MRIO3-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm\WMRI3K.StaCubic\G4MRIO3-Q1.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
G4MRIO1-Q1,G4MRIO1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm\WMRI1K.StaCubic\G4MRIO1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
WITABE_WITA1K-T1-Q2,WITABE_WITA1K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm\WITA1K(2).StaCubic\WITABE_WITA1K-T1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
ZITA1K-D1-Q1,ZITA1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm\WITA1K(1).StaCubic\ZITA1K-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3ITABO1-Q1,G3ITABO1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm\WITA1K.StaCubic\G3ITABO1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
WITABE_WITA2K-T1-Q2,WITABE_WITA2K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm\WITA2K(2).StaCubic\WITABE_WITA2K-T1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
ZITA2K-D1-Q1,ZITA2K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm\WITA2K(1).StaCubic\ZITA2K-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
G3ITABO2-Q1,G3ITABO2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm\WITA2K.StaCubic\G3ITABO2-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\ZPAQ2K_ZPAQ1K-L1-Q1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm\G3PALENQ-Q1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm\ZPAQ1K_ZPAQ2K-L1-Q1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\Terminal Pizarrete T2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_11.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_12.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_13.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_15.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_17.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_16(1).StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
G3PFBAYA-Q1,G3PFBAYA-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm\Cub_2.StaCubic\G3PFBAYA-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
WBAYAE_WBAYAK-T1-Q2,WBAYAE_WBAYAK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm\Cub_1.StaCubic\WBAYAE_WBAYAK-T1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
ZBAYAK-D1-Q1,ZBAYAK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm\Cub_3.StaCubic\ZBAYAK-D1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
