loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus1)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,Inom,av_mode,plini,qlini,slini,coslini,scale0,mode_inp,phtech
SSAA Mata de Palma,ZMPALK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\SSAA Mata de Palma.ElmLod,Terminal Mata de Palma,WMPALK,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\Terminal Mata de Palma.ElmTerm,1,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda 2 Capotillo,ZCAPOF-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 2 Capotillo.ElmLod,4,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCAPOF.ElmSubstat\4.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.317243367433548,constq,36.08000183105469,11.649999618530273,37.91423416137695,0.9516215324401855,1.0,DEF,3PH-'D'
Demanda Grupo Ramos Mella,ZXGRMF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Grupo Ramos Mella.ElmLod,69 kV Grupo Ramos Mella,WGRMEF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Ramos Mella.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.007596378214657307,constq,0.4099999964237213,0.8100000023841858,0.9078546166419983,0.4516141414642334,1.0,DEF,3PH-'D'
Demanda 2 La Caleta,ZLCALF-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 2 La Caleta.ElmLod,WLCALF(6),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(6).ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.015494147315621376,constq,1.6699999570846558,0.800000011920929,1.851728916168213,0.9018598198890686,1.0,DEF,3PH-'D'
Demanda 2 Despacho,ZDESPF-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 2 Despacho.ElmLod,1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\1.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.25232550501823425,constq,28.459999084472656,9.970000267028809,30.15580177307129,0.9437652826309204,1.0,DEF,3PH-'D'
Demanda 3 Despacho,ZDESPF-D3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 3 Despacho.ElmLod,2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\2.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda Parque Industrial Duarte,ZPIDUF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Parque Industrial Duarte.ElmLod,69 kV Parque Industrial Duarte,WPIDUF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Industrial Duarte.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.09689732640981674,constq,11.0,3.619999885559082,11.580345153808594,0.9498853087425232,1.0,DEF,3PH-'D'
Demanda Parque Caribbean Glass,ZPCGLF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda Parque Caribbean Glass.ElmLod,69 kV Parque Caribbean Glass,WPCGLF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Caribbean Glass.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.018789414316415787,constq,2.200000047683716,0.44999998807907104,2.245551109313965,0.9797149896621704,1.0,DEF,3PH-'D'
SSAA Martí,ZMARTK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\SSAA Martí.ElmLod,Terminal Martí,WMARTK,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Terminal Martí.ElmTerm,1,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
SSAA Maranatha,ZMARAK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\SSAA Maranatha.ElmLod,Terminal Maranatha,WMARAK,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Terminal Maranatha.ElmTerm,1,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Cargas zona sur,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda DISDO,ZDISDF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda DISDO.ElmLod,69 kV DISDO,WDISDF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV DISDO.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.02236224338412285,constq,2.549999952316284,0.800000011920929,2.6725454330444336,0.9541465044021606,1.0,DEF,3PH-'D'
69 kV CCN Parq. Logís Pedro Brand D1,ZPLCCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CCN Parq. Logís Pedro Brand D1.ElmLod,69 kV Parque Logístico CCN,WPLCCF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Logístico CCN.ElmTerm,1,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
69 kV Templastisa D1,ZTHAIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Templastisa D1.ElmLod,69 kV Templastisa Hainamosa,WTHAIF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Templastisa Hainamosa.ElmTerm,1,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
Demanda 3 La Caleta,ZLCALF-D3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Demanda 3 La Caleta.ElmLod,1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\1.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
69 kV Las Parras D1,WLPARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Las Parras D1.ElmLod,69 kV Las Parras,WLPARF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Las Parras.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
69 kV ZF Hainamosa D1,ZHAINF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Hainamosa D1.ElmLod,69 kV ZF Hainamosa,WZHAIF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Hainamosa.ElmTerm,1,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
SSAA Quisqueya 1 San Pedro,ZQ1SPK -D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\SSAA Quisqueya 1 San Pedro.ElmLod,E3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E3.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,,0.0,0.0,0.05998903140425682,constq,1.3200000524520874,0.5600000023841858,1.4338759183883667,0.9205817580223083,1.0,DEF,3PH-'D'
SSAA Quisqueya 2 G3,ZQU23K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\SSAA Quisqueya 2 G3.ElmLod,E10,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E10.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,,0.0,0.0,0.040871962904930115,constq,0.8999999761581421,0.3799999952316284,0.9769339561462402,0.9212495684623718,1.0,DEF,3PH-'D'
SSAA Quisqueya 2 G2,ZQU22K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\SSAA Quisqueya 2 G2.ElmLod,E7,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E7.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,,0.0,0.0,0.06032944470643997,constq,1.3700000047683716,0.44999998807907104,1.4420125484466553,0.9500610828399658,1.0,DEF,3PH-'D'
SSAA Quisqueya 2 G1,ZQU21K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\SSAA Quisqueya 2 G1.ElmLod,E3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E3.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,,0.0,0.0,0.06032944470643997,constq,1.3700000047683716,0.44999998807907104,1.4420125484466553,0.9500610828399658,1.0,DEF,3PH-'D'
SSAA Quisqueya 1 G2,ZQU12K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\SSAA Quisqueya 1 G2.ElmLod,E7,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E7.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,,0.0,0.0,0.06224155053496361,constq,1.3700000047683716,0.5799999833106995,1.4877163171768188,0.9208744764328003,1.0,DEF,3PH-'D'
SSAA Quisqueya 1 G3,ZQU13K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\SSAA Quisqueya 1 G3.ElmLod,E11,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E11.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,,0.0,0.0,0.07009660452604294,constq,1.5399999618530273,0.6600000262260437,1.6754701137542725,0.9191449880599976,1.0,DEF,3PH-'D'
Demanda PVDC,ZPVDCD-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Demanda PVDC.ElmLod,L2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm,0,CIBAO SUR,NORTE,Expansión 345 kV,,,0.0,0.0,0.46439042687416077,constq,185.0,0.0,185.0,1.0,1.0,DEF,3PH-'D'
Demanda Punta Catalina,ZPCATL-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Demanda Punta Catalina.ElmLod,2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\ZPCATE1.ElmSubstat\2.ElmTerm,1,SUR CERCANO,SUR,Expansión 345 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
SSAA Punta Catalina 1,ZPCA1L-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\SSAA Punta Catalina 1.ElmLod,Terminal Punta Catalina 1,WPCA1K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 1.ElmTerm,0,SUR CERCANO,SUR,Expansión 345 kV,,,0.0,0.0,0.9698166847229004,constq,34.0,14.479999542236328,36.954978942871094,0.9200384020805359,1.0,DEF,3PH-'D'
SSAA Punta Catalina 2,ZPCA2L-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\SSAA Punta Catalina 2.ElmLod,Terminal Punta Catalina 2,WPCA2K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 2.ElmTerm,0,SUR CERCANO,SUR,Expansión 345 kV,,,0.0,0.0,1.026949405670166,constq,36.0,15.34000015258789,39.13202667236328,0.9199625849723816,1.0,DEF,3PH-'D'
SSAA Sultana del Este 2,ZSES2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\SSAA Sultana del Este 2.ElmLod,Terminal Sultana del Este 2,WSES2K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,PQ,3PH-'D'
SSAA Sultana del Este 3,ZSES3K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\SSAA Sultana del Este 3.ElmLod,Terminal Sultana del Este 3,WSES3K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,PQ,3PH-'D'
Demanda La Romana,ZLROME-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\Demanda La Romana.ElmLod,3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\3.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,0.0,0.0,0.06754403561353683,constq,15.430000305175781,4.75,16.14457893371582,0.9557387828826904,1.0,PQ,3PH-'D'
Demanda 2 La Romana,WLROME-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\Demanda 2 La Romana.ElmLod,7,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\7.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,0.0,0.0,0.08608855307102203,constq,19.549999237060547,6.420000076293945,20.577144622802734,0.9500831961631775,1.0,DEF,3PH-'D'
SSAA CESPM 3,ZCES3K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\SSAA CESPM 3.ElmLod,Terminal CESPM 3,WCES3K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 3.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.13909520208835602,constq,3.059999942779541,1.2999999523162842,3.324695348739624,0.9203850626945496,1.0,PQ,3PH-'D'
SSAA CESPM 2,ZCES2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\SSAA CESPM 2.ElmLod,Terminal CESPM 2,WCES2K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.13909520208835602,constq,3.059999942779541,1.2999999523162842,3.324695348739624,0.9203850626945496,1.0,PQ,3PH-'D'
SSAA CESPM 1,ZCES1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\SSAA CESPM 1.ElmLod,Terminal CESPM 1,WCES1K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.13909520208835602,constq,3.059999942779541,1.2999999523162842,3.324695348739624,0.9203850626945496,1.0,PQ,3PH-'D'
Demanda SPM 2,ZSPM2E-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Demanda SPM 2.ElmLod,R4,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\ZSPM2E.ElmSubstat\R4.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.05600110441446304,constq,12.329999923706055,5.210000038146973,13.385552406311035,0.9211423993110657,1.0,PQ,3PH-'D'
SSAA ENERGAS 4 TG,ZXEN4K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\SSAA ENERGAS 4 TG.ElmLod,Terminal ENERGAS 4 TG,WXEN4K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal ENERGAS 4 TG.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.054550349712371826,constq,1.2000000476837158,0.5099999904632568,1.303878903388977,0.9203308820724487,1.0,DEF,3PH-'D'
Demanda CEMEX,ZCEMEE-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\Demanda CEMEX.ElmLod,L2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,1.3353327512741089,constq,31.610000610351562,4.420000076293945,31.917526245117188,0.9903649687767029,1.0,PQ,3PH-'D'
SSAA BERSAL,ZCEMBK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\SSAA BERSAL.ElmLod,R2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\R2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.006925251800566912,constq,0.15000000596046448,0.07000000029802322,0.16552945971488953,0.906183123588562,1.0,DEF,3PH-'D'
Demanda El Seibo,ZESEIE-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Demanda El Seibo.ElmLod,2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZESEIE.ElmSubstat\2.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,0.0,0.0,0.07023880630731583,constq,15.949999809265137,5.239999771118164,16.7886905670166,0.9500442743301392,1.0,PQ,3PH-'D'
Demanda 1 Higüey 138 kV,ZHIGUE-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Demanda 1 Higüey 138 kV.ElmLod,3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZHIGUE.ElmSubstat\3.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,0.0,0.0,0.056056126952171326,constq,12.729999542236328,4.179999828338623,13.398704528808594,0.9500918388366699,1.0,PQ,3PH-'D'
Demanda Juan Dolio,ZJDOLE-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Demanda Juan Dolio.ElmLod,3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZJDOLE.ElmSubstat\3.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,,0.0,0.0,0.03493387624621391,constq,8.350000381469727,0.0,8.350000381469727,1.0,1.0,PQ,3PH-'D'
SSAA PF Cumayasa 1,ZXCU1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\SSAA PF Cumayasa 1.ElmLod,Terminal PF Cumayasa 1,WXCU1K,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm,1,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Cargas zona sur,0.0,0.0,0.0,constq,0.0,0.0,0.0,1.0,1.0,DEF,3PH-'D'
