loc_name,for_name,ruta
From,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\User Defined Models.IntPrjfolder\ENERGAS 4 TG\DIgSILENT Library\Dynamic Models\Synchronous Generator Power Plants\PSS/E compatible\Excitation Systems\exc_PSSE_AC7B.BlkDef\From.BlkFrom
From(1),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\User Defined Models.IntPrjfolder\ENERGAS 4 TG\DIgSILENT Library\Dynamic Models\Synchronous Generator Power Plants\PSS/E compatible\Excitation Systems\exc_PSSE_AC7B.BlkDef\From(1).BlkFrom
From,,\Lib.IntLibrary\Dynamics\SymPlant\IEEE\Exc\exc_IEEE_AC7B.BlkDef\From.BlkFrom
From(1),,\Lib.IntLibrary\Dynamics\SymPlant\IEEE\Exc\exc_IEEE_AC7B.BlkDef\From(1).BlkFrom
