loc_name,for_name,ruta,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,Inom
Measure 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm\WCES1K(2).StaCubic\ZCES1K_ZSPM2E-7SD511.ElmRelay\Measure 2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measure 2,1.0
Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm\WCES1K(2).StaCubic\ZCES1K_ZSPM2E-7SJ512.ElmRelay\Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measure,1.0
SEF-M,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm\WCES1K(2).StaCubic\ZCES1K_ZSPM2E-7SJ512.ElmRelay\SEF-M.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,SEF-M,1.0
Meas_1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Meas_1.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas_1,1.0
Meas_1_2nd-H,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Meas_1_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas_1_2nd-H,1.0
Meas_2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Meas_2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas_2,1.0
Meas_2_2nd-H,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Meas_2_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas_2_2nd-H,1.0
Diff RMS meas,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Diff RMS meas.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Diff RMS meas,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Measurement,1.0
Meas. Sequence,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas. Sequence.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas. Sequence,1.0
Meas_Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas_Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas_Delta,1.0
Meas_I0mut,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas_I0mut.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,Meas_I0mut,1.0
MeasPhase,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SJ63.ElmRelay\MeasPhase.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,MeasPhase,1.0
MeasSeq,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SJ63.ElmRelay\MeasSeq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEE,MeasSeq,0.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\BERSAL OV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEK,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\BERSAL OV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEK,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\BERSAL Fr Relay.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCEMEK,Measurement,0.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_8.StaCubic\Cumayasa OV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_8.StaCubic\Cumayasa OV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_8.StaCubic\Cumayasa UV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_8.StaCubic\Cumayasa UV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_8.StaCubic\Cumayasa Fr Relay.ElmRelay\Measurement.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement,0.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1.StaCubic\Cumayasa OV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1.StaCubic\Cumayasa OV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1.StaCubic\Cumayasa UV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1.StaCubic\Cumayasa UV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1.StaCubic\Cumayasa Fr Relay.ElmRelay\Measurement.RelMeasure,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,Measurement,0.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SA511.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measurement,5.0
Delta Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SA511.ElmRelay\Delta Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Delta Measure,5.0
MeasI0mut,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SA511.ElmRelay\MeasI0mut.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,MeasI0mut,5.0
Measure Ph,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay\Measure Ph.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measure Ph,1.0
Measure Seq,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay\Measure Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measure Seq,1.0
Meas_1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Meas_1.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas_1,5.0
Meas_1_2nd-H,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Meas_1_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas_1_2nd-H,5.0
Meas_2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Meas_2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas_2,5.0
Meas_2_2nd-H,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Meas_2_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas_2_2nd-H,5.0
Diff RMS meas,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Diff RMS meas.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Diff RMS meas,5.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measurement,5.0
Meas. Sequence,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas. Sequence.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas. Sequence,5.0
Meas_Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas_Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas_Delta,5.0
Meas_I0mut,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas_I0mut.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Meas_I0mut,5.0
Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measure,1.0
Measure Seq,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\Measure Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measure Seq,1.0
Delta Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\Delta Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Delta Measure,1.0
2nd harm Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\2nd harm Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,2nd harm Measure,1.0
L6CPDIF H1 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\L6CPDIF H1 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,L6CPDIF H1 Diff Measure,1.0
LT6CPDIF H1 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\LT6CPDIF H1 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,LT6CPDIF H1 Diff Measure,1.0
L6CPDIF H2 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\L6CPDIF H2 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,L6CPDIF H2 Diff Measure,1.0
LT6CPDIF H2 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\LT6CPDIF H2 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,LT6CPDIF H2 Diff Measure,1.0
L6CPDIF H5 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\L6CPDIF H5 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,L6CPDIF H5 Diff Measure,1.0
LT6CPDIF H5 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\LT6CPDIF H5 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,LT6CPDIF H5 Diff Measure,1.0
NegSeqDiffEn L H1 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\NegSeqDiffEn L H1 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,NegSeqDiffEn L H1 Diff Measure,1.0
NegSeqDiffEn LT H1 Diff Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay\PDIF 87.ElmRelay\NegSeqDiffEn LT H1 Diff Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,NegSeqDiffEn LT H1 Diff Measure,1.0
Measure Ph,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-P141.ElmRelay\Measure Ph.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measure Ph,1.0
Measure Seq,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-P141.ElmRelay\Measure Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZLORIE,Measure Seq,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_2.StaCubic\Los Origenes 1 Fr Relay.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measurement,0.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_2.StaCubic\Los Origenes 1 OV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_2.StaCubic\Los Origenes 1 OV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_3.StaCubic\Los Origenes 2 OV Relay.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_3.StaCubic\Los Origenes 2 OV Relay.ElmRelay\Measurement Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measurement Delta,1.0
Measurement,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_3.StaCubic\Los Origenes 2 Fr Relay.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measurement,0.0
Measure,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Tap 1 Los Orígenes.ElmTerm\Cub_3.StaCubic\ZLORIE_ZSPMAE-L1-RED670.ElmRelay\Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,,Measure,1.0
