loc_name,for_name,ruta,systp,nlnph,aP,bP,cP,aQ,bQ,cQ,kpu,kqu,phtech
Carga zona norte,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\User Defined Models.IntPrjfolder\Pimentel 4\Equipment Type Library\Loads\Carga zona norte.TypLod,0,3,0.3499999940395355,0.0,0.6500000059604645,0.0,0.0,1.0,1.2000000476837158,2.200000047683716,0
