loc_name,for_name,ruta,sgn,cosn,ugn,q_max,q_min,Q_max,Q_min,xd,xq,xl,rstr,xds,xdss,xqss,xqs,xdsat,tds0,tdss0,tqss0,h,iturbo
López Angostura,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\López Angostura.TypSym,23.0,0.800000011920929,13.800000190734863,0.5799999833106995,-0.5799999833106995,13.339999198913574,-13.339999198913574,1.0460000038146973,1.0,0.0,0.003000000026077032,0.23000000417232513,0.15000000596046448,0.20000000298023224,0.30000001192092896,1.2000000476837158,5.457391262054443,0.02759999781847,0.25,3.5,0
Baiguaque,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Baiguaque.TypSym,0.8199999928474426,0.800000011920929,0.4399999976158142,0.5400000214576721,-0.14000000059604645,0.44279998540878296,-0.11479999870061874,1.5,1.0,0.0,0.019999999552965164,0.30000001192092896,0.16899999976158142,0.20000000298023224,0.30000001192092896,1.2000000476837158,5.0,0.08875740319490433,0.2512562870979309,2.0,0
Tavera 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Tavera 2.TypSym,60.0,0.800000011920929,13.800000190734863,0.5400000214576721,-0.14000000059604645,32.400001525878906,-8.399999618530273,1.3300000429153442,0.8500000238418579,0.0,0.004000000189989805,0.3700000047683716,0.2800000011920929,0.30000001192092896,0.30000001192092896,0.8399999737739563,5.509999752044678,0.04894006997346878,0.03866666927933693,3.0,0
Pimentel 4,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Pimentel 4.TypSym,22.665000915527344,0.800000011920929,13.800000190734863,0.595632016658783,-0.4390028417110443,13.5,-9.949999809265137,1.7230000495910645,0.9520000219345093,0.172,0.0038203399162739515,0.36800000071525574,0.20399999618530273,0.23000000417232513,0.30000001192092896,1.2000000476837158,4.447000026702881,0.0652099996805191,0.0652100071310997,1.368265986442566,0
Las Damas,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Las Damas.TypSym,8.333000183105469,0.8999999761581421,12.5,0.392300009727478,-1.0,3.269036054611206,-8.333000183105469,0.9340000152587891,0.9240000247955322,0.0,0.004000000189989805,0.23999999463558197,0.1899999976158142,0.20000000298023224,0.30000001192092896,1.100000023841858,3.891666889190674,0.056842103600502014,0.415800005197525,3.5,0
Barahona Carbón,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Barahona Carbón.TypSym,65.0,0.8500000238418579,13.800000190734863,0.5267741680145264,-0.4099999964237213,34.24032211303711,-26.649999618530273,2.0199999809265137,1.9199999570846558,0.151,0.00139999995008111,0.2680000066757202,0.18799999356269836,0.20600000023841858,0.45899999141693115,1.899999976158142,5.31380558013916,0.0413404256105423,0.016711164265871048,2.5,1
Jigüey 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Jigüey 2.TypSym,61.25,0.800000011920929,13.800000190734863,0.6000000238418579,-0.6000000238418579,36.75,-36.75,0.949999988079071,0.5669999718666077,0.0,0.0020000000949949026,0.2879999876022339,0.20000000298023224,0.20000000298023224,0.41100001335144043,1.0479999780654907,6.06944465637207,0.035999998450279236,0.14174999296665192,3.4800000190734863,0
Jigüey 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Jigüey 1.TypSym,61.25,0.800000011920929,13.800000190734863,0.6000000238418579,-0.6000000238418579,36.75,-36.75,0.949999988079071,0.5669999718666077,0.0,0.0020000000949949026,0.2879999876022339,0.20000000298023224,0.20000000298023224,0.30000001192092896,1.0479999780654907,6.06944465637207,0.035999998450279236,0.14174999296665192,3.4800000190734863,0
Aguacate,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Aguacate.TypSym,35.29399871826172,0.800000011920929,13.800000190734863,0.4972516596317291,-0.6445854902267456,17.549999237060547,-22.75,1.1330000162124634,0.6930000185966492,0.142,0.003000000026077032,0.32899999618530273,0.23399999737739563,0.21799999475479126,0.6930000185966492,1.0099999904632568,4.9290666580200195,6.93149471282959,0.3458642363548279,2.799999952316284,0
Monte Río,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Monte Río.TypSym,9.758000373840332,0.800000011920929,13.800000190734863,0.6000000238418579,-0.3499999940395355,5.854800224304199,-3.415300130844116,1.7999999523162842,1.0,0.1,0.006000000052154064,0.33000001311302185,0.21899999678134918,0.2409999966621399,0.30000001192092896,1.715000033378601,3.0545449256896973,0.040684934705495834,0.047302909195423126,1.0230242013931274,0
Itabo 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Itabo 1.TypSym,150.60000610351562,0.8500000238418579,13.800000190734863,0.5199999809265137,-0.47999998927116394,78.31199645996094,-72.28800201416016,1.850000023841858,1.74399995803833,0.166,0.004000000189989805,0.2709999978542328,0.1889999955892563,0.25,0.5350000262260437,1.2000000476837158,4.039999961853027,0.032999999821186066,0.07800000160932541,3.191990375518799,1
Palomino,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Palomino.TypSym,48.0,0.8500000238418579,13.800000190734863,0.47999998927116394,-0.47999998927116394,23.03999900817871,-23.03999900817871,1.0299999713897705,0.6600000262260437,0.12,0.004999999888241291,0.27000001072883606,0.23000000417232513,0.20999999344348907,0.30000001192092896,0.8999999761581421,6.256295680999756,0.07043478637933731,0.16624999046325684,2.630000114440918,0
POWERSHIP AZUA KPS26,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\POWERSHIP AZUA KPS26.TypSym,21.724000930786133,0.8500000238418579,11.0,0.5577853322029114,-0.45596057176589966,12.117328643798828,-9.905287742614746,1.2710000276565552,0.875,0.109,0.003000000026077032,0.296999990940094,0.2460000067949295,0.39800000190734863,1.0110000371932983,1.2209999561309814,3.594747543334961,0.06036585196852684,0.1978643387556076,1.1582928895950317,0
POWERSHIP AZUA KPS60,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\POWERSHIP AZUA KPS60.TypSym,21.722999572753906,0.8500000238418579,15.0,0.6122260689735413,-0.506352424621582,13.299386978149414,-10.999493598937988,1.5759999752044678,0.871999979019165,0.0,0.0038999998942017555,0.33899998664855957,0.1889999955892563,0.21299999952316284,1.0110000371932983,1.2000000476837158,4.848873138427734,0.06821253895759583,0.2697877585887909,1.2243785858154297,0
POWERSHIP TV,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\POWERSHIP TV.TypSym,7.059000015258789,0.8500000238418579,15.0,0.7299900650978088,-0.6332341432571411,5.1529998779296875,-4.46999979019165,1.559999942779541,1.4900000095367432,0.0,0.004999999888241291,0.25,0.17299999296665192,0.2800000011920929,1.4900000095367432,1.3700000047683716,2.6207997798919678,0.0505780354142189,0.03991071507334709,1.090000033378601,0
Palenque,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Palenque.TypSym,8.057999610900879,0.800000011920929,4.159999847412109,0.47999998927116394,-0.44665008783340454,3.867839813232422,-3.5991063117980957,2.1700000762939453,1.1799999475479126,0.1,0.004000000189989805,0.3499999940395355,0.20999999344348907,0.20999999344348907,0.30000001192092896,1.2000000476837158,4.898000240325928,0.01666666753590107,0.02857143059372902,0.9534788131713867,0
POWERSHIP AZUA KPS56,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\POWERSHIP AZUA KPS56.TypSym,8.579999923706055,0.949999988079071,11.0,1.0,-1.0,8.579999923706055,-8.579999923706055,2.0,2.0,0.172,0.0,0.30000001192092896,0.20000000298023224,0.20000000298023224,0.30000001192092896,1.2000000476837158,6.666666507720947,0.07500000298023224,0.07500000298023224,1.2243789434432983,1
Los Mina 6,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Los Mina 6.TypSym,153.75,0.800000011920929,13.800000190734863,0.5400000214576721,-0.14000000059604645,83.0250015258789,-21.524999618530273,2.0,1.9900000095367432,0.18,0.0013000000035390258,0.3700000047683716,0.20999999344348907,0.20000000298023224,0.3700000047683716,1.2000000476837158,7.763000011444092,0.04973684251308441,0.05550000071525574,4.941192626953125,1
AES Andrés TV,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\AES Andrés TV.TypSym,134.8000030517578,0.8999999761581421,13.800000190734863,0.4399999976158142,-0.4000000059604645,59.3120002746582,-53.91999816894531,1.899999976158142,1.809999942779541,0.119,0.0010000000474974513,0.20399999618530273,0.15299999713897705,0.1679999977350235,0.4009999930858612,0.15399999916553497,8.663999557495117,0.04200000315904617,0.05000000074505806,3.808729887008667,1
AES Andrés TG,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\AES Andrés TG.TypSym,218.6699981689453,0.8999999761581421,18.0,0.42987149953842163,-0.3201170861721039,94.0,-70.0,1.899999976158142,1.809999942779541,0.0,0.03375000134110451,0.20399999618530273,0.15299999713897705,0.1679999977350235,0.4000000059604645,1.2000000476837158,8.619999885559082,0.030666669830679893,0.04999999329447746,5.998943328857422,1
METALDOM,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\METALDOM.TypSym,15.0,0.800000011920929,13.199999809265137,0.5400000214576721,-0.1599999964237213,8.100000381469727,-2.3999998569488525,1.9500000476837158,1.0,0.0,0.009999999776482582,0.46000000834465027,0.2410999983549118,0.20000000298023224,0.30000001192092896,1.2000000476837158,3.0860869884490967,0.09787639230489731,0.25,2.7495110034942627,0
Los Mina 5,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Los Mina 5.TypSym,153.75,0.800000011920929,13.800000190734863,0.5400000214576721,-0.4682926833629608,83.0250015258789,-72.0,2.0,1.9900000095367432,0.18,0.0013000000035390258,0.30000001192092896,0.20999999344348907,0.20000000298023224,0.3700000047683716,1.2000000476837158,7.763000011444092,0.07105263322591782,0.0924999937415123,4.941192626953125,1
Estrella del Mar 2 Motor,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Estrella del Mar 2 Motor.TypSym,21.344999313354492,0.8500000238418579,13.800000190734863,0.5856172442436218,-0.46849381923675537,12.5,-10.0,1.8309999704360962,1.0119999647140503,0.0,0.004000000189989805,0.3930000066757202,0.21899999678134918,0.24699999392032623,1.0119999647140503,1.6619999408721924,8.609892845153809,0.04265575483441353,0.1671643853187561,1.6080000400543213,0
Los Mina 7 TV,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Los Mina 7 TV.TypSym,145.0,0.8500000238418579,13.800000190734863,0.5862069129943848,-0.48275861144065857,85.0,-70.0,2.2290000915527344,2.0799999237060547,0.134,0.0010000000474974513,0.21899999678134918,0.15700000524520874,0.1599999964237213,0.2980000078678131,1.9800000190734863,6.921096324920654,0.03766242042183876,0.01862500049173832,3.7661185264587402,1
SIBA 16.7 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\SIBA 16.7 MVA.TypSym,16.700000762939453,0.9100000262260437,13.800000190734863,0.6000000238418579,-0.5799999833106995,10.020000457763672,-9.685999870300293,1.850000023841858,0.949999988079071,0.09,0.0034693877678364515,0.25099998712539673,0.18000000715255737,0.2240000069141388,0.949999988079071,1.7100000381469727,7.127291202545166,0.07808888703584671,0.19933034479618073,4.400000095367432,0
SIBA 31.25 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\SIBA 31.25 MVA.TypSym,31.25,0.800000011920929,13.800000190734863,0.6000000238418579,-0.44999998807907104,18.75,-14.0625,1.440999984741211,0.7070000171661377,0.1,0.0020000000949949026,0.22699999809265137,0.14000000059604645,0.20999999344348907,0.30000001192092896,1.2000000476837158,4.61500883102417,0.030807144939899445,0.031646668910980225,2.700000047683716,0
Pinalito,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Pinalito.TypSym,30.1200008392334,0.8500000238418579,13.800000190734863,0.5199999809265137,-0.5199999809265137,15.662400245666504,-15.662400245666504,1.5,1.0,0.0,0.003000000026077032,0.30000001192092896,0.1899999976158142,0.20000000298023224,0.30000001192092896,1.2000000476837158,5.0,0.05999999865889549,0.25,1.2000000476837158,0
Río Blanco,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Río Blanco.TypSym,15.0,0.8500000238418579,13.800000190734863,0.5400000214576721,-0.14000000059604645,8.100000381469727,-2.0999999046325684,1.2000000476837158,0.7400000095367432,0.0,0.004000000189989805,0.27000001072883606,0.1850000023841858,0.19499999284744263,0.30000001192092896,1.2000000476837158,5.333333969116211,0.07297297567129135,0.030358977615833282,2.220661163330078,0
La Vega Grupo 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\La Vega Grupo 1.TypSym,23.03499984741211,0.800000011920929,13.800000190734863,0.23000000417232513,-0.23000000417232513,5.2980499267578125,-5.2980499267578125,1.6299999952316284,0.8799999952316284,0.15,0.003000000026077032,0.3799999952316284,0.25999999046325684,0.30000001192092896,1.0110000371932983,1.2000000476837158,5.619210243225098,0.03800000995397568,0.14899998903274536,1.4341734647750854,0
La Vega Grupo 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\La Vega Grupo 2.TypSym,23.03499984741211,0.800000011920929,13.800000190734863,0.23000000417232513,-0.23000000417232513,5.2980499267578125,-5.2980499267578125,1.6299999952316284,0.8799999952316284,0.15,0.003000000026077032,0.3799999952316284,0.25999999046325684,0.30000001192092896,1.0110000371932983,1.2000000476837158,5.299999237060547,0.03800000250339508,0.15000000596046448,1.4341734647750854,0
