loc_name,for_name,ruta,sgn,cosn,ugn,q_max,q_min,Q_max,Q_min,xd,xq,xl,rstr,xds,xdss,xqss,xqs,xdsat,tds0,tdss0,tqss0,h,iturbo
Palamara Motor,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Palamara Motor.TypSym,13.458000183105469,0.800000011920929,13.800000190734863,0.5944420099258423,-0.48298409581184387,8.0,-6.5,1.690000057220459,0.8799999952316284,0.133,0.004000000189989805,0.31700000166893005,0.21199999749660492,0.2619999945163727,0.527999997138977,1.2000000476837158,5.400000095367432,0.03599999472498894,0.14900000393390656,1.1792482137680054,0
INCA G6 Y G7,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\INCA G6 Y G7.TypSym,5.414000034332275,0.800000011920929,12.470000267028809,0.6000000238418579,-0.44999998807907104,3.2484002113342285,-2.436300039291382,1.8200000524520874,1.090000033378601,0.1,0.006000000052154064,0.33500000834465027,0.2150000035762787,0.2680000066757202,0.30000001192092896,1.7280000448226929,2.3904478549957275,0.03427907079458237,0.07266666740179062,1.3177945613861084,0
INCA_G5,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\INCA_G5.TypSym,7.605000019073486,0.800000011920929,12.470000267028809,0.6000000238418579,-0.44999998807907104,4.563000202178955,-3.4222500324249268,1.4500000476837158,0.8500000238418579,0.0,0.001500000013038516,0.27799999713897705,0.1754000037908554,0.20000000298023224,0.2199999988079071,1.2000000476837158,2.180215835571289,0.03645382076501846,0.21250000596046448,0.4786418378353119,0
Estrella del Mar 3 TG,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Estrella del Mar 3 TG.TypSym,63.70000076293945,0.800000011920929,13.800000190734863,0.6000000238418579,-0.41999998688697815,38.220001220703125,-26.753999710083008,1.8899999856948853,1.2350000143051147,0.177,0.0020000000949949026,0.44200000166893005,0.25200000405311584,0.2460000067949295,0.30000001192092896,1.6779999732971191,2.779411792755127,0.022801587358117104,0.05020324885845184,5.010000228881836,0
Estrella del Mar 3 TV,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Estrella del Mar 3 TV.TypSym,60.40999984741211,0.800000011920929,13.800000190734863,0.6000000238418579,-0.41999998688697815,36.246002197265625,-25.37220001220703,2.009999990463257,1.909999966621399,0.143,0.0010000000474974513,0.25,0.1770000010728836,0.1940000057220459,0.4300000071525574,1.8799999952316284,5.716440200805664,0.04096044972538948,0.17067012190818787,4.331080913543701,1
Quisqueya 1 Motor,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Quisqueya 1 Motor.TypSym,21.344999313354492,0.800000011920929,13.800000190734863,0.6090419292449951,-0.3000234365463257,13.0,-6.4039998054504395,1.8309999704360962,1.0119999647140503,0.189,0.004000000189989805,0.3930000066757202,0.21899999678134918,0.24699999392032623,1.0110000371932983,1.2000000476837158,7.830999851226807,0.04185999929904938,0.15220001339912415,1.4450000524520874,0
Quisqueya 2 Motor,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Quisqueya 2 Motor.TypSym,21.344999313354492,0.800000011920929,13.800000190734863,0.6090419292449951,-0.3000234365463257,13.0,-6.4039998054504395,1.8309999704360962,1.0119999647140503,0.189,0.004000000189989805,0.3930000066757202,0.21899999678134918,0.24699999392032623,1.0110000371932983,1.2000000476837158,7.830999851226807,0.04185999929904938,0.15220001339912415,1.4450000524520874,0
Quisqueya 1 TV,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Quisqueya 1 TV.TypSym,25.413000106811523,0.800000011920929,13.800000190734863,0.6000000238418579,-0.39349937438964844,15.247800827026367,-10.0,1.7799999713897705,0.800000011920929,0.0,0.004000000189989805,0.27000001072883606,0.17299999296665192,0.20000000298023224,0.30000001192092896,1.2000000476837158,7.190000057220459,0.031213873997330666,0.029999999329447746,0.9200000166893005,0
Punta Catalina,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Punta Catalina.TypSym,460.0,0.8500000238418579,22.0,0.539130449295044,-0.41304346919059753,248.0,-190.0,1.850000023841858,1.7899999618530273,0.14,0.0011111111380159855,0.23000000417232513,0.1850000023841858,0.1850000023841858,0.4099999964237213,1.850000023841858,6.299999713897705,0.0035999997053295374,0.07499999552965164,3.993018865585327,1
Sultana del Este Motor,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Sultana del Este Motor.TypSym,21.344999313354492,0.800000011920929,13.800000190734863,0.6090419292449951,-0.3000234365463257,13.0,-6.4039998054504395,1.8309999704360962,1.0119999647140503,0.189,0.004000000189989805,0.3930000066757202,0.21899999678134918,0.24699999392032623,1.0110000371932983,1.2000000476837158,7.830999851226807,0.04185999929904938,0.15220001339912415,1.1777790784835815,0
CESPM 3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\CESPM 3.TypSym,118.0,0.8500000238418579,13.800000190734863,0.5254237055778503,-0.39830508828163147,62.0,-47.0,1.899999976158142,1.809999942779541,0.127,0.0010000000474974513,0.21199999749660492,0.14900000393390656,0.16300000250339508,0.41100001335144043,1.659999966621399,8.232999801635742,0.0430000014603138,0.05000000074505806,3.25,1
CESPM 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\CESPM 2.TypSym,118.0,0.8500000238418579,13.800000190734863,0.5254237055778503,-0.39830508828163147,62.0,-47.0,1.899999976158142,1.809999942779541,0.127,0.0010000000474974513,0.21199999749660492,0.14900000393390656,0.16300000250339508,0.41100001335144043,1.659999966621399,8.232999801635742,0.0430000014603138,0.05000000074505806,3.25,1
CESPM 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\CESPM 1.TypSym,118.0,0.8500000238418579,13.800000190734863,0.5254237055778503,-0.39830508828163147,62.0,-47.0,1.899999976158142,1.809999942779541,0.127,0.0010000000474974513,0.21199999749660492,0.14900000393390656,0.16300000250339508,0.41100001335144043,1.659999966621399,8.232999801635742,0.0430000014603138,0.05000000074505806,3.25,1
CESPM 4 TG,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\CESPM 4 TG.TypSym,103.5999984741211,0.8500000238418579,13.800000190734863,0.5598455667495728,-0.3281853199005127,58.0,-34.0,1.649999976158142,1.5199999809265137,0.12,0.0010376633144915104,0.1899999976158142,0.1550000011920929,0.1550000011920929,0.41999998688697815,1.649999976158142,8.239999771118164,0.03500000014901161,0.07900000363588333,5.230000019073486,1
Bersal,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Bersal.TypSym,7.875,0.800000011920929,13.800000190734863,0.12453300505876541,-0.12453300505876541,0.9806973934173584,-0.9806973934173584,1.6200000047683716,0.9700000286102295,0.0,0.001500000013038516,0.28200000524520874,0.17800000309944153,0.22300000488758087,0.30000001192092896,1.2000000476837158,2.6425533294677734,0.03485393151640892,0.24250000715255737,0.9709434509277344,0
Los Orígenes Grupo 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Los Orígenes Grupo 1.TypSym,10.548999786376953,0.800000011920929,12.470000267028809,0.6004743576049805,-0.6004743576049805,6.334403991699219,-6.334403991699219,1.7699999809265137,0.8799999952316284,0.157,0.004999999888241291,0.36000001430511475,0.28700000047683716,0.2879999876022339,0.8790000081062317,1.590000033378601,3.048333168029785,0.025087108835577965,0.12222222238779068,1.0885847806930542,0
Los Orígenes Grupo 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Los Orígenes Grupo 2.TypSym,21.344999313354492,0.800000011920929,12.470000267028809,0.5856172442436218,-0.46849381923675537,12.5,-10.0,1.9079999923706055,1.0549999475479126,0.0,0.004000000189989805,0.4090000092983246,0.2280000001192093,0.25699999928474426,0.30000001192092896,1.7430000305175781,8.61632251739502,0.042586229741573334,0.16707587242126465,1.2766350507736206,0
San Pedro Bio-Energy,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\San Pedro Bio-Energy.TypSym,34.70000076293945,0.8999999761581421,13.800000190734863,0.5299999713897705,-0.28999999165534973,18.39099884033203,-10.062999725341797,2.430000066757202,1.3700000047683716,0.183,0.0020000000949949026,0.36800000071525574,0.29100000858306885,0.39800000190734863,0.36800000071525574,0.1860000044107437,8.23426628112793,0.030350515618920326,0.03442211076617241,1.0444146394729614,0
Contra Embalse Monción 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Contra Embalse Monción 1.TypSym,1.7999999523162842,0.800000011920929,4.159999847412109,0.5400000214576721,-0.14000000059604645,0.972000002861023,-0.25200000405311584,1.5,1.0,0.0,0.004399999976158142,0.30000001192092896,0.1899999976158142,0.20000000298023224,0.30000001192092896,1.2000000476837158,5.0,0.05999999865889549,0.2512562870979309,3.5,0
Monción,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Monción.TypSym,30.0,0.800000011920929,13.800000190734863,0.6333333253860474,-0.4333333373069763,19.0,-13.0,1.5,1.0,0.0,0.004399999976158142,0.30000001192092896,0.1899999976158142,0.20000000298023224,0.30000001192092896,1.2000000476837158,5.0,0.06000000610947609,0.25,4.480000019073486,0
Pimentel 3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Pimentel 3.TypSym,21.344999313354492,0.800000011920929,13.800000190734863,0.5856172442436218,-0.46849381923675537,12.5,-10.0,1.8300000429153442,1.0119999647140503,0.189,0.004000000189989805,0.3930000066757202,0.21899999678134918,0.24699999392032623,0.30000001192092896,1.2000000476837158,7.830999374389648,0.04185999929904938,0.15220001339912415,1.2766350507736206,0
Pimentel 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Pimentel 2.TypSym,8.711999893188477,0.800000011920929,13.800000190734863,0.8436638712882996,-0.35583099722862244,7.349999904632568,-3.0999999046325684,2.056999921798706,1.0529999732971191,0.0,0.004999999888241291,0.37299999594688416,0.2240000069141388,0.24899999797344208,0.30000001192092896,1.2000000476837158,5.61199951171875,0.025700001046061516,0.1046999990940094,0.9774986505508423,0
Pimentel 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Synchronous Machines\Pimentel 1.TypSym,9.821000099182129,0.800000011920929,13.800000190734863,0.5803890228271484,-0.32583239674568176,5.699999809265137,-3.200000047683716,2.0,1.0190000534057617,0.178,0.004999999888241291,0.3540000021457672,0.20900000631809235,0.22100000083446503,0.30000001192092896,1.2000000476837158,5.798999786376953,0.02679000049829483,0.109499990940094,1.0260127782821655,0
