branch_id,branch_base_id,branch_parallel_index,from_bus,to_bus,circuit_id,branch_type,r_pu,x_pu,fmax_mw,in_service_base,closure_flag,series_parameter_status,thermal_limit_status,closure_flag_is_binary,operational_status,closure_semantics_hint,pypsa_v1_component,pypsa_v1_include,tap_ratio_hint,pypsa_v1_mapping_reason,from_bus_in_buses,to_bus_in_buses,source_sheet,source_row_number
WPIMEF__WAPERF__L1,WPIMEF__WAPERF__L1,1,WPIMEF,WAPERF,L1,line,0.04507,0.16709,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,313
WPIMEF__WCOTUF__L1,WPIMEF__WCOTUF__L1,1,WPIMEF,WCOTUF,L1,line,0.05739,0.15538000000000002,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,314
WPINAF__WTPI1K__T1,WPINAF__WTPI1K__T1,1,WPINAF,WTPI1K,T1,transformer,0.01758438,0.3315393,30.12,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,421
WPINAF__WTPI2K__T1,WPINAF__WTPI2K__T1,1,WPINAF,WTPI2K,T1,transformer,0.01758438,0.3315393,30.12,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,422
WPIZAE__WBAYAE__L1,WPIZAE__WBAYAE__L1,1,WPIZAE,WBAYAE,L1,line,0.017997,0.066586,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,643
WPIZAE__WCALAE__L1,WPIZAE__WCALAE__L1,1,WPIZAE,WCALAE,L1,line,0.006670000000000001,0.03774,316.56924000000004,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,656
WPIZAE__WCALBE__L1,WPIZAE__WCALBE__L1,1,WPIZAE,WCALBE,L1,line,0.006670000000000001,0.03774,316.56924000000004,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,657
WPIZAE__WJIGUE__L1,WPIZAE__WJIGUE__L1,1,WPIZAE,WJIGUE,L1,line,0.02362345,0.09653298,158.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,668
WPIZAE__WJSAUE__L1,WPIZAE__WJSAUE__L1,1,WPIZAE,WJSAUE,L1,line,0.01120951,0.06362361,316.9445131754137,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,650
WPIZAE__WMTFNE__L1,WPIZAE__WMTFNE__L1,1,WPIZAE,WMTFNE,L1,line,0.02770064,0.10490354,135.60431999999997,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,653
WPIZAE__WVALBE__L1,WPIZAE__WVALBE__L1,1,WPIZAE,WVALBE,L1,line,0.005054,0.029924,315.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,527
WPIZAF__WPIZAE__T1,WPIZAF__WPIZAE__T1,1,WPIZAF,WPIZAE,T1,transformer,0.00333333,0.08243263,150.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,transformer,False,,out_of_service_base_case,True,True,e_datred,627
WPIZAF__WPIZAE__T2,WPIZAF__WPIZAE__T2,1,WPIZAF,WPIZAE,T2,transformer,0.00102041,0.06642073,140.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,transformer,False,,out_of_service_base_case,True,True,e_datred,630
WPIZBF__WPIZAE__T2,WPIZBF__WPIZAE__T2,1,WPIZBF,WPIZAE,T2,transformer,0.004,0.099119,125.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,628
WPIZBF__WPIZAF__L1,WPIZBF__WPIZAF__L1,1,WPIZBF,WPIZAF,L1,line,0.0,0.0001,150.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,629
WPIZBF__WXPGMF__L1,WPIZBF__WXPGMF__L1,1,WPIZBF,WXPGMF,L1,line,2.753e-05,9.259e-05,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,560
WPLINF__WAIAZF__L1,WPLINF__WAIAZF__L1,1,WPLINF,WAIAZF,L1,line,0.00082,0.00299,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,572
WPLM1E__WKQAZE__L1,WPLM1E__WKQAZE__L1,1,WPLM1E,WKQAZE,L1,line,0.03658726,0.15280771,158.28462000000002,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,672
WPLM1E__WSJU2E__L2,WPLM1E__WSJU2E__L2,1,WPLM1E,WSJU2E,L2,line,0.01971025,0.08231578,158.28462000000002,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,673
WPLM1K__WPLM1E__T1,WPLM1K__WPLM1E__T1,1,WPLM1K,WPLM1E,T1,transformer,0.01041,0.27007,48.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,671
WPLM2K__WPLM1E__T1,WPLM2K__WPLM1E__T1,1,WPLM2K,WPLM1E,T1,transformer,0.01041667,0.27007,48.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,670
WPP22E__WLGUZE__L1,WPP22E__WLGUZE__L1,1,WPP22E,WLGUZE,L1,line,0.00526016,0.02984894,316.56924,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,502
WPP22E__WNARAE__L1,WPP22E__WNARAE__L1,1,WPP22E,WNARAE,L1,line,0.02002778,0.11364823,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,506
WPP22E__WPPL2F__T1,WPP22E__WPPL2F__T1,1,WPP22E,WPPL2F,T1,transformer,0.00098,0.08578,140.0,1,1.03,series_parameter_present,positive_thermal_limit,False,closure_fractional_or_unknown,tap_ratio_like,transformer,True,1.03,transformer_with_tap_ratio,True,True,e_datred,501
WPP22E__WZFSAE__L1,WPP22E__WZFSAE__L1,1,WPP22E,WZFSAE,L1,line,0.00121827,0.00498567,80.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,499
WPP22E__WZFSAE__L2,WPP22E__WZFSAE__L2,1,WPP22E,WZFSAE,L2,line,0.00121827,0.00498567,80.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,500
WPPL2F__WIMB2F__L1,WPPL2F__WIMB2F__L1,1,WPPL2F,WIMB2F,L1,line,0.05767,0.194202,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,507
WPPLAF__WPPLBF__L1,WPPLAF__WPPLBF__L1,1,WPPLAF,WPPLBF,L1,line,0.0,0.001,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,408
WPPLAF__WTCE1K__T1,WPPLAF__WTCE1K__T1,1,WPPLAF,WTCE1K,T1,transformer,0.0145,0.4870569,22.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,407
WPPLAF__WXPPEF__L1,WPPLAF__WXPPEF__L1,1,WPPLAF,WXPPEF,L1,line,0.01815,0.06729,53.0,1,1.05,series_parameter_present,positive_thermal_limit,False,closure_fractional_or_unknown,tap_link_like,auxiliary_tap_link,False,1.05,excluded_auxiliary_tap_link,True,True,e_datred,412
WPPLAF__WXZPPF__L1,WPPLAF__WXZPPF__L1,1,WPPLAF,WXZPPF,L1,line,0.004164,0.01544,79.0,1,1.05,series_parameter_present,positive_thermal_limit,False,closure_fractional_or_unknown,tap_link_like,auxiliary_tap_link,False,1.05,excluded_auxiliary_tap_link,True,True,e_datred,411
WPVIEE__WBON3C__L1,WPVIEE__WBON3C__L1,1,WPVIEE,WBON3C,L1,line,0.00331048,0.02783781,478.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,780
WQ1SPK__WQU12K__L1,WQ1SPK__WQU12K__L1,1,WQ1SPK,WQU12K,L1,line,0.0,0.0001,286.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,789
WQ1SPK__WQUISD__L1,WQ1SPK__WQUISD__L1,1,WQ1SPK,WQUISD,L1,line,0.00444444,0.2,90.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,790
WQU11D__WPVIEE__L1,WQU11D__WPVIEE__L1,1,WQU11D,WPVIEE,L1,line,0.012242,0.102944,478.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,785
WQU11D__WQU12K__T1,WQU11D__WQU12K__T1,1,WQU11D,WQU12K,T1,transformer,0.001394,0.062931,286.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,787
WQU21D__WBON3C__L1,WQU21D__WBON3C__L1,1,WQU21D,WBON3C,L1,line,0.01478132,0.12429591,478.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,781
WQU21D__WQU11D__L1,WQU21D__WQU11D__L1,1,WQU21D,WQU11D,L1,line,0.0,0.0001,478.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,788
WQU21D__WQU21K__T1,WQU21D__WQU21K__T1,1,WQU21D,WQU21K,T1,transformer,0.001394,0.062931,286.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,786
WQUINF__WXAQUF__L1,WQUINF__WXAQUF__L1,1,WQUINF,WXAQUF,L1,line,0.00127,0.00466,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,452
WRBLAF__WRBL1K__T1,WRBLAF__WRBL1K__T1,1,WRBLAF,WRBL1K,T1,transformer,0.07090133,0.6628857,15.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,471
WRBLAF__WRBL2K__T1,WRBLAF__WRBL2K__T1,1,WRBLAF,WRBL2K,T1,transformer,0.07090133,0.6628857,15.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,472
WREFIF__WXTREFF__L1,WREFIF__WXTREFF__L1,1,WREFIF,WXTREFF,L1,line,4.4e-05,0.000161,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,28
WRINCF__WRNUEF__L1,WRINCF__WRNUEF__L1,1,WRINCF,WRNUEF,L1,line,0.00331443,0.00638845,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,339
WRNUEF__WFANTF__L1,WRNUEF__WFANTF__L1,1,WRNUEF,WFANTF,L1,line,0.11378,0.00237,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,340
WRNUEF__WXRINF__L1,WRNUEF__WXRINF__L1,1,WRNUEF,WXRINF,L1,line,0.01817,0.03503,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,341
WSABAF__WTSABK__T1,WSABAF__WTSABK__T1,1,WSABAF,WTSABK,T1,transformer,0.03333333,0.3718422,15.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,596
WSAJ1E__WNARAE__L1,WSAJ1E__WNARAE__L1,1,WSAJ1E,WNARAE,L1,line,0.002735,0.0244,437.412110943444,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,833
WSAJ1E__WNARAE__L2,WSAJ1E__WNARAE__L2,1,WSAJ1E,WNARAE,L2,line,0.002735,0.0244,437.412110943444,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,834
WSAJ1E__WXPFSK__T1,WSAJ1E__WXPFSK__T1,1,WSAJ1E,WXPFSK,T1,transformer,0.006667,0.178542,75.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,835
WSALCE__WSFMAE__L1,WSALCE__WSFMAE__L1,1,WSALCE,WSFMAE,L1,line,0.01343,0.05481,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,425
WSANCE__WSAMAE__L1,WSANCE__WSAMAE__L1,1,WSANCE,WSAMAE,L1,line,0.0198,0.08523,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,511
WSANTE__WPIZAE__L1,WSANTE__WPIZAE__L1,1,WSANTE,WPIZAE,L1,line,0.00035739,0.00202854,316.9445131754137,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,646
WSANTK__WSANTE__T1,WSANTK__WSANTE__T1,1,WSANTK,WSANTE,T1,transformer,0.00833333,0.2074994,60.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,647
WSCANF__WSCANK__T1,WSCANF__WSCANK__T1,1,WSCANF,WSCANK,T1,transformer,0.015625,0.4415987,32.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,622
WSCNOE__WPAL1E__L2,WSCNOE__WPAL1E__L2,1,WSCNOE,WPAL1E,L2,line,0.015123,0.055936,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,216
WSESTE__WSPBEE__L1,WSESTE__WSPBEE__L1,1,WSESTE,WSPBEE,L1,line,0.00099451,0.00602943,317.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,712
WSESTE__WTSE1K__T1,WSESTE__WTSE1K__T1,1,WSESTE,WTSE1K,T1,transformer,0.0027897836728667655,0.06496644683531233,175.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,711
WSFELE__WPP22E__L1,WSFELE__WPP22E__L1,1,WSFELE,WPP22E,L1,line,0.00108426,0.00443724,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,449
WSFELE__WPP22E__L2,WSFELE__WPP22E__L2,1,WSFELE,WPP22E,L2,line,0.00123654,0.00506045,158.28462,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,450
WSFMAE__WPIMEE__L1,WSFMAE__WPIMEE__L1,1,WSFMAE,WPIMEE,L1,line,0.0152,0.0656,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,493
WSFMAE__WSFMAF__T1,WSFMAE__WSFMAF__T1,1,WSFMAE,WSFMAF,T1,transformer,0.00098,0.085209,140.0,1,1.03,series_parameter_present,positive_thermal_limit,False,closure_fractional_or_unknown,tap_ratio_like,transformer,True,1.03,transformer_with_tap_ratio,True,True,e_datred,424
WSFMAF__WXECHF__L1,WSFMAF__WXECHF__L1,1,WSFMAF,WXECHF,L1,line,0.00436,0.01616,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,304
WSFMAF__WXGRSF__L1,WSFMAF__WXGRSF__L1,1,WSFMAF,WXGRSF,L1,line,0.013282,0.048191,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,308
WSIBBE__WXSI1K__T1,WSIBBE__WXSI1K__T1,1,WSIBBE,WXSI1K,T1,transformer,0.0010380355849751782,0.04712792559042932,281.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,261
WSIBBE__WXSI1K__T1__p2,WSIBBE__WXSI1K__T1,2,WSIBBE,WXSI1K,T1,transformer,0.00140675483,0.03563381258,381.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,transformer,False,,out_of_service_base_case,True,True,e_datred,262
WSJU2F__WSJU2E__T1,WSJU2F__WSJU2E__T1,1,WSJU2F,WSJU2E,T1,transformer,0.00667,0.12022,75.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,674
WSJU2F__WVALLF__L1,WSJU2F__WVALLF__L1,1,WSJU2F,WVALLF,L1,line,0.06437413,0.2335737,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,575
WSJU2F__WXDROF__L1,WSJU2F__WXDROF__L1,1,WSJU2F,WXDROF,L1,line,0.04618,0.17099,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,581
WSJU2F__WXGU2F__L1,WSJU2F__WXGU2F__L1,1,WSJU2F,WXGU2F,L1,line,0.09899734,0.15268784000000002,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,577
WSJUAF__WSABAF__L1,WSJUAF__WSABAF__L1,1,WSJUAF,WSABAF,L1,line,0.19241000000000003,0.25887,37.04856677389829,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,580
WSJUAF__WSJU2F__L1,WSJUAF__WSJU2F__L1,1,WSJUAF,WSJU2F,L1,line,0.009756,0.03568,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,582
WSLCOE__WCC21E__L1,WSLCOE__WCC21E__L1,1,WSLCOE,WCC21E,L1,line,0.03390145,0.1382952,159.71706,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,604
WSLCOE__WCC21E__L2,WSLCOE__WCC21E__L2,1,WSLCOE,WCC21E,L2,line,0.03390145,0.1382952,159.71706,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,605
WSLCOE__WLCOCK__T1,WSLCOE__WLCOCK__T1,1,WSLCOE,WLCOCK,T1,transformer,0.002777778,0.056509693,180.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,615
WSLCOE__WXLC1E__L2,WSLCOE__WXLC1E__L2,1,WSLCOE,WXLC1E,L2,line,6e-06,2.5e-05,159.71706,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,606
WSLORK__WIGASE__T1,WSLORK__WIGASE__T1,1,WSLORK,WIGASE,T1,transformer,0.00694444,0.2603241,48.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,219
WSPBEE__WSPB1K__T1,WSPBEE__WSPB1K__T1,1,WSPBEE,WSPB1K,T1,transformer,0.01111111,0.2924557,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,717
WSPBEE__WSPM2E__L1,WSPBEE__WSPM2E__L1,1,WSPBEE,WSPM2E,L1,line,0.00130862,0.007941700000000001,316.56924,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,716
WSPBEE__WXSESE__L1,WSPBEE__WXSESE__L1,1,WSPBEE,WXSESE,L1,line,0.0007059999999999999,0.004275,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,713
WSPEVF__WTSPVK__T1,WSPEVF__WTSPVK__T1,1,WSPEVF,WTSPVK,T1,transformer,0.00836619,0.216849,38.8,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,747
WSPM2E__WCES1K__T1,WSPM2E__WCES1K__T1,1,WSPM2E,WCES1K,T1,transformer,0.00416667,0.110338,120.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,765
WSPM2E__WCES2K__T1,WSPM2E__WCES2K__T1,1,WSPM2E,WCES2K,T1,transformer,0.00416667,0.110338,120.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,766
WSPM2E__WCES3K__T1,WSPM2E__WCES3K__T1,1,WSPM2E,WCES3K,T1,transformer,0.00416667,0.110338,120.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,767
WSPM2E__WENE4E__L1,WSPM2E__WENE4E__L1,1,WSPM2E,WENE4E,L1,line,3e-06,6.6e-05,681.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,768
WSPM2E__WESOCE__L1,WSPM2E__WESOCE__L1,1,WSPM2E,WESOCE,L1,line,0.0046960299999999995,0.02002534,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,770
WSPM2E__WLORIE__L1,WSPM2E__WLORIE__L1,1,WSPM2E,WLORIE,L1,line,0.00314581,0.0128328,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,748
WSPMAE__WSPM2E__L1,WSPMAE__WSPM2E__L1,1,WSPMAE,WSPM2E,L1,line,0.00328631,0.01340592,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,710
WSPMAE__WSPMAF__T1,WSPMAE__WSPMAF__T1,1,WSPMAE,WSPMAF,T1,transformer,0.0034,0.09914172,125.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,709
WSPMAF__WCNSLF__L1,WSPMAF__WCNSLF__L1,1,WSPMAF,WCNSLF,L1,line,0.029374,0.107511,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,728
WSPMAF__WSPEVF__L1,WSPMAF__WSPEVF__L1,1,WSPMAF,WSPEVF,L1,line,0.00313,0.01147,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,723
WSPMAF__WXCIGF__L1,WSPMAF__WXCIGF__L1,1,WSPMAF,WXCIGF,L1,line,0.0005,0.00184,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,718
WSPMAF__WXZSPF__L1,WSPMAF__WXZSPF__L1,1,WSPMAF,WXZSPF,L1,line,0.004775,0.007364,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,722
WSPMBE__WCOAPE__L1,WSPMBE__WCOAPE__L1,1,WSPMBE,WCOAPE,L1,line,0.008721,0.035755,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,700
WSPMBE__WCUMAE__L1,WSPMBE__WCUMAE__L1,1,WSPMBE,WCUMAE,L1,line,0.01924,0.07852,158.28462,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,704
WSPMBE__WLROME__L1,WSPMBE__WLROME__L1,1,WSPMBE,WLROME,L1,line,0.0245,0.0997,158.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,699
WSPMBE__WLROME__L2,WSPMBE__WLROME__L2,1,WSPMBE,WLROME,L2,line,0.0245,0.0997,158.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,703
WSPMBE__WSPMAE__L1,WSPMBE__WSPMAE__L1,1,WSPMBE,WSPMAE,L1,line,0.0016,0.0039,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,698
WSRODE__WDAJAE__L1,WSRODE__WDAJAE__L1,1,WSRODE,WDAJAE,L1,line,0.02850408,0.02071692,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,480
WSYEGF__WXGU2F__L1,WSYEGF__WXGU2F__L1,1,WSYEGF,WXGU2F,L1,line,0.013789459999999998,0.051124640000000006,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,574
WTAV1K__WBOPEF__T1,WTAV1K__WBOPEF__T1,1,WTAV1K,WBOPEF,T1,transformer,0.0,0.001,20.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,384
WTAVBE__WCANAE__L1,WTAVBE__WCANAE__L1,1,WTAVBE,WCANAE,L1,line,0.0053,0.0394,230.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,354
WTAVBE__WCANAE__L2,WTAVBE__WCANAE__L2,1,WTAVBE,WCANAE,L2,line,0.005234,0.0394,230.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,356
WTAVBE__WLANGE__L1,WTAVBE__WLANGE__L1,1,WTAVBE,WLANGE,L1,line,0.0034,0.0143,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,355
WTAVBE__WTBA1K__T1,WTAVBE__WTBA1K__T1,1,WTAVBE,WTBA1K,T1,transformer,0.7111111,13.31436,0.75,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,393
WTAVBE__WTBA2K__T1,WTAVBE__WTBA2K__T1,1,WTAVBE,WTBA2K,T1,transformer,0.7111111,13.31436,0.75,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,394
