branch_id,branch_base_id,branch_parallel_index,from_bus,to_bus,circuit_id,branch_type,r_pu,x_pu,fmax_mw,in_service_base,closure_flag,series_parameter_status,thermal_limit_status,closure_flag_is_binary,operational_status,closure_semantics_hint,pypsa_v1_component,pypsa_v1_include,tap_ratio_hint,pypsa_v1_mapping_reason,from_bus_in_buses,to_bus_in_buses,source_sheet,source_row_number
WHNS1E__WLVICE__L1,WHNS1E__WLVICE__L1,1,WHNS1E,WLVICE,L1,line,0.007431,0.030384,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,836
WHNS1E__WPAL1E__L1,WHNS1E__WPAL1E__L1,1,WHNS1E,WPAL1E,L1,line,0.01645232,0.06084953,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,60
WHNS1E__WVDU1E__L1,WHNS1E__WVDU1E__L1,1,WHNS1E,WVDU1E,L1,line,0.0079,0.0291,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,72
WHNS1E__WVMELE__L1,WHNS1E__WVMELE__L1,1,WHNS1E,WVMELE,L1,line,0.00904476,0.03345241,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,63
WHNS1F__WINVBF__L1,WHNS1F__WINVBF__L1,1,WHNS1F,WINVBF,L1,line,0.009131,0.033418,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,89
WHNS1F__WTAMAF__L1,WHNS1F__WTAMAF__L1,1,WHNS1F,WTAMAF,L1,line,0.001613,0.002488,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,78
WHNS1F__WXTH1F__L1,WHNS1F__WXTH1F__L1,1,WHNS1F,WXTH1F,L1,line,0.003775,0.013815,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,90
WIAANE__WAANDE__L1,WIAANE__WAANDE__L1,1,WIAANE,WAANDE,L1,line,0.0043,0.0295,349.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,270
WIAANE__WGUERE__L1,WIAANE__WGUERE__L1,1,WIAANE,WGUERE,L1,line,0.00545668,0.03097136,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,266
WIAANE__WGUERE__L2,WIAANE__WGUERE__L2,1,WIAANE,WGUERE,L2,line,0.00545668,0.03097136,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,267
WIMB2F__WLUPEF__L1,WIMB2F__WLUPEF__L1,1,WIMB2F,WLUPEF,L1,line,0.059241,0.219636,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,508
WIMB2F__WXIMBF__L1,WIMB2F__WXIMBF__L1,1,WIMB2F,WXIMBF,L1,line,0.001408,0.004953,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,509
WINCAF__WCPVCF__L1,WINCAF__WCPVCF__L1,1,WINCAF,WCPVCF,L1,line,0.006627,0.01022,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,283
WINCAF__WINCAK__T1,WINCAF__WINCAK__T1,1,WINCAF,WINCAK,T1,transformer,0.01785714,0.2851557,28.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,278
WINVIF__WINVBF__L1,WINVIF__WINVBF__L1,1,WINVIF,WINVBF,L1,line,0.0,0.0001,158.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,94
WINVIF__WXINVF__L1,WINVIF__WXINVF__L1,1,WINVIF,WXINVF,L1,line,0.000287,0.001062,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,95
WITA1E__WHAINE__L1,WITA1E__WHAINE__L1,1,WITA1E,WHAINE,L1,line,0.0017,0.0063,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,203
WITA1E__WHAINE__L2,WITA1E__WHAINE__L2,1,WITA1E,WHAINE,L2,line,0.0017,0.0063,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,204
WITA1E__WHERRE__L1,WITA1E__WHERRE__L1,1,WITA1E,WHERRE,L1,line,0.00685359,0.02795806,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,200
WITA1E__WIGASE__L1,WITA1E__WIGASE__L1,1,WITA1E,WIGASE,L1,line,0.0001,0.0004,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,198
WITA1E__WLPRAE__L1,WITA1E__WLPRAE__L1,1,WITA1E,WLPRAE,L1,line,0.0106,0.0434,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,199
WITA1E__WPAL1E__L1,WITA1E__WPAL1E__L1,1,WITA1E,WPAL1E,L1,line,0.0079,0.0302,272.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,192
WITA1E__WTIT1K__T1,WITA1E__WTIT1K__T1,1,WITA1E,WTIT1K,T1,transformer,0.0037,0.07744499,150.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,205
WITA1E__WTIT2K__T1,WITA1E__WTIT2K__T1,1,WITA1E,WTIT2K,T1,transformer,0.00434541,0.08193229,156.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,206
WITA1E__WXMETE__L1,WITA1E__WXMETE__L1,1,WITA1E,WXMETE,L1,line,0.000353,0.001304,136.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,193
WJDOLE__WHNS1E__L1,WJDOLE__WHNS1E__L1,1,WJDOLE,WHNS1E,L1,line,0.01618709,0.09187568,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,761
WJDOLE__WSPM2E__L1,WJDOLE__WSPM2E__L1,1,WJDOLE,WSPM2E,L1,line,0.00382053,0.02168482,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,762
WJIBPE__WXJINF__L1,WJIBPE__WXJINF__L1,1,WJIBPE,WXJINF,L1,line,0.100444,0.383656,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,533
WJIGBE__WTJI1K__T1,WJIGBE__WTJI1K__T1,1,WJIGBE,WTJI1K,T1,transformer,0.00650937,0.1303439,61.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,696
WJIGUE__WJIGBE__L1,WJIGUE__WJIGBE__L1,1,WJIGUE,WJIGBE,L1,line,0.0,0.001,125.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,695
WJIGUE__WTJI2K__T1,WJIGUE__WTJI2K__T1,1,WJIGUE,WTJI2K,T1,transformer,0.00650937,0.1303439,61.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,697
WJIGUE__WVALBE__L1,WJIGUE__WVALBE__L1,1,WJIGUE,WVALBE,L1,line,0.013492,0.055133,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,669
WJIMEF__WTJIMK__T1,WJIMEF__WTJIMK__T1,1,WJIMEF,WTJIMK,T1,transformer,0.03573,0.5073197,14.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,439
WJIMEF__WXJIMF__L1,WJIMEF__WXJIMF__L1,1,WJIMEF,WXJIMF,L1,line,0.056,0.1984,37.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,437
WJSAUD__WBON3D__L1,WJSAUD__WBON3D__L1,1,WJSAUD,WBON3D,L1,line,0.00552724,0.025230040000000002,1187.13465,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,799
WJSAUD__WBON3D__L2,WJSAUD__WBON3D__L2,1,WJSAUD,WBON3D,L2,line,0.00552724,0.025230040000000002,1187.13465,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,801
WJSAUD__WGUERD__L1,WJSAUD__WGUERD__L1,1,WJSAUD,WGUERD,L1,line,0.0018089999999999998,0.015668,1187.13465,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,803
WJSAUD__WJSAUE__T1,WJSAUD__WJSAUE__T1,1,WJSAUD,WJSAUE,T1,transformer,3.299e-05,0.02295,600.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,797
WJSAUD__WJSAUE__T2,WJSAUD__WJSAUE__T2,1,WJSAUD,WJSAUE,T2,transformer,3.299e-05,0.02295,600.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,798
WJSAUE__WIGASE__L1,WJSAUE__WIGASE__L1,1,WJSAUE,WIGASE,L1,line,0.00569042,0.03229801,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,210
WJSAUE__WIGASE__L2,WJSAUE__WIGASE__L2,1,WJSAUE,WIGASE,L2,line,0.00569042,0.03229801,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,211
WJSAUE__WMETRE__L1,WJSAUE__WMETRE__L1,1,WJSAUE,WMETRE,L1,line,0.00694711,0.04103355,317.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,225
WJSAUE__WPAL1E__L1,WJSAUE__WPAL1E__L1,1,WJSAUE,WPAL1E,L1,line,0.00382808,0.02172253,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,777
WJSAUE__WPAL1E__L2,WJSAUE__WPAL1E__L2,1,WJSAUE,WPAL1E,L2,line,0.00382808,0.02172253,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,778
WJSAUE__WPARAE__L1,WJSAUE__WPARAE__L1,1,WJSAUE,WPARAE,L1,line,0.005764,0.035089,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,224
WKDMBF__WKDMEF__L1,WKDMBF__WKDMEF__L1,1,WKDMBF,WKDMEF,L1,line,0.0,0.0001,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,36
WKDMEF__WXCARF__L1,WKDMEF__WXCARF__L1,1,WKDMEF,WXCARF,L1,line,0.00148621,0.00552668,71.7069,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,35
WKQA1F__WKQAZE__T1,WKQA1F__WKQAZE__T1,1,WKQA1F,WKQAZE,T1,transformer,0.00255,0.2199852,90.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,641
WKQA1F__WLTORF__L1,WKQA1F__WLTORF__L1,1,WKQA1F,WLTORF,L1,line,0.0195,0.0836,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,640
WKQAZE__WCALAE__L1,WKQAZE__WCALAE__L1,1,WKQAZE,WCALAE,L1,line,0.01687,0.09574,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,659
WKQAZE__WMRI2E__L1,WKQAZE__WMRI2E__L1,1,WKQAZE,WMRI2E,L1,line,0.0047422,0.02886977,315.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,679
WKQAZE__WPCATE__L1,WKQAZE__WPCATE__L1,1,WKQAZE,WPCATE,L1,line,0.02469431,0.14012858,316.56924,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,667
WKQAZE__WSJU2E__L1,WKQAZE__WSJU2E__L1,1,WKQAZE,WSJU2E,L1,line,0.03517957,0.14694878,316.56924,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,675
WKQAZE__WVILAE__L1,WKQAZE__WVILAE__L1,1,WKQAZE,WVILAE,L1,line,0.019524,0.081551,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,677
WKQAZE__WXCC1E__L1,WKQAZE__WXCC1E__L1,1,WKQAZE,WXCC1E,L1,line,0.040618,0.150228,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,610
WKQAZE__WXLC1E__L2,WKQAZE__WXLC1E__L2,1,WKQAZE,WXLC1E,L2,line,0.07458200000000001,0.288747,136.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,609
WKVEIF__WXGRMF__L1,WKVEIF__WXGRMF__L1,1,WKVEIF,WXGRMF,L1,line,0.00208,0.00761,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,79
WKVEIF__WXKVEF__L1,WKVEIF__WXKVEF__L1,1,WKVEIF,WXKVEF,L1,line,0.0015,0.0054,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,176
WLCALF__WXLCAF__L1,WLCALF__WXLCAF__L1,1,WLCALF,WXLCAF,L1,line,0.01093,0.040003,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,177
WLCALF__WXZAMF__L1,WLCALF__WXZAMF__L1,1,WLCALF,WXZAMF,L1,line,0.00708189,0.02569578,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,180
WLCBOF__WXLCBF__L1,WLCBOF__WXLCBF__L1,1,WLCBOF,WXLCBF,L1,line,0.131,0.2048,45.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,293
WLCUAF__WAHOBF__L1,WLCUAF__WAHOBF__L1,1,WLCUAF,WAHOBF,L1,line,0.009547,0.0349,74.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,41
WLCUAF__WXINAF__L1,WLCUAF__WXINAF__L1,1,WLCUAF,WXINAF,L1,line,0.006732,0.024638,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,42
WLDAMK__WLDAMF__T1,WLDAMK__WLDAMF__T1,1,WLDAMK,WLDAMF,T1,transformer,0.05319149,0.7854351,9.4,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,534
WLGALE__WCANAE__L1,WLGALE__WCANAE__L1,1,WLGALE,WCANAE,L1,line,0.006,0.0244,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,389
WLGALE__WZFSAE__L1,WLGALE__WZFSAE__L1,1,WLGALE,WZFSAE,L1,line,0.0035,0.0142,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,390
WLGUZE__WLGU2K__T1,WLGUZE__WLGU2K__T1,1,WLGUZE,WLGU2K,T1,transformer,0.00694444,0.1820899,72.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,505
WLGUZE__WLGUZK__T1,WLGUZE__WLGUZK__T1,1,WLGUZE,WLGUZK,T1,transformer,0.00694444,0.1820899,72.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,504
WLGUZE__WNAV2E__L1,WLGUZE__WNAV2E__L1,1,WLGUZE,WNAV2E,L1,line,0.01245119,0.07065465,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,503
WLISAE__WAHO2E__L1,WLISAE__WAHO2E__L1,1,WLISAE,WAHO2E,L1,line,0.00091489,0.00556973,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,69
WLMFAF__WEPINF__L1,WLMFAF__WEPINF__L1,1,WLMFAF,WEPINF,L1,line,0.04311,0.15982,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,568
WLMI5E__WLMINE__L1,WLMI5E__WLMINE__L1,1,WLMI5E,WLMINE,L1,line,0.00010408,0.00039756,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,6
WLMI6E__WLMINE__L1,WLMI6E__WLMINE__L1,1,WLMI6E,WLMINE,L1,line,0.00012857,0.0004911,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,8
WLMI7E__WLMINE__L1,WLMI7E__WLMINE__L1,1,WLMI7E,WLMINE,L1,line,3e-05,0.000138,474.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,10
WLMI7K__WLMI7E__T1,WLMI7K__WLMI7E__T1,1,WLMI7K,WLMI7E,T1,transformer,0.000335483,0.038032425,450.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,9
WLMINE__WHNS1E__L1,WLMINE__WHNS1E__L1,1,WLMINE,WHNS1E,L1,line,0.00426934,0.01744658,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,56
WLMINE__WHNS1E__L2,WLMINE__WHNS1E__L2,1,WLMINE,WHNS1E,L2,line,0.00426934,0.01744658,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,57
WLMINE__WHNS1E__L3,WLMINE__WHNS1E__L3,1,WLMINE,WHNS1E,L3,line,0.0028704,0.01452456,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,71
WLMINE__WLISAE__L1,WLMINE__WLISAE__L1,1,WLMINE,WLISAE,L1,line,0.00297149,0.0150361,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,70
WLMINE__WTIM2E__L1,WLMINE__WTIM2E__L1,1,WLMINE,WTIM2E,L1,line,0.00103849,0.00525488,317.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,55
WLMINE__WVDU1E__L1,WLMINE__WVDU1E__L1,1,WLMINE,WVDU1E,L1,line,0.00093127,0.00471234,315.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,58
WLMINF__WTMBBF__L1,WLMINF__WTMBBF__L1,1,WLMINF,WTMBBF,L1,line,0.015486,0.056193,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,44
WLMINF__WVDUAF__L1,WLMINF__WVDUAF__L1,1,WLMINF,WVDUAF,L1,line,0.00611,0.024071,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,45
WLMINF__WXGRCF__L1,WLMINF__WXGRCF__L1,1,WLMINF,WXGRCF,L1,line,0.001194,0.01841,45.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,43
WLMINF__WXMEGF__L1,WLMINF__WXMEGF__L1,1,WLMINF,WXMEGF,L1,line,0.00127,0.00467,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,46
WLORIE__WLORIK__T1,WLORIE__WLORIK__T1,1,WLORIE,WLORIK,T1,transformer,0.00769231,0.2825107,65.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,749
WLORIE__WSPMBE__L1,WLORIE__WSPMBE__L1,1,WLORIE,WSPMBE,L1,line,0.00055586,0.00226754,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,750
WLROME__WCOTAE__L1,WLROME__WCOTAE__L1,1,WLROME,WCOTAE,L1,line,0.00944,0.040493,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,754
WLROME__WHGUEE__L1,WLROME__WHGUEE__L1,1,WLROME,WHGUEE,L1,line,0.01948876,0.08359803,158.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,753
WLROME__WLROMF__T1,WLROME__WLROMF__T1,1,WLROME,WLROMF,T1,transformer,0.005,0.09817276,100.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,752
WLROMF__WBVISF__L1,WLROMF__WBVISF__L1,1,WLROMF,WBVISF,L1,line,0.013953,0.051068,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,742
WLRPUF__WLROMF__L1,WLRPUF__WLROMF__L1,1,WLRPUF,WLROMF,L1,line,0.01549,0.02343,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,751
WLTORF__WTTO1K__T1,WLTORF__WTTO1K__T1,1,WLTORF,WTTO1K,T1,transformer,0.00952381,0.746606,10.5,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,642
WLUCIF__WXLUCK__T1,WLUCIF__WXLUCK__T1,1,WLUCIF,WXLUCK,T1,transformer,0.014253,0.580492,15.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,558
WLVEGF__WCVEGF__L1,WLVEGF__WCVEGF__L1,1,WLVEGF,WCVEGF,L1,line,0.0702,0.0828,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,380
WLVEGF__WXINDF__L1,WLVEGF__WXINDF__L1,1,WLVEGF,WXINDF,L1,line,0.00389,0.01425,65.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,379
WLVEGF__WXJIMF__L1,WLVEGF__WXJIMF__L1,1,WLVEGF,WXJIMF,L1,line,0.12261,0.18908,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,381
WLVICE__WLVICK__T1,WLVICE__WLVICK__T1,1,WLVICE,WLVICK,T1,transformer,0.006446,0.15987,80.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,837
WLVPEF__WLVEGF__L1,WLVPEF__WLVEGF__L1,1,WLVPEF,WLVEGF,L1,line,0.005337,0.019531,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,303
WLVPEF__WXAHMF__L1,WLVPEF__WXAHMF__L1,1,WLVPEF,WXAHMF,L1,line,0.033854,0.106375,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,300
WMAGUF__WTMAGK__T1,WMAGUF__WTMAGK__T1,1,WMAGUF,WTMAGK,T1,transformer,0.125,1.953505,4.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,594
WMAIMF__WXMAIF__L1,WMAIMF__WXMAIF__L1,1,WMAIMF,WXMAIF,L1,line,0.02061194,0.07543684,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,324
WMARAF__WMARAK__T1,WMARAF__WMARAK__T1,1,WMARAF,WMARAK,T1,transformer,0.029833,0.4039,24.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,190
WMARTF__WDJAOF__L1,WMARTF__WDJAOF__L1,1,WMARTF,WDJAOF,L1,line,0.025214,0.09228,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,848
WMARTK__WMARTF__T1,WMARTK__WMARTF__T1,1,WMARTK,WMARTF,T1,transformer,0.005375,0.206597,60.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,847
WMAT1E__WRSJUE__L1,WMAT1E__WRSJUE__L1,1,WMAT1E,WRSJUE,L1,line,0.01955,0.07974,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,520
WMAT1E__WXMATK__T1,WMAT1E__WXMATK__T1,1,WMAT1E,WXMATK,T1,transformer,0.01,0.03208,50.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,521
WMATAE__WHAINE__L1,WMATAE__WHAINE__L1,1,WMATAE,WHAINE,L1,line,0.00558305,0.0227751,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,222
WMATAE__WMATBE__L1,WMATAE__WMATBE__L1,1,WMATAE,WMATBE,L1,line,0.0,1e-06,150.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,220
