load_id_raw,load_id_canonical_heuristic,resolved_bus_id,bus_resolution_method,source_row_number,time_block_group,time_block_id,time_block_order,hour_block_start_label,snapshot_id,p_set_mw,source_sheet
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,1.257653286,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,1.225367107,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,1.187015429,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,1.161296464,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,1.14010925,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,1.207005321,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,1.750653464,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,2.005420857,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,2.176630714,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,2.298860786,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,2.342980643,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,2.298764679,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,2.270249107,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,2.314257071,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,2.394475286,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,2.333707,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,2.310502143,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,2.375746571,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,2.285385036,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,2.13700425,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,2.03257975,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,1.943310357,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,1.496495679,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,2,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,1.308128857,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,14.02677767,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,14.17748084,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,14.19230973,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,13.75151166,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,13.32391027,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,13.38911026,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,14.17437499,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,16.17108738,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,19.27417786,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,21.37174044,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,20.56874486,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,20.87017993,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,20.45569749,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,20.70537289,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,20.75607001,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,20.86260912,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,20.47124873,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,19.61496184,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,16.36082057,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,16.86279028,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,16.43847633,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,16.23178207,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,15.71920522,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,3,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,15.21677605,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,0.448457487,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,0.376422998,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,0.330020098,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,0.335150504,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,0.33475369,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,0.326046735,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,0.381939754,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,0.497770687,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,0.529770824,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,0.567722725,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,0.590668175,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,0.594614065,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,0.617360981,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,0.635414581,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,0.64250391,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,0.637746263,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,0.64120695,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,0.628260232,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,0.612661032,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,0.599810108,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,0.59191794,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,0.546944486,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,0.506852819,PDemanda
ZHNVAF-D1,WHNVAF,WHENUF,unique_bus_in_demanda_smc,4,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,0.474773686,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,0.091150231,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,0.093424833,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,0.091650639,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,0.091704534,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,0.090026421,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,0.088168142,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,0.130677038,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,0.164090181,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,0.181049425,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,0.188634159,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,0.193877593,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,0.210141858,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,0.190430677,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,0.203004327,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,0.201808128,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,0.189250892,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,0.113668226,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,0.096251104,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,0.095214283,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,0.087474979,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,0.08966808,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,0.089420109,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,0.091235768,PDemanda
ZADOMF-D1,WADOMF,WADOMF,unique_bus_in_demanda_smc,5,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,0.091143227,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,0.716772275,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,1.07071157,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,1.094600244,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,1.171316998,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,1.183952115,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,1.200123998,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,1.431321934,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,2.179322722,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,2.107860341,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,2.135134756,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,2.253566431,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,2.320094114,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,2.357252049,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,2.321728433,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,2.265660326,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,2.215769901,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,2.069958227,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,1.704151127,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,1.442245822,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,1.373754785,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,1.350058732,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,1.290494755,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,1.206567402,PDemanda
ZXCODF-D1,WXCODF,WXCODF,unique_bus_in_demanda_smc,6,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,1.190040545,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,1.506673022,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,1.476644423,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,1.453527169,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,1.448999047,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,1.449714013,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,1.458055291,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,1.535271687,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,1.543047394,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,1.547257154,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,1.314585319,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,1.483079123,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,1.704957102,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,1.710438513,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,1.710200191,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,1.708770257,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,1.72306959,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,1.699874468,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,1.685716713,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,1.321626443,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,1.599826332,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,1.529745444,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,1.40256161,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,1.478777525,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,7,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,1.517239427,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,5.44871112,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,1.372722418,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,8.388501669,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,8.389438478,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_05,5,04:00,h_05,8.191487558,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_06,6,05:00,h_06,8.151234874,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_07,7,06:00,h_07,9.03119195,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_08,8,07:00,h_08,10.41912683,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_09,9,08:00,h_09,12.12753738,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_10,10,09:00,h_10,13.54570787,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_11,11,10:00,h_11,13.38503909,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_12,12,11:00,h_12,13.77727093,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_13,13,12:00,h_13,14.03828604,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_14,14,13:00,h_14,13.81535704,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_15,15,14:00,h_15,13.65361344,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_16,16,15:00,h_16,13.7095734,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_17,17,16:00,h_17,13.37013933,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_18,18,17:00,h_18,12.75397524,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_19,19,18:00,h_19,11.52027468,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_20,20,19:00,h_20,10.40512051,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_21,21,20:00,h_21,10.02433929,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_22,22,21:00,h_22,10.2311978,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_23,23,22:00,h_23,10.31011383,PDemanda
ZMETRF-D1,WMETRF,WMETRF,unique_bus_in_demanda_smc,8,load_blocks_pdemanda_24h,h_24,24,23:00,h_24,9.979235809,PDemanda
ZMETRF-D2,WMETRF,WMETBF,unique_bus_in_demanda_smc,9,load_blocks_pdemanda_24h,h_01,1,00:00,h_01,0.0,PDemanda
ZMETRF-D2,WMETRF,WMETBF,unique_bus_in_demanda_smc,9,load_blocks_pdemanda_24h,h_02,2,01:00,h_02,0.0,PDemanda
ZMETRF-D2,WMETRF,WMETBF,unique_bus_in_demanda_smc,9,load_blocks_pdemanda_24h,h_03,3,02:00,h_03,0.0,PDemanda
ZMETRF-D2,WMETRF,WMETBF,unique_bus_in_demanda_smc,9,load_blocks_pdemanda_24h,h_04,4,03:00,h_04,0.0,PDemanda
