load_id_raw,resolved_bus_id,resolution_method,bus_candidate_count,bus_candidates,active_bus_candidates,metadata_bus_candidates,smc_row_count,smc_load_id_examples,load_name_examples,load_type_examples
ZBMATF-D1,WBMATF,unique_bus_in_demanda_smc,1,['WBMATF'],['WBMATF'],['WBMATF'],1,['3101-BMATF-T01'],['BANÍ MATADERO'],['Declarado']
ZBMATF-D2,WBMATF,unique_bus_in_demanda_smc,1,['WBMATF'],['WBMATF'],['WBMATF'],1,['3101-BMATF-T02'],['BANÍ MATADERO'],['Declarado']
ZBNVIF-D1,WBNVFF,unique_bus_in_demanda_smc,1,['WBNVFF'],['WBNVFF'],['WBNVFF'],1,['1238-BNVIF-T01'],['BANCO NACIONAL DE LA VIVIENDA FACIL'],['Declarado']
ZBONAF-D1,WBONAF,unique_bus_in_demanda_smc,1,['WBONAF'],['WBONAF'],['WBONAF'],1,['2140-BONAF-T01'],['BONAO'],['Declarado']
ZBPERF-D1,WBOPEF,unique_bus_in_demanda_smc,1,['WBOPEF'],['WBOPEF'],['WBOPEF'],1,['2231-BPERF-T01'],['BONAO PER'],['Declarado']
ZBPERF-D2,WBOPEF,unique_bus_in_demanda_smc,1,['WBOPEF'],['WBOPEF'],['WBOPEF'],1,['2231-BPERF-T02'],['BONAO PER'],['Declarado']
ZBPOPF-D1,WBPOPF,unique_bus_in_demanda_smc,1,['WBPOPF'],['WBPOPF'],['WBPOPF'],1,['1124-BPOPF-T01'],['BANCO POPULAR'],['Proyectado']
ZBVISF-D1,WBVISF,unique_bus_in_demanda_smc,1,['WBVISF'],['WBVISF'],['WBVISF'],3,"['4505-ZRBVF-F01', '4505-ZRBVF-T01', '4505-ZRO1K-C01']",['BUENA VISTA'],"['Declarado', 'Proyectado']"
ZBVISF-D2,WBVISF,unique_bus_in_demanda_smc,1,['WBVISF'],[],['WBVISF'],1,['4505-ZRO1K-F01'],['BUENA VISTA'],['Proyectado']
ZCABAF-D1,WCABAF,unique_bus_in_demanda_smc,1,['WCABAF'],['WCABAF'],['WCABAF'],1,['2647-CABAF-T01'],['CABARETE'],['Declarado']
ZCANAE-D1,WCANAE,unique_bus_in_demanda_smc,1,['WCANAE'],['WCANAE'],['WCANAE'],1,['2400-CANAE-T01'],['CANABACOA 138'],['Declarado']
ZCAPOF-D1,WCAPOF,unique_bus_in_demanda_smc,1,['WCAPOF'],['WCAPOF'],['WCAPOF'],1,['1530-CAPOF-T01'],['CAPOTILLO'],['Declarado']
ZCAPOF-D2,WCAPOF,unique_bus_in_demanda_smc,1,['WCAPOF'],['WCAPOF'],['WCAPOF'],1,['1530-CAPOF-T02'],['CAPOTILLO'],['Declarado']
ZCATAF-D1,WCATAF,unique_bus_in_demanda_smc,1,['WCATAF'],['WCATAF'],['WCATAF'],1,['1290-CATAF-T01'],['CATALINA'],['Declarado']
ZCAYAF-D1,WCAYAF,unique_bus_in_demanda_smc,1,['WCAYAF'],['WCAYAF'],['WCAYAF'],1,['4660-CAYAF-T01'],['CAYACOA'],['Declarado']
ZCBOHF-D1,WCBOHF,unique_bus_in_demanda_smc,1,['WCBOHF'],['WCBOHF'],['WCBOHF'],4,"['1151-CBOHF-F02', '1151-CBOHF-T01', '1151-FERSK-C01', '1151-FERSK-F01']",['CERVECERÍA BOHEMIA'],['Declarado']
ZCBYNF-D1,WCBYNF,unique_bus_in_demanda_smc,1,['WCBYNF'],['WCBYNF'],['WCBYNF'],2,"['1301-CBYNF-T01', '1301-THNUK-C01']",['CABAYONA'],['Declarado']
ZCCARF-D1,WCCARF,unique_bus_in_demanda_smc,1,['WCCARF'],['WCCARF'],['WCCARF'],1,['1338-CCARF-T01'],['CARTONES DEL CARIBE'],['Proyectado']
ZCCIBF-D1,WCCIBF,unique_bus_in_demanda_smc,1,['WCCIBF'],['WCCIBF'],['WCCIBF'],1,['2240-CCIBF-T01'],['CEMENTOS CIBAO'],['Proyectado']
ZCDAGF-D1,WCDAGF,unique_bus_in_demanda_smc,1,['WCDAGF'],['WCDAGF'],['WCDAGF'],1,['1960-C16AF-T01'],['CAMPAMENTO DIECISEIS DE AGO'],['Declarado']
ZCEMEE-D1,WCEMEE,unique_bus_in_demanda_smc,1,['WCEMEE'],['WCEMEE'],['WCEMEE'],3,"['4805-CEMEE-T01', '4805-CEMEE-T02', '4805-CEMEK-F01']",['CEMEX 138'],['Declarado']
ZCENOF-D1,WCENOF,unique_bus_in_demanda_smc,1,['WCENOF'],['WCENOF'],['WCENOF'],1,['2160-CENOF-T01'],['CENOVÍ'],['Declarado']
ZCESPF-D1,WCESPF,unique_bus_in_demanda_smc,1,['WCESPF'],['WCESPF'],['WCESPF'],1,['2340-CESPF-T01'],['CRUCE DE ESPERANZA'],['Declarado']
ZCIPAF-D1,WCINDF,unique_bus_in_demanda_smc,1,['WCINDF'],['WCINDF'],['WCINDF'],1,['2241-CIPAF-T01'],['CARIBBEAN INDUSTRIAL'],['Proyectado']
ZCLUIE-D1,WCLUIE,unique_bus_in_demanda_smc,1,['WCLUIE'],['WCLUIE'],['WCLUIE'],1,['4620-CLUIE-T01'],['CIP LA LUISA'],['Proyectado']
ZCLUIE-D2,WCLUIE,unique_bus_in_demanda_smc,1,['WCLUIE'],['WCLUIE'],['WCLUIE'],1,['4620-CLUIE-T02'],['CIP LA LUISA'],['Proyectado']
WCLUIE-D3,WCLUIE,unique_bus_in_demanda_smc,1,['WCLUIE'],['WCLUIE'],['WCLUIE'],1,['4620-ECOAE-T03'],['CIP LA LUISA'],['Proyectado']
WCLUIE-D4,WCLUIE,unique_bus_in_demanda_smc,1,['WCLUIE'],['WCLUIE'],['WCLUIE'],1,['4620-ECOAE-T04'],['CIP LA LUISA'],['Proyectado']
ZCINAF-D1,WCNACF,unique_bus_in_demanda_smc,1,['WCNACF'],['WCNACF'],['WCNACF'],1,['1964-CNACF-T01'],['CÍTRICOS NACIONALES'],['Declarado']
ZCINAF-D2,WCNACF,unique_bus_in_demanda_smc,1,['WCNACF'],['WCNACF'],['WCNACF'],1,['1964-CNACF-T02'],['CÍTRICOS NACIONALES'],['Declarado']
ZCNPEE-D1,WCNPEE,unique_bus_in_demanda_smc,1,['WCNPEE'],['WCNPEE'],['WCNPEE'],9,"['1135-C30MK-C03', '1135-CNPEE-F04', '1135-CNPEE-T01', '1135-HJARK-C04', '1135-HJARK-F02', '1135-INVEK-C05', '1135-INVEK-F03', '1135-UIBEK-C04', '1135-UIBEK-F06']",['CÉSAR NICOLÁS PÉNSON'],['Declarado']
ZCNPEE-D3,WCNPEE,unique_bus_in_demanda_smc,1,['WCNPEE'],[],['WCNPEE'],1,['1135-C30MK-F01'],['CÉSAR NICOLÁS PÉNSON'],['Declarado']
ZCNPEE-D2,WCNPEE,unique_bus_in_demanda_smc,1,['WCNPEE'],['WCNPEE'],['WCNPEE'],1,['1135-CNPEE-T02'],['CÉSAR NICOLÁS PÉNSON'],['Declarado']
ZCSULF-D1,WCNSLF,unique_bus_in_demanda_smc,1,['WCNSLF'],['WCNSLF'],['WCNSLF'],1,['4020-CNSLF-T01'],['CONSUELO'],['Declarado']
ZCOCOF-D1,WCOCOF,unique_bus_in_demanda_smc,1,['WCOCOF'],['WCOCOF'],['WCOCOF'],1,['3070-COCOF-T01'],['CRUCE DE OCOA'],['Declarado']
ZCODAF-D1,WCODAF,unique_bus_in_demanda_smc,1,['WCODAF'],[],['WCODAF'],1,['2063-CODAF-T01'],['CODAL'],['Declarado']
ZCODAF-D2,WCODAF,unique_bus_in_demanda_smc,1,['WCODAF'],['WCODAF'],['WCODAF'],1,['2063-NESTF-T01'],['CODAL'],['Proyectado']
ZCOHEF-D1,WCOHEF,unique_bus_in_demanda_smc,1,['WCOHEF'],['WCOHEF'],['WCOHEF'],3,"['1610-CARIK-C04', '1610-COPEF-T01', '1610-SDCCK-C01']",['CENTRO OPERACIONES HERRERA'],"['Declarado', 'Proyectado']"
ZCONSF-D1,WCONSF,unique_bus_in_demanda_smc,1,['WCONSF'],['WCONSF'],['WCONSF'],1,['2480-CONSF-T01'],['CONSTANZA'],['Declarado']
ZCORMF-D1,WCORMF,unique_bus_in_demanda_smc,1,['WCORMF'],['WCORMF'],['WCORMF'],1,['2103-CORMF-T01'],['CORMIDOM'],['Proyectado']
ZCOTUF-D1,WCOTUF,unique_bus_in_demanda_smc,1,['WCOTUF'],['WCOTUF'],['WCOTUF'],4,"['2090-COTUF-F02', '2090-COTUF-T01', '2090-PALIK-C06', '2090-PALIK-F01']",['COTUÍ'],"['Declarado', 'Proyectado']"
ZCPVCF-D1,WCPVCF,unique_bus_in_demanda_smc,1,['WCPVCF'],['WCPVCF'],['WCPVCF'],1,['1954-CPVCF-T01'],['CORVI PVC'],['Declarado']
ZCSATF-D1,WCSATF,unique_bus_in_demanda_smc,1,['WCSATF'],['WCSATF'],['WCSATF'],6,"['1950-CIRCK-C03', '1950-CIRCK-F03', '1950-CSATF-F04', '1950-CSATF-T01', '1950-EBELK-C01', '1950-EBELK-F01']",['CIUDAD SATÉLITE'],['Declarado']
ZCVEGF-D1,WCVEGF,unique_bus_in_demanda_smc,1,['WCVEGF'],['WCVEGF'],['WCVEGF'],1,['2245-CVEGF-T01'],['CERVECERÍA VEGANA'],['Declarado']
ZCZFSF-D1,WCZFSF,unique_bus_in_demanda_smc,1,['WCZFSF'],['WCZFSF'],['WCZFSF'],1,['2733-CZFSF-T01'],['69 kV CORPORACIÓN ZONA FRANCA INDUSTRIAL SANTIAGO'],['Declarado']
ZCZFSF-D2,WCZFSF,unique_bus_in_demanda_smc,1,['WCZFSF'],['WCZFSF'],['WCZFSF'],1,['2733-CZFSF-T02'],['69 kV CORPORACIÓN ZONA FRANCA INDUSTRIAL SANTIAGO'],['Declarado']
ZDAJAE-D1,WDAJAE,unique_bus_in_demanda_smc,1,['WDAJAE'],['WDAJAE'],['WDAJAE'],1,['2770-DAJAE-T01'],['DAJABÓN 138'],['Declarado']
ZDJAOF-D1,WDAJAF,unique_bus_in_demanda_smc,1,['WDAJAF'],['WDAJAF'],['WDAJAF'],1,['1310-DJAOF-T01'],['DAJAO'],['Declarado']
ZDESPF-D1,WDESPF,unique_bus_in_demanda_smc,1,['WDESPF'],['WDESPF'],['WDESPF'],3,"['1270-DESPF-T01', '1270-GRSMK-C03', '1270-GRSMK-F01']",['DESPACHO'],['Declarado']
ZDESPF-D2,WDESPF,unique_bus_in_demanda_smc,1,['WDESPF'],['WDESPF'],['WDESPF'],1,['1270-DESPF-T02'],['DESPACHO'],['Declarado']
ZDISDF-D1,WDISDF,unique_bus_in_demanda_smc,1,['WDISDF'],['WDISDF'],['WDISDF'],2,"['1308-CNDHK-C01', '1308-DISDF-T01']",['69 kV DISDO'],"['Declarado', 'Proyectado']"
ZDJAOE-D1,WDJAOE,unique_bus_in_demanda_smc,1,['WDJAOE'],['WDJAOE'],['WDJAOE'],2,"['1311-DJAOE-T01', '1311-DJAOE-T03']",['DAJAO 138 kV'],['Declarado']
ZPALBE-D1,WDOMIE,unique_bus_in_demanda_smc,1,['WDOMIE'],[],[],2,['3340-DOMIE-F01'],['DOMICEN'],['Declarado']
ZDPEDF-D1,WDPEDF,unique_bus_in_demanda_smc,1,['WDPEDF'],['WDPEDF'],['WDPEDF'],1,['2431-DPEDF-T01'],['DON PEDRO'],['Declarado']
ZDURAF-D1,WDURAF,unique_bus_in_demanda_smc,1,['WDURAF'],[],[],1,['1105DURA'],['DURALÓN'],['Declarado']
ZEABAF-D1,WEABAF,unique_bus_in_demanda_smc,1,['WEABAF'],[],[],1,['2420ABAN'],['EL ABANICO'],['Declarado']
ZEBRIE-D1,WEBRIE,unique_bus_in_demanda_smc,1,['WEBRIE'],['WEBRIE'],['WEBRIE'],1,['1560-EBRIE-T01'],['EL BRISAL'],['Declarado']
ZEBRIE-D2,WEBRIE,unique_bus_in_demanda_smc,1,['WEBRIE'],['WEBRIE'],['WEBRIE'],1,['1560-EBRIE-T02'],['EL BRISAL'],['Declarado']
ZECHIF-D1,WECHIF,unique_bus_in_demanda_smc,1,['WECHIF'],['WECHIF'],['WECHIF'],1,['2062-ECHIF-T01'],['EL CHIVO'],['Declarado']
ZECHIF-D2,WECHIF,unique_bus_in_demanda_smc,1,['WECHIF'],['WECHIF'],['WECHIF'],1,['2062-ECHIF-T02'],['EL CHIVO'],['Declarado']
ZELJIF-D1,WELJIF,unique_bus_in_demanda_smc,1,['WELJIF'],['WELJIF'],['WELJIF'],1,['2302-ELJIF-T01'],['E LEÓN JIMÉNEZ'],['Declarado']
ZEMBAE-D1,WEMBAE,unique_bus_in_demanda_smc,1,['WEMBAE'],['WEMBAE'],['WEMBAE'],3,"['1220-AUSAK-C01', '1220-EMBAE-F01', '1220-EMBAE-T01']",['EMBAJADOR'],['Declarado']
ZEMBAE-D2,WEMBAE,unique_bus_in_demanda_smc,1,['WEMBAE'],['WEMBAE'],['WEMBAE'],3,"['1220-BMBLK-C01', '1220-DCENK-C01', '1220-EMBAE-T02']",['EMBAJADOR'],"['Declarado', 'Proyectado']"
ZENADE-D1,WENADE,unique_bus_in_demanda_smc,1,['WENADE'],['WENADE'],['WENADE'],1,['1759-ENADE-L01'],['138 kV ENADOM'],['Proyectado']
ZEPINF-D1,WEPINF,unique_bus_in_demanda_smc,1,['WEPINF'],['WEPINF'],['WEPINF'],1,['3140-EPINF-T01'],['ELÍAS PIÑA'],['Declarado']
ZERIOF-D1,WERIOF,unique_bus_in_demanda_smc,1,['WERIOF'],['WERIOF'],['WERIOF'],1,['2500-LRIOF-T01'],['EL RÍO'],['Declarado']
ZESEIE-D1,WESEIE,unique_bus_in_demanda_smc,1,['WESEIE'],['WESEIE'],['WESEIE'],1,['4640-ESEIE-T01'],['EL SEIBO'],['Declarado']
ZFALCK-D1,WFALCM,unique_bus_in_demanda_smc,1,['WFALCM'],['WFALCM'],['WFALCM'],1,['2190-FALCE-T01'],['FALCONDO'],['Proyectado']
ZPFALK-D1,WFALCM,unique_bus_in_demanda_smc,1,['WFALCM'],['WFALCM'],['WFALCM'],1,['2260-FALCF-T01'],['FALCONDO'],['Proyectado']
ZFANTF-D1,WFANTF,unique_bus_in_demanda_smc,1,['WFANTF'],['WFANTF'],['WFANTF'],1,['2156-FANTF-T01'],['FANTINO'],['Declarado']
ZFNEGF-D1,WFNEGF,unique_bus_in_demanda_smc,1,['WFNEGF'],['WFNEGF'],['WFNEGF'],1,['3230-FNEGF-T01'],['FONDO NEGRO'],['Proyectado']
ZFOCHF-D1,WFOCHF,unique_bus_in_demanda_smc,1,['WFOCHF'],['WFOCHF'],['WFOCHF'],1,['2324-FOCHF-T01'],['FERRETERÍA OCHOA'],['Declarado']
ZFOLVF-D1,WFOLAF,unique_bus_in_demanda_smc,1,['WFOLAF'],['WFOLAF'],['WFOLAF'],1,['2352-FODLF-T01'],['FERRETERÍA OCHOA LAS LAVAS'],['Proyectado']
ZGALAF-D1,WGALAF,unique_bus_in_demanda_smc,1,['WGALAF'],['WGALAF'],['WGALAF'],2,['1792-GALAF-T01'],['69 kV GRUPO ALASKA'],['Declarado']
ZGBOJF-D1,WGBOJF,unique_bus_in_demanda_smc,1,['WGBOJF'],['WGBOJF'],['WGBOJF'],2,"['1670-GBOJF-T01', '1670-PHAIK-C01']",['GRANITOS BOJOS'],['Declarado']
ZGHACF-D1,WGHACF,unique_bus_in_demanda_smc,1,['WGHACF'],['WGHACF'],['WGHACF'],3,"['1125-BLEOK-C02', '1125-GHACF-F02', '1125-GHACF-T01']",['GRUPO HACHE'],['Declarado']
ZGHACF-D2,WGHACF,unique_bus_in_demanda_smc,1,['WGHACF'],[],['WGHACF'],1,['1125-BLEOK-F01'],['GRUPO HACHE'],['Declarado']
ZGMALF-D1,WGMALF,unique_bus_in_demanda_smc,1,['WGMALF'],['WGMALF'],['WGMALF'],1,['1243-GMALF-T01'],['GRUPO MALLA'],['Proyectado']
ZGOYAF-D1,WGOYAF,unique_bus_in_demanda_smc,1,['WGOYAF'],['WGOYAF'],['WGOYAF'],1,['3130-GOYAF-T01'],['GOYA'],['Proyectado']
ZGPETF-D1,WGPETF,unique_bus_in_demanda_smc,1,['WGPETF'],['WGPETF'],['WGPETF'],4,"['1531-PETRK-C01', '1531-PETRK-F01', '1531-POLYK-C02', '1531-TERMK-C03']",['GRUPO PETROQUÍMICA'],['Declarado']
ZGPETF-D3,WGPETF,unique_bus_in_demanda_smc,1,['WGPETF'],[],['WGPETF'],1,['1531-POLYK-F02'],['GRUPO PETROQUÍMICA'],['Declarado']
ZGPETF-D2,WGPETF,unique_bus_in_demanda_smc,1,['WGPETF'],[],['WGPETF'],1,['1531-TERMK-F03'],['GRUPO PETROQUÍMICA'],['Declarado']
ZGPLAF-D1,WGPLAF,unique_bus_in_demanda_smc,1,['WGPLAF'],['WGPLAF'],['WGPLAF'],3,"['1791-CLNAK-C01', '1791-GPLAF-F02', '1791-GPLAF-T01']",['GOMAS Y PLÁSTICOS'],"['Declarado', 'Proyectado']"
ZGRCHF-D1,WGRCHF,unique_bus_in_demanda_smc,1,['WGRCHF'],['WGRCHF'],['WGRCHF'],1,['1342-GRCHF-T01'],['GRUPO RAMOS CHARLES'],['Declarado']
ZGRSFF-D1,WGRSFF,unique_bus_in_demanda_smc,1,['WGRSFF'],['WGRSFF'],['WGRSFF'],1,['2064-GRSFF-T01'],['GRUPO RAMOS SAN FRANCISCO DE MACORIS'],['Declarado']
ZGUA2F-D1,WGUA2F,unique_bus_in_demanda_smc,1,['WGUA2F'],['WGUA2F'],['WGUA2F'],1,['3396-GUA2F-T01'],['GUANITO 2'],['Declarado']
ZGUAVF-D1,WGUAVF,unique_bus_in_demanda_smc,1,['WGUAVF'],['WGUAVF'],['WGUAVF'],1,['4033-GUAVF-T01'],['GUAVABERRY'],['Declarado']
ZGUAYF-D1,WGUAYF,unique_bus_in_demanda_smc,1,['WGUAYF'],['WGUAYF'],['WGUAYF'],1,['4110-GUAYF-T01'],['GUAYMATE'],['Declarado']
ZGUERF-D1,WGUERF,unique_bus_in_demanda_smc,1,['WGUERF'],['WGUERF'],['WGUERF'],1,['1328-GUERF-T01'],['GUERRA'],['Declarado']
WHALAF-D1,WHALAF,unique_bus_in_demanda_smc,1,['WHALAF'],['WHALAF'],[],2,['1792-GALAF-T01'],['HIELO ALASKA'],['Declarado']
ZHNVAF-D1,WHENUF,unique_bus_in_demanda_smc,1,['WHENUF'],['WHENUF'],['WHENUF'],3,"['1100-CCNLK-C01', '1100-HENUF-T01', '1100-MSALK-C02']",['HERRERA NUEVA'],['Declarado']
ZHERRE-D1,WHERRE,unique_bus_in_demanda_smc,1,['WHERRE'],['WHERRE'],['WHERRE'],2,"['1320-HERRE-T01', '1320-NESPK-C01']",['HERRERA 138'],['Declarado']
ZHIGUE-D2,WHGUEE,unique_bus_in_demanda_smc,1,['WHGUEE'],['WHGUEE'],['WHGUEE'],3,"['4560-GRSHK-C05', '4560-GRSHK-F01', '4560-HIGUE-T02']",['HIGUEY 138'],['Declarado']
ZHIGUE-D1,WHGUEE,unique_bus_in_demanda_smc,1,['WHGUEE'],['WHGUEE'],['WHGUEE'],1,['4560-HIGUE-T01'],['HIGUEY 138'],['Declarado']
ZHIGUE-D3,WHGUEE,unique_bus_in_demanda_smc,1,['WHGUEE'],['WHGUEE'],['WHGUEE'],1,['4560-HIGUE-T03'],['HIGUEY 138'],['Declarado']
ZHIGUF-D1,WHIGUF,unique_bus_in_demanda_smc,1,['WHIGUF'],['WHIGUF'],['WHIGUF'],1,['4600-HIGUF-T01'],['HIGUEY 69'],['Declarado']
ZHJBOF-D1,WHJBOF,unique_bus_in_demanda_smc,1,['WHJBOF'],['WHJBOF'],['WHJBOF'],3,"['2010-HTRAF-T01', '2292-HMSAF-T01']",['HOSPITAL JUAN BOSCH'],"['Declarado', 'Proyectado']"
ZHLINF-D1,WHLINF,unique_bus_in_demanda_smc,1,['WHLINF'],[],[],1,['2735-HLINF-T01'],['HOYO LIMA INDUSTRIAL'],['Proyectado']
ZHMAYF-D1,WHMAYF,unique_bus_in_demanda_smc,1,['WHMAYF'],['WHMAYF'],['WHMAYF'],1,['4400-HMAYF-T01'],['HATO MAYOR'],['Declarado']
ZHMSAF-D1,WHMSAF,unique_bus_in_demanda_smc,1,['WHMSAF'],['WHMSAF'],['WHMSAF'],3,"['2290HMSA', '2292-HMSAF-T01']",['HOSPITAL METROPOLITANO SANTIAGO'],"['Declarado', 'Proyectado']"
ZHNACF-D1,WHNACF,unique_bus_in_demanda_smc,1,['WHNACF'],[],[],1,['1792-HNACF-T01'],['HIELOS NACIONALES'],['Proyectado']
ZHNS1E-D1,WHNS1E,unique_bus_in_demanda_smc,1,['WHNS1E'],['WHNS1E'],['WHNS1E'],1,['1190-HAINE-T01'],['HAINAMOSA 138 - BARRA 1'],['Declarado']
ZHNS2E-D1,WHNS1E,unique_bus_in_demanda_smc,1,['WHNS1E'],['WHNS1E'],['WHNS1E'],1,['1190-HAINE-T02'],['HAINAMOSA 138 - BARRA 1'],['Declarado']
ZHNUEF-D1,WHNUEF,unique_bus_in_demanda_smc,1,['WHNUEF'],['WHNUEF'],['WHNUEF'],1,['1325-HNUEF-T01'],['HATO NUEVO'],['Declarado']
ZIBARF-D1,WIBARF,unique_bus_in_demanda_smc,1,['WIBARF'],['WIBARF'],['WIBARF'],1,['3362-IBARF-T01'],['INGENIO BARAHONA'],['Declarado']
ZICAEF-D1,WICAEF,unique_bus_in_demanda_smc,1,['WICAEF'],['WICAEF'],['WICAEF'],1,['3282-ICAEF-T01'],['INGENIO CAEI'],['Declarado']
ZICNAF-D1,WICNAF,unique_bus_in_demanda_smc,1,['WICNAF'],['WICNAF'],[],2,['2105-INCAF-T01'],['69 kV INCARNA'],['Declarado']
ZIDALF-D1,WIDALF,unique_bus_in_demanda_smc,1,['WIDALF'],['WIDALF'],['WIDALF'],2,['2105-INCAF-T01'],['69 kV INDAL'],['Declarado']
ZIISAF-D1,WIISAF,unique_bus_in_demanda_smc,1,['WIISAF'],['WIISAF'],['WIISAF'],1,['1537-IISAF-T01'],['INCA ISABELA'],['Declarado']
ZIMBEF-D1,WIMBEF,unique_bus_in_demanda_smc,1,['WIMBEF'],['WIMBEF'],['WIMBEF'],1,['2360-IMBEF-T01'],['IMBERT'],['Declarado']
ZINCAF-D1,WINCAF,unique_bus_in_demanda_smc,1,['WINCAF'],['WINCAF'],['WINCAF'],2,"['1952-IK22F-F02', '1952-IK22F-T01']",['INCA'],['Declarado']
ZINVBF-D1,WINVBF,unique_bus_in_demanda_smc,1,['WINVBF'],['WINVBF'],['WINVBF'],1,['1373-INVIF-T01'],['INVIVIENDA T1'],['Declarado']
ZINVIF-D1,WINVIF,unique_bus_in_demanda_smc,1,['WINVIF'],['WINVIF'],['WINVIF'],1,['1373-INVIF-T02'],['INVIVIENDA T2'],['Declarado']
ZIPSIF-D1,WIPSIF,unique_bus_in_demanda_smc,1,['WIPSIF'],['WIPSIF'],['WIPSIF'],1,['1951-IPSIF-T01'],['INDUSTRIA PAPEL SIDO'],['Proyectado']
ZJARAF-D1,WJARAF,unique_bus_in_demanda_smc,1,['WJARAF'],['WJARAF'],['WJARAF'],1,['2445-JARAF-T01'],['JARABACOA'],['Declarado']
ZJDOLE-D1,WJDOLE,unique_bus_in_demanda_smc,1,['WJDOLE'],['WJDOLE'],['WJDOLE'],3,"['4750-ICCAK-C02', '4750-JDOLE-F01', '4750-JDOLE-T01']",['JUAN DOLIO'],['Declarado']
ZJDOLE-D2,WJDOLE,unique_bus_in_demanda_smc,1,['WJDOLE'],[],['WJDOLE'],1,['4750-ICCAK-F02'],['JUAN DOLIO'],['Declarado']
ZJDOLE-D4,WJDOLE,unique_bus_in_demanda_smc,1,['WJDOLE'],[],['WJDOLE'],1,['4750JDOL(1)'],['JUAN DOLIO'],['Declarado']
WJIBPE-D1,WJIBPE,unique_bus_in_demanda_smc,1,['WJIBPE'],['WJIBPE'],['WJIBPE'],1,['3206-JIMAF-T01'],['138 kV JIMANÍ BP'],['Declarado']
ZKDMBF-D1,WKDMBF,unique_bus_in_demanda_smc,1,['WKDMBF'],['WKDMBF'],['WKDMBF'],3,"['1150-KDMEF-T01', '1150KM10']",['KILOMETRO DIEZ Y MEDIO B'],['Declarado']
ZKDMEF-D2,WKDMEF,unique_bus_in_demanda_smc,1,['WKDMEF'],['WKDMEF'],['WKDMEF'],6,"['1150-CALAK-C08', '1150-CALAK-F02', '1150-EPADK-C04', '1150-EPADK-F01', '1150-KDMEF-T03', '1150EPAD03']",['KILOMETRO DIEZ Y MEDIO'],['Declarado']
ZKDMEF-D1,WKDMEF,unique_bus_in_demanda_smc,1,['WKDMEF'],['WKDMEF'],['WKDMEF'],4,"['1150-KDMEF-F03', '1150-KDMEF-T02', '1150KM10']",['KILOMETRO DIEZ Y MEDIO'],['Declarado']
ZKINDF-D1,WKINDF,unique_bus_in_demanda_smc,1,['WKINDF'],['WKINDF'],['WKINDF'],2,"['3212-KINDF-T01', '3212-KINDK-C01']",['BARRA 69 KV KHOURY INDUSTRIAL'],['Declarado']
ZKQA1F-D1,WKQA1F,unique_bus_in_demanda_smc,1,['WKQA1F'],['WKQA1F'],['WKQA1F'],1,['3300-K15AF-T01'],['KILOMETRO QUINCE DE AZUA 69'],['Declarado']
ZKVENF-D1,WKVEIF,unique_bus_in_demanda_smc,1,['WKVEIF'],['WKVEIF'],['WKVEIF'],1,['1330-KM24F-T01'],['KILOMETRO VEINTICUATRO'],['Declarado']
ZLADOF-D1,WLADOF,unique_bus_in_demanda_smc,1,['WLADOF'],[],[],1,['1346LADO'],['LADOM'],['Declarado']
WLALFF-D1,WLALFF,unique_bus_in_demanda_smc,1,['WLALFF'],['WLALFF'],['WLALFF'],1,['1251-LALFF-T01'],['69 kV LABORATORIOS ALFA'],['Declarado']
ZLCALF-D1,WLCALF,unique_bus_in_demanda_smc,1,['WLCALF'],['WLCALF'],['WLCALF'],1,['1332-LCALF-T02'],['LA CALETA'],['Declarado']
ZLCALF-D2,WLCALF,unique_bus_in_demanda_smc,1,['WLCALF'],['WLCALF'],['WLCALF'],2,"['1333-BCDEK-C01', '1333-LCALF-T03']",['LA CALETA'],['Declarado']
ZLCBOF-D1,WLCBOF,unique_bus_in_demanda_smc,1,['WLCBOF'],['WLCBOF'],['WLCBOF'],1,['1965-LCUMF-T01'],['LA CUMBRE BONAO'],['Declarado']
ZLCUAF-D1,WLCUAF,unique_bus_in_demanda_smc,1,['WLCUAF'],['WLCUAF'],['WLCUAF'],3,"['1160-LA40F-F01', '1160-LA40F-T01', '1160-MAPRK-C02']",['LA CUARENTA'],['Declarado']
ZLDAMK-D2,WLDAMK,unique_bus_in_demanda_smc,1,['WLDAMK'],['WLDAMK'],['WLDAMK'],2,"['3060-CDAMK-C02', '3060-CDAMK-F01']",['LAS DAMAS'],['Declarado']
ZLDIAF-D1,WLDIAF,unique_bus_in_demanda_smc,1,['WLDIAF'],['WLDIAF'],['WLDIAF'],1,['1126-LDIAF-T01'],['LISTÍN DIARIO'],['Proyectado']
ZLGALE-D1,WLGALE,unique_bus_in_demanda_smc,1,['WLGALE'],['WLGALE'],['WLGALE'],2,"['2311-LGALE-F01', '2311-LGALE-T01']",['LA GALLERA'],"['Declarado', 'Proyectado']"
ZLGALE-D2,WLGALE,unique_bus_in_demanda_smc,1,['WLGALE'],['WLGALE'],['WLGALE'],3,"['2311-LGALE-T02', '2311-PSANK-C01', '2311-PSANK-F01']",['LA GALLERA'],"['Declarado', 'Proyectado']"
ZLISAE-D1,WLISAE,unique_bus_in_demanda_smc,1,['WLISAE'],['WLISAE'],['WLISAE'],1,['1910-LISAE-T01'],['LA ISABELA 138'],['Declarado']
