reservoir_id,nivel_fin_24
E_TAVER1,384.0
E_TAVER2,96.0
E_JIGUE1,423.0
E_JIGUE2,230.0
E_AGUAC1,0.0
E_AGUAC2,476.0
E_VALDE1,144.0
E_VALDE2,0.0
E_RBLAN1,300.0
E_RBLAN2,0.0
E_MONCI1,234.0
E_MONCI2,253.0
E_LANGOS,172.79999999999995
E_PINAL1,200.0
E_PINAL2,50.0
E_PALOM1,280.0
E_PALOM2,0.0
