name,bus0,bus1,v_nom_bus0_kv,v_nom_bus1_kv,voltage_pair_status,r_pu_hint,x_pu_hint,s_nom_mva_hint,source_branch_id,source_branch_type,source_row_number,notes
WAANDE__WENADE__L1,WAANDE,WENADE,138.0,138.0,same_voltage_ok,0.00036,0.00042,111.0,WAANDE__WENADE__L1,line,271,standard_branch
WABCOF__WXCOCF__L1,WABCOF,WXCOCF,69.0,69.0,same_voltage_ok,0.03615,0.13119,68.0,WABCOF__WXCOCF__L1,line,570,standard_branch
WACIBF__WPIMCF__L1,WACIBF,WPIMCF,69.0,69.0,same_voltage_ok,0.02336,0.03534,45.0,WACIBF__WPIMCF__L1,line,489,standard_branch
WACLAE__WNAV2E__L1,WACLAE,WNAV2E,138.0,138.0,same_voltage_ok,0.02914303,0.11888404999999999,158.28462,WACLAE__WNAV2E__L1,line,846,standard_branch
WAGUAE__WAGUBE__L1,WAGUAE,WAGUBE,138.0,138.0,same_voltage_ok,0.0,0.0001,158.0,WAGUAE__WAGUBE__L1,line,691,standard_branch
WAGUAE__WJIGBE__L1,WAGUAE,WJIGBE,138.0,138.0,same_voltage_ok,0.0082,0.0347,158.0,WAGUAE__WJIGBE__L1,line,692,standard_branch
WAHO1E__WAHO2E__L1,WAHO1E,WAHO2E,138.0,138.0,same_voltage_ok,0.0,0.0006,317.0,WAHO1E__WAHO2E__L1,line,68,standard_branch
WAHOBF__WXMALF__L1,WAHOBF,WXMALF,69.0,69.0,same_voltage_ok,0.008156,0.030239,79.0,WAHOBF__WXMALF__L1,line,118,standard_branch
WAHONF__WAHOBF__L1,WAHONF,WAHOBF,69.0,69.0,same_voltage_ok,0.0,5.3e-05,150.0,WAHONF__WAHOBF__L1,line,117,standard_branch
WAIAMF__WLCALF__L1,WAIAMF,WLCALF,69.0,69.0,same_voltage_ok,0.005094029999999999,0.01851618,79.0,WAIAMF__WLCALF__L1,line,174,standard_branch
WAIAZF__WKQA1F__L1,WAIAZF,WKQA1F,69.0,69.0,same_voltage_ok,0.03255,0.11736,55.0,WAIAZF__WKQA1F__L1,line,573,standard_branch
WAIZSF__WZFSPF__L1,WAIZSF,WZFSPF,69.0,69.0,same_voltage_ok,0.00103,0.00381,79.0,WAIZSF__WZFSPF__L1,line,740,standard_branch
WAPERF__WEABAF__L1,WAPERF,WEABAF,69.0,69.0,same_voltage_ok,0.0025,0.0091,79.0,WAPERF__WEABAF__L1,line,315,standard_branch
WAPFAF__WXOC2F__L1,WAPFAF,WXOC2F,69.0,69.0,same_voltage_ok,0.00187,0.00289,45.0,WAPFAF__WXOC2F__L1,line,391,standard_branch
WAQUIF__WXAQUF__L1,WAQUIF,WXAQUF,69.0,69.0,same_voltage_ok,0.01335,0.02408,43.0,WAQUIF__WXAQUF__L1,line,451,standard_branch
WAZUAF__WABCOF__L1,WAZUAF,WABCOF,69.0,69.0,same_voltage_ok,0.05944,0.21432,68.0,WAZUAF__WABCOF__L1,line,569,standard_branch
WAZUAF__WPLINF__L1,WAZUAF,WPLINF,69.0,69.0,same_voltage_ok,0.00886,0.03195,68.0,WAZUAF__WPLINF__L1,line,571,standard_branch
WBANIF__WPIZAF__L1,WBANIF,WPIZAF,69.0,69.0,same_voltage_ok,0.03266,0.107561,68.0,WBANIF__WPIZAF__L1,line,566,standard_branch
WBANIF__WXLFAF__L1,WBANIF,WXLFAF,69.0,69.0,same_voltage_ok,0.00094,0.00308,68.0,WBANIF__WXLFAF__L1,line,561,standard_branch
WBAPEF__WCOCOF__L1,WBAPEF,WCOCOF,69.0,69.0,same_voltage_ok,0.04561,0.1644,55.0,WBAPEF__WCOCOF__L1,line,567,standard_branch
WBARAF__WBCARF__L1,WBARAF,WBCARF,69.0,69.0,same_voltage_ok,0.00188687,0.00684628,79.14231,WBARAF__WBCARF__L1,line,588,standard_branch
WBAYAE__WKQAZE__L1,WBAYAE,WKQAZE,138.0,138.0,same_voltage_ok,0.034685,0.128305,136.0,WBAYAE__WKQAZE__L1,line,651,standard_branch
WBAYOF__WXBA1F__L1,WBAYOF,WXBA1F,69.0,69.0,same_voltage_ok,2.4e-05,9e-05,79.0,WBAYOF__WXBA1F__L1,line,153,standard_branch
WBAYOF__WXHNUF__L1,WBAYOF,WXHNUF,69.0,69.0,same_voltage_ok,0.003868,0.014156,79.0,WBAYOF__WXHNUF__L1,line,154,standard_branch
WBCHIE__WSIBBE__L1,WBCHIE,WSIBBE,138.0,138.0,same_voltage_ok,7.072e-05,0.00044786,475.4167697631206,WBCHIE__WSIBBE__L1,line,260,standard_branch
WBCHIE__WSPM2E__L1,WBCHIE,WSPM2E,138.0,138.0,same_voltage_ok,0.00988847,0.05612561,317.0,WBCHIE__WSPM2E__L1,line,259,standard_branch
WBCHIF__WXPCIF__L1,WBCHIF,WXPCIF,69.0,69.0,same_voltage_ok,0.00808659,0.0293412,79.0,WBCHIF__WXPCIF__L1,line,263,standard_branch
WBENEF__WHIGUF__L1,WBENEF,WHIGUF,69.0,69.0,same_voltage_ok,0.05808,0.08957,35.0,WBENEF__WHIGUF__L1,line,746,standard_branch
WBLECF__WXBLEF__L1,WBLECF,WXBLEF,69.0,69.0,same_voltage_ok,0.1332,0.1277,34.0,WBLECF__WXBLEF__L1,line,734,standard_branch
WBNVFF__WXAHGF__L1,WBNVFF,WXAHGF,69.0,69.0,same_voltage_ok,0.0225,0.0825,79.0,WBNVFF__WXAHGF__L1,line,116,standard_branch
WBON2E__WCANAE__L1,WBON2E,WCANAE,138.0,138.0,same_voltage_ok,0.046,0.17,136.0,WBON2E__WCANAE__L1,line,336,standard_branch
WBON2E__WCANAE__L2,WBON2E,WCANAE,138.0,138.0,same_voltage_ok,0.046,0.17,136.0,WBON2E__WCANAE__L2,line,337,standard_branch
WBON2F__WPINAF__L1,WBON2F,WPINAF,69.0,69.0,same_voltage_ok,0.0551,0.22476,79.0,WBON2F__WPINAF__L1,line,333,standard_branch
WBON2F__WRBLAF__L1,WBON2F,WRBLAF,69.0,69.0,same_voltage_ok,0.03647481,0.1334927,79.0,WBON2F__WRBLAF__L1,line,332,standard_branch
WBON2F__WXRINF__L1,WBON2F,WXRINF,69.0,69.0,same_voltage_ok,0.008460255352782822,0.030962659723053766,79.0,WBON2F__WXRINF__L1,line,353,standard_branch
WBON2F__WZFDRF__L1,WBON2F,WZFDRF,69.0,69.0,same_voltage_ok,0.00135,0.00769,158.28462,WBON2F__WZFDRF__L1,line,329,standard_branch
WBON3D__WGUERD__L1,WBON3D,WGUERD,345.0,345.0,same_voltage_ok,0.0028929999999999997,0.025058999999999998,1187.13465,WBON3D__WGUERD__L1,line,802,standard_branch
WBON3D__WNARAD__L1,WBON3D,WNARAD,345.0,345.0,same_voltage_ok,0.002529,0.021908,1187.13465,WBON3D__WNARAD__L1,line,800,standard_branch
WBON3D__WNARAD__L2,WBON3D,WNARAD,345.0,345.0,same_voltage_ok,0.002529,0.021908,1187.13465,WBON3D__WNARAD__L2,line,806,standard_branch
WBON3E__WBON2E__L1,WBON3E,WBON2E,138.0,138.0,same_voltage_ok,9.333e-05,0.00052961,316.56924,WBON3E__WBON2E__L1,line,783,standard_branch
WBON3E__WBON2E__L2,WBON3E,WBON2E,138.0,138.0,same_voltage_ok,9.3e-05,0.00053,317.0,WBON3E__WBON2E__L2,line,784,standard_branch
WBONAF__WBOPEF__L1,WBONAF,WBOPEF,69.0,69.0,same_voltage_ok,0.0239,0.0315,37.0,WBONAF__WBOPEF__L1,line,338,standard_branch
WBPOPF__WLDIAF__L1,WBPOPF,WLDIAF,69.0,69.0,same_voltage_ok,0.00096,0.00146,45.0,WBPOPF__WLDIAF__L1,line,23,standard_branch
WBVISF__WXCHAF__L1,WBVISF,WXCHAF,69.0,69.0,same_voltage_ok,0.0043,0.0157,40.0,WBVISF__WXCHAF__L1,line,743,standard_branch
WCABAF__WSYASF__L1,WCABAF,WSYASF,69.0,69.0,same_voltage_ok,0.0257,0.09407,79.0,WCABAF__WSYASF__L1,line,469,standard_branch
WCALAE__WPERAE__L1,WCALAE,WPERAE,138.0,138.0,same_voltage_ok,8.7e-05,0.001079,656.0,WCALAE__WPERAE__L1,line,661,standard_branch
WCALBE__WCALAE__L1,WCALBE,WCALAE,138.0,138.0,same_voltage_ok,0.0,0.0001,317.0,WCALBE__WCALAE__L1,line,658,standard_branch
WCALBE__WPERBE__L1,WCALBE,WPERBE,138.0,138.0,same_voltage_ok,8.7e-05,0.001079,656.0,WCALBE__WPERBE__L1,line,662,standard_branch
WCANAE__WMOCAE__L1,WCANAE,WMOCAE,138.0,138.0,same_voltage_ok,0.0128,0.0523,158.0,WCANAE__WMOCAE__L1,line,420,standard_branch
WCANAE__WNIBAE__L1,WCANAE,WNIBAE,138.0,138.0,same_voltage_ok,0.00751044,0.02777765,136.0,WCANAE__WNIBAE__L1,line,429,standard_branch
WCANAF__WXMVAF__L1,WCANAF,WXMVAF,69.0,69.0,same_voltage_ok,0.02041,0.03682,43.0,WCANAF__WXMVAF__L1,line,363,standard_branch
WCANAF__WXPINF__L1,WCANAF,WXPINF,69.0,69.0,same_voltage_ok,0.0207486,0.02446491,32.0,WCANAF__WXPINF__L1,line,364,standard_branch
WCANAF__WXTROF__L1,WCANAF,WXTROF,69.0,69.0,same_voltage_ok,0.00507772,0.00598719,32.0,WCANAF__WXTROF__L1,line,367,standard_branch
WCATAF__WABRUF__L1,WCATAF,WABRUF,69.0,69.0,same_voltage_ok,0.0447,0.1489,79.0,WCATAF__WABRUF__L1,line,145,standard_branch
WCATAF__WXCATF__L1,WCATAF,WXCATF,69.0,69.0,same_voltage_ok,0.015789,0.057787,79.0,WCATAF__WXCATF__L1,line,148,standard_branch
WCBOHF__WXBOHF__L1,WCBOHF,WXBOHF,69.0,69.0,same_voltage_ok,0.002229,0.00829,79.0,WCBOHF__WXBOHF__L1,line,37,standard_branch
WCBYNF__WXDISF__L1,WCBYNF,WXDISF,69.0,69.0,same_voltage_ok,0.001396,0.005176,79.0,WCBYNF__WXDISF__L1,line,162,standard_branch
WCCA2F__WXABRF__L1,WCCA2F,WXABRF,69.0,69.0,same_voltage_ok,0.004748,0.00774,43.0,WCCA2F__WXABRF__L1,line,620,standard_branch
WCCABF__WCCA2F__L1,WCCABF,WCCA2F,69.0,69.0,same_voltage_ok,0.0009908,0.00368445,79.0,WCCABF__WCCA2F__L1,line,619,standard_branch
WCCABF__WZFBAF__L1,WCCABF,WZFBAF,69.0,69.0,same_voltage_ok,0.0283,0.04613,43.0,WCCABF__WZFBAF__L1,line,623,standard_branch
WCEMEE__WSPM2E__L1,WCEMEE,WSPM2E,138.0,138.0,same_voltage_ok,0.00052091,0.00294763,316.56924,WCEMEE__WSPM2E__L1,line,763,standard_branch
WCESPF__WXESPF__L1,WCESPF,WXESPF,69.0,69.0,same_voltage_ok,0.00116,0.00209,43.0,WCESPF__WXESPF__L1,line,395,standard_branch
WCLUIE__WSPM2E__L1,WCLUIE,WSPM2E,138.0,138.0,same_voltage_ok,0.00911088,0.05171149,317.0,WCLUIE__WSPM2E__L1,line,272,standard_branch
WCNPEE__WPARAE__L1,WCNPEE,WPARAE,138.0,138.0,same_voltage_ok,0.00211375,0.010695779999999998,317.0,WCNPEE__WPARAE__L1,line,27,standard_branch
WCNPEE__WUASDE__L1,WCNPEE,WUASDE,138.0,138.0,same_voltage_ok,0.00104155,0.00527038,317.0,WCNPEE__WUASDE__L1,line,25,standard_branch
WCNSLF__WHMAYF__L1,WCNSLF,WHMAYF,69.0,69.0,same_voltage_ok,0.070988,0.259819,79.0,WCNSLF__WHMAYF__L1,line,729,standard_branch
WCOAPE__WLROME__L1,WCOAPE,WLROME,138.0,138.0,same_voltage_ok,0.020537,0.084202,158.0,WCOAPE__WLROME__L1,line,701,standard_branch
WCOCOF__WABCOF__L1,WCOCOF,WABCOF,69.0,69.0,same_voltage_ok,0.0368,0.1338,55.0,WCOCOF__WABCOF__L1,line,536,standard_branch
WCOCOF__WSJOCF__L1,WCOCOF,WSJOCF,69.0,69.0,same_voltage_ok,0.20749,0.29126,37.0,WCOCOF__WSJOCF__L1,line,535,standard_branch
WCOHEF__WXOFAF__L1,WCOHEF,WXOFAF,69.0,69.0,same_voltage_ok,0.0047,0.017,79.0,WCOHEF__WXOFAF__L1,line,254,standard_branch
WCONSF__WTIREF__L1,WCONSF,WTIREF,69.0,69.0,same_voltage_ok,0.0637,0.06842,34.0,WCONSF__WTIREF__L1,line,445,standard_branch
WCOTAE__WCOTBE__L1,WCOTAE,WCOTBE,138.0,138.0,same_voltage_ok,0.0,0.0001,158.0,WCOTAE__WCOTBE__L1,line,757,standard_branch
WCOTBE__WHGUEE__L1,WCOTBE,WHGUEE,138.0,138.0,same_voltage_ok,0.010049,0.043105,158.0,WCOTBE__WHGUEE__L1,line,759,standard_branch
WCOTUF__WHATIF__L1,WCOTUF,WHATIF,69.0,69.0,same_voltage_ok,0.017300000000000003,0.06192,79.0,WCOTUF__WHATIF__L1,line,322,standard_branch
WCPVCF__WXCDAF__L1,WCPVCF,WXCDAF,69.0,69.0,same_voltage_ok,0.014842,0.022889,45.0,WCPVCF__WXCDAF__L1,line,284,standard_branch
WCTP1D__WCTP2D__L1,WCTP1D,WCTP2D,345.0,345.0,same_voltage_ok,0.0,0.0001,1625.8194,WCTP1D__WCTP2D__L1,line,821,standard_branch
WCTP1D__WJSAUD__L1,WCTP1D,WJSAUD,345.0,345.0,same_voltage_ok,0.0010373,0.01273274,1625.8194,WCTP1D__WJSAUD__L1,line,817,standard_branch
WCTP2D__WJSAUD__L2,WCTP2D,WJSAUD,345.0,345.0,same_voltage_ok,0.0010373,0.01273274,1625.8194,WCTP2D__WJSAUD__L2,line,818,standard_branch
WCUMAE__WCUMBE__L1,WCUMAE,WCUMBE,138.0,138.0,same_voltage_ok,0.0,0.001,158.0,WCUMAE__WCUMBE__L1,line,706,standard_branch
WCUMBE__WLROME__L1,WCUMBE,WLROME,138.0,138.0,same_voltage_ok,0.005569999999999999,0.02273,158.28462,WCUMBE__WLROME__L1,line,705,standard_branch
WCZFSF__WXIPRF__L1,WCZFSF,WXIPRF,69.0,69.0,same_voltage_ok,0.010699249999999999,0.01664846,79.23612829385343,WCZFSF__WXIPRF__L1,line,481,standard_branch
WDJAOF__WXTDAF__L1,WDJAOF,WXTDAF,69.0,69.0,same_voltage_ok,0.00027,0.00129,158.0,WDJAOF__WXTDAF__L1,line,775,standard_branch
WDPEDF__WXMVAF__L1,WDPEDF,WXMVAF,69.0,69.0,same_voltage_ok,0.01622,0.02926,43.0,WDPEDF__WXMVAF__L1,line,435,standard_branch
WDUVEF__WLDAMF__L1,WDUVEF,WLDAMF,69.0,69.0,same_voltage_ok,0.02607038,0.04020528,45.0,WDUVEF__WLDAMF__L1,line,530,standard_branch
WDUVEF__WXJINF__L1,WDUVEF,WXJINF,69.0,69.0,same_voltage_ok,0.000645,0.000995,45.0,WDUVEF__WXJINF__L1,line,531,standard_branch
WEBRIE__WVDU1E__L1,WEBRIE,WVDU1E,138.0,138.0,same_voltage_ok,0.00556318,0.02192831,136.0,WEBRIE__WVDU1E__L1,line,74,standard_branch
WEMA2E__WTIM2E__L1,WEMA2E,WTIM2E,138.0,138.0,same_voltage_ok,6.841e-05,0.00038712,316.56924,WEMA2E__WTIM2E__L1,line,126,standard_branch
WEMA3F__WTMBBF__L1,WEMA3F,WTMBBF,69.0,69.0,same_voltage_ok,0.00043199,0.00205374,158.0,WEMA3F__WTMBBF__L1,line,129,standard_branch
WEMB3F__WTIM2F__L1,WEMB3F,WTIM2F,69.0,69.0,same_voltage_ok,0.00022216,0.00105621,170.0,WEMB3F__WTIM2F__L1,line,131,standard_branch
WEMBAE__WLPRAE__L1,WEMBAE,WLPRAE,138.0,138.0,same_voltage_ok,0.0021,0.0082,158.0,WEMBAE__WLPRAE__L1,line,98,standard_branch
WEMBAE__WMATBE__L1,WEMBAE,WMATBE,138.0,138.0,same_voltage_ok,0.00140818,0.00537871,158.0,WEMBAE__WMATBE__L1,line,99,standard_branch
WESM3F__WEMA3F__L1,WESM3F,WEMA3F,69.0,69.0,same_voltage_ok,0.0,1e-05,158.0,WESM3F__WEMA3F__L1,line,128,standard_branch
WESOCE__WHMA2E__L1,WESOCE,WHMA2E,138.0,138.0,same_voltage_ok,0.01835034,0.07859621,158.28462,WESOCE__WHMA2E__L1,line,771,standard_branch
WESP1E__WNAV2E__L1,WESP1E,WNAV2E,138.0,138.0,same_voltage_ok,0.00415462,0.02358102,316.9445131754137,WESP1E__WNAV2E__L1,line,830,standard_branch
WFNEGF__WXQCOF__L1,WFNEGF,WXQCOF,69.0,69.0,same_voltage_ok,0.04386883,0.0762295,43.0,WFNEGF__WXQCOF__L1,line,589,standard_branch
WFOCHF__WACIBF__L1,WFOCHF,WACIBF,69.0,69.0,same_voltage_ok,0.003919,0.014529,45.0,WFOCHF__WACIBF__L1,line,490,standard_branch
WGIRAE__WPIZAE__L2,WGIRAE,WPIZAE,138.0,138.0,same_voltage_ok,0.0026693,0.01515055,316.9445131754137,WGIRAE__WPIZAE__L2,line,649,standard_branch
WGIRAE__WSANTE__L1,WGIRAE,WSANTE,138.0,138.0,same_voltage_ok,0.00236023,0.01339635,316.9445131754137,WGIRAE__WSANTE__L1,line,645,standard_branch
WGNLLE__WACLAE__L1,WGNLLE,WACLAE,138.0,138.0,same_voltage_ok,0.01607111,0.06555941,158.0,WGNLLE__WACLAE__L1,line,828,standard_branch
WGPLAF__WXGPLF__L1,WGPLAF,WXGPLF,69.0,69.0,same_voltage_ok,0.02283,0.0497,45.0,WGPLAF__WXGPLF__L1,line,246,standard_branch
WGRCHF__WXINVF__L1,WGRCHF,WXINVF,69.0,69.0,same_voltage_ok,0.016262,0.025079,45.0,WGRCHF__WXINVF__L1,line,50,standard_branch
WGUA2F__WXGU2F__L1,WGUA2F,WXGU2F,69.0,69.0,same_voltage_ok,0.00063681,0.002361,79.0,WGUA2F__WXGU2F__L1,line,576,standard_branch
WGUAYE__WGNLLE__L1,WGUAYE,WGNLLE,138.0,138.0,same_voltage_ok,0.00458738,0.01871346,158.0,WGUAYE__WGNLLE__L1,line,827,standard_branch
WGUAYF__WRPELF__L1,WGUAYF,WRPELF,69.0,69.0,same_voltage_ok,0.0742,0.0747,34.0,WGUAYF__WRPELF__L1,line,737,standard_branch
WGUERE__WCLUIE__L1,WGUERE,WCLUIE,138.0,138.0,same_voltage_ok,0.00845741,0.04800242,317.0,WGUERE__WCLUIE__L1,line,269,standard_branch
WGUERE__WSPM2E__L1,WGUERE,WSPM2E,138.0,138.0,same_voltage_ok,0.01663254,0.09440396,317.0,WGUERE__WSPM2E__L1,line,268,standard_branch
WGUERF__WXMPAF__L1,WGUERF,WXMPAF,69.0,69.0,same_voltage_ok,0.02105257,0.07704951,79.14231,WGUERF__WXMPAF__L1,line,82,standard_branch
WGVEGF__WZFVEF__L1,WGVEGF,WZFVEF,69.0,69.0,same_voltage_ok,0.00183598,0.00671943,71.7069,WGVEGF__WZFVEF__L1,line,383,standard_branch
WHAIBF__WXOFAF__L1,WHAIBF,WXOFAF,69.0,69.0,same_voltage_ok,0.006104,0.024458,79.0,WHAIBF__WXOFAF__L1,line,141,standard_branch
WHAINF__WHAIBF__L1,WHAINF,WHAIBF,69.0,69.0,same_voltage_ok,0.0,0.0001,79.0,WHAINF__WHAIBF__L1,line,4,standard_branch
WHAINF__ZXOJIF__L1,WHAINF,ZXOJIF,69.0,69.0,same_voltage_ok,0.00226193,0.00827834,79.14231,WHAINF__ZXOJIF__L1,line,139,standard_branch
WHENUF__WXHE1F__L1,WHENUF,WXHE1F,69.0,69.0,same_voltage_ok,0.00012385,0.00046053,79.0,WHENUF__WXHE1F__L1,line,12,standard_branch
WHERRE__WLPRAE__L1,WHERRE,WLPRAE,138.0,138.0,same_voltage_ok,0.00379941,0.01549903,158.0,WHERRE__WLPRAE__L1,line,201,standard_branch
WHGMOE__WSPM2E__L1,WHGMOE,WSPM2E,138.0,138.0,same_voltage_ok,0.0,0.00015,164.0,WHGMOE__WSPM2E__L1,line,733,standard_branch
WHGUEE__WESEIE__L1,WHGUEE,WESEIE,138.0,138.0,same_voltage_ok,0.02437923,0.1045759,158.0,WHGUEE__WESEIE__L1,line,760,standard_branch
WHMA2E__WESEIE__L1,WHMA2E,WESEIE,138.0,138.0,same_voltage_ok,0.01758861,0.07544722,158.0,WHMA2E__WESEIE__L1,line,773,standard_branch
WHMA2F__WSMARF__L1,WHMA2F,WSMARF,69.0,69.0,same_voltage_ok,0.0954448,0.341199,79.14231,WHMA2F__WSMARF__L1,line,727,standard_branch
WHMAYF__WHMA2F__L1,WHMAYF,WHMA2F,69.0,69.0,same_voltage_ok,0.00219694,0.00785369,79.14231,WHMAYF__WHMA2F__L1,line,726,standard_branch
WHNS1E__WBCHIE__L1,WHNS1E,WBCHIE,138.0,138.0,same_voltage_ok,0.00994293,0.05643469,317.0,WHNS1E__WBCHIE__L1,line,75,standard_branch
WHNS1E__WDJAOE__L1,WHNS1E,WDJAOE,138.0,138.0,same_voltage_ok,0.00458128,0.01868854,158.47225658770685,WHNS1E__WDJAOE__L1,line,61,standard_branch
WHNS1E__WEBRIE__L1,WHNS1E,WEBRIE,138.0,138.0,same_voltage_ok,0.00939641,0.03610938,136.0,WHNS1E__WEBRIE__L1,line,73,standard_branch
WHNS1E__WGUERE__L1,WHNS1E,WGUERE,138.0,138.0,same_voltage_ok,0.00286357,0.01625319,316.56924,WHNS1E__WGUERE__L1,line,76,standard_branch
WHNS1E__WGUERE__L2,WHNS1E,WGUERE,138.0,138.0,same_voltage_ok,0.00286357,0.01625319,317.0,WHNS1E__WGUERE__L2,line,77,standard_branch
WHNS1E__WLVICE__L1,WHNS1E,WLVICE,138.0,138.0,same_voltage_ok,0.007431,0.030384,158.0,WHNS1E__WLVICE__L1,line,836,standard_branch
WHNS1E__WPAL1E__L1,WHNS1E,WPAL1E,138.0,138.0,same_voltage_ok,0.01645232,0.06084953,136.0,WHNS1E__WPAL1E__L1,line,60,standard_branch
WHNS1E__WVDU1E__L1,WHNS1E,WVDU1E,138.0,138.0,same_voltage_ok,0.0079,0.0291,136.0,WHNS1E__WVDU1E__L1,line,72,standard_branch
WHNS1E__WVMELE__L1,WHNS1E,WVMELE,138.0,138.0,same_voltage_ok,0.00904476,0.03345241,136.0,WHNS1E__WVMELE__L1,line,63,standard_branch
WHNS1F__WTAMAF__L1,WHNS1F,WTAMAF,69.0,69.0,same_voltage_ok,0.001613,0.002488,45.0,WHNS1F__WTAMAF__L1,line,78,standard_branch
WHNS1F__WXTH1F__L1,WHNS1F,WXTH1F,69.0,69.0,same_voltage_ok,0.003775,0.013815,79.0,WHNS1F__WXTH1F__L1,line,90,standard_branch
WIAANE__WAANDE__L1,WIAANE,WAANDE,138.0,138.0,same_voltage_ok,0.0043,0.0295,349.0,WIAANE__WAANDE__L1,line,270,standard_branch
WIAANE__WGUERE__L1,WIAANE,WGUERE,138.0,138.0,same_voltage_ok,0.00545668,0.03097136,317.0,WIAANE__WGUERE__L1,line,266,standard_branch
WIAANE__WGUERE__L2,WIAANE,WGUERE,138.0,138.0,same_voltage_ok,0.00545668,0.03097136,317.0,WIAANE__WGUERE__L2,line,267,standard_branch
WIMB2F__WLUPEF__L1,WIMB2F,WLUPEF,69.0,69.0,same_voltage_ok,0.059241,0.219636,79.0,WIMB2F__WLUPEF__L1,line,508,standard_branch
WIMB2F__WXIMBF__L1,WIMB2F,WXIMBF,69.0,69.0,same_voltage_ok,0.001408,0.004953,68.0,WIMB2F__WXIMBF__L1,line,509,standard_branch
WINCAF__WCPVCF__L1,WINCAF,WCPVCF,69.0,69.0,same_voltage_ok,0.006627,0.01022,45.0,WINCAF__WCPVCF__L1,line,283,standard_branch
WINVIF__WXINVF__L1,WINVIF,WXINVF,69.0,69.0,same_voltage_ok,0.000287,0.001062,79.0,WINVIF__WXINVF__L1,line,95,standard_branch
WITA1E__WHAINE__L1,WITA1E,WHAINE,138.0,138.0,same_voltage_ok,0.0017,0.0063,136.0,WITA1E__WHAINE__L1,line,203,standard_branch
WITA1E__WHAINE__L2,WITA1E,WHAINE,138.0,138.0,same_voltage_ok,0.0017,0.0063,136.0,WITA1E__WHAINE__L2,line,204,standard_branch
WITA1E__WHERRE__L1,WITA1E,WHERRE,138.0,138.0,same_voltage_ok,0.00685359,0.02795806,158.0,WITA1E__WHERRE__L1,line,200,standard_branch
WITA1E__WIGASE__L1,WITA1E,WIGASE,138.0,138.0,same_voltage_ok,0.0001,0.0004,317.0,WITA1E__WIGASE__L1,line,198,standard_branch
WITA1E__WLPRAE__L1,WITA1E,WLPRAE,138.0,138.0,same_voltage_ok,0.0106,0.0434,158.0,WITA1E__WLPRAE__L1,line,199,standard_branch
WITA1E__WPAL1E__L1,WITA1E,WPAL1E,138.0,138.0,same_voltage_ok,0.0079,0.0302,272.0,WITA1E__WPAL1E__L1,line,192,standard_branch
WJDOLE__WHNS1E__L1,WJDOLE,WHNS1E,138.0,138.0,same_voltage_ok,0.01618709,0.09187568,317.0,WJDOLE__WHNS1E__L1,line,761,standard_branch
WJDOLE__WSPM2E__L1,WJDOLE,WSPM2E,138.0,138.0,same_voltage_ok,0.00382053,0.02168482,317.0,WJDOLE__WSPM2E__L1,line,762,standard_branch
WJIBPE__WXJINF__L1,WJIBPE,WXJINF,138.0,69.0,line_voltage_mismatch,0.100444,0.383656,79.0,WJIBPE__WXJINF__L1,line,533,standard_branch
WJIGUE__WJIGBE__L1,WJIGUE,WJIGBE,138.0,138.0,same_voltage_ok,0.0,0.001,125.0,WJIGUE__WJIGBE__L1,line,695,standard_branch
WJIGUE__WVALBE__L1,WJIGUE,WVALBE,138.0,138.0,same_voltage_ok,0.013492,0.055133,158.0,WJIGUE__WVALBE__L1,line,669,standard_branch
WJIMEF__WXJIMF__L1,WJIMEF,WXJIMF,69.0,69.0,same_voltage_ok,0.056,0.1984,37.0,WJIMEF__WXJIMF__L1,line,437,standard_branch
WJSAUD__WBON3D__L1,WJSAUD,WBON3D,345.0,345.0,same_voltage_ok,0.00552724,0.025230040000000002,1187.13465,WJSAUD__WBON3D__L1,line,799,standard_branch
WJSAUD__WGUERD__L1,WJSAUD,WGUERD,345.0,345.0,same_voltage_ok,0.0018089999999999998,0.015668,1187.13465,WJSAUD__WGUERD__L1,line,803,standard_branch
WJSAUE__WIGASE__L1,WJSAUE,WIGASE,138.0,138.0,same_voltage_ok,0.00569042,0.03229801,317.0,WJSAUE__WIGASE__L1,line,210,standard_branch
WJSAUE__WIGASE__L2,WJSAUE,WIGASE,138.0,138.0,same_voltage_ok,0.00569042,0.03229801,317.0,WJSAUE__WIGASE__L2,line,211,standard_branch
WJSAUE__WPAL1E__L1,WJSAUE,WPAL1E,138.0,138.0,same_voltage_ok,0.00382808,0.02172253,317.0,WJSAUE__WPAL1E__L1,line,777,standard_branch
WJSAUE__WPAL1E__L2,WJSAUE,WPAL1E,138.0,138.0,same_voltage_ok,0.00382808,0.02172253,317.0,WJSAUE__WPAL1E__L2,line,778,standard_branch
WJSAUE__WPARAE__L1,WJSAUE,WPARAE,138.0,138.0,same_voltage_ok,0.005764,0.035089,317.0,WJSAUE__WPARAE__L1,line,224,standard_branch
WKDMEF__WXCARF__L1,WKDMEF,WXCARF,69.0,69.0,same_voltage_ok,0.00148621,0.00552668,71.7069,WKDMEF__WXCARF__L1,line,35,standard_branch
WKQA1F__WLTORF__L1,WKQA1F,WLTORF,69.0,69.0,same_voltage_ok,0.0195,0.0836,79.0,WKQA1F__WLTORF__L1,line,640,standard_branch
WKQAZE__WCALAE__L1,WKQAZE,WCALAE,138.0,138.0,same_voltage_ok,0.01687,0.09574,317.0,WKQAZE__WCALAE__L1,line,659,standard_branch
