name,bus0,bus1,v_nom_bus0_kv,v_nom_bus1_kv,voltage_pair_status,r_pu_hint,x_pu_hint,s_nom_mva_hint,source_branch_id,source_branch_type,source_row_number,notes
WXMV2F__WXSODF__L1,WXMV2F,WXSODF,69.0,69.0,same_voltage_ok,0.000832,0.003046,79.0,WXMV2F__WXSODF__L1,line,545,standard_branch
WXNOVF__WNOVOF__L1,WXNOVF,WNOVOF,69.0,69.0,same_voltage_ok,0.00281,0.01004,79.0,WXNOVF__WNOVOF__L1,line,121,standard_branch
WXNOVF__WPLASF__L1,WXNOVF,WPLASF,69.0,69.0,same_voltage_ok,0.00062,0.00229,79.0,WXNOVF__WPLASF__L1,line,120,standard_branch
WXOC2F__WFOCHF__L1,WXOC2F,WFOCHF,69.0,69.0,same_voltage_ok,0.01129,0.01708,45.0,WXOC2F__WFOCHF__L1,line,392,standard_branch
WXOFAF__WOFALF__L1,WXOFAF,WOFALF,69.0,69.0,same_voltage_ok,0.00819,0.008258,35.0,WXOFAF__WOFALF__L1,line,255,standard_branch
WXOLVF__WFOLAF__L1,WXOLVF,WFOLAF,69.0,69.0,same_voltage_ok,0.00524,0.00945,43.0,WXOLVF__WFOLAF__L1,line,399,standard_branch
WXOLVF__WQUINF__L1,WXOLVF,WQUINF,69.0,69.0,same_voltage_ok,0.01654,0.05565,68.0,WXOLVF__WQUINF__L1,line,401,standard_branch
WXPC2F__WXPCIF__L1,WXPC2F,WXPCIF,69.0,69.0,same_voltage_ok,0.002941,0.01067,79.0,WXPC2F__WXPCIF__L1,line,179,standard_branch
WXPCGF__WPCGLF__L1,WXPCGF,WPCGLF,69.0,69.0,same_voltage_ok,0.00011,0.000403,79.0,WXPCGF__WPCGLF__L1,line,287,standard_branch
WXPCGF__WXCINF__L1,WXPCGF,WXCINF,69.0,69.0,same_voltage_ok,0.108549,0.1788765,45.0,WXPCGF__WXCINF__L1,line,288,standard_branch
WXPCIF__WPCIBF__L1,WXPCIF,WPCIBF,69.0,69.0,same_voltage_ok,0.00588,0.02134,79.0,WXPCIF__WPCIBF__L1,line,265,standard_branch
WXPCIF__WZFMCF__L1,WXPCIF,WZFMCF,69.0,69.0,same_voltage_ok,0.01413483,0.02137947,79.0,WXPCIF__WZFMCF__L1,line,264,standard_branch
WXPETF__WGPETF__L1,WXPETF,WGPETF,69.0,69.0,same_voltage_ok,0.0,0.0001,79.0,WXPETF__WGPETF__L1,line,232,standard_branch
WXPFLF__WAHONF__L1,WXPFLF,WAHONF,69.0,69.0,same_voltage_ok,0.00696459,0.03952076,158.0,WXPFLF__WAHONF__L1,line,110,standard_branch
WXPGAF__WPGARF__L1,WXPGAF,WPGARF,69.0,69.0,same_voltage_ok,0.00165,0.00298,43.0,WXPGAF__WPGARF__L1,line,431,standard_branch
WXPGAF__WXZGUF__L1,WXPGAF,WXZGUF,69.0,69.0,same_voltage_ok,0.16117,0.29079,43.0,WXPGAF__WXZGUF__L1,line,432,standard_branch
WXPGMF__WXLULF__L1,WXPGMF,WXLULF,69.0,69.0,same_voltage_ok,0.000519,0.001923,68.0,WXPGMF__WXLULF__L1,line,556,standard_branch
WXPHAF__WHAIBF__L1,WXPHAF,WHAIBF,69.0,69.0,same_voltage_ok,0.005141,0.018814,79.0,WXPHAF__WHAIBF__L1,line,96,standard_branch
WXPHAF__WPHAIF__L1,WXPHAF,WPHAIF,69.0,69.0,same_voltage_ok,0.00129,0.00195,45.0,WXPHAF__WPHAIF__L1,line,97,standard_branch
WXPIDF__WPDISF__L1,WXPIDF,WPDISF,69.0,69.0,same_voltage_ok,0.000413,0.00136,68.0,WXPIDF__WPDISF__L1,line,635,standard_branch
WXPIDF__WPIZAF__L1,WXPIDF,WPIZAF,69.0,69.0,same_voltage_ok,2.8e-05,9.3e-05,68.0,WXPIDF__WPIZAF__L1,line,634,standard_branch
WXPINF__WCCIBF__L1,WXPINF,WCCIBF,69.0,69.0,same_voltage_ok,0.02194042,0.03383612,45.360600000000005,WXPINF__WCCIBF__L1,line,366,standard_branch
WXPINF__WCINDF__L1,WXPINF,WCINDF,69.0,69.0,same_voltage_ok,0.00455243,0.00536783,32.0,WXPINF__WCINDF__L1,line,365,standard_branch
WXPLCF__WPLCCF__L1,WXPLCF,WPLCCF,69.0,69.0,same_voltage_ok,0.009792,0.035837,79.0,WXPLCF__WPLCCF__L1,line,107,standard_branch
WXPLCF__WXIPSF__L1,WXPLCF,WXIPSF,69.0,69.0,same_voltage_ok,0.009302,0.034045,79.0,WXPLCF__WXIPSF__L1,line,106,standard_branch
WXPPEF__WPDORF__L1,WXPPEF,WPDORF,69.0,69.0,same_voltage_ok,0.00076,0.00282,79.0,WXPPEF__WPDORF__L1,line,414,standard_branch
WXPPEF__WPPELF__L1,WXPPEF,WPPELF,69.0,69.0,same_voltage_ok,0.00012,0.00045,79.0,WXPPEF__WPPELF__L1,line,413,standard_branch
WXPPLF__WPPLIF__L1,WXPPLF,WPPLIF,69.0,69.0,same_voltage_ok,0.00221,0.00398,43.0,WXPPLF__WPPLIF__L1,line,456,standard_branch
WXPPLF__WXABIF__L1,WXPPLF,WXABIF,69.0,69.0,same_voltage_ok,0.003585,0.006469,43.0,WXPPLF__WXABIF__L1,line,455,standard_branch
WXPPRF__WELJIF__L1,WXPPRF,WELJIF,69.0,69.0,same_voltage_ok,0.01351,0.02438,43.0,WXPPRF__WELJIF__L1,line,388,standard_branch
WXPPRF__WPPRIF__L1,WXPPRF,WPPRIF,69.0,69.0,same_voltage_ok,0.00127,0.00229,43.0,WXPPRF__WPPRIF__L1,line,386,standard_branch
WXPPRF__WZFLIF__L1,WXPPRF,WZFLIF,69.0,69.0,same_voltage_ok,0.01153,0.0208,43.0,WXPPRF__WZFLIF__L1,line,387,standard_branch
WXQAZF__WVNOBF__L1,WXQAZF,WVNOBF,69.0,69.0,same_voltage_ok,0.02664,0.06658,43.0,WXQAZF__WVNOBF__L1,line,638,standard_branch
WXQCOF__WKQA1F__L1,WXQCOF,WKQA1F,69.0,69.0,same_voltage_ok,0.1458068,0.2533639,43.0,WXQCOF__WKQA1F__L1,line,590,standard_branch
WXQCOF__WQCORF__L1,WXQCOF,WQCORF,69.0,69.0,same_voltage_ok,6.88e-05,0.00027569,79.0,WXQCOF__WQCORF__L1,line,591,standard_branch
WXRARF__WLCBOF__L1,WXRARF,WLCBOF,69.0,69.0,same_voltage_ok,0.12377,0.190876,45.0,WXRARF__WLCBOF__L1,line,296,standard_branch
WXRARF__WRARRF__L1,WXRARF,WRARRF,69.0,69.0,same_voltage_ok,0.151647,0.233867,45.0,WXRARF__WRARRF__L1,line,295,standard_branch
WXRIEF__WSKAPF__L1,WXRIEF,WSKAPF,69.0,69.0,same_voltage_ok,0.00244,0.00873,79.0,WXRIEF__WSKAPF__L1,line,230,standard_branch
WXRIEF__WXPETF__L1,WXRIEF,WXPETF,69.0,69.0,same_voltage_ok,0.00214,0.00795,79.0,WXRIEF__WXPETF__L1,line,231,standard_branch
WXRINF__WXHJBF__L1,WXRINF,WXHJBF,69.0,69.0,same_voltage_ok,0.02938,0.10751,79.0,WXRINF__WXHJBF__L1,line,347,standard_branch
WXSADF__WXSODF__L1,WXSADF,WXSODF,69.0,69.0,same_voltage_ok,0.00105,0.00385,79.0,WXSADF__WXSODF__L1,line,543,standard_branch
WXSESE__WSESTE__L1,WXSESE,WSESTE,138.0,138.0,same_voltage_ok,0.000288,0.001754,158.0,WXSESE__WSESTE__L1,line,715,standard_branch
WXSESE__WSPMAE__L1,WXSESE,WSPMAE,138.0,138.0,same_voltage_ok,0.00101,0.003696,158.0,WXSESE__WSPMAE__L1,line,714,standard_branch
WXSESF__WAIZSF__L1,WXSESF,WAIZSF,69.0,69.0,same_voltage_ok,0.008002,0.020003,57.0,WXSESF__WAIZSF__L1,line,739,standard_branch
WXSESF__WSPEVF__L1,WXSESF,WSPEVF,69.0,69.0,same_voltage_ok,0.000122,0.000448,79.0,WXSESF__WSPEVF__L1,line,725,standard_branch
WXSODF__WSODOF__L1,WXSODF,WSODOF,69.0,69.0,same_voltage_ok,0.000906,0.003315,79.0,WXSODF__WSODOF__L1,line,546,standard_branch
WXSOSF__WCABAF__L1,WXSOSF,WCABAF,69.0,69.0,same_voltage_ok,0.03153,0.115395,79.0,WXSOSF__WCABAF__L1,line,465,standard_branch
WXSOSF__WXASOF__L1,WXSOSF,WXASOF,69.0,69.0,same_voltage_ok,0.00795591,0.02911755,79.0,WXSOSF__WXASOF__L1,line,464,standard_branch
WXSPRF__WDJAOF__L1,WXSPRF,WDJAOF,69.0,69.0,same_voltage_ok,0.02626599,0.1071476,158.28462000000002,WXSPRF__WDJAOF__L1,line,168,standard_branch
WXSPRF__WSPRIF__L1,WXSPRF,WSPRIF,69.0,69.0,same_voltage_ok,0.00015186,0.00056301,79.0,WXSPRF__WSPRIF__L1,line,167,standard_branch
WXTAMF__WTEMPF__L1,WXTAMF,WTEMPF,69.0,69.0,same_voltage_ok,0.002259,0.003483,45.0,WXTAMF__WTEMPF__L1,line,49,standard_branch
WXTAMF__WXMEGF__L1,WXTAMF,WXMEGF,69.0,69.0,same_voltage_ok,0.00064,0.00236,45.0,WXTAMF__WXMEGF__L1,line,48,standard_branch
WXTDAF__WDAJAF__L1,WXTDAF,WDAJAF,69.0,69.0,same_voltage_ok,0.00011,0.00041,79.0,WXTDAF__WDAJAF__L1,line,776,standard_branch
WXTDAF__WSPERF__L1,WXTDAF,WSPERF,69.0,69.0,same_voltage_ok,0.01212,0.04495,79.0,WXTDAF__WSPERF__L1,line,173,standard_branch
WXTH1F__WINVBF__L1,WXTH1F,WINVBF,69.0,69.0,same_voltage_ok,0.005356,0.019603,79.0,WXTH1F__WINVBF__L1,line,93,standard_branch
WXTH1F__WXTH2F__L1,WXTH1F,WXTH2F,69.0,69.0,same_voltage_ok,0.000416,0.001523,79.0,WXTH1F__WXTH2F__L1,line,91,standard_branch
WXTH2F__WTHAIF__L1,WXTH2F,WTHAIF,69.0,69.0,same_voltage_ok,0.000881,0.003225,79.0,WXTH2F__WTHAIF__L1,line,92,standard_branch
WXTISF__WXMV2F__L1,WXTISF,WXMV2F,69.0,69.0,same_voltage_ok,0.004823,0.01765,79.0,WXTISF__WXMV2F__L1,line,632,standard_branch
WXTREFF__WPIISF__L1,WXTREFF,WPIISF,69.0,69.0,same_voltage_ok,0.00363524,0.013304469999999999,79.0,WXTREFF__WPIISF__L1,line,257,standard_branch
WXTREFF__WXMETF__L1,WXTREFF,WXMETF,69.0,69.0,same_voltage_ok,0.001444,0.005286,79.0,WXTREFF__WXMETF__L1,line,30,standard_branch
WXTROF__WTROQF__L1,WXTROF,WTROQF,69.0,69.0,same_voltage_ok,0.00089692,0.00105757,32.0,WXTROF__WTROQF__L1,line,368,standard_branch
WXTROF__WXPINF__L1,WXTROF,WXPINF,69.0,69.0,same_voltage_ok,0.01567088,0.01847771,32.0,WXTROF__WXPINF__L1,line,369,standard_branch
WXTTIF__WTTITF__L1,WXTTIF,WTTITF,69.0,69.0,same_voltage_ok,4.896e-05,0.00017918,79.0,WXTTIF__WTTITF__L1,line,238,standard_branch
WXVALF__WVALTF__L1,WXVALF,WVALTF,69.0,69.0,same_voltage_ok,0.00047107,0.00072648,45.0,WXVALF__WVALTF__L1,line,291,standard_branch
WXVILF__WSYEGF__L1,WXVILF,WSYEGF,69.0,69.0,same_voltage_ok,0.024321370000000002,0.0901719,79.0,WXVILF__WSYEGF__L1,line,578,standard_branch
WXVILF__WVILLF__L1,WXVILF,WVILLF,69.0,69.0,same_voltage_ok,9.797e-05,0.00036323,79.0,WXVILF__WVILLF__L1,line,579,standard_branch
WXVILF__WXMAGF__L1,WXVILF,WXMAGF,69.0,69.0,same_voltage_ok,0.06776,0.10449,79.0,WXVILF__WXMAGF__L1,line,592,standard_branch
WXYAGF__WXICAF__L1,WXYAGF,WXICAF,69.0,69.0,same_voltage_ok,0.024113,0.081107,68.0,WXYAGF__WXICAF__L1,line,553,standard_branch
WXYAGF__WYAGUF__L1,WXYAGF,WYAGUF,69.0,69.0,same_voltage_ok,7.3e-05,0.000272,68.0,WXYAGF__WYAGUF__L1,line,551,standard_branch
WXZAMF__WXLADF__L1,WXZAMF,WXLADF,69.0,69.0,same_voltage_ok,0.00062,0.00227,79.0,WXZAMF__WXLADF__L1,line,182,standard_branch
WXZAMF__WZFAMF__L1,WXZAMF,WZFAMF,69.0,69.0,same_voltage_ok,0.00145,0.00525,79.0,WXZAMF__WZFAMF__L1,line,181,standard_branch
WXZFBF__WGUERF__L1,WXZFBF,WGUERF,69.0,69.0,same_voltage_ok,0.01713,0.06271,79.0,WXZFBF__WGUERF__L1,line,81,standard_branch
WXZFBF__WXMARF__L1,WXZFBF,WXMARF,69.0,69.0,same_voltage_ok,0.002742,0.010034,79.0,WXZFBF__WXMARF__L1,line,188,standard_branch
WXZFNF__WXAD2F__L1,WXZFNF,WXAD2F,69.0,69.0,same_voltage_ok,7.3e-05,0.000269,79.0,WXZFNF__WXAD2F__L1,line,538,standard_branch
WXZGUF__WDPEDF__L1,WXZGUF,WDPEDF,69.0,69.0,same_voltage_ok,0.02317,0.03573,43.0,WXZGUF__WDPEDF__L1,line,433,standard_branch
WXZGUF__WZFGUF__L1,WXZGUF,WZFGUF,69.0,69.0,same_voltage_ok,0.02421,0.04369,43.0,WXZGUF__WZFGUF__L1,line,434,standard_branch
WXZHAF__WZFSIF__L1,WXZHAF,WZFSIF,69.0,69.0,same_voltage_ok,0.028393,0.043788,45.0,WXZHAF__WZFSIF__L1,line,53,standard_branch
WXZHAF__WZHAIF__L1,WXZHAF,WZHAIF,69.0,69.0,same_voltage_ok,0.003326,0.00513,45.0,WXZHAF__WZHAIF__L1,line,54,standard_branch
WXZSPF__WXSESF__L1,WXZSPF,WXSESF,69.0,69.0,same_voltage_ok,0.00215,0.005374,57.0,WXZSPF__WXSESF__L1,line,724,standard_branch
WYAMAF__WXMPSF__L1,WYAMAF,WXMPSF,69.0,69.0,same_voltage_ok,0.06467541,0.2638324,79.0,WYAMAF__WXMPSF__L1,line,169,standard_branch
WYAMAF__WXSPRF__L1,WYAMAF,WXSPRF,69.0,69.0,same_voltage_ok,0.04336942,0.1769182,79.0,WYAMAF__WXSPRF__L1,line,166,standard_branch
WZFBAF__WXIBAF__L1,WZFBAF,WXIBAF,69.0,69.0,same_voltage_ok,0.00975,0.01589,43.0,WZFBAF__WXIBAF__L1,line,624,standard_branch
WZFDRF__WXBPEF__L1,WZFDRF,WXBPEF,69.0,69.0,same_voltage_ok,0.006365,0.023294,79.0,WZFDRF__WXBPEF__L1,line,330,standard_branch
WZFISF__WXAPFF__L1,WZFISF,WXAPFF,69.0,69.0,same_voltage_ok,0.00601744,0.01397559,43.0,WZFISF__WXAPFF__L1,line,484,standard_branch
WZFPPF__WXZPPF__L1,WZFPPF,WXZPPF,69.0,69.0,same_voltage_ok,0.00416,0.01544,79.0,WZFPPF__WXZPPF__L1,line,409,standard_branch
WZFS2F__WZFSPF__L1,WZFS2F,WZFSPF,69.0,69.0,same_voltage_ok,0.00076,0.00189,57.0,WZFS2F__WZFSPF__L1,line,741,standard_branch
WZFSAE__WNIBAE__L1,WZFSAE,WNIBAE,138.0,138.0,same_voltage_ok,0.00751044,0.02777765,136.0,WZFSAE__WNIBAE__L1,line,492,standard_branch
WZFSAF__WCZFSF__L1,WZFSAF,WCZFSF,69.0,69.0,same_voltage_ok,3.086e-05,0.0001467,158.28462,WZFSAF__WCZFSF__L1,line,482,standard_branch
ZXOJIF__WOJIVF__L1,ZXOJIF,WOJIVF,69.0,69.0,same_voltage_ok,0.00071418,0.0026161,79.14231,ZXOJIF__WOJIVF__L1,line,140,standard_branch
ZXOJIF__WXGBOF__L1,ZXOJIF,WXGBOF,69.0,69.0,same_voltage_ok,0.00317257,0.01161118,79.14231,ZXOJIF__WXGBOF__L1,line,138,standard_branch
