loc_name,cerrado,uso,outserv,barra_for,barra,elemento,elemento_for,ruta
KPF EL CHIVO,1,cbk,,WXECHF,Tap El Chivo,69 kV SFM – El Chivo_b,ZECHIF_ZXECHF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap El Chivo.ElmTerm\Cub_5.StaCubic\KPF EL CHIVO.StaSwitch
Switch,1,cbk,,WXGRSF,Tap Grupo Ramos,69 kV Derivación Grupo Ramos SFM,ZGRSFF_ZXGRSF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Grupo Ramos.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
KPF CODAL,1,cbk,,WXCDLF,Tap CODAL,69 kV Derivación CODAL,ZCODAF_ZXCDLF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap CODAL.ElmTerm\Cub_5.StaCubic\KPF CODAL.StaSwitch
ZPIN2K-D1-Q1,1,cbk,,WPIN2K,Terminal Pinalito 2,SSAA Pinalito 2,ZPIN2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm\WPIN2K(1).StaCubic\ZPIN2K-D1-Q1.StaSwitch
G3PINAL2-Q1,1,cbk,,WPIN2K,Terminal Pinalito 2,Pinalito 2,G3PINAL2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm\WPIN2K.StaCubic\G3PINAL2-Q1.StaSwitch
WPINAF_WPIN2K-T1-Q2,1,cbk,,WPIN2K,Terminal Pinalito 2,69/13.8 kV Transformador Pinalito 2,WPINAF_WPIN2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm\WPIN2K(2).StaCubic\WPINAF_WPIN2K-T1-Q2.StaSwitch
G3PINAL1-Q1,1,cbk,,WPIN1K,Terminal Pinalito 1,Pinalito 1,G3PINAL1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm\WPIN1K.StaCubic\G3PINAL1-Q1.StaSwitch
WPINAF_WPIN1K-T1-Q2,1,cbk,,WPIN1K,Terminal Pinalito 1,69/13.8 kV Transformador Pinalito 1,WPINAF_WPIN1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm\WPIN1K(1).StaCubic\WPINAF_WPIN1K-T1-Q2.StaSwitch
Switch,1,cbk,,WPIN1K,Terminal Pinalito 1,SSAA Pinalito 1,ZPIN1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
G3RBLAN2-Q1,1,cbk,,WRBLCK,Terminal Río Blanco Secc. C,Río Blanco 2,G3RBLAN2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. C.ElmTerm\Cub_2.StaCubic\G3RBLAN2-Q1.StaSwitch
WRBLAF_WRBL2K-T1-Q2,1,cbk,,WRBLCK,Terminal Río Blanco Secc. C,69/13.8 kV Transformador Río Blanco 2,WRBLAF_WRBL2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. C.ElmTerm\Cub_4.StaCubic\WRBLAF_WRBL2K-T1-Q2.StaSwitch
Switch,1,dct,,WRBLBK,Terminal Río Blanco Secc. B,SSAA Río Blanco,ZRBL2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. B.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WRBLAK,Terminal Río Blanco Secc. A,Río Blanco 1,G3RBLAN1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. A.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WRBLAK,Terminal Río Blanco Secc. A,69/13.8 kV Transformador Río Blanco 1,WRBLAF_WRBL1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. A.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
ZRINCK-D1-Q1,1,cbk,,WRINCK,Terminal Rincón,SSAA Rincón,ZRINCK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK(2).StaCubic\ZRINCK-D1-Q1.StaSwitch
G3RINCON-Q1,1,cbk,,WRINCK,Terminal Rincón,Rincón,G3RINCON,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK.StaCubic\G3RINCON-Q1.StaSwitch
WRINCF_WRINCK-T1-Q2,1,cbk,,WRINCK,Terminal Rincón,69/12.5 kV Transformador Rincón,WRINCF_WRINCK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\Cub_5.StaCubic\WRINCF_WRINCK-T1-Q2.StaSwitch
KPF LA CUMBRE DE BONAO,1,cbk,,WXLCBF,Tap La Cumbre Bonao,69 kV Derivación La Cumbre Bonao_a,ZXRARF_ZXLCBF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Cumbre Bonao.ElmTerm\Cub_2.StaCubic\KPF LA CUMBRE DE BONAO.StaSwitch
KPF PIEDRA BLANCA,1,cbk,,WXLCBF,Tap La Cumbre Bonao,69 kV Bonao 2 – Hatillo_c,ZXMAIF_ZXLCBF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Cumbre Bonao.ElmTerm\Cub_3.StaCubic\KPF PIEDRA BLANCA.StaSwitch
WNAGUF_WRJCRK-T1-Q2,1,cbk,,WRJCRK,Terminal Rosa Julia De La Cruz,69/4.16 kV Transformador Rosa Julia Cruz,WNAGUF_WRJCRK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm\WRJCRK(1).StaCubic\WNAGUF_WRJCRK-T1-Q2.StaSwitch
ZRJCRK-D1-Q1,1,cbk,,WRJCRK,Terminal Rosa Julia De La Cruz,SSAA Rosa Julia De La Cruz,ZRJCRK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm\WRJCRK(2).StaCubic\ZRJCRK-D1-Q1.StaSwitch
G3RJCRUZ-Q1,1,cbk,,WRJCRK,Terminal Rosa Julia De La Cruz,Rosa Julia De La Cruz,G3RJCRUZ,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm\WRJCRK.StaCubic\G3RJCRUZ-Q1.StaSwitch
KPF JIMENOA,1,cbk,,WXJIMF,Tap Jimenoa,69 kV La Vega – Constanza_b,ZPBAJF_ZXJIMF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Jimenoa.ElmTerm\Cub_4.StaCubic\KPF JIMENOA.StaSwitch
ZESALK-D1-Q1,1,cbk,,WESALK,Terminal El Salto,SSAA El Salto,ZESALK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm\WESALK(2).StaCubic\ZESALK-D1-Q1.StaSwitch
G3ESALTO-Q1,1,cbk,,WESALK,Terminal El Salto,El Salto,G3ESALTO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm\WESALK.StaCubic\G3ESALTO-Q1.StaSwitch
Switch,1,dct,,WESALK,Terminal El Salto,69/12.5 kV Transformador El Salto,WCONSF_WESALK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch
KPF CRUCE DE TAVERA 3,1,cbk,,WXCTAF,Tap Cruce Tavera,69 kV Canabacoa – La Vega Generadora_b,ZXCTAF_ZZLVEF-L1_a,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cruce Tavera.ElmTerm\WXCTAF(1).StaCubic\KPF CRUCE DE TAVERA 3.StaSwitch
KPF CRUCE DE TAVERA 2,1,cbk,,WXCTAF,Tap Cruce Tavera,69 kV Derivación Moca,ZMOCAF_ZXCTAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cruce Tavera.ElmTerm\WXCTAF(2).StaCubic\KPF CRUCE DE TAVERA 2.StaSwitch
KPF CRUCE DE TAVERA 1,1,cbk,,WXCTAF,Tap Cruce Tavera,69 kV Canabacoa – La Vega Generadora_a,ZCANAF_ZXCTAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cruce Tavera.ElmTerm\Cub_4.StaCubic\KPF CRUCE DE TAVERA 1.StaSwitch
ZAVA1K-D1-Q1,1,cbk,,WAVA1K,Terminal Aniana Vargas,SSAA Aniana Vargas,ZAVA1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K(2).StaCubic\ZAVA1K-D1-Q1.StaSwitch
G3AVARG1-Q1,1,cbk,,WAVA1K,Terminal Aniana Vargas,Aniana Vargas 1,G3AVARG1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K.StaCubic\G3AVARG1-Q1.StaSwitch
G3AVARG2-Q1,1,cbk,,WAVA1K,Terminal Aniana Vargas,Aniana Vargas 2,G3AVARG2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K(1).StaCubic\G3AVARG2-Q1.StaSwitch
WBPERF_WAVA1K-T1-Q2,1,cbk,,WAVA1K,Terminal Aniana Vargas,69/12.5 kV Transformador Aniana Vargas,WBPERF_WAVA1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K(3).StaCubic\WBPERF_WAVA1K-T1-Q2.StaSwitch
KPF LAS MARIAS,0,cbk,,WXBPEF,Tap Bonao Per,69 kV Derivación ZF Dos Ríos,ZXBPEF_ZXRINF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Bonao Per.ElmTerm\WXBPEF(2).StaCubic\KPF LAS MARIAS.StaSwitch
KPF MIRANDA 2,1,cbk,,WXRINF,Tap Rincón,69 kV Bonao 2 – La Vega_c,ZXHJBF_ZXRINF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Rincón.ElmTerm\WXRINF(1).StaCubic\KPF MIRANDA 2.StaSwitch
Switch,1,dct,,WXRINF,Tap Rincón,69 kV Bonao 2 – La Vega_b,ZXLMAF_ZXRINF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Rincón.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch
G3JIMENO-Q1,1,cbk,,WJIMEK,Terminal Jimenoa,Jimenoa,G3JIMENO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm\WJIMEK(1).StaCubic\G3JIMENO-Q1.StaSwitch
WJIMEF_WJIMEK-T1-Q2,1,cbk,,WJIMEK,Terminal Jimenoa,69/12.5 kV Transformador Jimenoa,WJIMEF_WJIMEK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm\WJIMEK(2).StaCubic\WJIMEF_WJIMEK-T1-Q2.StaSwitch
ZJIMEK-D1-Q1,1,cbk,,WJIMEK,Terminal Jimenoa,SSAA Jimenoa,ZJIMEK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm\WJIMEK(3).StaCubic\ZJIMEK-D1-Q1.StaSwitch
Switch,1,dct,,WJIMEF,69 kV Jimenoa,69/12.5 kV Transformador Jimenoa,WJIMEF_WJIMEK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\69 kV Jimenoa.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
KPF HOSPITAL JUAN BOSCH,1,cbk,,WXHJBF,Tap Hospital Juan Bosch,69 kV Derivación Hospital Juan Bosch,ZHJBOF_ZXHJBF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Hospital Juan Bosch.ElmTerm\WXHJBF.StaCubic\KPF HOSPITAL JUAN BOSCH.StaSwitch
KPF CENOVI,1,cbk,,WXCENF,Tap CENOVI,69 kV La Vega – SFM_c,ZXAHMF_ZXCENF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap CENOVI.ElmTerm\WXCENF(1).StaCubic\KPF CENOVI.StaSwitch
ZHATIK-D1-Q1,1,cbk,,WHATIK,Terminal Hatillo 1,SSAA Hatillo 1,ZHATIK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm\WHATIK(3).StaCubic\ZHATIK-D1-Q1.StaSwitch
G3HATILL-Q1,1,cbk,,WHATIK,Terminal Hatillo 1,Hatillo 1,G3HATILL,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm\WHATIK.StaCubic\G3HATILL-Q1.StaSwitch
WHATIF_WHATIK-T1-Q2,1,cbk,,WHATIK,Terminal Hatillo 1,69/12.5 kV Transformador Hatillo 1,WHATIF_WHATIK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm\Cub_4.StaCubic\WHATIF_WHATIK-T1-Q2.StaSwitch
KPF PEDRO GARCIA,1,cbk,,WXPGAF,Tap Pedro García,69 kV Canabacoa – Playa Dorada_e,ZPDORF_ZXPGAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Pedro García.ElmTerm\Cub_1.StaCubic\KPF PEDRO GARCIA.StaSwitch
Switch,1,cbk,,WXCORF,Tap CORMIDOM,69 kV Derivación CORMIDOM,ZCORMF_ZXCORF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap CORMIDOM.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
G3BDEREC-Q1,1,cbk,,WBDERK,Terminal Brazo Derecho,Brazo Derecho,G3BDEREC,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm\Cub_2.StaCubic\G3BDEREC-Q1.StaSwitch
Switch,1,cbk,,WBDERK,Terminal Brazo Derecho,SSAA Brazo Derecho,ZBDERK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBDERK,Terminal Brazo Derecho,69/13.8 kV Transformador Brazo Derecho,WBDERF_WBDERK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,dct,,WBDERF,69 kV Brazo Derecho,69/13.8 kV Transformador Brazo Derecho,WBDERF_WBDERK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\69 kV Brazo Derecho.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXIMBF,Tap Imbert,69 kV Imbert 2 – Navarrete_b,ZXIM3F_ZXIMBF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Imbert.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
KPF LA VEGA PER 2,1,cbk,,WXLVPF,Tap La Vega Per,69 kV La Vega – SFM_b,ZXLVPF_ZXACAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Vega Per.ElmTerm\Cub_2.StaCubic\KPF LA VEGA PER 2.StaSwitch
KPF LA VEGA PER 1,1,cbk,,WXLVPF,Tap La Vega Per,69 kV Derivación La Vega Per_a,ZLVPEF_ZXLVPF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Vega Per.ElmTerm\Cub_4.StaCubic\KPF LA VEGA PER 1.StaSwitch
KPF LA VEGA PER 3,1,cbk,,WXLVPF,Tap La Vega Per,69 kV La Vega – SFM_a,ZLVEGF_ZLVPEF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Vega Per.ElmTerm\Cub_5.StaCubic\KPF LA VEGA PER 3.StaSwitch
KPF Ferretería Ochoa,1,cbk,,WXFOCF,Tap Ferretería Ochoa,69 kV CZFI Santiago – SAJOMA_d,ZFOCHF_ZXOC2F-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Ferretería Ochoa.ElmTerm\Cub_1.StaCubic\KPF Ferretería Ochoa.StaSwitch
KPF SAJOMA,1,cbk,,WXPMCF,Tap PIMCO,69 kV CZFI Santiago – SAJOMA_g,ZPIMCF_ZSJMAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap PIMCO.ElmTerm\Cub_3.StaCubic\KPF SAJOMA.StaSwitch
KPF ZF PISANO,1,cbk,,WXZPIF,Tap ZF Pisano,69 kV Derivación ZF Pisano,ZZPISF_ZXZPIF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF Pisano.ElmTerm\Cub_2.StaCubic\KPF ZF PISANO.StaSwitch
KPF S/E QUINIGÜA,1,dct,,WXQUIF,Tap Quinigua,69 kV Derivación Quinigua,ZQUINF_ZXQUIF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Quinigua.ElmTerm\Cub_2.StaCubic\KPF S/E QUINIGÜA.StaSwitch
KPF QUINIGUA,1,cbk,,WXQUIF,Tap Quinigua,69 kV Navarrete – ZF Santiago_b,ZQUINF_ZXOLVF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Quinigua.ElmTerm\Cub_3.StaCubic\KPF QUINIGUA.StaSwitch
KPF COTUÍ LADO HATILLO,1,dct,,WXCOTF,Tap Cotuí,69 kV Hatillo – Pimentel_a,ZCOTUF_ZHATIF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cotuí.ElmTerm\Cub_1.StaCubic\KPF COTUÍ LADO HATILLO.StaSwitch
KPF COTUÍ LADO PIMENTEL,1,cbk,,WXCOTF,Tap Cotuí,69 kV Hatillo – Pimentel_b,ZCOTUF_ZPIMEF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cotuí.ElmTerm\Cub_3.StaCubic\KPF COTUÍ LADO PIMENTEL.StaSwitch
KPF ENTRADA JARABACOA,1,cbk,,WXZLVF,Tap ZF La Vega,69 kV Canabacoa – La Vega Generadora_c,ZXCTAF_ZZLVEF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF La Vega.ElmTerm\Cub_3.StaCubic\KPF ENTRADA JARABACOA.StaSwitch
KPF SOSUA,1,cbk,,WXSOSF,Tap Sosúa,69 kV Sosúa 2 – Sabaneta de Yásica_d,ZCABAF_ZSOSUF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Sosúa.ElmTerm\Cub_2.StaCubic\KPF SOSUA.StaSwitch
KPF CABARETE,1,cbk,,WXCBRF,Tap Cabarete,69 kV Sosúa 2 – Sabaneta de Yásica_e,ZCABAF_ZSYASF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cabarete.ElmTerm\Cub_2.StaCubic\KPF CABARETE.StaSwitch
KPF DERIVACIÓN LICEY,1,dct,,WXLICF,Tap Licey,69 kV Derivación E León Jiménez_a,ZXLICF_ZXMVCF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Licey.ElmTerm\Cub_2.StaCubic\KPF DERIVACIÓN LICEY.StaSwitch
KPF CARRETERA LICEY,1,dct,,WXZLIF,Tap ZF Licey,69 kV Derivación E León Jiménez_c,ZXPPRF_ZZLICF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF Licey.ElmTerm\Cub_3.StaCubic\KPF CARRETERA LICEY.StaSwitch
KPF VILLA OLGA,1,dct,,WXVOLF,Tap Villa Olga,69 kV Derivación Villa Olga,ZVOLGF_ZXVOLF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Villa Olga.ElmTerm\Cub_1.StaCubic\KPF VILLA OLGA.StaSwitch
KPF  UNIÓN MÉDICA,1,dct,,WXVOLF,Tap Villa Olga,69 kV Canabacoa – Unión Médica_c,ZUMEDF_ZVOLGF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Villa Olga.ElmTerm\Cub_3.StaCubic\KPF  UNIÓN MÉDICA.StaSwitch
