loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_con,barra_con_for,barra_con_kV,barra_con_id,categoria,num_unidades,P_desp_MW,Q_desp_Mvar,U_consigna_pu,modo_control,ref_slack,Q_min_pu,Q_max_pu,P_max_MW,P_min_MW
López Angostura,G3LANGOS,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\López Angostura.ElmSym,López Angostura,Terminal López Angostura,WLANGK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm,Hydro,1,4.0,0.0,1.0,constv,0,-1.0,1.0,18.399999618530273,0.0
Baiguaque 2,G3BAIGU2,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Baiguaque 2.ElmSym,Baiguaque,Terminal 1 Baiguaque,WBAI1K,0.4399999976158142,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,Others,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,-1.0,1.0,0.656000018119812,0.0
Baiguaque 1,G3BAIGU1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Baiguaque 1.ElmSym,Baiguaque,Terminal 1 Baiguaque,WBAI1K,0.4399999976158142,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,Others,1,0.10000000149011612,0.04843222349882126,1.0,constq,0,-1.0,1.0,0.656000018119812,0.0
Tavera 2,G3TAVER2,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Tavera 2.ElmSym,Tavera 2,Terminal Tavera 2,WTAV2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm,Hydro,1,46.0099983215332,0.0,1.0,constq,0,-1.0,1.0,48.0,0.0
Tavera 1,G3TAVER1,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Tavera 1.ElmSym,Tavera 1,Terminal Tavera 1,WTAV1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm,Hydro,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,48.0,0.0
San Felipe TG,G3SFELIG,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\San Felipe TG.ElmSym,San Felipe TG,WSFEGK(7),,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\WSFEGK(7).ElmTerm,Diesel,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,88.67040252685547,0.0
San Felipe Vapor,G3SFV,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\San Felipe Vapor.ElmSym,San Felipe TV,Terminal San Felipe Vapor,WSFEVK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm,Diesel,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,124.73190307617188,0.0
Pimentel 4,G3PIMEN4,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel 4.ElmSym,Pimentel 4,Terminal Pimentel 4,WXPI4K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm,Diesel,2,17.55500030517578,0.0,1.0,constv,0,-1.0,1.0,18.100000381469727,0.0
Los Toros 1,G3LTORO1,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Los Toros 1.ElmSym,Los Toros,Terminal Los Toros,WLTO1K,6.900000095367432,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm,Hydro,1,1.000000013351432e-10,6.00007751816456e-11,1.0,constq,0,-1.0,1.0,4.724999904632568,0.0
Los Toros 2,G3LTORO2,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Los Toros 2.ElmSym,Los Toros,Terminal Los Toros,WLTO1K,6.900000095367432,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm,Hydro,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,-1.0,1.0,4.724999904632568,0.0
Nizao Najayo,G3NNAJAY,1,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Nizao Najayo.ElmSym,Nizao-Najayo,Terminal Nizao-Najayo,WXNNAK,12.470000267028809,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,-1.0,1.0,0.35100001096725464,0.0
Los Anones,G3LANONE,1,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Anones.ElmSym,Los Anones,Terminal Los Anones,WXLANK,12.470000267028809,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,-1.0,1.0,0.1160999983549118,0.0
Sabana Yegua,G3SYEGUA,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Sabana Yegua.ElmSym,Sabana Yegüa,Terminal Sabana Yegua,WSYEGK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm,Hydro,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,12.800000190734863,0.0
Sabaneta,G3SABANE,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Sabaneta.ElmSym,Sabaneta,Terminal Sabaneta,WSABAK,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm,Hydro,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,6.360000133514404,0.0
Magueyal 2,G3MAGUE2,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Magueyal 2.ElmSym,Magueyal,Terminal Magueyal,WMAGUK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,-1.0,1.0,1.5119999647140503,0.0
Magueyal 1,G3MAGUE1,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Magueyal 1.ElmSym,Magueyal,Terminal Magueyal,WMAGUK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,-1.0,1.0,1.5119999647140503,0.0
Las Damas,G3LDAMAS,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\Las Damas.ElmSym,Las Damas,WLDAMK(10),,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(10).ElmTerm,Hydro,1,1.840000033378601,0.8911530375480652,1.0,constv,0,-1.0,1.0,7.49970006942749,0.0
Domingo Rodríguez 2,G3DRODR2,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Domingo Rodríguez 2.ElmSym,Domingo Rodríguez,Terminal Domingo Rodríguez 2,WDRODL,4.159999847412109,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,Hydro,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,-1.0,1.0,2.4000000953674316,0.0
Domingo Rodríguez 1,G3DRODR1,1,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Domingo Rodríguez 1.ElmSym,Domingo Rodríguez,Terminal Domingo Rodríguez 2,WDRODL,4.159999847412109,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,Hydro,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,-1.0,1.0,2.4000000953674316,0.0
Haina TG,G3HTG,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Haina TG.ElmSym,Haina TG,Terminal Haina TG,WHAIGK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm,Diesel,1,1.000000013351432e-10,0.0,1.0,constq,0,-1.0,1.0,100.30000305175781,0.0
Valdesia 2,G3VALDE2,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Valdesia 2.ElmSym,Valdesia,Terminal Valdesia 2,WVAL2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm,Hydro,1,1.000000013351432e-10,0.0,1.0,constq,0,-1.0,1.0,25.5,0.0
Valdesia 1,G3VALDE1,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Valdesia 1.ElmSym,Valdesia,Terminal Valdesia 1,WVAL1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm,Hydro,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,25.5,0.0
Las Barías,G3LBARIA,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Las Barías.ElmSym,Las Barias,Terminal Las Barías,WLBARK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,-1.0,1.0,0.8999999761581421,0.0
Barahona Carbón,G3BCARBO,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Barahona Carbón.ElmSym,Barahona Carbón,Terminal Barahona Carbón,WBCARK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,Coal,1,50.0,0.0,1.0,constv,0,-1.0,1.0,53.70000076293945,0.0
Jigüey 2,G3JIGUE2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Jigüey 2.ElmSym,Jigüey 2,Terminal Jigüey 2,WJIG2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm,Hydro,1,36.150001525878906,0.0,1.0,constv,0,-1.0,1.0,49.0,0.0
Jigüey 1,G3JIGUE1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Jigüey 1.ElmSym,Jigüey 1,Terminal Jigüey 1,WJIG1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm,Hydro,1,32.0099983215332,0.0,1.0,constv,0,-1.0,1.0,49.0,0.0
Aguacate 2,G3AGUAC2,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Aguacate 2.ElmSym,Aguacate,Terminal Aguacate 2,WAGU2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm,Hydro,1,27.15999984741211,0.0,1.0,constq,0,-1.0,1.0,28.235200881958008,0.0
Aguacate 1,G3AGUAC1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Aguacate 1.ElmSym,Aguacate,Terminal Aguacate 1,WAGU1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm,Others,1,25.0,0.0,1.0,constq,0,-1.0,1.0,28.235200881958008,0.0
Monte Río Grupo 2,G4MRIO3,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Monte Río Grupo 2.ElmSym,Monte Río,Terminal Monte Río 3,WMRI3K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm,Diesel,7,5.764510154724121,0.0,1.0199999809265137,constv,0,-1.0,1.0,7.806399822235107,0.0
Monte Río Grupo 1,G4MRIO1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Monte Río Grupo 1.ElmSym,Monte Río,Terminal Monte Río 1,WMRI1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm,Others,6,7.806399822235107,0.0,1.0199999809265137,constv,0,-1.0,1.0,7.806399822235107,0.0
Itabo 2,G3ITABO2,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Itabo 2.ElmSym,Itabo 2,Terminal Itabo 2,WITA2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm,Coal,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,132.0050048828125,0.0
Itabo 1,G3ITABO1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Itabo 1.ElmSym,Itabo 1,Terminal Itabo 1,WITA1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm,Coal,1,120.0,0.0,1.0,constv,0,-1.0,1.0,132.0050048828125,0.0
San Lorenzo 1,G3SLORE1,1,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\San Lorenzo 1.ElmSym,San Lorenzo,1,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\1.ElmTerm,Diesel,1,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,42.72959899902344,0.0
Palomino 2,G3PALOM2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Palomino 2.ElmSym,Palomino,Terminal Palomino 1,WPLM1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm,Others,1,35.0,0.0,1.0199999809265137,constv,0,-1.0,1.0,40.0,0.0
Palomino 1,G3PALOM1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Palomino 1.ElmSym,Palomino,Terminal Palomino 2,WPLM2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm,Hydro,1,20.0,0.0,1.0199999809265137,constv,0,-1.0,1.0,40.0,0.0
POWERSHIP AZUA KPS26 2,G4PAK262,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\POWERSHIP AZUA KPS26 2.ElmSym,POWERSHIP AZUA KPS26,Terminal POWERSHIP AZUA KPS26 2,WXPA2K,11.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm,Others,3,16.75527000427246,8.114946365356445,1.0,constv,0,-0.9605122804641724,0.9605122804641724,18.164730072021484,0.0
POWERSHIP AZUA KPS26 1,G4PAK261,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\POWERSHIP AZUA KPS26 1.ElmSym,POWERSHIP AZUA KPS26,Terminal POWERSHIP AZUA KPS26 1,WXPA1K,11.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm,Diesel,3,18.164730072021484,8.797582626342773,1.0,constv,0,-0.9605122804641724,0.9605122804641724,18.164730072021484,0.0
POWERSHIP AZUA KPS60,G4PAK601,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\POWERSHIP AZUA KPS60.ElmSym,POWERSHIP AZUA KPS60,Terminal Powership Azua KPS60,WXPA3K,15.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm,Others,4,18.464550018310547,8.942789077758789,1.0,constv,0,-0.9605122804641724,0.9605122804641724,18.464550018310547,0.0
POWERSHIP AZUA TV,G5PAK6TV,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\POWERSHIP AZUA TV.ElmSym,POWERSHIP TV,Terminal Powership Azua KPS60,WXPA3K,15.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm,Diesel,1,1.4817999601364136,0.7176684737205505,1.0,constv,0,-0.9605122804641724,0.9605122804641724,6.0,0.0
Palenque,G3PALENQ,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Palenque.ElmSym,Palenque,Terminal Palenque 2,WPAQ2K,4.159999847412109,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm,Diesel,4,6.0,2.9059336185455322,1.0499999523162842,constv,0,-1.0,1.0,25.799999237060547,0.0
POWERSHIP AZUA KPS56,G4PAK561,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS56.ElmSym,POWERSHIP AZUA KPS56,Terminal POWERSHIP AZUA KPS56,WXPA4K,11.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm,Others,8,8.125,3.93511700630188,1.0,constv,0,-1.0,1.0,8.125,0.0
