loc_name,for_name,ruta,S_nom_MVA,U_AT_kV,U_BT_kV,uk_pct,ukr_pct,Pcu_kW,Pfe_kW,i0_pct,grupo,con_AT,con_BT,tap_lado,tap_dU_pct,tap_fase_deg,tap_neutro,tap_min,tap_max,f_Hz
138/69 kV Villa Duarte T1 (140 MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Villa Duarte T1 (140 MVA).TypTr2,140.0,138.0,69.0,14.800000190734863,0.1371999979019165,192.0800018310547,0.0,0.0,YNyn0,YN,YN,0,1.2699999809265137,0.0,9,1,16,60.0
138/13.8 kV Trafo Los Mina 6 150 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo Los Mina 6 150 MVA.TypTr2,150.0,138.0,13.800000190734863,16.520000457763672,0.19499999284744263,292.5,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/13.8 kV Trafo AES Andrés TV 141 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo AES Andrés TV 141 MVA.TypTr2,141.0,138.0,13.800000190734863,16.65999984741211,0.389361709356308,549.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/19 kV Trafo AES Andrés TG 264 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/19 kV Trafo AES Andrés TG 264 MVA.TypTr2,264.0,138.0,19.0,11.420000076293945,0.5003787875175476,1321.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/4.16 kV BESS AES Andrés T1(22.4 MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\User Defined Models.IntPrjfolder\BESS AES Andrés\Equipment Type Library\138/4.16 kV BESS AES Andrés T1(22.4 MVA).TypTr2,22.440000534057617,138.0,4.159999847412109,10.48390007019043,0.0,0.0,0.0,0.0,Dyn1,D,YN,0,2.5,0.0,0,-6,6,60.0
138/13.8 kV Trafo METALDOM 60 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo METALDOM 60 MVA.TypTr2,60.0,138.0,13.800000190734863,16.492000579833984,0.5,300.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/69 kV Timbeque 2 T1(140MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Timbeque 2 T1(140MVA).TypTr2,140.0,138.0,69.0,12.010000228881836,0.1371999979019165,192.0800018310547,0.0,0.0,YNyn0,YN,YN,0,1.0,0.0,16,1,31,60.0
138/13.8 Trafo Los Mina 5 150 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 Trafo Los Mina 5 150 MVA.TypTr2,150.0,138.0,13.800000190734863,17.937000274658203,0.19499999284744263,292.5,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/69 kV Palamara T1 (140 MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Palamara T1 (140 MVA).TypTr2,140.0,138.0,69.0,10.850000381469727,0.17735715210437775,248.3000030517578,0.0,0.0,YNyn0,YN,YN,0,1.0,0.0,12,1,23,60.0
138/69 kV Palamara T2 (200 MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Palamara T2 (200 MVA).TypTr2,200.0,138.0,69.0,15.675000190734863,0.5,1000.0,0.0,0.0,YNyn0,YN,YN,0,1.25,0.0,11,1,21,60.0
138/13.8 kV Trafo EDM2 150 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo EDM2 150 MVA.TypTr2,150.0,138.0,13.800000190734863,14.229999542236328,0.5,750.0,0.0,0.0,YNd11,YN,D,0,1.25,0.0,0,-8,8,60.0
138/34.5 kV WCSP 2 T1(80 MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV WCSP 2 T1(80 MVA).TypTr2,80.0,138.0,34.5,12.799993515014648,0.5157100558280945,412.56805419921875,0.0,0.0,YNd11,YN,D,0,1.0,0.0,0,-10,10,60.0
138/13. Trafo Los Mina 7 150 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13. Trafo Los Mina 7 150 MVA.TypTr2,150.0,138.0,13.800000190734863,16.950000762939453,0.3012533187866211,451.8800048828125,58.13999938964844,0.041999999433755875,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/69 kV Autotr Metropolitano 125 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/69 kV Autotr Metropolitano 125 MVA.TypTr2,125.0,138.0,69.0,12.399999618530273,0.5,625.0,0.0,0.0,YNyn0,YN,YN,0,1.0,0.0,12,1,23,60.0
138/34.5 kV La Victoria (80 MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV La Victoria (80 MVA).TypTr2,80.0,138.0,34.5,12.799993515014648,0.5157100558280945,412.56805419921875,0.0,0.0,YNd11,YN,D,0,1.0,0.0,0,-10,10,60.0
138/34.5 kV Trafo Mirasol 120 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/34.5 kV Trafo Mirasol 120 MVA.TypTr2,120.0,138.0,34.5,11.987384796142578,0.2199999988079071,264.0,0.0,0.0,YNd11,YN,D,0,1.0,0.0,0,-10,10,60.0
138/13.8 kV Trafo SIBA 42 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo SIBA 42 MVA.TypTr2,42.0,138.0,13.800000190734863,12.75,0.25733333826065063,108.08000183105469,26.554000854492188,0.10000000149011612,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
145/13.8 kV Trafo SIBA 48 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\145/13.8 kV Trafo SIBA 48 MVA.TypTr2,48.0,145.0,13.800000190734863,11.600000381469727,0.32913124561309814,157.98300170898438,36.76499938964844,0.17000000178813934,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/13.8 kV Trafo SIBA 65 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/13.8 kV Trafo SIBA 65 MVA.TypTr2,65.0,138.0,13.800000190734863,16.670000076293945,0.4307692348957062,280.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
138/4.16 SA PE Los Mina T1(20MVA),,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\138/4.16 SA PE Los Mina T1(20MVA).TypTr2,20.0,138.0,4.159999847412109,8.299957275390625,0.41850000619888306,83.69999694824219,0.0,0.0,Dyn1,D,YN,0,2.5,0.0,0,-15,15,60.0
69/13.8 kV Trafo Pinalito 30.12 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Pinalito 30.12 MVA.TypTr2,30.1200008392334,69.0,13.800000190734863,10.0,0.5296414494514465,159.5279998779297,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
69/13.8 kV Trafo Río Blanco 15 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Río Blanco 15 MVA.TypTr2,15.0,69.0,13.800000190734863,10.0,1.0635199546813965,159.5279998779297,0.0,0.0,YNd1,YN,D,0,2.0,0.0,0,-4,5,60.0
69/12.5 kV Trafo Rincón 10.1 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 kV Trafo Rincón 10.1 MVA.TypTr2,10.100000381469727,69.0,12.5,8.037819862365723,1.1789108514785767,119.06999969482422,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
69/4.16 kV Trafo Boba 1.25 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/4.16 kV Trafo Boba 1.25 MVA.TypTr2,1.25,69.0,4.159999847412109,4.699999809265137,0.4000000059604645,5.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
69/12.5 Trafo El Salto 14 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 Trafo El Salto 14 MVA.TypTr2,14.0,69.0,12.5,10.0,0.5,70.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
69/13.8 kV Trafo La Vega G1 69 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo La Vega G1 69 MVA.TypTr2,69.0,69.0,13.800000190734863,13.166000366210938,0.695652186870575,480.0,0.0,0.0,YNd11,YN,D,0,1.25,0.0,0,-8,8,60.0
69/13.8 kV Trafo La Vega G2 69 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo La Vega G2 69 MVA.TypTr2,69.0,69.0,13.800000190734863,13.050000190734863,0.695652186870575,480.0,0.0,0.0,YNd11,YN,D,0,1.25,0.0,0,-8,8,60.0
69/12.5 kV Trafo Aniana Vargas 0.8 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 kV Trafo Aniana Vargas 0.8 MVA.TypTr2,0.800000011920929,69.0,12.5,10.0,0.5,4.0,0.0,0.0,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
69/12.5 kV Trafo Hatillo 1 10.7 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 kV Trafo Hatillo 1 10.7 MVA.TypTr2,10.699999809265137,69.0,12.5,8.262280464172363,0.4195420444011688,44.89099884033203,0.0,0.0,YNd1,YN,D,0,1.5,0.0,0,-4,4,60.0
69/12.5 kV Trafo Hatillo 2 14 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/12.5 kV Trafo Hatillo 2 14 MVA.TypTr2,24.0,69.0,13.800000190734863,10.0,0.34166666865348816,82.0,13.5,0.4000000059604645,YNd11,YN,D,0,0.625,0.0,0,-16,16,60.0
69/13.8 kV Trafo Brazo Derecho 4 MVA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Library.IntPrjfolder\Equipment Type Library.IntPrjfolder\Types Transformers\69/13.8 kV Trafo Brazo Derecho 4 MVA.TypTr2,4.0,69.0,13.800000190734863,8.0,0.800000011920929,32.0,6.5,0.699999988079071,YNd1,YN,D,0,2.5,0.0,0,-2,2,60.0
