loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_i,barra_i_for,barra_i_kV,barra_i_id,barra_j,barra_j_for,barra_j_kV,barra_j_id,long_km,num_paralelas,I_nom_kA,R1_ohm,X1_ohm,R0_ohm,X0_ohm,B1_uS,B0_uS,G1_uS
69 kV Timbeque – Villa Duarte_a,ZTMBBF_ZXMOLF-L1,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Timbeque – Villa Duarte_a.ElmLne,P.CONCRETO TVS-1/1C/69/1xF - 559 AAAC,2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZTIMBF.ElmSubstat\2.ElmTerm,Tap Molinos Ozama,WXMOLF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Molinos Ozama.ElmTerm,0.8500000238418579,1,0.6629999876022339,0.09916727244853973,0.3598165214061737,0.42406195402145386,1.3102402687072754,3.387073278427124,1.6547584533691406,0.0
69 kV Derivación G. Ramos Charles,ZXGRCF_ZXINVF-L1_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación G. Ramos Charles.ElmLne,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,Tap Invivienda,WXINVF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Invivienda.ElmTerm,69 kV Grupo Ramos Charles,WGRCHF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Ramos Charles.ElmTerm,2.5199999809265137,1,0.3799999952316284,0.7742204666137695,1.1939888000488281,1.790948510169983,3.9009768962860107,8.938274383544922,4.875747203826904,-1.3988810004397854e-16
69 kV Derivación ZF San Isidro,ZXZFHF_ZZSISF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación ZF San Isidro.ElmLne,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,69 kV ZF San Isidro,WZSISF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF San Isidro.ElmTerm,Tap 69 kV ZF Hainamosa,WXZHAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV ZF Hainamosa.ElmTerm,4.400000095367432,1,0.3799999952316284,1.351813554763794,2.084742546081543,3.1270530223846436,6.811229705810547,15.606511116027832,8.513209342956543,-2.4424907071149036e-16
69 kV Derivación Parque Caribbean Glass,ZPCGLF_ZXPCGF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Parque Caribbean Glass.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap Parque Caribbean Glass,WXPCGF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Parque Caribbean Glass.ElmTerm,69 kV Parque Caribbean Glass,WPCGLF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Caribbean Glass.ElmTerm,0.04500000178813934,1,0.6629999876022339,0.005244661588221788,0.01919473335146904,0.02358030155301094,0.06815420836210251,0.17671112716197968,0.09218209981918335,-1.2490009523341379e-18
69 kV INCA km 22 – Palamara_d,ZIPSIF_ZPALAF-L1_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV INCA km 22 – Palamara_d.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap Parque Logístico CCN,WXPLCF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Parque Logístico CCN.ElmTerm,Tap Industria Papel SIDO,WXIPSF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Industria Papel SIDO.ElmTerm,3.799999952316284,1,0.6629999876022339,0.4428825080394745,1.620888590812683,1.9912253618240356,5.755244255065918,14.922271728515625,7.784265518188477,-1.0547118601590089e-16
69 kV Arroyo Hondo – La Cuarenta,ZAHOBF_ZLCUAF-L1,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Arroyo Hondo – La Cuarenta.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONF.ElmSubstat\2.ElmTerm,2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\2.ElmTerm,3.9000000953674316,1,0.6629999876022339,0.4545373320579529,1.6635435819625854,2.043626070022583,5.906698226928711,15.314963340759277,7.989114761352539,-1.0824674754793072e-16
69 kV Los Mina – Villa Duarte,ZLMINF_ZVDUAF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Los Mina – Villa Duarte.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLMINF.ElmSubstat\1.ElmTerm,F2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\F2.ElmTerm,2.5,1,0.6629999876022339,0.29152584075927734,1.0808368921279907,1.3001846075057983,3.766340970993042,9.683122634887695,5.069869518280029,1.9081958235744878e-16
69 kV Hainamosa – Invivienda_a,ZHNSAF_ZINVIF-L1_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Hainamosa – Invivienda_a.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap 69 kV Templastisa Hainamosa,WXTH1F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV Templastisa Hainamosa.ElmTerm,L1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZINVIF.ElmSubstat\L1.ElmTerm,2.187999963760376,1,0.6629999876022339,0.2550070881843567,0.9332906007766724,1.146526575088501,3.3138089179992676,8.592086791992188,4.48209810256958,-6.072919844114444e-17
Derivación Terminal 69 kV Dajao,ZXDJAF_ZXTDAF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Derivación Terminal 69 kV Dajao.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap Terminal Dajao,WXTTDF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\Tap Terminal Dajao.ElmTerm,Terminal 69 kV Dajao,WXTDAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\Terminal 69 kV Dajao.ElmTerm,0.04500000178813934,1,0.6629999876022339,0.005247465334832668,0.019455064088106155,0.02340332232415676,0.06779413670301437,0.17429621517658234,0.09125766158103943,3.4347525155213025e-18
69 kV Palamara – Madre Vieja_g,ZXARDF_ZXMV2F-L1,0,SUR CERCANO,SUR,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Palamara – Madre Vieja_g.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap Argos Dominicana,WXARDF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Argos Dominicana.ElmTerm,Tap INAPA San Rafael,WXTISF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap INAPA San Rafael.ElmTerm,2.890000104904175,1,0.6629999876022339,0.33682382106781006,1.2327284812927246,1.5143793821334839,4.377014636993408,11.348780632019043,5.920139312744141,-8.021361644084332e-17
69 kV Palamara – Madre Vieja_h,ZXADOF_ZXMV2F-L1_a,0,SUR CERCANO,SUR,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Palamara – Madre Vieja_h.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap INAPA San Rafael,WXTISF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap INAPA San Rafael.ElmTerm,Tap 2 Madre Vieja,WXMV2F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 2 Madre Vieja.ElmTerm,1.9700000286102295,1,0.6629999876022339,0.22959962487220764,0.8403027653694153,1.0322932004928589,2.983639717102051,7.736020088195801,4.035527229309082,-5.467848475688235e-17
69 kV Boca Chica – Mata de Palma_a,ZMPALF_ZXMPAF-L1_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Boca Chica – Mata de Palma_a.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap 69 kV Las Parras,WXLPAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV Las Parras.ElmTerm,69 kV Mata de Palma,WMPALF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\69 kV Mata de Palma.ElmTerm,8.639999389648438,1,0.6629999876022339,1.0069749355316162,3.6853885650634766,4.5274176597595215,13.085606575012207,33.928531646728516,17.69896125793457,-2.3980815637837487e-16
69 kV Derivación ZF San Isidro_a,ZXZFHF_ZZSISF-L1_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación ZF San Isidro_a.ElmLne,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,Tap 69 kV ZF Hainamosa,WXZHAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV ZF Hainamosa.ElmTerm,Tap Invivienda,WXINVF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Invivienda.ElmTerm,1.3600000143051147,1,0.3799999952316284,0.41783326864242554,0.6443749666213989,0.9665436148643494,2.1052892208099365,4.823830604553223,2.6313557624816895,-7.549516646860403e-17
69 kV Derivación Parque Industrial DISDO,WDISDF_WXDISF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Parque Industrial DISDO.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap 1 DISDO,WXDISF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 DISDO.ElmTerm,69 kV DISDO,WDISDF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV DISDO.ElmTerm,1.600000023841858,1,0.6629999876022339,0.18657653033733368,0.6917356252670288,0.8321181535720825,2.4104583263397217,6.197198390960693,3.2447166442871094,1.2212453535574518e-16
69 kV Derivación Maranatha,ZXMARF_ZMARAF-L1,0,,,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Maranatha.ElmLne,P.MADERA TVS-1 65/1C/69/1xF - 559 AAA,Tap 69 kV Maranatha,WXMARF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV Maranatha.ElmTerm,69 kV Maranatha,WMARAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\69 kV Maranatha.ElmTerm,5.385000228881836,1,0.6629999876022339,0.6275113224983215,2.277768850326538,2.6447255611419678,8.341907501220703,21.446365356445312,10.16579818725586,2.989275620858176e-16
Derivación 69 kV CCN,ZPLCCN_WXPLCF_F_L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Derivación 69 kV CCN.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,69 kV Parque Logístico CCN,WPLCCF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Logístico CCN.ElmTerm,Tap Parque Logístico CCN,WXPLCF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Parque Logístico CCN.ElmTerm,4.0,1,0.6629999876022339,0.4661921262741089,1.7061985731124878,2.096026659011841,6.058151721954346,15.70765495300293,8.193964004516602,-1.1102230246251565e-16
69 kV Derivación Templastisa_a,ZXTH1F_ZXTH2F-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Templastisa_a.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap 69 kV Templastisa Hainamosa,WXTH1F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV Templastisa Hainamosa.ElmTerm,Tap 2 69 kV Templastisa Hainamosa,WXTH2F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 69 kV Templastisa Hainamosa.ElmTerm,0.17000000178813934,1,0.6629999876022339,0.019813165068626404,0.07251343876123428,0.08908113837242126,0.2574714422225952,0.6675752997398376,0.34824347496032715,-4.718447904287752e-18
69 kV Derivación Templastisa_b,ZXTH2F_ZTHAIF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Templastisa_b.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap 2 69 kV Templastisa Hainamosa,WXTH2F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 69 kV Templastisa Hainamosa.ElmTerm,69 kV Templastisa Hainamosa,WTHAIF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Templastisa Hainamosa.ElmTerm,0.36000001430511475,1,0.6629999876022339,0.04195729270577431,0.15355786681175232,0.18864241242408752,0.5452336668968201,1.4136890172958374,0.7374567985534668,-9.992007618673103e-18
69 kV Dajao – Martí,WDJAOF_WMARTF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Dajao – Martí.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,WDJAOF(5),,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\ZDJAOF.ElmSubstat\WDJAOF(5).ElmTerm,1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\ZMARF.ElmSubstat\1.ElmTerm,10.300000190734863,1,0.6629999876022339,1.2004446983337402,4.393461227416992,5.397268772125244,15.599740982055664,40.44721221923828,21.099456787109375,-2.8588243413493373e-16
69 kV Derivación Las Parras,ZXLPAF_ZLPARF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Las Parras.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap 69 kV Las Parras,WXLPAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV Las Parras.ElmTerm,69 kV Las Parras,WLPARF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Las Parras.ElmTerm,0.5121700167655945,1,0.6629999876022339,0.05969240516424179,0.2184659242630005,0.2683805227279663,0.7757009267807007,2.011247396469116,1.0491756200790405,-1.4215573628395386e-17
69 kV Derivación ZF Hainamosa,ZXZHAF_ZZHAIF-L1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación ZF Hainamosa.ElmLne,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,Tap 69 kV ZF Hainamosa,WXZHAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 69 kV ZF Hainamosa.ElmTerm,69 kV ZF Hainamosa,WZHAIF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Hainamosa.ElmTerm,0.5154399871826172,1,0.3799999952316284,0.15835881233215332,0.24421809613704681,0.36632001399993896,0.7979045510292053,1.828231692314148,0.9972837567329407,-2.861266707913186e-17
345 kV Bonao 3 – El Naranjo L1,ZJSAUD_ZXNA2D-L2,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\345 kV Bonao 3 – El Naranjo L1.ElmLne,,D6,,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\D6.ElmTerm,L2,,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3D.ElmSubstat\L2.ElmTerm,75.16999816894531,1,1.9889999628067017,8.872048377990723,40.498016357421875,31.7536563873291,98.45075988769531,232.3426055908203,152.78387451171875,0.0
345 kV Bonao 3 – El Naranjo L2,ZNARAD_ZXNA1D-L1,0,CIBAO NORTE,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\345 kV Bonao 3 – El Naranjo L2.ElmLne,,D7,,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\D7.ElmTerm,L1,,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3D.ElmSubstat\L1.ElmTerm,75.16999816894531,1,1.9889999628067017,8.872048377990723,40.498016357421875,31.7536563873291,98.45075988769531,232.3426055908203,152.78387451171875,2.0863865682048486e-15
345 kV Bonao 3 – Julio Sauri_a,ZXPB1D_ZXNA2D-L1_a,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\345 kV Bonao 3 – Julio Sauri_a.ElmLne,,Tap 3 Julio Sauri,WXJS3D,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Tap 3 Julio Sauri.ElmTerm,R1,,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3D.ElmSubstat\R1.ElmTerm,43.97999954223633,1,1.9889999628067017,5.190803527832031,23.6943302154541,18.57823371887207,57.6009635925293,135.9375762939453,89.38985443115234,0.0
345 kV Bonao 3 – Julio Sauri_b,ZXJS1D_ZXJS3D-L1,0,SUR CERCANO,SUR,Expansión 345 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\345 kV Bonao 3 – Julio Sauri_b.ElmLne,,Tap 3 Julio Sauri,WXJS3D,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Tap 3 Julio Sauri.ElmTerm,D6,,345.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\D6.ElmTerm,11.760000228881836,1,1.9889999628067017,1.3879910707473755,6.335728168487549,4.967713356018066,15.402167320251465,36.34893035888672,23.902334213256836,0.0
230 kV Bonao 3 – PVDC_a,ZPBLAD_ZXPV1D-L1,0,CIBAO SUR,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\230 kV Bonao 3 – PVDC_a.ElmLne,,Tap 1 PVDC,WXPV1D,230.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Tap 1 PVDC.ElmTerm,Tap 230 kV Bonao 3 D01,WXBO1D,230.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\Tap 230 kV Bonao 3 D01.ElmTerm,27.049999237060547,1,1.2000000476837158,1.5350353717803955,12.908092498779297,10.649782180786133,35.16445541381836,94.76304626464844,57.901756286621094,-2.252364791801697e-15
230 kV Bonao 3 – Quisqueya 2_a,ZPBLAD_ZXPV3D-L1,0,CIBAO SUR,NORTE,Expansión 345 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\230 kV Bonao 3 – Quisqueya 2_a.ElmLne,,Tap 3 PVDC,WXPV3D,230.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Tap 3 PVDC.ElmTerm,Tap 230 kV Bonao 3 D02,WXBO2D,230.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\Tap 230 kV Bonao 3 D02.ElmTerm,27.049999237060547,1,1.2000000476837158,1.5350353717803955,12.908092498779297,10.649782180786133,35.16445541381836,94.76304626464844,57.901756286621094,1.1261823959008484e-15
