loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_i,barra_i_for,barra_i_kV,barra_i_id,barra_j,barra_j_for,barra_j_kV,barra_j_id,long_km,num_paralelas,I_nom_kA,R1_ohm,X1_ohm,R0_ohm,X0_ohm,B1_uS,B0_uS,G1_uS
69 kV Derivación Domingo Rodríguez,ZDRODF_ZXDROF-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Domingo Rodríguez.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap Domingo Rodríguez,WXDROF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Domingo Rodríguez.ElmTerm,69 kV Domingo Rodríguez,WDRODF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69 kV Domingo Rodríguez.ElmTerm,7.0,1,0.6629999876022339,0.8162723183631897,3.02634334564209,3.640516757965088,10.545754432678223,27.112743377685547,14.195634841918945,5.342948306008566e-16
69 kV Haina – Kilómetro 10.5_b,ZKDMBF_ZXBOHF-L1,0,SANTO DOMINGO,CENTRAL,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – Kilómetro 10.5_b.ElmLne,P.MADERA TP-IG 50 P/69 - 477 ACSR,Tap Bohemia,WXBOHF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Bohemia.ElmTerm,R1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R1.ElmTerm,3.559999942779541,1,0.5999999642372131,0.41983237862586975,1.5612088441848755,1.8568110466003418,5.383170127868652,13.793609619140625,7.352901458740234,-4.940492380172608e-17
69 kV Sabaneta – San Juan_b,ZSABAF_ZSJUAF-L1_b,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Sabaneta – San Juan_b.ElmLne,P.MADERA TP-1G/69 /1xF - 1/0 CU,Tap 69 kV Sabeneta,WXSABF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 69 kV Sabeneta.ElmTerm,WSABAF(2),,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\ZSABAF.ElmSubstat\WSABAF(2).ElmTerm,23.86400032043457,1,0.3100000023841858,9.058146476745605,11.944897651672363,18.69963264465332,37.53366470336914,79.88851928710938,45.555267333984375,0.0
69 kV Derivación REFIDOMSA,ZREFIF_ZXGBOF-L1_a,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación REFIDOMSA.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap REFIDOMSA,WXTREFF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap REFIDOMSA.ElmTerm,69 kV REFIDOMSA,WREFIF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZRPETF.ElmSubstat\69 kV REFIDOMSA.ElmTerm,0.017999999225139618,1,0.6629999876022339,0.0020978644024580717,0.007677893154323101,0.009432120248675346,0.027261681854724884,0.07068444043397903,0.03687283769249916,-4.996003395746245e-19
69 kV Derivación Zona Franca Barahona,ZZBARF_ZXZBAF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Zona Franca Barahona.ElmLne,P.MADERA TP-IG 50 P/69 - 2/0 CU,69 kV ZF Barahona,WZBARF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Barahona.ElmTerm,Tap ZF Barahona,WXZBAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap ZF Barahona.ElmTerm,1.7000000476837158,1,0.36000001430511475,0.512431800365448,0.8352869749069214,1.1986294984817505,2.6603810787200928,5.8036789894104,3.2758026123046875,7.077672311380965e-17
69 kV Derivación Vicente Noble,ZVNOBF_ZXVNOF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Vicente Noble.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap Vicente Noble,WXVNOF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Vicente Noble.ElmTerm,69 kV Vicente Noble,WVNOBF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vicente Noble.ElmTerm,0.0010000000474974513,1,0.6629999876022339,0.00011654803529381752,0.00042654963908717036,0.0005240067257545888,0.0015145379584282637,0.003926913719624281,0.002048491034656763,-2.7755576933948015e-20
69 kV San Juan – San Juan 2,ZSJU2F_ZXSJ1F-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV San Juan – San Juan 2.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\San Juan 2.ElmSite\ZSJU2F.ElmSubstat\2.ElmTerm,WSJUAF(1),,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZSJUAF.ElmSubstat\WSJUAF(1).ElmTerm,3.990000009536743,1,0.6629999876022339,0.46527522802352905,1.725015640258789,2.07509446144104,6.011080265045166,15.454263687133789,8.091511726379395,3.045480492073235e-16
69 kV km 15 Azua – Los Toros,ZKQA2F_ZLTORF-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV km 15 Azua – Los Toros.ElmLne,T.ACERO S1/69/1xF-559.5 MCM,F7,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\F7.ElmTerm,69 kV Los Toros,WLTORF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69 kV Los Toros.ElmTerm,8.100000381469727,1,0.6629999876022339,0.9394606947898865,4.029854774475098,3.430887460708618,11.826369285583496,26.978904724121094,15.160113334655762,-3.3723025961175906e-16
69 kV Cruce de Ocoa – km 15 de Azua_e,ZKQA1F_ZXAIAF-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cruce de Ocoa – km 15 de Azua_e.ElmLne,P.MADERA/69 TH-1G- 450 ACAR,Tap Acueducto INAPA Azua,WXAIAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Acueducto INAPA Azua.ElmTerm,F6,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\F6.ElmTerm,11.789999961853027,1,0.5320000052452087,1.5496784448623657,5.587599277496338,7.074155807495117,14.725725173950195,41.774967193603516,28.427310943603516,-9.817146798786415e-16
69 kV km 15 de Azua – Sabana Yegua_a,ZKQA2F_ZXMAGF-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV km 15 de Azua – Sabana Yegua_a.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,F2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\F2.ElmTerm,Tap Magueyal,WXMAGF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm,25.200000762939453,1,0.6629999876022339,2.9385805130004883,10.89483642578125,13.105860710144043,37.964717864990234,97.60587310791016,51.10429000854492,1.9234614748663784e-15
69 kV km 15 Azua – Quita Coraza_a,ZKQA2F_ZXQCOF-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV km 15 Azua – Quita Coraza_a.ElmLne,P.MADERA/69 TH-1G- 2/0 CU,F1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\F1.ElmTerm,Tap Quita Coraza,WXQCOF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Quita Coraza.ElmTerm,23.0,1,0.36000001430511475,6.941861629486084,12.062657356262207,17.719043731689453,29.889366149902344,73.73226928710938,51.76233673095703,-9.575673587391975e-16
69 kV Duvergé – Las Damas,ZLDAMF_ZDUVEF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Duvergé – Las Damas.ElmLne,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZDUVEF.ElmSubstat\1.ElmTerm,69 kV Las Damas,WLDAMF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69 kV Las Damas.ElmTerm,4.039999961853027,1,0.3799999952316284,1.2412110567092896,1.9141732454299927,2.8719396591186523,6.251455307006836,14.33426570892334,7.95446252822876,4.485300977133985e-16
69 kV km 15 de Azua – Sabana Yegua_d,ZSYEGF_ZXSYEF-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV km 15 de Azua – Sabana Yegua_d.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap Sabana Yegua,WXSYEF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Sabana Yegua.ElmTerm,1,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\ZSYEGF.ElmSubstat\1.ElmTerm,2.0299999713897705,1,0.6629999876022339,0.23671896755695343,0.8776395320892334,1.0557498931884766,3.0582687854766846,7.862695217132568,4.116734027862549,1.5494550034485282e-16
69 kV Pizarrete – Madre Vieja_b,ZXPGMF_ZXPZ1F-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete – Madre Vieja_b.ElmLne,T.ACERO S1(2)/1C/69/1xF/559 AAAC,Tap Pizarrete-Goya-Madre Vieja,WXPGMF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Pizarrete-Goya-Madre Vieja.ElmTerm,Tap Pizarrete,WXPZ1F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Pizarrete.ElmTerm,0.10000000149011612,1,0.6629999876022339,0.011632777750492096,0.047453947365283966,0.04311404004693031,0.14994731545448303,0.3517599105834961,0.17821210622787476,8.326673015560919e-18
69 kV LAFZID – Cementos Colón_d,ZCCOLF_ZXCCOF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV LAFZID – Cementos Colón_d.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,69 kV Cemento Colón(Argos),WCCOLF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cemento Colón(Argos).ElmTerm,Tap Cemento Colón,WXCCOF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cemento Colón.ElmTerm,5.059999942779541,1,0.6629999876022339,0.5897330045700073,2.1583411693573,2.6514737606048584,7.663561820983887,19.870182037353516,10.365364074707031,-1.4044321102689553e-16
69 kV Pizarrete – Madre Vieja_e,ZXICAF_ZXYAGF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete – Madre Vieja_e.ElmLne,P.MADERA TP-IG 55 P/69 - 450 ACAR,Tap Ingenio CAEI,WXICAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ingenio CAEI.ElmTerm,Tap Yaguate,WXYAGF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Yaguate.ElmTerm,0.800000011920929,1,0.5680000185966492,0.10484027117490768,0.35264700651168823,0.4276110827922821,1.2120083570480347,3.037733554840088,1.6055285930633545,0.0
69 kV Derivación Yaguate,ZYAGUF_ZXYAGF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Yaguate.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap Yaguate,WXYAGF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Yaguate.ElmTerm,69 kV Yaguate,WYAGUF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Yaguate.ElmTerm,0.029999999329447746,1,0.6629999876022339,0.003498309990391135,0.012970042414963245,0.015602214261889458,0.04519608989357948,0.11619746685028076,0.06083843484520912,2.2898348724840996e-18
69 kV Derivación Guanito 2,ZGUA2F_ZXGU2F-L1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Guanito 2.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap Guanito 2,WXGU2F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Guanito 2.ElmTerm,69 kV Guanito 2,WGUA2F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Guanito 2.ElmTerm,0.18000000715255737,1,0.6629999876022339,0.020989861339330673,0.07782025635242462,0.09361328929662704,0.2711765468120575,0.6971848607063293,0.3650306463241577,1.373901006208521e-17
69 kV Derivación Acueducto INAPA SCN,ZAISCF_ZXAISF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Acueducto INAPA SCN.ElmLne,P.MADERA TP-IG 55 P/69 - 559 AAAC,Tap Acueducto INAPA SCN,WXAISF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Acueducto INAPA SCN.ElmTerm,69 kV Acueducto INAPA SCN,WAISCF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto INAPA SCN.ElmTerm,0.20000000298023224,1,0.6629999876022339,0.02332206629216671,0.0864669531583786,0.10401476919651031,0.3013072907924652,0.7746497988700867,0.40558958053588867,1.5265566919468147e-17
69 kV Derivación Aeropuerto Barahona,ZXABRF_ZABARF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Aeropuerto Barahona.ElmLne,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,69kV Aeropuerto Barahona,WABARF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69kV Aeropuerto Barahona.ElmTerm,Tap Aeropuerto Barahona,WXABRF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Aeropuerto Barahona.ElmTerm,0.03999999910593033,1,0.3799999952316284,0.012289217673242092,0.018952209502458572,0.02843504585325718,0.061895594000816345,0.14192341268062592,0.07875705510377884,4.440891999238953e-18
69 kV Cruce Cabral 2 – Acd Sur-Oeste_b,ZXABRF_ZXKQAF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cruce Cabral 2 – Acd Sur-Oeste_b.ElmLne,P.MADERA TP-IG 50 P/69 - 2/0 CU,Tap Aeropuerto Barahona,WXABRF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Aeropuerto Barahona.ElmTerm,Tap Solar Canoa,WXSCAF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Solar Canoa.ElmTerm,14.40999984741211,1,0.36000001430511475,4.3436126708984375,7.080285549163818,10.160147666931152,22.550640106201172,49.1947135925293,27.767242431640625,5.999367605790719e-16
69 kV Cruce Cabral – Cruce Cabral 2,ZCCABF_ZCCA2F-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cruce Cabral – Cruce Cabral 2.ElmLne,P.MADERA TP-IG 50 P/69 - 477 ACSR,2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Cruce de Cabral 2.ElmSite\ZCCA2F.ElmSubstat\2.ElmTerm,1(1),,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZCCABF.ElmSubstat\1(1).ElmTerm,0.4000000059604645,1,0.6589999794960022,0.0471721775829792,0.1754167228937149,0.20863045752048492,0.6048505902290344,1.5498437881469727,0.8261687755584717,-5.551115205843844e-18
69 kV Cruce Cabral 2 – Acd Sur-Oeste_a,ZCCA2F_ZXABRF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cruce Cabral 2 – Acd Sur-Oeste_a.ElmLne,P.MADERA TP-IG 50 P/69 - 2/0 CU,3,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Cruce de Cabral 2.ElmSite\ZCCA2F.ElmSubstat\3.ElmTerm,Tap Aeropuerto Barahona,WXABRF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Aeropuerto Barahona.ElmTerm,0.75,1,0.36000001430511475,0.22607283294200897,0.3685089647769928,0.5288071036338806,1.1736974716186523,2.5604465007781982,1.4452069997787476,3.122502256758253e-17
69 kV Derivación SODOCAL_b,ZSODOF_ZXSODF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación SODOCAL_b.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap SODOCAL,WXSODF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap SODOCAL.ElmTerm,69 kV SODOCAL,WSODOF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV SODOCAL.ElmTerm,0.3700000047683716,1,0.6629999876022339,0.04312277212738991,0.1578233689069748,0.19388248026371002,0.5603790283203125,1.452958106994629,0.7579416632652283,-1.0269563110131596e-17
69 kV Derivación SODOCAL_a,ZXMV2F_ZXSODF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación SODOCAL_a.ElmLne,P.MADERA TP-IG 50 P/69 - 559 AAAC,Tap 2 Madre Vieja,WXMV2F,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 2 Madre Vieja.ElmTerm,Tap SODOCAL,WXSODF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap SODOCAL.ElmTerm,0.3400000035762787,1,0.6629999876022339,0.03962633013725281,0.14502687752246857,0.17816227674484253,0.5149428844451904,1.3351505994796753,0.6964869499206543,-9.436895808575504e-18
69 kV Barahona – Barahona Carbón,ZBARAF_ZBCARF-L1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Barahona – Barahona Carbón.ElmLne,P.MADERA TVS-1/1C/69/1xF - 559 AAAC,2,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZBARAF.ElmSubstat\2.ElmTerm,Terminal Barahona,WXBARF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona.ElmTerm,0.7699999809265137,1,0.6629999876022339,0.08983387798070908,0.32595139741897583,0.3841502070426941,1.1869235038757324,3.0682897567749023,1.4990164041519165,0.0
69 kV Pizarrete – Madre Vieja_a,ZPIZAF_ZXPGMF-L1,0,SUR CERCANO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete – Madre Vieja_a.ElmLne,P.MADERA TP-IG 55 P/69 - 450 ACAR,3,,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\ZPIZAF.ElmSubstat\3.ElmTerm,Tap Pizarrete-Goya-Madre Vieja,WXPGMF,69.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Pizarrete-Goya-Madre Vieja.ElmTerm,0.10000000149011612,1,0.5680000185966492,0.01310503389686346,0.04408087581396103,0.05345138534903526,0.15150104463100433,0.379716694355011,0.2006910741329193,0.0
