generator_id,generator_name,snapshot_id,snapshot_order,snapshot_label_modom,time_block_group,available_mw,static_pmax_mw,available_pu,source_sheet
G3JIGUE2,JIGUEY 2,h_05,5,5,canonical_hours_24h,46.0,46.0,1.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_06,6,6,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_07,7,7,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_08,8,8,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_09,9,9,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_10,10,10,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_11,11,11,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_12,12,12,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_13,13,13,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_14,14,14,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_15,15,15,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_16,16,16,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_17,17,17,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_18,18,18,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_19,19,19,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_20,20,20,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_21,21,21,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_22,22,22,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_23,23,23,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIGUE2,JIGUEY 2,h_24,24,24,canonical_hours_24h,0.0,46.0,0.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_01,1,1,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_02,2,2,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_03,3,3,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_04,4,4,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_05,5,5,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_06,6,6,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_07,7,7,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_08,8,8,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_09,9,9,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_10,10,10,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_11,11,11,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_12,12,12,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_13,13,13,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_14,14,14,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_15,15,15,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_16,16,16,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_17,17,17,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_18,18,18,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_19,19,19,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_20,20,20,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_21,21,21,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_22,22,22,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_23,23,23,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3JIMENO,JIMENOA,h_24,24,24,canonical_hours_24h,5.0,5.0,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_01,1,1,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_02,2,2,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_03,3,3,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_04,4,4,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_05,5,5,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_06,6,6,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_07,7,7,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_08,8,8,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_09,9,9,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_10,10,10,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_11,11,11,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_12,12,12,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_13,13,13,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_14,14,14,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_15,15,15,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_16,16,16,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_17,17,17,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_18,18,18,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_19,19,19,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_20,20,20,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_21,21,21,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_22,22,22,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_23,23,23,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANGOS,LOPEZ ANGOSTURA,h_24,24,24,canonical_hours_24h,7.2,7.2,1.0,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_01,1,1,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_02,2,2,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_03,3,3,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_04,4,4,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_05,5,5,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_06,6,6,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_07,7,7,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_08,8,8,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_09,9,9,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_10,10,10,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_11,11,11,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_12,12,12,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_13,13,13,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_14,14,14,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_15,15,15,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_16,16,16,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_17,17,17,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_18,18,18,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_19,19,19,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_20,20,20,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_21,21,21,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_22,22,22,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_23,23,23,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LANONE,LOS ANONES,h_24,24,24,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_01,1,1,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_02,2,2,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_03,3,3,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_04,4,4,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_05,5,5,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_06,6,6,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_07,7,7,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_08,8,8,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_09,9,9,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_10,10,10,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_11,11,11,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_12,12,12,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_13,13,13,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_14,14,14,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_15,15,15,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_16,16,16,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_17,17,17,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_18,18,18,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_19,19,19,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_20,20,20,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_21,21,21,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_22,22,22,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_23,23,23,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LBARIA,LAS BARIAS,h_24,24,24,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_01,1,1,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_02,2,2,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_03,3,3,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_04,4,4,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_05,5,5,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_06,6,6,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_07,7,7,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_08,8,8,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_09,9,9,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_10,10,10,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_11,11,11,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_12,12,12,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_13,13,13,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_14,14,14,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_15,15,15,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_16,16,16,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_17,17,17,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_18,18,18,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_19,19,19,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_20,20,20,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_21,21,21,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_22,22,22,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_23,23,23,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LCOCO2,LOS COCOS 2,h_24,24,24,canonical_hours_24h,46.0,50.0,0.92,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_01,1,1,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_02,2,2,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_03,3,3,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_04,4,4,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_05,5,5,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_06,6,6,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_07,7,7,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_08,8,8,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_09,9,9,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_10,10,10,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_11,11,11,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_12,12,12,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_13,13,13,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_14,14,14,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_15,15,15,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_16,16,16,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_17,17,17,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_18,18,18,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_19,19,19,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_20,20,20,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_21,21,21,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_22,22,22,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_23,23,23,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LDAMAS,LAS DAMAS,h_24,24,24,canonical_hours_24h,2.3,2.3,1.0,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_01,1,1,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_02,2,2,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_03,3,3,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_04,4,4,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_05,5,5,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_06,6,6,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_07,7,7,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_08,8,8,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_09,9,9,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_10,10,10,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_11,11,11,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_12,12,12,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_13,13,13,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_14,14,14,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_15,15,15,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_16,16,16,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_17,17,17,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_18,18,18,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_19,19,19,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_20,20,20,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_21,21,21,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_22,22,22,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_23,23,23,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA5,LOS MINA 5,h_24,24,24,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_01,1,1,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_02,2,2,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_03,3,3,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_04,4,4,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_05,5,5,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_06,6,6,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_07,7,7,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_08,8,8,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_09,9,9,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_10,10,10,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_11,11,11,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_12,12,12,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_13,13,13,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_14,14,14,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_15,15,15,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_16,16,16,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_17,17,17,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_18,18,18,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_19,19,19,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_20,20,20,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_21,21,21,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_22,22,22,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_23,23,23,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LMINA6,LOS MINA 6,h_24,24,24,canonical_hours_24h,0.0,0.0,,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_01,1,1,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_02,2,2,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_03,3,3,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_04,4,4,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_05,5,5,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_06,6,6,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_07,7,7,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_08,8,8,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_09,9,9,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_10,10,10,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_11,11,11,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_12,12,12,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_13,13,13,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_14,14,14,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_15,15,15,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_16,16,16,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
G3LOPPFO,LOS ORÍGENES POWER PLANT FUEL OIL,h_17,17,17,canonical_hours_24h,58.9,58.9,1.0,Reporte de Disponibilidad
