generator_id,generator_name,snapshot_id,snapshot_order,snapshot_label_modom,time_block_group,forecast_mw,static_pmax_mw,forecast_pu,source_sheet
G3PELARI,PARQUE EOLICO LARIMAR,h_06,6,6,canonical_hours_24h,29.645,49.5,0.5988888888888889,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_07,7,7,canonical_hours_24h,25.186,49.5,0.5088080808080808,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_08,8,8,canonical_hours_24h,21.707,49.5,0.43852525252525254,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_09,9,9,canonical_hours_24h,19.894,49.5,0.40189898989898987,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_10,10,10,canonical_hours_24h,20.433,49.5,0.41278787878787876,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_11,11,11,canonical_hours_24h,23.221,49.5,0.4691111111111111,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_12,12,12,canonical_hours_24h,25.968,49.5,0.5246060606060606,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_13,13,13,canonical_hours_24h,25.423066669999997,49.5,0.5135973064646464,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_14,14,14,canonical_hours_24h,26.049333335,49.5,0.5262491582828283,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_15,15,15,canonical_hours_24h,25.845866665,49.5,0.5221387205050505,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_16,16,16,canonical_hours_24h,24.9396,49.5,0.503830303030303,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_17,17,17,canonical_hours_24h,23.971733335,49.5,0.4842774411111111,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_18,18,18,canonical_hours_24h,22.91333333,49.5,0.46289562282828284,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_19,19,19,canonical_hours_24h,21.484866665,49.5,0.4340377104040404,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_20,20,20,canonical_hours_24h,20.074133335,49.5,0.40553804717171715,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_21,21,21,canonical_hours_24h,19.147333330000002,49.5,0.3868148147474748,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_22,22,22,canonical_hours_24h,19.095533330000002,49.5,0.3857683501010101,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_23,23,23,canonical_hours_24h,20.696199999999997,49.5,0.4181050505050505,Pronostico Renovable
G3PELARI,PARQUE EOLICO LARIMAR,h_24,24,24,canonical_hours_24h,21.848399999999998,49.5,0.44138181818181815,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_01,1,1,canonical_hours_24h,46.8,46.8,1.0,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_02,2,2,canonical_hours_24h,44.55,46.8,0.9519230769230769,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_03,3,3,canonical_hours_24h,37.6,46.8,0.8034188034188035,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_04,4,4,canonical_hours_24h,26.799999999999997,46.8,0.5726495726495726,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_05,5,5,canonical_hours_24h,22.6,46.8,0.48290598290598297,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_06,6,6,canonical_hours_24h,19.6,46.8,0.41880341880341887,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_07,7,7,canonical_hours_24h,27.299999999999997,46.8,0.5833333333333333,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_08,8,8,canonical_hours_24h,43.0,46.8,0.9188034188034189,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_09,9,9,canonical_hours_24h,46.8,46.8,1.0,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_10,10,10,canonical_hours_24h,46.8,46.8,1.0,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_11,11,11,canonical_hours_24h,46.8,46.8,1.0,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_12,12,12,canonical_hours_24h,46.8,46.8,1.0,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_13,13,13,canonical_hours_24h,3.55,46.8,0.07585470085470085,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_14,14,14,canonical_hours_24h,2.4,46.8,0.05128205128205128,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_15,15,15,canonical_hours_24h,2.4,46.8,0.05128205128205128,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_16,16,16,canonical_hours_24h,2.4,46.8,0.05128205128205128,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_17,17,17,canonical_hours_24h,2.15,46.8,0.045940170940170943,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_18,18,18,canonical_hours_24h,2.0,46.8,0.042735042735042736,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_19,19,19,canonical_hours_24h,3.7,46.8,0.07905982905982907,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_20,20,20,canonical_hours_24h,8.05,46.8,0.17200854700854704,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_21,21,21,canonical_hours_24h,14.65,46.8,0.3130341880341881,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_22,22,22,canonical_hours_24h,18.1,46.8,0.3867521367521368,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_23,23,23,canonical_hours_24h,22.5,46.8,0.4807692307692308,Pronostico Renovable
G3PELGU2,PARQUE EÓLICO LOS GUZMANCITOS 2,h_24,24,24,canonical_hours_24h,25.1,46.8,0.5363247863247864,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_01,1,1,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_02,2,2,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_03,3,3,canonical_hours_24h,47.05,48.0,0.9802083333333332,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_04,4,4,canonical_hours_24h,35.0,48.0,0.7291666666666666,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_05,5,5,canonical_hours_24h,29.6,48.0,0.6166666666666667,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_06,6,6,canonical_hours_24h,25.7,48.0,0.5354166666666667,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_07,7,7,canonical_hours_24h,35.65,48.0,0.7427083333333333,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_08,8,8,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_09,9,9,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_10,10,10,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_11,11,11,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_12,12,12,canonical_hours_24h,48.0,48.0,1.0,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_13,13,13,canonical_hours_24h,26.95,48.0,0.5614583333333333,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_14,14,14,canonical_hours_24h,3.95,48.0,0.08229166666666667,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_15,15,15,canonical_hours_24h,3.3,48.0,0.06874999999999999,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_16,16,16,canonical_hours_24h,3.45,48.0,0.07187500000000001,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_17,17,17,canonical_hours_24h,3.45,48.0,0.07187500000000001,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_18,18,18,canonical_hours_24h,3.0,48.0,0.0625,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_19,19,19,canonical_hours_24h,3.65,48.0,0.07604166666666666,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_20,20,20,canonical_hours_24h,7.800000000000001,48.0,0.1625,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_21,21,21,canonical_hours_24h,16.1,48.0,0.3354166666666667,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_22,22,22,canonical_hours_24h,24.15,48.0,0.5031249999999999,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_23,23,23,canonical_hours_24h,27.9,48.0,0.5812499999999999,Pronostico Renovable
G3PELGUZ,PARQUE EÓLICO LOS GUZMANCITOS,h_24,24,24,canonical_hours_24h,34.95,48.0,0.728125,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_01,1,1,canonical_hours_24h,48.845,49.6,0.9847782258064516,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_02,2,2,canonical_hours_24h,48.34,49.6,0.9745967741935484,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_03,3,3,canonical_hours_24h,48.845,49.6,0.9847782258064516,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_04,4,4,canonical_hours_24h,48.34,49.6,0.9745967741935484,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_05,5,5,canonical_hours_24h,48.845,49.6,0.9847782258064516,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_06,6,6,canonical_hours_24h,49.45,49.6,0.9969758064516129,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_07,7,7,canonical_hours_24h,49.55,49.6,0.9989919354838709,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_08,8,8,canonical_hours_24h,49.55,49.6,0.9989919354838709,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_09,9,9,canonical_hours_24h,49.55,49.6,0.9989919354838709,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_10,10,10,canonical_hours_24h,49.45,49.6,0.9969758064516129,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_11,11,11,canonical_hours_24h,48.34,49.6,0.9745967741935484,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_12,12,12,canonical_hours_24h,48.34,49.6,0.9745967741935484,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_13,13,13,canonical_hours_24h,44.3,49.6,0.8931451612903225,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_14,14,14,canonical_hours_24h,42.23,49.6,0.8514112903225806,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_15,15,15,canonical_hours_24h,42.23,49.6,0.8514112903225806,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_16,16,16,canonical_hours_24h,38.19499999999999,49.6,0.7700604838709676,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_17,17,17,canonical_hours_24h,38.19499999999999,49.6,0.7700604838709676,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_18,18,18,canonical_hours_24h,42.23,49.6,0.8514112903225806,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_19,19,19,canonical_hours_24h,47.455,49.6,0.9567540322580644,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_20,20,20,canonical_hours_24h,47.55,49.6,0.9586693548387096,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_21,21,21,canonical_hours_24h,47.55,49.6,0.9586693548387096,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_22,22,22,canonical_hours_24h,47.36,49.6,0.9548387096774194,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_23,23,23,canonical_hours_24h,46.864999999999995,49.6,0.9448588709677418,Pronostico Renovable
G3PEMATA,PARQUE EÓLICO DE MATAFONGO,h_24,24,24,canonical_hours_24h,44.3,49.6,0.8931451612903225,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_01,1,1,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_02,2,2,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_03,3,3,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_04,4,4,canonical_hours_24h,1.8099999999999998,50.0,0.036199999999999996,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_05,5,5,canonical_hours_24h,15.440000000000001,50.0,0.3088,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_06,6,6,canonical_hours_24h,31.979999999999997,50.0,0.6396,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_07,7,7,canonical_hours_24h,35.89,50.0,0.7178,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_08,8,8,canonical_hours_24h,30.575000000000003,50.0,0.6115,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_09,9,9,canonical_hours_24h,12.49,50.0,0.2498,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_10,10,10,canonical_hours_24h,0.495,50.0,0.009899999999999999,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_11,11,11,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_12,12,12,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_13,13,13,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_14,14,14,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_15,15,15,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_16,16,16,canonical_hours_24h,1.8099999999999998,50.0,0.036199999999999996,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_17,17,17,canonical_hours_24h,15.440000000000001,50.0,0.3088,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_18,18,18,canonical_hours_24h,31.979999999999997,50.0,0.6396,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_19,19,19,canonical_hours_24h,35.89,50.0,0.7178,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_20,20,20,canonical_hours_24h,30.575000000000003,50.0,0.6115,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_21,21,21,canonical_hours_24h,12.49,50.0,0.2498,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_22,22,22,canonical_hours_24h,0.495,50.0,0.009899999999999999,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_23,23,23,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFBAYA,PARQUE FOTOVOLTAICO BAYAHONDA (BAYASOL),h_24,24,24,canonical_hours_24h,0.0,50.0,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_01,1,1,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_02,2,2,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_03,3,3,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_04,4,4,canonical_hours_24h,1.15,50.6,0.022727272727272724,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_05,5,5,canonical_hours_24h,18.35,50.6,0.36264822134387353,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_06,6,6,canonical_hours_24h,36.05,50.6,0.7124505928853754,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_07,7,7,canonical_hours_24h,42.5,50.6,0.8399209486166007,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_08,8,8,canonical_hours_24h,37.3,50.6,0.7371541501976284,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_09,9,9,canonical_hours_24h,15.850000000000001,50.6,0.3132411067193676,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_10,10,10,canonical_hours_24h,0.55,50.6,0.010869565217391306,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_11,11,11,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_12,12,12,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_13,13,13,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_14,14,14,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_15,15,15,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_16,16,16,canonical_hours_24h,1.05,50.6,0.020750988142292492,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_17,17,17,canonical_hours_24h,18.05,50.6,0.3567193675889328,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_18,18,18,canonical_hours_24h,32.8,50.6,0.6482213438735177,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_19,19,19,canonical_hours_24h,36.2,50.6,0.7154150197628459,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_20,20,20,canonical_hours_24h,30.0,50.6,0.5928853754940712,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_21,21,21,canonical_hours_24h,14.2,50.6,0.28063241106719367,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_22,22,22,canonical_hours_24h,0.55,50.6,0.010869565217391306,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_23,23,23,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCALA,PARQUE FOTOVOLTAICO CALABAZA,h_24,24,24,canonical_hours_24h,0.0,50.6,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_01,1,1,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_02,2,2,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_03,3,3,canonical_hours_24h,0.285255,110.0,0.0025932272727272727,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_04,4,4,canonical_hours_24h,23.626694999999998,110.0,0.21478813636363633,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_05,5,5,canonical_hours_24h,63.81797,110.0,0.5801633636363637,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_06,6,6,canonical_hours_24h,81.019405,110.0,0.7365400454545455,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_07,7,7,canonical_hours_24h,77.58653,110.0,0.7053320909090909,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_08,8,8,canonical_hours_24h,54.394670000000005,110.0,0.494497,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_09,9,9,canonical_hours_24h,19.13362,110.0,0.173942,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_10,10,10,canonical_hours_24h,0.03448,110.0,0.0003134545454545454,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_11,11,11,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_12,12,12,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_13,13,13,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_14,14,14,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_15,15,15,canonical_hours_24h,0.30926,110.0,0.0028114545454545454,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_16,16,16,canonical_hours_24h,21.668335,110.0,0.19698486363636364,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_17,17,17,canonical_hours_24h,57.349675000000005,110.0,0.5213606818181818,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_18,18,18,canonical_hours_24h,77.46728,110.0,0.704248,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_19,19,19,canonical_hours_24h,80.18798,110.0,0.7289816363636363,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_20,20,20,canonical_hours_24h,61.456194999999994,110.0,0.5586926818181818,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_21,21,21,canonical_hours_24h,21.561590000000002,110.0,0.19601445454545458,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_22,22,22,canonical_hours_24h,0.055565,110.0,0.0005051363636363636,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_23,23,23,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOAS,PARQUE FOTOVOLTAICO COASTAL,h_24,24,24,canonical_hours_24h,0.0,110.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_01,1,1,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_02,2,2,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_03,3,3,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_04,4,4,canonical_hours_24h,6.2309526225,45.0,0.13846561383333333,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_05,5,5,canonical_hours_24h,18.915182415,45.0,0.420337387,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_06,6,6,canonical_hours_24h,30.274194174999998,45.0,0.6727598705555555,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_07,7,7,canonical_hours_24h,35.044979104999996,45.0,0.7787773134444443,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_08,8,8,canonical_hours_24h,29.308678175,45.0,0.6513039594444444,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_09,9,9,canonical_hours_24h,15.9050443,45.0,0.3534454288888889,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_10,10,10,canonical_hours_24h,2.131028626,45.0,0.04735619168888889,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_11,11,11,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_12,12,12,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_13,13,13,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_14,14,14,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_15,15,15,canonical_hours_24h,0.0,45.0,0.0,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_16,16,16,canonical_hours_24h,6.022704074,45.0,0.1338378683111111,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_17,17,17,canonical_hours_24h,18.195778335,45.0,0.4043506296666667,Pronostico Renovable
G3PFCOT1,PARQUE FOTOVOLTAICO COTOPERÍ I,h_18,18,18,canonical_hours_24h,29.232951425,45.0,0.6496211427777777,Pronostico Renovable
